ENTRY            C1328   20050819                             C075C132800000001 
SUBENT        C1328001   20050819                             C075C132800100001 
BIB                 10         12                                 C132800100002 
INSTITUTE  (1USACLU,1USAROC,1USAOSU)                              C132800100003 
REFERENCE  (J,NP/A,351,481,1981)                                  C132800100004 
AUTHOR     (E.Sugarbaker,R.N.Boyd,D.Elmore,H.E.Gove)              C132800100005 
TITLE      The 12C(9Be, n)20Ne reaction                           C132800100006 
FACILITY   (VDG,1USAROC) NSRL MP Tandem Van de Graaff             C132800100007 
            accelerator                                           C132800100008 
INC-SOURCE  16 and 24 MeV 9Be beam                                C132800100009 
METHOD     (TOF)                                                  C132800100010 
DETECTOR   (SCIN) Four detectors containing NE213 liquid          C132800100011 
            scintillator                                          C132800100012 
SAMPLE     a 200 microg/cm2 natural carbon target.                C132800100013 
HISTORY    (20050819C) DR                                         C132800100014 
ENDBIB              12          0                                 C132800100015 
COMMON               1          3                                 C132800100016 
EN                                                                C132800100017 
MEV                                                               C132800100018 
24.                                                               C132800100019 
ENDCOMMON            3          0                                 C132800100020 
ENDSUBENT           19          0                                 C132800199999 
SUBENT        C1328002   20050819                             C075C132800200001 
BIB                  4          5                                 C132800200002 
REACTION   (6-C-12(4-BE-9,N)10-NE-20,PAR,DA)                      C132800200003 
EN-SEC     (E-EXC,10-NE-20)                                       C132800200004 
ERR-ANALYS (ERR-S) Statistical uncertainty                        C132800200005 
           (ERR-SYS) Systematic uncertainty                       C132800200006 
STATUS     (CURVE) Data taken from Fig. 3                         C132800200007 
ENDBIB               5          0                                 C132800200008 
COMMON               1          3                                 C132800200009 
ERR-SYS                                                           C132800200010 
PER-CENT                                                          C132800200011 
50.                                                               C132800200012 
ENDCOMMON            3          0                                 C132800200013 
DATA                 4         67                                 C132800200014 
E-EXC      ANG-CM     DATA-CM    ERR-S                            C132800200015 
MEV        ADEG       MB/SR      MB/SR                            C132800200016 
 7.3          1.57E+01   1.20E-01   1.60E-02                      C132800200017 
 7.3          1.95E+01   5.92E-02   2.73E-02                      C132800200018 
 7.3          2.61E+01   5.99E-02   1.23E-02                      C132800200019 
 7.3          3.26E+01   4.75E-02   9.22E-03                      C132800200020 
 7.3          4.56E+01   2.58E-02   1.61E-02                      C132800200021 
 7.3          5.24E+01   3.64E-02   1.56E-02                      C132800200022 
 7.3          6.20E+01   1.90E-02   1.17E-02                      C132800200023 
 7.3          7.18E+01   6.44E-02   2.13E-02                      C132800200024 
 7.3          9.48E+01   3.91E-02   1.98E-02                      C132800200025 
 7.3          1.14E+02   7.23E-02   1.88E-02                      C132800200026 
 7.3          1.23E+02   6.80E-02   1.77E-02                      C132800200027 
 7.3          1.31E+02   1.00E-01   2.61E-02                      C132800200028 
 7.3          1.40E+02   7.27E-02   1.82E-02                      C132800200029 
 7.3          1.54E+02   1.19E-01   3.73E-02                      C132800200030 
 7.3          1.67E+02   8.20E-02   3.31E-02                      C132800200031 
 9.2          9.16E+00   6.68E-02   1.66E-02                      C132800200032 
 9.2          1.91E+01   3.55E-02   9.96E-03                      C132800200033 
 9.2          2.66E+01   1.91E-02   1.20E-02                      C132800200034 
 9.2          3.83E+01   5.20E-02   3.03E-02                      C132800200035 
 9.2          4.83E+01   5.99E-02   2.09E-02                      C132800200036 
 9.2          5.58E+01   1.88E-02   1.17E-02                      C132800200037 
 9.2          6.66E+01   2.56E-02   1.46E-02                      C132800200038 
 9.2          8.83E+01   8.14E-02   4.43E-02                      C132800200039 
 9.2          1.06E+02   4.64E-02   1.39E-02                      C132800200040 
