ENTRY            C0768   20010202                             0000C076800000001 
SUBENT        C0768001   20010202                             0000C076800100001 
BIB                 13         19                                 C076800100002 
INSTITUTE  (1USATNL,1USADKE,1USANCA)                              C076800100003 
REFERENCE  (J,NP/A,395,1,1983)                                    C076800100004 
AUTHOR     (P.P.GUSS,K.MURPHY,R.C.BOYD,C.E.FLOYD,S.A.WENDER,      C076800100005 
           R.L.WALTER)                                            C076800100006 
TITLE      The analyzing power for the 2H(d,n)3He(g.s.) reaction  C076800100007 
            from 5.5 to 11.5 MeV                                  C076800100008 
FACILITY   (VDG,1USATNL)                                          C076800100009 
INC-SOURCE (LAMB) Pure vector polization, typically -0.47.        C076800100010 
SAMPLE     Deuterium gas cells with molybdenum entrance windows.  C076800100011 
METHOD     Polarization determined using quench ratio method.     C076800100012 
DETECTOR   (SCIN) Liquid organic (NE218) scintillators.           C076800100013 
CORRECTION Corrected for background.                              C076800100014 
ERR-ANALYS (DATA-ERR) Absolute uncertainty given includes         C076800100015 
            statistical uncertainty and uncertainy in             C076800100016 
            estimating background.  Not included is uncertainty   C076800100017 
            in deuteron beam polarization (2%).                   C076800100018 
STATUS     Data taken from table in reference.                    C076800100019 
           (APRVD) Approved by P.P. Guss, 2 February 2001.        C076800100020 
HISTORY    (20001220C) VM                                         C076800100021 
ENDBIB              19          0                                 C076800100022 
NOCOMMON             0          0                                 C076800100023 
ENDSUBENT           22          0                                 C076800199999 
SUBENT        C0768002   20010119                             0000C076800200001 
BIB                  1          1                                 C076800200002 
REACTION   (1-H-2(D,N)2-HE-3,,POL/DA,,ANA)                        C076800200003 
ENDBIB               1          0                                 C076800200004 
NOCOMMON             0          0                                 C076800200005 
DATA                 4        125                                 C076800200006 
EN         ANG        DATA       DATA-ERR                         C076800200007 
MEV        ADEG       NO-DIM     NO-DIM                           C076800200008 
  5.5        0.        0.002      0.003                           C076800200009 
  5.5        5.        0.001     -0.003                           C076800200010 
  5.5       10.        0.000     -0.003                           C076800200011 
  5.5       15.        0.003     -0.002                           C076800200012 
  5.5       20.        0.004     -0.002                           C076800200013 
  5.5       25.        0.002      0.003                           C076800200014 
  5.5       30.        0.006      0.003                           C076800200015 
  5.5       35.        0.039      0.004                           C076800200016 
  5.5       40.        0.072      0.003                           C076800200017 
  5.5       45.        0.082      0.004                           C076800200018 
  5.5       50.        0.086      0.004                           C076800200019 
  5.5       55.        0.086      0.002                           C076800200020 
  5.5       60.        0.088      0.004                           C076800200021 
  5.5       65.        0.099      0.002                           C076800200022 
  5.5       70.        0.110      0.002                           C076800200023 
  5.5       75.        0.121      0.003                           C076800200024 
  5.5       80.        0.138      0.003                           C076800200025 
  5.5       85.        0.159      0.004                           C076800200026 
  5.5       90.        0.193      0.003                           C076800200027 
  5.5       95.        0.239      0.004                           C076800200028 
  5.5      100.        0.287      0.004                           C076800200029 
  5.5      105.        0.329      0.005                           C076800200030 
  5.5      110.        0.310      0.005                           C076800200031 
  5.5      115.        0.249      0.006                           C076800200032 
  5.5      120.        0.173      0.005                           C076800200033 
  5.5      125.        0.122      0.004                           C076800200034 
  5.5      130.        0.082      0.003                           C076800200035 
  7.0        0.       -0.001      0.003                           C076800200036 
  7.0        5.        0.000      0.003                           C076800200037 
  7.0       10.       -0.004      0.003                           C076800200038 
  7.0       15.       -0.006      0.002                           C076800200039 
  7.0       20.       -0.006      0.002                           C076800200040 
  7.0       25.       -0.007      0.003                           C076800200041 
