ENTRY            C0015   20020213                             0000C001500000001 
SUBENT        C0015001   20020213                             0000C001500100001 
BIB                 12         16                                 C001500100002 
INSTITUTE  (1USAMIN)                                              C001500100003 
REFERENCE  (J,PR,88,257,195210)                                   C001500100004 
AUTHOR     (W.R.Stratton,G.D.Freier,G.R.Keepin,D.Rankin,          C001500100005 
           T.F.Stratton)                                          C001500100006 
TITLE      The Elastic Scattering of Deuterons by Tritons         C001500100007 
FACILITY   (VDG)                                                  C001500100008 
SAMPLE     Small volume scattering chamber.                       C001500100009 
METHOD     (PHD)                                                  C001500100010 
DETECTOR   (PROPC)                                                C001500100011 
PART-DET   (D,T)                                                  C001500100012 
ERR-ANALYS (DATA-ERR) Probable error.                             C001500100013 
STATUS     Data taken from table in reference                     C001500100014 
HISTORY    (19780713C)TWB                                         C001500100015 
           (19800305A)TWB                                         C001500100016 
           (19960226A) STATUS added, converted to lower case.     C001500100017 
           (20020213A) Converted to new date formats.             C001500100018 
ENDBIB              16          0                                 C001500100019 
NOCOMMON             0          0                                 C001500100020 
ENDSUBENT           19          0                                 C001500199999 
SUBENT        C0015002   20020213                             0000C001500200001 
BIB                  1          1                                 C001500200002 
REACTION   (1-H-3(D,EL)1-H-3,,DA)                                 C001500200003 
ENDBIB               1          0                                 C001500200004 
NOCOMMON             0          0                                 C001500200005 
DATA                 4         87                                 C001500200006 
EN         ANG-CM     DATA-CM    DATA-ERR                         C001500200007 
MEV        ADEG       B/SR       PER-CENT                         C001500200008 
 0.96        56.7      0.195      6.0                             C001500200009 
 0.96        65.4      0.204      6.0                             C001500200010 
 0.96        73.2      0.158      5.0                             C001500200011 
 0.96        80.4      0.181      5.0                             C001500200012 
 1.20        52.1      0.148      6.0                             C001500200013 
 1.20        73.2      0.133      6.0                             C001500200014 
 1.20        80.4      0.133      5.0                             C001500200015 
 1.20        90.       0.131      5.0                             C001500200016 
 1.20       116.75     0.163      5.0                             C001500200017 
 1.46        44.3      0.151      9.0                             C001500200018 
 1.46        52.1      0.138      6.0                             C001500200019 
 1.46        56.7      0.119      6.0                             C001500200020 
 1.46        65.4      0.112      6.0                             C001500200021 
 1.46        80.4      0.101      5.0                             C001500200022 
 1.46        90.       0.097      5.0                             C001500200023 
 1.46       100.       0.103      5.0                             C001500200024 
 1.46       110.85     0.120      5.0                             C001500200025 
 1.46       116.75     0.133      5.0                             C001500200026 
 1.97        44.3      0.103      9.0                             C001500200027 
 1.97        52.1      0.094      6.0                             C001500200028 
 1.97        56.7      0.077      6.0                             C001500200029 
 1.97        65.4      0.072      6.0                             C001500200030 
 1.97        80.4      0.059      5.0                             C001500200031 
 1.97        90.       0.059      5.0                             C001500200032 
 1.97       100.       0.065      5.0                             C001500200033 
 1.97       102.2      0.069      5.0                             C001500200034 
 1.97       110.85     0.087      5.0                             C001500200035 
 1.97       116.75     0.100      5.0                             C001500200036 
 1.97       126.4      0.129      9.0                             C001500200037 
 2.21        44.3      0.086      9.0                             C001500200038 
 2.21        56.7      0.072      6.0                             C001500200039 
 2.21        65.4      0.058      6.0                             C001500200040 
 2.21        73.2      0.052      6.0                             C001500200041 
 2.21        80.4      0.046      5.0                             C001500200042 
 2.21        90.       0.047      5.0                             C001500200043 
 2.21       100.       0.052      5.0                             C001500200044 
 2.21       102.2      0.055      5.0                             C001500200045 
 2.21       110.85     0.069      5.0                             C001500200046 
 2.21       115.15     0.077      5.0                             C001500200047 
 2.21       126.4      0.114      9.0                             C001500200048 
 2.46        44.3      0.090      9.0                             C001500200049 
 2.46        56.7      0.067      6.0                             C001500200050 
 2.46        65.4      0.056      6.0                             C001500200051 
 2.46        73.2      0.050      6.0                             C001500200052 
 2.46        80.4      0.036      5.0                             C001500200053 
 2.46        90.       0.034      5.0                             C001500200054 
 2.46       100.       0.038      5.0                             C001500200055 
 2.46       102.2      0.042      5.0                             C001500200056 
 2.46       110.85     0.055      5.0                             C001500200057 
 2.46       115.15     0.069      5.0                             C001500200058 
 2.46       125.4      0.112      5.0                             C001500200059 
 2.46       126.4      0.113      9.0                             C001500200060 
 2.71        44.3      0.090      9.0                             C001500200061 
 2.71        56.7      0.064      6.0                             C001500200062 
 2.71        65.4      0.052      6.0                             C001500200063 
 2.71        73.2      0.043      6.0                             C001500200064 
 2.71        80.4      0.031      5.0                             C001500200065 
 2.71        90.       0.027      5.0                             C001500200066 
 2.71       100.       0.030      5.0                             C001500200067 
 2.71       102.2      0.034      5.0                             C001500200068 
 2.71       110.85     0.045      5.0                             C001500200069 
 2.71       115.15     0.057      5.0                             C001500200070 
 2.71       125.4      0.094      5.0                             C001500200071 
 2.71       126.4      0.109      9.0                             C001500200072 
 2.99        44.3      0.091      9.0                             C001500200073 
 2.99        56.7      0.060      6.0                             C001500200074 
 2.99        65.4      0.044      6.0                             C001500200075 
 2.99        73.2      0.041      6.0                             C001500200076 
 2.99        80.4      0.028      5.0                             C001500200077 
 2.99        90.       0.023      5.0                             C001500200078 
 2.99       100.       0.024      5.0                             C001500200079 
 2.99       102.2      0.025      5.0                             C001500200080 
 2.99       110.85     0.036      5.0                             C001500200081 
 2.99       115.15     0.047      5.0                             C001500200082 
 2.99       121.1      0.070      5.0                             C001500200083 
 2.99       126.4      0.099      9.0                             C001500200084 
 3.22        56.7      0.054      6.0                             C001500200085 
 3.22        65.4      0.042      6.0                             C001500200086 
 3.22        73.2      0.032      5.0                             C001500200087 
 3.22        80.4      0.026      5.0                             C001500200088 
 3.22        90.       0.022      5.0                             C001500200089 
 3.22       100.       0.019      5.0                             C001500200090 
 3.22       102.2      0.021      5.0                             C001500200091 
 3.22       110.85     0.031      5.0                             C001500200092 
 3.22       115.15     0.041      5.0                             C001500200093 
 3.22       125.4      0.092      5.0                             C001500200094 
 3.22       126.4      0.081      9.0                             C001500200095 
ENDDATA             89          0                                 C001500200096 
ENDSUBENT           95          0                                 C001500299999 
ENDENTRY             2          0                                 C001599999999 
