ENTRY            C0616   20000504                             0000C061600000001 
SUBENT        C0616001   20000504                             0000C061600100001 
BIB                 12         29                                 C061600100002 
INSTITUTE  (1CANMNA,1USALAS)                                      C061600100003 
REFERENCE  (J,PR/C,29,2001,198406)                                C061600100004 
           (R,LA-8179-MS,198007)                                  C061600100005 
AUTHOR     (B.T.MURDOCH,D.K.HASELL,A.M.SOURKES,W.T.H.VAN OERS,    C061600100006 
           P.J.T.VERHEIJEN,R.E.BROWN)                             C061600100007 
TITLE      3He(p,p)3He scattering in the energy range 19 to 48 MeVC061600100008 
FACILITY   (CYCLO,1CANMNA)                                        C061600100009 
SAMPLE     Target contained in cylinder covered with kapton foil. C061600100010 
            enriched to >99.8% in 3He; less than 0.1% 4He         C061600100011 
            with less than 0.1% H2 and N2 impurities.             C061600100012 
METHOD     (BCINT)                                                C061600100013 
           Cross sections measured to left and right of incident  C061600100014 
            beam and averaged.                                    C061600100015 
DETECTOR   (SOLST,NAICR) Used either silicon surface barrier      C061600100016 
            detector or NaI(Tl) scintillation detector, depending C061600100017 
            on energy of scattered protons.                       C061600100018 
CORRECTION Corrected for:                                         C061600100019 
           . background,                                          C061600100020 
           . effects of impurities,                               C061600100021 
           . multiple scattering effects,                         C061600100022 
           . loss of elastically scattered protons in detector    C061600100023 
             material due to nuclear reactions,                   C061600100024 
           . finite geometry effects.                             C061600100025 
ERR-ANALYS (DATA-ERR) Relative uncertainties.                     C061600100026 
           For contributions to relative and absolute uncertainty,C061600100027 
            see Tables I and II in main reference.                C061600100028 
STATUS     (APRVD) Approved by B.T.Murdoch, 3 May 2000.           C061600100029 
           Data taken from report.                                C061600100030 
HISTORY    (20000329C) VM                                         C061600100031 
ENDBIB              29          0                                 C061600100032 
COMMON               2          3                                 C061600100033 
EN-ERR     EN-RSL-FW                                              C061600100034 
KEV        KEV                                                    C061600100035 
100.       150.                                                   C061600100036 
ENDCOMMON            3          0                                 C061600100037 
ENDSUBENT           36          0                                 C061600199999 
SUBENT        C0616002   20000418                             0000C061600200001 
BIB                  1          1                                 C061600200002 
REACTION   (2-HE-3(P,EL)2-HE-3,,DA)                               C061600200003 
ENDBIB               1          0                                 C061600200004 
NOCOMMON             0          0                                 C061600200005 
DATA                 4        478                                 C061600200006 
EN         ANG-CM     DATA-CM    DATA-ERR                         C061600200007 
MEV        ADEG       MB/SR      PER-CENT                         C061600200008 
 19.5       13.38     140.3        1.0                            C061600200009 
 19.5       16.71     135.2        0.9                            C061600200010 
 19.5       20.04     142.0        0.9                            C061600200011 
 19.5       23.35     144.9        0.8                            C061600200012 
 19.5       26.66     146.2        0.9                            C061600200013 
 19.5       29.96     143.6        0.9                            C061600200014 
 19.5       33.24     137.8        0.9                            C061600200015 
 19.5       36.51     130.4        0.9                            C061600200016 
 19.5       39.76     124.0        0.9                            C061600200017 
 19.5       42.99     115.0        0.9                            C061600200018 
 19.5       46.21     106.7        0.9                            C061600200019 
 19.5       49.40      98.0        0.9                            C061600200020 
 19.5       52.58      89.1        0.9                            C061600200021 
 19.5       55.73      81.5        0.9                            C061600200022 
 19.5       58.85      74.1        0.9                            C061600200023 
 19.5       61.96      63.8        0.9                            C061600200024 
 19.5       65.03      58.9        0.9                            C061600200025 
 19.5       68.08      52.8        1.0                            C061600200026 
 19.5       71.09      46.6        0.9                            C061600200027 
 19.5       74.08      40.7        1.0                            C061600200028 
 19.5       77.03      36.3        0.9                            C061600200029 
 19.5       79.96      31.3        1.2                            C061600200030 
 19.5       82.85      27.3        0.7                            C061600200031 
 19.5       85.70      23.7        1.2                            C061600200032 
 19.5       88.52      20.5        0.6                            C061600200033 
 19.5       91.3       17.3        1.6                            C061600200034 
 19.5       94.05      14.7        0.7                            C061600200035 
 19.5       96.76      12.5        1.8                            C061600200036 
 19.5       99.43      10.3        0.7                            C061600200037 
 19.5      104.65       7.14       0.8                            C061600200038 
 19.5      109.73       5.15       1.1                            C061600200039 
 19.5      114.64       4.02       1.2                            C061600200040 
 19.5      119.40       3.98       1.3                            C061600200041 
 19.5      124.01       4.82       1.4                            C061600200042 
 19.5      128.47       6.43       1.3                            C061600200043 
 19.5      132.79       8.92       1.3                            C061600200044 
 19.5      141.02      15.5        1.2                            C061600200045 
 19.5      144.96      19.6        1.2                            C061600200046 
 19.5      148.78      23.9        1.1                            C061600200047 
 19.5      152.50      28.2        1.1                            C061600200048 
 19.5      156.14      32.8        0.9                            C061600200049 
 19.5      159.69      36.8        0.9                            C061600200050 
 19.5      163.18      40.3        0.9                            C061600200051 
 19.5      166.61      44.2        0.9                            C061600200052 
 19.5      170.00      46.7        0.9                            C061600200053 
 19.5      173.35      48.7        1.2                            C061600200054 
 21.3       13.38     130.8        1.2                            C061600200055 
 21.3       16.72     127.5        1.1                            C061600200056 
 21.3       20.04     134.2        1.1                            C061600200057 
 21.3       23.36     136.4        1.1                            C061600200058 
 21.3       26.67     134.9        1.2                            C061600200059 
 21.3       29.97     131.8        1.1                            C061600200060 
 21.3       33.25     126.0        1.1                            C061600200061 
 21.3       36.52     119.0        1.1                            C061600200062 
 21.3       39.77     111.8        1.1                            C061600200063 
 21.3       43.01     103.0        1.1                            C061600200064 
 21.3       46.22      95.4        1.1                            C061600200065 
 21.3       49.42      87.3        1.1                            C061600200066 
 21.3       52.59      79.3        1.2                            C061600200067 
 21.3       55.74      71.7        1.2                            C061600200068 
 21.3       58.87      64.2        1.3                            C061600200069 
 21.3       61.97      57.3        1.2                            C061600200070 
 21.3       65.05      49.0        1.4                            C061600200071 
 21.3       68.09      46.2        1.3                            C061600200072 
 21.3       71.11      40.6        1.1                            C061600200073 
 21.3       74.10      35.8        1.4                            C061600200074 
 21.3       77.05      31.2        1.4                            C061600200075 
 21.3       79.98      27.5        1.7                            C061600200076 
 21.3       82.87      23.7        1.1                            C061600200077 
 21.3       85.72      20.5        1.7                            C061600200078 
 21.3       88.54      17.3        1.2                            C061600200079 
 21.3       91.32      14.5        2.3                            C061600200080 
 21.3       94.07      12.6        1.1                            C061600200081 
 21.3       99.45       9.34       1.2                            C061600200082 
 21.3      104.67       6.28       1.4                            C061600200083 
 21.3      109.75       4.50       2.0                            C061600200084 
 21.3      114.66       3.56       1.2                            C061600200085 
 21.3      119.42       3.39       1.7                            C061600200086 
 21.3      124.03       3.88       1.7                            C061600200087 
 21.3      128.49       5.27       1.4                            C061600200088 
 21.3      132.80       7.05       1.3                            C061600200089 
 21.3      141.03      12.9        1.9                            C061600200090 
 21.3      144.97      16.3        1.9                            C061600200091 
 21.3      148.79      19.9        1.6                            C061600200092 
 21.3      152.51      24.4        1.9                            C061600200093 
 21.3      156.15      27.6        1.4                            C061600200094 
 21.3      159.70      31.3        1.4                            C061600200095 
 21.3      163.19      34.9        1.4                            C061600200096 
 25.0       11.39     123.2        3.4                            C061600200097 
 25.0       13.39     104.5        2.3                            C061600200098 
 25.0       16.73     108.3        2.1                            C061600200099 
 25.0       20.06     114.1        2.2                            C061600200100 
 25.0       23.38     116.2        2.0                            C061600200101 
 25.0       24.70     117.9        1.9                            C061600200102 
 25.0       26.69     116.5        1.7                            C061600200103 
 25.0       29.99     111.8        1.6                            C061600200104 
 25.0       33.27     105.1        1.7                            C061600200105 
 25.0       36.54      98.9        1.6                            C061600200106 
 25.0       37.85      95.2        1.9                            C061600200107 
 25.0       39.80      89.9        1.6                            C061600200108 
 25.0       43.03      82.0        1.6                            C061600200109 
 25.0       46.25      74.4        2.1                            C061600200110 
 25.0       49.45      67.0        1.6                            C061600200111 
 25.0       50.72      65.7        2.1                            C061600200112 
 25.0       52.63      60.3        1.6                            C061600200113 
 25.0       55.78      54.1        1.7                            C061600200114 
 25.0       58.91      47.8        1.8                            C061600200115 
 25.0       62.01      43.1        1.7                            C061600200116 
 25.0       63.24      39.0        2.6                            C061600200117 
 25.0       65.09      37.4        1.6                            C061600200118 
 25.0       68.13      33.0        1.9                            C061600200119 
 25.0       71.15      28.3        1.1                            C061600200120 
 25.0       74.14      25.9        2.2                            C061600200121 
 25.0       77.10      22.1        1.6                            C061600200122 
 25.0       80.02      19.0        2.2                            C061600200123 
 25.0       82.91      16.4        1.1                            C061600200124 
 25.0       85.76      14.4        2.2                            C061600200125 
 25.0       88.58      12.6        2.0                            C061600200126 
 25.0       94.11       9.23       1.3                            C061600200127 
 25.0       99.49       6.67       0.9                            C061600200128 
 25.0      104.72       4.61       1.1                            C061600200129 
 25.0      109.78       3.28       1.8                            C061600200130 
