ENTRY            C2907   20231107                             C237C2907000    1 
SUBENT        C2907001   20231107                             C237C2907001    1 
BIB                  8         15                                 C2907001    2 
TITLE      Tests of the peripheral model for a cluster knockout   C2907001    3 
           reaction                                               C2907001    4 
AUTHOR     (H.G.Pugh,J.W.Watson,D.A.Goldberg,P.G.Roos,            C2907001    5 
           D.I.Bonbright, R.A.J.Riddle)                           C2907001    6 
INSTITUTE  (1USAMRY)                                              C2907001    7 
REFERENCE  (J,PRL,22,408,1969)                                    C2907001    8 
           #doi:10.1103/PhysRevLett.22.408                        C2907001    9 
FACILITY   (ISOCY,1USAORL)                                        C2907001   10 
DETECTOR   (SIBAR) Coincident alpha particles from the reaction   C2907001   11 
           6Li(alpha,2alpha)d were detected in deltaE-E silicon   C2907001   12 
           surface-barrier detectors. The two detectors were at   C2907001   13 
           angles ANG1 and ANG2, coplanar with, and on either     C2907001   14 
           side of, the beam direction.                           C2907001   15 
SAMPLE     A self-supporting 6Li target of thickness 0.6 mg/cm2.  C2907001   16 
HISTORY    (20230309C) OG                                         C2907001   17 
ENDBIB              15          0                                 C2907001   18 
NOCOMMON             0          0                                 C2907001   19 
ENDSUBENT           18          0                                 C290700199999 
SUBENT        C2907002   20231107                             C237C2907002    1 
BIB                  7          8                                 C2907002    2 
REACTION   (3-LI-6(A,D+A)2-HE-4,,DA/DA/DE,A/A/A)                  C2907002    3 
PART-DET   (A)                                                    C2907002    4 
METHOD     (COINC) Detection of two alphas in coincidence.        C2907002    5 
ANG-SEC    (ANG1,A) Angle of one of alpha particles.              C2907002    6 
           (ANG2,A) Angle of the other alpha particle.            C2907002    7 
EN-SEC     (E,A)                                                  C2907002    8 
ERR-ANALYS No information on uncertainties.                       C2907002    9 
STATUS     (CURVE,,H.G.Pugh+,J,PRL,22,408,1969) Fig.2 (p.409)     C2907002   10 
ENDBIB               8          0                                 C2907002   11 
COMMON               2          3                                 C2907002   12 
EN         ANG1                                                   C2907002   13 
MEV        ADEG                                                   C2907002   14 
70.3       44.25                                                  C2907002   15 
ENDCOMMON            3          0                                 C2907002   16 
DATA                 4        426                                 C2907002   17 
ANG2       E          DATA-MIN   DATA-MAX                         C2907002   18 
ADEG       MEV        MB/SR2/MEV MB/SR2/MEV                       C2907002   19 
      35.25     13.622     10.294     13.734                      C2907002   20 
      35.25     14.047     10.134     12.544                      C2907002   21 
      35.25      14.43     10.060     12.470                      C2907002   22 
      35.25     14.828      9.470     12.224                      C2907002   23 
      35.25     15.241      6.126      9.396                      C2907002   24 
      35.25     15.592     11.215     14.313                      C2907002   25 
      35.25      15.99     10.884     13.808                      C2907002   26 
      35.25     16.443      9.005     12.101                      C2907002   27 
      35.25     16.823     12.287     15.557                      C2907002   28 
      35.25     17.222     10.061     13.675                      C2907002   29 
      35.25     17.647      8.611     12.397                      C2907002   30 
      35.25     18.004      8.279     11.547                      C2907002   31 
      35.25     18.415      7.086     10.700                      C2907002   32 
      35.25     18.837     10.026     12.606                      C2907002   33 
      35.25     19.151     10.810     13.908                      C2907002   34 
      35.25     19.631      9.276     12.718                      C2907002   35 
      35.25     19.984      8.353     12.319                      C2907002   36 
      35.25     20.389      9.924     12.758                      C2907002   37 
      35.25     20.839     11.073     14.189                      C2907002   38 
      35.25     21.222     11.934     15.052                      C2907002   39 
      35.25     21.604     12.231     16.197                      C2907002   40 
      35.25     21.965     11.674     15.642                      C2907002   41 
      35.25     22.419     14.872     18.312                      C2907002   42 
      35.25     22.791     11.094     14.710                      C2907002   43 
      35.25     23.233      6.978     10.076                      C2907002   44 
      35.25     23.572     10.087     13.529                      C2907002   45 
      35.25     24.048     13.630     17.418                      C2907002   46 
      35.25     24.433     12.610     15.536                      C2907002   47 
      35.25     24.841     14.860     18.302                      C2907002   48 
      35.25     25.223     16.852     20.294                      C2907002   49 
      35.25      25.65     13.422     16.692                      C2907002   50 
      35.25     26.047     12.833     17.135                      C2907002   51 
      35.25     26.443     14.050     18.008                      C2907002   52 
      35.25     26.816     10.532     13.974                      C2907002   53 
      35.25     27.241      8.565     12.181                      C2907002   54 
      35.25      27.64      6.771     10.213                      C2907002   55 
      35.25     28.022      7.729     11.689                      C2907002   56 
      35.25     28.417      9.980     13.766                      C2907002   57 
