ENTRY            C0386   19871208                             0000C038600000001 
SUBENT        C0386001   19871208                             0000C038600100001 
BIB                 11         13                                 C038600100002 
INSTITUTE  (1USABRK)                                              C038600100003 
REFERENCE  (J,PR,78,499,50)                                       C038600100004 
AUTHOR     (M.LINDNER,I.PERLMAN)                                  C038600100005 
TITLE      THE SPALLATION PRODUCTS OF ANTIMONY IRRADIATED         C038600100006 
           WITH HIGH ENERGY PARTICLES                             C038600100007 
FACILITY   (CYCLO)                                                C038600100008 
SAMPLE     THE ANTIMONY TARGETS CONSISTED OF STRIPS OF PURE       C038600100009 
           ANTIMONY METAL 1 MM IN THICKNESS.                      C038600100010 
METHOD     (ACTIV,CHSEP)                                          C038600100011 
DETECTOR   (GEMUC,MAGSP)                                          C038600100012 
ERR-ANALYS NOT GIVEN.                                             C038600100013 
STATUS     DATA TAKEN FROM PR,78,499,1950--TABLE I.               C038600100014 
HISTORY    (870925C)                                              C038600100015 
ENDBIB              13          0                                 C038600100016 
NOCOMMON             0          0                                 C038600100017 
ENDSUBENT           16          0                                 C038600199999 
SUBENT        C0386002   19871208                             0000C038600200001 
BIB                  2         35                                 C038600200002 
REACTION   (51-SB-0(D,X)ELEM/MASS,,SIG)                           C038600200003 
DECAY-DATA ((1.)52-TE-121-M,140.D,DG)                             C038600200004 
           ((2.)52-TE-119-M,4.5D,EC)                              C038600200005 
           ((3.)52-TE-118,6.0D,EC)                                C038600200006 
           ((4.)51-SB-124-G,60.D,B-)                              C038600200007 
           ((5.)51-SB-122-G,2.8D,B-)                              C038600200008 
           ((6.)51-SB-119,5.7D,EC)                                C038600200009 
           ((7.)51-SB-118-M,3.9HR,EC)                             C038600200010 
           ((8.)50-SN-121-G,28.HR,B-)                             C038600200011 
           ((9.)50-SN-117-M,14.D,DG)                              C038600200012 
           ((10.)50-SN-113-G,110.D,EC)                            C038600200013 
           ((11.)50-SN-108,4.5HR,EC)                              C038600200014 
           ((12.)49-IN-114-M,48.D,DG)                             C038600200015 
           ((13.)49-IN-111-G,2.7D,EC)                             C038600200016 
           ((14.)48-CD-115-G,2.3D,B-)                             C038600200017 
           ((15.)48-CD-115-M,42.D,B-)                             C038600200018 
           ((16.)48-CD-109,330.D,EC)                              C038600200019 
           ((17.)48-CD-107,6.7HR,EC)                              C038600200020 
           ((18.)47-AG-112,3.2HR,B-)                              C038600200021 
           ((19.)47-AG-111-G,7.5HR,B-)                            C038600200022 
           ((20.)47-AG-110-M,225.D,EC)                            C038600200023 
           ((21.)47-AG-106-M,8.2D,EC)                             C038600200024 
           ((22.)47-AG-105-G,45.D,EC)                             C038600200025 
           ((23.)46-PD-112,21.HR,B-)                              C038600200026 
           ((24.)46-PD-111-G,26.MIN,B-)                           C038600200027 
           ((25.)46-PD-109-G,13.HR,B-)                            C038600200028 
           ((26.)46-PD-103,17.D,EC)                               C038600200029 
           ((27.)46-PD-100,4.D,EC)                                C038600200030 
           ((28.)44-RU-106,1.YR,B-)                               C038600200031 
           ((29.)44-RU-105,4.HR,B-)                               C038600200032 
           ((30.)44-RU-103,40.D,B-)                               C038600200033 
           ((31.)44-RU-97,2.7D,EC)                                C038600200034 
           ((32.)42-MO-99,67.HR,B-)                               C038600200035 
           ((33.)39-Y-91-G,57.D,B-)                               C038600200036 
           ((34.)39-Y-87-G,80.HR,EC)                              C038600200037 
ENDBIB              35          0                                 C038600200038 
NOCOMMON             0          0                                 C038600200039 
DATA                 6         86                                 C038600200040 
EN         ELEMENT    MASS       DECAY-FLAG DATA       DATA-MAX   C038600200041 
MEV        NO-DIM     NO-DIM     NO-DIM     MB         MB         C038600200042 
  50.       47.        111.       19.                   0.00017   C038600200043 
  50.       47.        112.       18.                   0.00042   C038600200044 
  50.       48.        115.       14.                   0.0017    C038600200045 
  50.       48.        115.       15.          0.0041             C038600200046 
  50.       49.        114.       12.                   0.002     C038600200047 
  50.       50.        113.       10.                   0.03      C038600200048 
  50.       50.        117.       9.           2.2                C038600200049 
  50.       50.        121.       8.           0.14               C038600200050 
  50.       51.        118.       7.          29.                 C038600200051 
  50.       51.        119.       6.          47.                 C038600200052 
  50.       51.        122.       5.          31.                 C038600200053 
  50.       51.        124.       4.           3.6                C038600200054 
  50.       52.        118.       3.          23.                 C038600200055 
  50.       52.        119.       2.          77.                 C038600200056 
  50.       52.        121.       1.          33.                 C038600200057 
  75.       47.        111.       19.          0.0035             C038600200058 
  75.       47.        112.       18.          0.0029             C038600200059 
  75.       48.        115.       14.          0.0041             C038600200060 
  75.       48.        115.       15.          0.0088             C038600200061 
  75.       49.        111.       13.                  0.01       C038600200062 
  75.       49.        114.       12.          0.86               C038600200063 
  75.       50.        113.       10.          0.7                C038600200064 
  75.       50.        117.       9.           5.6                C038600200065 
  75.       50.        121.       8.           0.32               C038600200066 
  75.       51.        118.       7.          63.                 C038600200067 
  75.       51.        119.       6.          40.                 C038600200068 
  75.       51.        122.       5.          28.                 C038600200069 
  75.       51.        124.       4.           1.5                C038600200070 
  75.       52.        118.       3.          31.                 C038600200071 
  75.       52.        119.       2.          65.                 C038600200072 
  75.       52.        121.       1.          15.                 C038600200073 
 100.       46.        112.       23.                   0.0001    C038600200074 
 100.       47.        105.       22.                   0.02      C038600200075 
 100.       47.        106.       21.                   0.01      C038600200076 
 100.       47.        110.       20.          0.18               C038600200077 
 100.       47.        111.       19.          0.080              C038600200078 
 100.       47.        112.       18.          0.038              C038600200079 
 100.       48.        107.       17.                   0.005     C038600200080 
 100.       48.        109.       16.                   0.14      C038600200081 
 100.       48.        115.       14.          0.026              C038600200082 
 100.       48.        115.       15.          0.11               C038600200083 
 100.       49.        111.       13.          0.95               C038600200084 
 100.       49.        114.       12.          5.1                C038600200085 
 100.       50.        108.       11.                   0.01      C038600200086 
 100.       50.        113.       10.          6.2                C038600200087 
 100.       50.        117.       9.          17.                 C038600200088 
 100.       50.        121.       8.           0.81               C038600200089 
 100.       51.        118.       7.         180.                 C038600200090 
 100.       51.        119.       6.         160.                 C038600200091 
 100.       51.        122.       5.          65.                 C038600200092 
 100.       51.        124.       4.           2.5                C038600200093 
 100.       52.        118.       3.          53.                 C038600200094 
 100.       52.        119.       2.          66.                 C038600200095 
 100.       52.        121.       1.          17.                 C038600200096 
 190.       39.         87.       34.          0.0003             C038600200097 
 190.       39.         91.       33.          0.0009             C038600200098 
 190.       42.         99.       32.          0.0023             C038600200099 
 190.       44.         97.       31.          0.01               C038600200100 
 190.       44.        103.       30.          0.004              C038600200101 
 190.       44.        105.       29.          0.008              C038600200102 
 190.       44.        106.       28.          0.002              C038600200103 
 190.       46.        100.       27.          0.013              C038600200104 
 190.       46.        103.       26.          1.0                C038600200105 
 190.       46.        109.       25.          0.027              C038600200106 
 190.       46.        111.       24.          0.03               C038600200107 
 190.       46.        112.       23.          0.0008             C038600200108 
 190.       47.        105.       22.          5.                 C038600200109 
 190.       47.        106.       21.         11.                 C038600200110 
 190.       47.        110.       20.          4.8                C038600200111 
 190.       47.        111.       19.          0.63               C038600200112 
 190.       47.        112.       18.          0.28               C038600200113 
 190.       48.        107.       17.          5.                 C038600200114 
 190.       48.        109.       16.          3.2                C038600200115 
 190.       48.        115.       14.          0.15               C038600200116 
 190.       48.        115.       15.          0.68               C038600200117 
 190.       49.        111.       13.         72.                 C038600200118 
 190.       49.        114.       12.         16.                 C038600200119 
 190.       50.        113.       10.         17.                 C038600200120 
 190.       50.        117.       9.          17.                 C038600200121 
 190.       51.        118.       7.         160.                 C038600200122 
 190.       51.        119.       6.         110.                 C038600200123 
 190.       51.        122.       5.          44.                 C038600200124 
 190.       51.        124.       4.           1.4                C038600200125 
 190.       52.        118.       3.          18.                 C038600200126 
 190.       52.        119.       2.          22.                 C038600200127 
 190.       52.        121.       1.          11.                 C038600200128 
ENDDATA             88          0                                 C038600200129 
ENDSUBENT          128          0                                 C038600299999 
SUBENT        C0386003   19871208                             0000C038600300001 
BIB                  2         28                                 C038600300002 
REACTION   (51-SB-0(A,X)ELEM/MASS,,SIG)                           C038600300003 
DECAY-DATA ((1.)52-TE-121-M,140.D,DG)                             C038600300004 
           ((2.)52-TE-119-M,4.5D,EC)                              C038600300005 
           ((3.)52-TE-118,6.0D,EC)                                C038600300006 
           ((4.)51-SB-124-G,60.D,B-)                              C038600300007 
           ((5.)51-SB-122-G,2.8D,B-)                              C038600300008 
           ((6.)51-SB-119,5.7D,EC)                                C038600300009 
           ((7.)51-SB-118-M,3.9HR,EC)                             C038600300010 
           ((8.)50-SN-121-G,28.HR,B-)                             C038600300011 
           ((9.)50-SN-117-M,14.D,DG)                              C038600300012 
           ((10.)50-SN-113-G,110.D,EC)                            C038600300013 
           ((11.)50-SN-108,4.5HR,EC)                              C038600300014 
           ((12.)49-IN-114-M,48.D,DG)                             C038600300015 
           ((13.)49-IN-111-G,2.7D,EC)                             C038600300016 
           ((14.)48-CD-115-G,2.3D,B-)                             C038600300017 
           ((15.)48-CD-115-M,42.D,B-)                             C038600300018 
           ((16.)48-CD-109,330.D,EC)                              C038600300019 
           ((17.)48-CD-107,6.7HR,EC)                              C038600300020 
           ((18.)47-AG-112,3.2HR,B-)                              C038600300021 
           ((19.)47-AG-111-G,7.5HR,B-)                            C038600300022 
           ((20.)47-AG-106-M,8.2D,EC)                             C038600300023 
           ((21.)47-AG-105-G,45.D,EC)                             C038600300024 
           ((22.)46-PD-112,21.HR,B-)                              C038600300025 
           ((23.)46-PD-109-G,13.HR,B-)                            C038600300026 
           ((24.)46-PD-103,17.D,EC)                               C038600300027 
           ((25.)46-PD-101,8.HR,B+)                               C038600300028 
           ((26.)46-PD-100,4.D,EC)                                C038600300029 
           ((27.)44-RU-97,2.7D,EC)                                C038600300030 
ENDBIB              28          0                                 C038600300031 
COMMON               1          3                                 C038600300032 
