ENTRY            C0099   20060106                             C077C009900000001 
SUBENT        C0099001   20060106                             C077C009900100001 
BIB                 11         19                                 C009900100002 
INSTITUTE  (1USAWIS)                                              C009900100003 
REFERENCE  (J,PR/C,45,2693,1992)                                  C009900100004 
AUTHOR     (C.A.Davis)                                            C009900100005 
TITLE      Inelastic alpha scattering from 20Ne                   C009900100006 
FACILITY   (ACCEL,1USAWIS) Pelletron-charged EN tandem            C009900100007 
SAMPLE     Natural neon sample                                    C009900100008 
METHOD     (BCINT)                                                C009900100009 
DETECTOR   (TELES,SIBAR)                                          C009900100010 
ERR-ANALYS (DATA-ERR) Uncertainties depend mainly on errors in:   C009900100011 
           . scattering angle,                                    C009900100012 
           . acceptance for each detector telescope,              C009900100013 
           . measurement of gas pressure and beam heating effects C009900100014 
             in target chamber,                                   C009900100015 
           . measurement of integrated beam current.              C009900100016 
STATUS     (COREL,C0100001) Elastic scattering data.              C009900100017 
HISTORY    (19970131C)                                            C009900100018 
           (20040722A) Updated to new date formats.               C009900100019 
           (20040816A) BIB updated. Some data added.              C009900100020 
           (20050616C) DR Compilation completed                   C009900100021 
ENDBIB              19          0                                 C009900100022 
NOCOMMON             0          0                                 C009900100023 
ENDSUBENT           22          0                                 C009900199999 
SUBENT        C0099002   20060106                             C077C009900200001 
BIB                  3          4                                 C009900200002 
REACTION   (10-NE-20(A,INL)10-NE-20,PAR,DA)                       C009900200003 
STATUS     Data taken from AIP Document No.PAPS-PRVCA-45-2693-117.C009900200004 
HISTORY    (20040813C) Partial compilation.                       C009900200005 
           (20050616C) DR  data added                             C009900200006 
ENDBIB               4          0                                 C009900200007 
COMMON               1          3                                 C009900200008 
E-EXC                                                             C009900200009 
MEV                                                               C009900200010 
  1.634                                                           C009900200011 
ENDCOMMON            3          0                                 C009900200012 
DATA                 4        138                                 C009900200013 
ANG        EN         DATA       DATA-ERR                         C009900200014 
ADEG       MEV        MB/SR      MB/SR                            C009900200015 
 15.         5.610      7.9        1.5                            C009900200016 
 15.         5.625      8.8        1.5                            C009900200017 
 15.         5.640      7.2        1.5                            C009900200018 
 15.         5.655      5.4        1.4                            C009900200019 
 15.         5.670      4.1        1.5                            C009900200020 
 15.         5.685      3.8        1.4                            C009900200021 
 15.         5.700     12.1        1.9                            C009900200022 
 15.         5.715     29.2        3.9                            C009900200023 
 15.         5.730     18.4        2.0                            C009900200024 
 15.         5.760      3.0        1.4                            C009900200025 
 15.         5.775      6.8        2.2                            C009900200026 
 15.         5.790     25.4        5.7                            C009900200027 
 15.         5.805      4.0        1.5                            C009900200028 
 15.         5.820      1.5        1.4                            C009900200029 
 15.         5.835      3.5        1.5                            C009900200030 
 15.         5.850      3.8        1.5                            C009900200031 
 15.         5.865      4.9        1.5                            C009900200032 
 15.         5.880      3.1        1.4                            C009900200033 
 15.         5.895      7.0        1.8                            C009900200034 
 15.         5.910     35.1       21.3                            C009900200035 
 15.         5.925     25.8        4.8                            C009900200036 
 15.         5.940     17.5        2.0                            C009900200037 
 15.         5.955     19.9        1.9                            C009900200038 
 15.         5.970     25.3        2.8                            C009900200039 
 15.         5.985     29.7        2.7                            C009900200040 
 15.         6.000     26.8        3.2                            C009900200041 
 15.         6.015     24.2        2.6                            C009900200042 
 15.         6.033     16.3        1.6                            C009900200043 
 15.         6.048     15.9        1.6                            C009900200044 
 15.         6.063     38.7       13.3                            C009900200045 
 15.         6.078     12.5        2.2                            C009900200046 
 25.         5.610      6.9        0.9                            C009900200047 
 25.         5.625      8.5        0.9                            C009900200048 
 25.         5.640      7.0        1.1                            C009900200049 
 25.         5.655      6.6        0.8                            C009900200050 
 25.         5.670      7.3        1.4                            C009900200051 
 25.         5.685     10.9        1.0                            C009900200052 
 25.         5.700     16.9        1.9                            C009900200053 
 25.         5.715     22.1        2.9                            C009900200054 
 25.         5.730     14.0        1.4                            C009900200055 
 25.         5.760      6.6        1.6                            C009900200056 
 25.         5.775     10.8        3.0                            C009900200057 
 25.         5.790     20.4        4.5                            C009900200058 
 25.         5.805      6.9        1.2                            C009900200059 
 25.         5.820      6.6        1.3                            C009900200060 
 25.         5.835      7.0        0.9                            C009900200061 
 25.         5.850      8.2        1.1                            C009900200062 
 25.         5.865      7.9        1.0                            C009900200063 
 25.         5.880      8.9        0.9                            C009900200064 
 25.         5.895     13.4        2.3                            C009900200065 
 25.         5.910     39.3       23.8                            C009900200066 
 25.         5.925     28.1        5.1                            C009900200067 
