ENTRY            C1763   20091216                             C096C176300000001 
SUBENT        C1763001   20091216                             C096C176300100001 
BIB                 13         43                                 C176300100002 
TITLE      Variation of nonequilibrium processes in the p + Ni    C176300100003 
           system with beam energy                                C176300100004 
AUTHOR     (A.Budzanowski,M.Fidelus,D.Filges,F.Goldenbaum,        C176300100005 
           H.Hodde,L.Jarczyk,B.Kamys,M.Kistryn,St.Kistryn,        C176300100006 
           St.Kliczewski,A.Kowalczyk,E.Kozik,P.Kulessa,           C176300100007 
           H.Machner,A.Magiera,B.Piskor-Ignatowicz,K.Pysz,        C176300100008 
           Z.Rudy,R.Siudak,M.Wojciechowski)                       C176300100009 
INSTITUTE  (3POLIFJ,3POLUJK,2GERJUL,2GERBON)                      C176300100010 
REFERENCE  (J,PR/C,80,054604,2009)                                C176300100011 
           (J,NIM/A,519,610,2004) Experimental details            C176300100012 
FACILITY   (SYNCH,2GERJUL) Experiment performed at internal       C176300100013 
           proton beam of the Cooler Synchrotron of the Julich    C176300100014 
           Research Center using PISA setup                       C176300100015 
SAMPLE     Self-supporting Ni target with thickness of about      C176300100016 
           150 mu-g/cm2                                           C176300100017 
DETECTOR   (MCPLT) Detector setup PISA was used in experiment.    C176300100018 
           It consisted of high vacuum scattering chamber         C176300100019 
           equiped with 9 experimental arms. Each was             C176300100020 
           equiped with microchannel plate (MCP) with carbon      C176300100021 
           foils of 15 mg/cm2 thickness for time of flight        C176300100022 
           measurement.                                           C176300100023 
           (IOCH) MCP was followed by a Bragg curve detector      C176300100024 
           consisting of ionization chamber with Frisch grid      C176300100025 
           (TELES,SI,SI,SI) Directly behind the Bragg curve       C176300100026 
           detector, still inside its housing, a telescope of     C176300100027 
           three silicon detectors was installed. These           C176300100028 
           detection arms are ended with a phoswich detector.     C176300100029 
           Fully equipped arm enabled identification of elements  C176300100030 
           from Z=1 to Z=20, whereas the isotopes can be          C176300100031 
           separated for A<20.                                    C176300100032 
METHOD     (TOF,EDE)                                              C176300100033 
MONITOR    (28-NI-58(P,X)1-H-1,,DA/DE) Absolute normalization     C176300100034 
           of the cross sections was achieved by comparing the    C176300100035 
           proton differential cross sections measured in the     C176300100036 
           present experiment at 20, 65, and 100deg with          C176300100037 
           the absolutely normalized proton spectra from the      C176300100038 
           experiment of Fortsch et al.                           C176300100039 
MONIT-REF  (O0173047,S.V.Foertsch+,J,PR/C,43,691,1991)  20 deg    C176300100040 
           (O0173056,S.V.Foertsch+,J,PR/C,43,691,1991)  65 deg    C176300100041 
           (O0173060,S.V.Foertsch+,J,PR/C,43,691,1991) 100 deg    C176300100042 
ERR-ANALYS (ERR-T) Total uncertainty                              C176300100043 
HISTORY    (20091216C) Compiled by S.H.                           C176300100044 
COMMENT    Author (B.K.) sent more data than shown in the paper.  C176300100045 
ENDBIB              43          0                                 C176300100046 
COMMON               1          3                                 C176300100047 
EN                                                                C176300100048 
MEV                                                               C176300100049 
175.0                                                             C176300100050 
ENDCOMMON            3          0                                 C176300100051 
ENDSUBENT           50          0                                 C176300199999 
SUBENT        C1763002   20091216                             C096C176300200001 
BIB                  2          3                                 C176300200002 
REACTION   (28-NI-0(P,X)1-H-1,,DA/DE)                             C176300200003 
STATUS     (TABLE) Data presented in fig. 1 of the reference PR/C C176300200004 
           sent by author (B.K.)                                  C176300200005 
ENDBIB               3          0                                 C176300200006 
NOCOMMON             0          0                                 C176300200007 
DATA                 4        198                                 C176300200008 
ANG        E          DATA       ERR-T                            C176300200009 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        C176300200010 
     16.5      7.5      9.062E+00   7.10E-02                      C176300200011 
     16.5     10.5      4.905E+00   5.20E-02                      C176300200012 
     16.5     16.5      2.264E+00   3.60E-02                      C176300200013 
     16.5     19.5      2.110E+00   1.00E-01                      C176300200014 
     16.5     40.5      1.822E+00   4.00E-02                      C176300200015 
     16.5     43.5      1.746E+00   3.20E-02                      C176300200016 
     16.5     46.5      1.729E+00   3.20E-02                      C176300200017 
     16.5     49.5      1.704E+00   3.10E-02                      C176300200018 
     16.5     52.5      1.728E+00   3.20E-02                      C176300200019 
     16.5     55.5      1.710E+00   3.20E-02                      C176300200020 
     16.5     58.5      1.671E+00   3.10E-02                      C176300200021 
     16.5     61.5      1.621E+00   3.10E-02                      C176300200022 
     16.5     64.5      1.653E+00   3.10E-02                      C176300200023 
     16.5     67.5      1.642E+00   3.10E-02                      C176300200024 
     16.5     70.5      1.616E+00   3.10E-02                      C176300200025 
     16.5     73.5      1.720E+00   3.20E-02                      C176300200026 
     16.5     76.5      1.615E+00   3.10E-02                      C176300200027 
     16.5     79.5      1.605E+00   3.10E-02                      C176300200028 
     16.5     82.5      1.618E+00   3.10E-02                      C176300200029 
     16.5     85.5      1.545E+00   3.00E-02                      C176300200030 
     16.5     88.5      1.595E+00   3.00E-02                      C176300200031 
     16.5     91.5      1.558E+00   3.00E-02                      C176300200032 
     16.5     94.5      1.561E+00   3.00E-02                      C176300200033 
     16.5     97.5      1.576E+00   3.00E-02                      C176300200034 
     16.5    100.5      1.569E+00   3.00E-02                      C176300200035 
     16.5    103.5      1.605E+00   3.10E-02                      C176300200036 
     16.5    106.5      1.664E+00   3.10E-02                      C176300200037 
     16.5    109.5      1.670E+00   3.10E-02                      C176300200038 
     16.5    112.5      1.753E+00   3.20E-02                      C176300200039 
     16.5    115.5      1.825E+00   3.30E-02                      C176300200040 
     16.5    118.5      1.876E+00   3.30E-02                      C176300200041 
     16.5    121.5      1.867E+00   3.30E-02                      C176300200042 
     16.5    124.5      1.903E+00   3.30E-02                      C176300200043 
     16.5    127.5      1.993E+00   3.40E-02                      C176300200044 
     16.5    130.5      2.036E+00   3.40E-02                      C176300200045 
     16.5    133.5      2.039E+00   3.40E-02                      C176300200046 
     16.5    136.5      2.033E+00   3.40E-02                      C176300200047 
     16.5    139.5      2.044E+00   3.40E-02                      C176300200048 
     16.5    142.5      2.006E+00   3.40E-02                      C176300200049 
     16.5    145.5      1.986E+00   3.40E-02                      C176300200050 
     16.5    148.5      1.982E+00   3.40E-02                      C176300200051 
     16.5    151.5      2.161E+00   3.50E-02                      C176300200052 
     16.5    154.5      2.245E+00   3.60E-02                      C176300200053 
     16.5    157.5      2.282E+00   3.60E-02                      C176300200054 
     16.5    160.5      1.994E+00   3.40E-02                      C176300200055 
     16.5    163.5      1.847E+00   9.80E-02                      C176300200056 
     20.0      7.5      9.952E+00   7.00E-02                      C176300200057 
     20.0     10.5      5.742E+00   6.50E-02                      C176300200058 
     20.0     16.5      2.376E+00   3.50E-02                      C176300200059 
     20.0     34.5      2.096E+00   4.00E-02                      C176300200060 
     20.0     37.5      2.075E+00   3.30E-02                      C176300200061 
     20.0     40.5      1.997E+00   3.20E-02                      C176300200062 
     20.0     43.5      1.979E+00   3.20E-02                      C176300200063 
