ENTRY            C2965   20240630                             C238C296500000001 
SUBENT        C2965001   20240630                             C238C296500100001 
BIB                 10         21                                 C296500100002 
TITLE      Study of the level scheme of 117In via proton          C296500100003 
           transfer reactions                                     C296500100004 
AUTHOR     (S.Harar,R.N.Horoshko)                                 C296500100005 
INSTITUTE  (1USAROC)                                              C296500100006 
REFERENCE  (J,NP/A,183,161,1972)                                  C296500100007 
           #doi:10.1016/0375-9474(72)90936-0                      C296500100008 
FACILITY   (VDGT,1USAROC)                                         C296500100009 
DETECTOR   (MAGSP) Deuterons were analyzed in the Enge split-pole C296500100010 
           spectrograph and recorded in 50 mu-m thick Kodak NTB   C296500100011 
           emulsions which were covered with aluminium absorbers  C296500100012 
           to eliminate triton tracks.                            C296500100013 
SAMPLE     Isotopically enriched targets of 40 mu-g/cm2 thickness C296500100014 
           were prepared on 20 mu-g/cm2 carbon backings by vacuum C296500100015 
           evaporation techniques.                                C296500100016 
           (48-CD-116,ENR=0.972)                                  C296500100017 
METHOD     (EXTB)                                                 C296500100018 
ADD-RES    (COMP,STRUC) Deuteron angular distributions were       C296500100019 
           compared with the distorted-wave Born approximation    C296500100020 
           predictions to obtain angular momentum transfer and    C296500100021 
           spectroscopic factors.                                 C296500100022 
HISTORY    (20240630C) OG                                         C296500100023 
ENDBIB              21          0                                 C296500100024 
NOCOMMON             0          0                                 C296500100025 
ENDSUBENT           24          0                                 C296500199999 
SUBENT        C2965002   20240630                             C238C296500200001 
BIB                  3          3                                 C296500200002 
REACTION   (48-CD-116(HE3,D)49-IN-117,PAR,DA)                     C296500200003 
ERR-ANALYS (ERR-S) Statistical uncertainties                      C296500200004 
STATUS     (CURVE,,S.Harar+,J,NP/A,183,161,1972) Fig.3 (p.166)    C296500200005 
ENDBIB               3          0                                 C296500200006 
COMMON               2          3                                 C296500200007 
EN         E-EXC-ERR                                              C296500200008 
MEV        KEV                                                    C296500200009 
27.        15.                                                    C296500200010 
ENDCOMMON            3          0                                 C296500200011 
DATA                 4        219                                 C296500200012 
E-EXC      ANG-CM     DATA-CM    ERR-S                            C296500200013 
MEV        ADEG       MU-B/SR    MU-B/SR                          C296500200014 
         0.     11.902  8.283E+00  3.906E-01                      C296500200015 
         0.     14.304  1.943E+01  1.930E+00                      C296500200016 
         0.     19.702  3.069E+01  1.449E+00                      C296500200017 
         0.     21.966  4.737E+01  2.232E+00                      C296500200018 
         0.     26.436  4.435E+01  2.571E+00                      C296500200019 
         0.     32.441  2.520E+01  1.675E+00                      C296500200020 
         0.     37.580  2.247E+01  1.230E+00                      C296500200021 
         0.     42.386  2.138E+01  1.007E+00                      C296500200022 
         0.     47.623  1.547E+01  7.288E-01                      C296500200023 
         0.     52.756  1.252E+01  5.902E-01                      C296500200024 
      0.315     10.112  6.089E+01  3.788E+00                      C296500200025 
      0.315     20.874  2.909E+01  9.194E-01                      C296500200026 
      0.315     24.798  1.494E+01  7.026E-01                      C296500200027 
      0.315     31.076  1.146E+01  5.391E-01                      C296500200028 
      0.315     36.009  1.568E+01  9.063E-01                      C296500200029 
      0.315     41.053  1.049E+01  4.129E-01                      C296500200030 
      0.315     45.874  7.611E+00  4.160E-01                      C296500200031 
      0.315     51.031  5.565E+00  2.617E-01                      C296500200032 
      0.588      6.143  9.799E+01  1.451E+01                      C296500200033 
      0.588      8.695  1.289E+02  7.045E+00                      C296500200034 
      0.588     19.212  5.027E+01  2.357E+00                      C296500200035 
      0.588     23.283  3.511E+01  1.652E+00                      C296500200036 
      0.588     29.370  2.514E+01  1.183E+00                      C296500200037 
      0.588     34.548  2.030E+01  1.111E+00                      C296500200038 
      0.588     39.586  2.170E+01  8.508E-01                      C296500200039 
      0.588     44.477  1.056E+01  3.325E-01                      C296500200040 
      0.588     49.757  9.467E+00  4.434E-01                      C296500200041 
      0.655      8.397  9.565E+01  5.381E+00                      C296500200042 
      0.655     11.147  2.008E+02  1.282E+01                      C296500200043 
      0.655     13.292  2.425E+02  1.174E+01                      C296500200044 
      0.655     19.070  1.271E+02  6.132E+00                      C296500200045 
      0.655     21.392  8.543E+01  4.122E+00                      C296500200046 
      0.655     25.644  7.723E+01  4.327E+00                      C296500200047 
      0.655     31.690  6.976E+01  3.922E+00                      C296500200048 
      0.655     36.700  4.570E+01  2.563E+00                      C296500200049 
      0.655     41.727  3.649E+01  1.768E+00                      C296500200050 
      0.655     46.744  2.575E+01  1.240E+00                      C296500200051 
      0.655     51.769  2.022E+01  1.137E+00                      C296500200052 
      0.746      7.534  2.569E+02  3.285E+01                      C296500200053 
      0.746      9.888  1.080E+02  1.187E+01                      C296500200054 
      0.746     12.466  1.248E+02  1.824E+01                      C296500200055 
      0.746     18.072  2.674E+02  2.062E+01                      C296500200056 
      0.746     19.977  2.153E+02  1.012E+01                      C296500200057 
      0.746     24.910  1.639E+02  1.142E+01                      C296500200058 
      0.746     29.619  1.442E+02  1.080E+01                      C296500200059 
      0.746     35.336  9.889E+01  6.555E+00                      C296500200060 
      0.746     41.053  9.810E+01  7.563E+00                      C296500200061 
      0.746     45.762  7.899E+01  7.824E+00                      C296500200062 
      0.746     51.031  3.348E+01  2.332E+00                      C296500200063 
      0.877      7.949  3.189E+02  3.047E+01                      C296500200064 
      0.877     10.600  6.710E+02  3.287E+01                      C296500200065 
      0.877     13.185  7.164E+02  4.642E+01                      C296500200066 
      0.877     18.296  4.470E+02  1.830E+01                      C296500200067 
      0.877     21.172  3.011E+02  1.714E+01                      C296500200068 
      0.877     25.102  3.186E+02  1.304E+01                      C296500200069 
      0.877     30.799  2.576E+02  6.391E+00                      C296500200070 
      0.877     36.037  1.869E+02  7.652E+00                      C296500200071 
      0.877     41.084  1.911E+02  1.090E+01                      C296500200072 
      0.877     45.852  1.115E+02  5.452E+00                      C296500200073 
      0.877     51.752  7.255E+01  4.134E+00                      C296500200074 
      1.048     12.523  3.692E+01  3.951E+00                      C296500200075 
      1.048     17.992  2.480E+01  2.089E+00                      C296500200076 
      1.048     20.563  2.194E+01  1.375E+00                      C296500200077 
      1.048     24.816  1.973E+01  1.488E+00                      C296500200078 
      1.048     30.324  2.510E+01  2.116E+00                      C296500200079 
      1.048     35.773  1.230E+01  7.700E-01                      C296500200080 
      1.048     41.026  9.477E+00  5.937E-01                      C296500200081 
      1.048     46.171  7.855E+00  3.110E-01                      C296500200082 
      1.048     50.978  6.254E+00  5.784E-01                      C296500200083 
      1.360      7.234  1.716E+01  1.920E+00                      C296500200084 
      1.360      9.915  2.591E+01  2.347E+00                      C296500200085 
      1.360     12.390  2.697E+01  1.655E+00                      C296500200086 
      1.360     20.060  1.969E+01  1.783E+00                      C296500200087 
      1.360     24.127  1.482E+01  7.995E-01                      C296500200088 
      1.360     35.048  1.429E+01  1.088E+00                      C296500200089 
      1.360     39.791  1.051E+01  5.663E-01                      C296500200090 
      1.360     44.988  7.082E+00  3.819E-01                      C296500200091 
      1.360     50.731  6.871E+00  6.718E-01                      C296500200092 
      1.603      7.531  2.149E+02  1.516E+01                      C296500200093 
      1.603     10.110  3.176E+02  1.757E+01                      C296500200094 
      1.603     12.245  3.799E+02  2.392E+01                      C296500200095 
      1.603     17.994  2.747E+02  1.729E+01                      C296500200096 
      1.603     20.251  2.242E+02  1.241E+01                      C296500200097 
      1.603     24.425  1.569E+02  7.468E+00                      C296500200098 
      1.603     30.500  1.832E+02  1.014E+01                      C296500200099 
      1.603     35.463  1.241E+02  6.869E+00                      C296500200100 
      1.603     40.987  9.271E+01  6.541E+00                      C296500200101 
      1.603     45.835  6.980E+01  4.394E+00                      C296500200102 
      1.603     51.137  4.540E+01  2.161E+00                      C296500200103 
      1.653      7.753  4.260E+01  2.977E+00                      C296500200104 
      1.653     10.337  5.601E+01  4.747E+00                      C296500200105 
      1.653     12.697  5.044E+01  5.013E+00                      C296500200106 
      1.653     18.427  4.294E+01  3.600E+00                      C296500200107 
      1.653     20.449  3.038E+01  2.350E+00                      C296500200108 
      1.653     24.831  1.982E+01  1.680E+00                      C296500200109 
      1.653     30.786  3.214E+01  2.246E+00                      C296500200110 
      1.653     35.393  1.814E+01  2.002E+00                      C296500200111 
      1.653     40.899  1.844E+01  1.289E+00                      C296500200112 
      1.653     45.393  1.024E+01  6.390E-01                      C296500200113 
      1.653     49.888  6.070E+00  2.863E-01                      C296500200114 
