ENTRY            C1274   20050622                             C074C127400000001 
SUBENT        C1274001   20050622                             C074C127400100001 
BIB                  9         17                                 C127400100002 
INSTITUTE  (1USAOSU,1CANTOR) + Munster University, Germany        C127400100003 
REFERENCE  (J,PR/C,28,1431,1983)                                  C127400100004 
AUTHOR     (M.Wiescher,R.N.Boyd,S.L.Blatt,L.J.Rybarcyk,           C127400100005 
            J.A.Spizuoco,R.E.Azuma,E.T.H.Clifford,J.D.King,       C127400100006 
            J.Gorres,C.Rolfs,A.Vlieks)                            C127400100007 
TITLE      11C level structure via the 10B(p, gamma) reaction     C127400100008 
FACILITY   (VDG,1USAOSU) The Ohio State University model CN Van   C127400100009 
            de Graaff accelerator.                                C127400100010 
            Ep=0.85-2.2MeV                                        C127400100011 
           (VDG,1CANTOR) for Ep=0.26-0.96 MeV                     C127400100012 
           (VDG) Munster University, Ep=0.07-0.35 MeV             C127400100013 
SAMPLE     Targets of 10B with thicknesses of 27, 56 and 124      C127400100014 
            microg/cm2                                            C127400100015 
CORRECTION The total cross sections are not corrected for         C127400100016 
            forward-backward asymmetries                          C127400100017 
DETECTOR   (GE-IN)                                                C127400100018 
HISTORY    (20050622C) DR                                         C127400100019 
ENDBIB              17          0                                 C127400100020 
NOCOMMON             0          0                                 C127400100021 
ENDSUBENT           20          0                                 C127400199999 
SUBENT        C1274002   20050622                             C074C127400200001 
BIB                  4          4                                 C127400200002 
REACTION   (5-B-10(P,G)6-C-11,PAR,SIG)                            C127400200003 
EN-SEC     (E-EXC,6-C-11)                                         C127400200004 
ERR-ANALYS (ERR-T) Total uncertainties                            C127400200005 
STATUS     (CURVE) Data read from Fig. 5                          C127400200006 
ENDBIB               4          0                                 C127400200007 
NOCOMMON             0          0                                 C127400200008 
DATA                 4        199                                 C127400200009 
E-EXC      EN         DATA       ERR-T                            C127400200010 
MEV        MEV        MICRO-B    MICRO-B                          C127400200011 
0.0           1.12E-01   1.24E-03   4.10E-04                      C127400200012 
0.0           1.31E-01   3.78E-03   5.80E-04                      C127400200013 
0.0           1.58E-01   8.18E-03   8.59E-04                      C127400200014 
0.0           1.75E-01   1.02E-02   1.74E-03                      C127400200015 
0.0           1.88E-01   1.47E-02   2.74E-03                      C127400200016 
0.0           2.21E-01   1.51E-02   2.07E-03                      C127400200017 
0.0           2.37E-01   1.82E-02   2.49E-03                      C127400200018 
0.0           2.65E-01   1.77E-02   2.72E-03                      C127400200019 
0.0           2.85E-01   1.93E-02   7.89E-03                      C127400200020 
0.0           3.15E-01   1.87E-02   6.93E-03                      C127400200021 
0.0           3.25E-01   3.37E-02   4.08E-03                      C127400200022 
0.0           3.34E-01   2.96E-02   1.09E-02                      C127400200023 
0.0           3.52E-01   3.05E-02   7.84E-03                      C127400200024 
0.0           3.75E-01   3.42E-02   8.79E-03                      C127400200025 
0.0           3.75E-01   4.55E-02   6.25E-03                      C127400200026 
0.0           3.94E-01   5.04E-02   1.57E-02                      C127400200027 
0.0           4.15E-01   7.73E-02   1.84E-02                      C127400200028 
0.0           4.40E-01   8.19E-02   1.67E-02                      C127400200029 
0.0           4.58E-01   1.15E-01   1.77E-02                      C127400200030 
0.0           4.82E-01   1.77E-01   2.72E-02                      C127400200031 
0.0           5.02E-01   2.32E-01   3.19E-02                      C127400200032 
0.0           5.32E-01   2.80E-01   3.39E-02                      C127400200033 
0.0           5.44E-01   3.18E-01   4.89E-02                      C127400200034 
0.0           5.53E-01   3.95E-01   6.06E-02                      C127400200035 
0.0           5.85E-01   4.37E-01   7.43E-02                      C127400200036 
0.0           6.25E-01   5.73E-01   7.86E-02                      C127400200037 
0.0           6.34E-01   6.07E-01   6.38E-02                      C127400200038 
0.0           6.55E-01   8.08E-01   8.50E-02                      C127400200039 
0.0           6.80E-01   8.09E-01   1.37E-01                      C127400200040 
0.0           6.98E-01   8.69E-01   1.05E-01                      C127400200041 
0.0           7.31E-01   1.00E+00   1.53E-01                      C127400200042 
0.0           7.54E-01   1.01E+00   9.10E-02                      C127400200043 
0.0           7.88E-01   1.39E+00   1.91E-01                      C127400200044 
0.0           8.23E-01   1.56E+00   1.64E-01                      C127400200045 
0.0           8.48E-01   1.73E+00   1.81E-01                      C127400200046 
0.0           8.69E-01   1.85E+00   3.47E-01                      C127400200047 
0.0           9.15E-01   1.91E+00   3.90E-01                      C127400200048 
0.0           9.50E-01   2.11E+00   2.56E-01                      C127400200049 
0.0           9.68E-01   2.47E+00   4.63E-01                      C127400200050 
0.0           9.87E-01   2.58E+00   3.12E-01                      C127400200051 
0.0           1.02E+00   2.86E+00   4.86E-01                      C127400200052 
0.0           1.06E+00   3.65E+00   5.00E-01                      C127400200053 
0.0           1.12E+00   3.70E+00   6.92E-01                      C127400200054 
0.0           1.16E+00   3.81E+00   5.23E-01                      C127400200055 
0.0           1.16E+00   3.50E+00   3.13E-01                      C127400200056 
0.0           1.21E+00   3.87E+00   4.69E-01                      C127400200057 
0.0           1.26E+00   3.36E+00   4.07E-01                      C127400200058 
0.0           1.31E+00   2.71E+00   3.29E-01                      C127400200059 
0.0           1.31E+00   3.51E+00   4.25E-01                      C127400200060 
0.0           1.36E+00   2.64E+00   4.49E-01                      C127400200061 
0.0           1.41E+00   1.98E+00   3.71E-01                      C127400200062 
0.0           1.46E+00   1.53E+00   1.61E-01                      C127400200063 
0.0           1.51E+00   1.49E+00   1.57E-01                      C127400200064 
0.0           1.56E+00   1.24E+00   1.50E-01                      C127400200065 
0.0           1.61E+00   1.09E+00   9.79E-02                      C127400200066 
0.0           1.61E+00   1.35E+00   2.30E-01                      C127400200067 
0.0           1.66E+00   1.00E+00   1.38E-01                      C127400200068 
0.0           1.71E+00   9.38E-01   8.38E-02                      C127400200069 
0.0           1.76E+00   9.66E-01   1.48E-01                      C127400200070 
0.0           1.81E+00   1.00E+00   1.22E-01                      C127400200071 
0.0           1.86E+00   9.27E-01   1.42E-01                      C127400200072 
0.0           1.91E+00   1.04E+00   1.09E-01                      C127400200073 
0.0           1.96E+00   9.98E-01   1.36E-01                      C127400200074 
0.0           2.01E+00   1.32E+00   1.60E-01                      C127400200075 
0.0           2.05E+00   1.40E+00   2.87E-01                      C127400200076 
