ENTRY            C1958   20130115                             C127C195800000001 
SUBENT        C1958001   20130115                             C127C195800100001 
BIB                  8         36                                 C195800100002 
TITLE      Proton capture on 17-O and its astrophysical           C195800100003 
           implications                                           C195800100004 
AUTHOR     (A.Kontos,J.Gorres,A.Best,M.Couder,R.deBoer,G.Imbriani,C195800100005 
           Q.Li,D.Robertson,D.Schurmann,E.Stech,E.Uberseder,      C195800100006 
           M.Wiescher)                                            C195800100007 
INSTITUTE  (1USANOT,2ITYNAP)                                      C195800100008 
REFERENCE  (J,PR/C,86,055801,2012)                                C195800100009 
FACILITY   (VDGT,1USANOT) Experiments were carried out at the     C195800100010 
           Nuclear Science Laboratory, at the University of       C195800100011 
           Notre Dame. Proton beams were provided by the 4 MV KN  C195800100012 
           Van de Graaff accelerator covering the energy range    C195800100013 
           Ep = 600 - 1800 keV. For the study of the lower energy C195800100014 
           range, Ep = 365 - 700 keV the 1 MV JN Van de Graaff    C195800100015 
           accelerator was used                                   C195800100016 
SAMPLE     (8-O-17,ENR=0.901) Thick (Ta)2(O)5 target with         C195800100017 
           thickness of (6.38+-0.37)E+17 atoms/cm2 prepared       C195800100018 
           by anodization of 0.5 mm sheets of tantalum in 90.1%   C195800100019 
           17-O enriched water.                                   C195800100020 
           (8-O-17,ENR=0.901) Thin (Ta)2(O)5 target with          C195800100021 
           thickness of (3.00+-0.32)E+17 atoms/cm2 prepared       C195800100022 
           by anodization of 0.5 mm sheets of tantalum in 90.1%   C195800100023 
           17-O enriched water.                                   C195800100024 
           (8-O-17,ENR=0.901) Implanted (Ta)2(O)5 target with     C195800100025 
           thickness of (2.25+-0.26)E+17 atoms/cm2 prepared       C195800100026 
           by implantation  of 17-O enriched water into.          C195800100027 
           0.5 mm sheets of tantalum.                             C195800100028 
DETECTOR   (HPGE) Four 20% (relative to a 3 in. x 3 in. NaI       C195800100029 
           detector) high-purity Ge detectors placed at 0, 45,    C195800100030 
           90 and 135deg at 8 cm distance from the center of the  C195800100031 
           target were used for angular distribution measurement. C195800100032 
           (HPGE) A HPGe clover detector, segmented in four 25%   C195800100033 
           crystals, placed at 45deg and 1 cm from the target     C195800100034 
           was used in addition. The spectra of the four          C195800100035 
           individual crystals were added off-line and were       C195800100036 
           analyzed as one.                                       C195800100037 
HISTORY    (20130115C) Compiled by S.H.                           C195800100038 
ENDBIB              36          0                                 C195800100039 
NOCOMMON             0          0                                 C195800100040 
ENDSUBENT           39          0                                 C195800199999 
SUBENT        C1958002   20130115                             C127C195800200001 
BIB                  3          4                                 C195800200002 
REACTION   (8-O-17(P,G)9-F-18,PAR,DA)                             C195800200003 
STATUS     (TABLE) Data presented in fig. 7 of the reference      C195800200004 
             sent by author (A.C.)                                C195800200005 
ERR-ANALYS (ERR-S) Statistical uncertainty                        C195800200006 
ENDBIB               4          0                                 C195800200007 
COMMON               2          3                                 C195800200008 
E-LVL      ERR-SYS                                                C195800200009 
KEV        PER-CENT                                               C195800200010 
937.0      11.0                                                   C195800200011 
ENDCOMMON            3          0                                 C195800200012 
DATA                 4        757                                 C195800200013 
ANG        EN         DATA       ERR-S                            C195800200014 
ADEG       MEV        B/SR       B/SR                             C195800200015 
        0.0     0.4496   6.09E-09   1.64E-09                      C195800200016 
        0.0     0.4840   1.36E-08   1.31E-09                      C195800200017 
        0.0     0.5130   2.37E-08   2.03E-09                      C195800200018 
        0.0     0.5431   2.01E-07   7.16E-08                      C195800200019 
        0.0     0.5450   1.78E-07   4.54E-08                      C195800200020 
        0.0     0.5470   2.29E-07   4.93E-08                      C195800200021 
        0.0     0.5508   1.30E-07   5.58E-08                      C195800200022 
        0.0     0.5528   1.81E-07   3.35E-08                      C195800200023 
        0.0     0.5547   1.73E-07   3.21E-08                      C195800200024 
        0.0     0.5550   1.55E-07   1.34E-08                      C195800200025 
        0.0     0.5566   2.86E-07   8.10E-08                      C195800200026 
        0.0     0.5573   1.97E-07   1.47E-08                      C195800200027 
        0.0     0.5579   2.09E-07   1.45E-08                      C195800200028 
        0.0     0.5585   1.70E-07   4.62E-08                      C195800200029 
        0.0     0.5598   4.22E-07   7.90E-08                      C195800200030 
        0.0     0.5601   2.32E-07   2.44E-08                      C195800200031 
        0.0     0.5636   4.53E-07   4.34E-08                      C195800200032 
        0.0     0.5662   6.25E-07   1.65E-07                      C195800200033 
        0.0     0.5682   5.71E-07   8.96E-08                      C195800200034 
        0.0     0.5685   5.30E-07   2.45E-08                      C195800200035 
        0.0     0.5696   5.54E-07   1.02E-07                      C195800200036 
        0.0     0.5717   7.00E-07   6.18E-08                      C195800200037 
        0.0     0.5727   7.93E-07   8.40E-08                      C195800200038 
        0.0     0.5740   8.62E-07   3.02E-08                      C195800200039 
        0.0     0.5744   8.58E-07   8.75E-08                      C195800200040 
        0.0     0.5750   1.11E-06   9.47E-08                      C195800200041 
        0.0     0.5751   8.53E-07   5.27E-08                      C195800200042 
        0.0     0.5761   1.27E-06   1.10E-07                      C195800200043 
        0.0     0.5761   1.07E-06   8.97E-08                      C195800200044 
        0.0     0.5769   1.24E-06   6.83E-08                      C195800200045 
        0.0     0.5773   1.27E-06   5.78E-08                      C195800200046 
        0.0     0.5787   1.62E-06   8.98E-08                      C195800200047 
        0.0     0.5793   1.63E-06   8.67E-08                      C195800200048 
        0.0     0.5795   1.79E-06   1.19E-07                      C195800200049 
        0.0     0.5805   2.06E-06   9.58E-08                      C195800200050 
        0.0     0.5813   2.18E-06   1.41E-07                      C195800200051 
        0.0     0.5816   2.52E-06   1.15E-07                      C195800200052 
        0.0     0.5826   2.48E-06   1.07E-07                      C195800200053 
        0.0     0.5838   3.39E-06   1.71E-07                      C195800200054 
        0.0     0.5840   3.27E-06   1.42E-07                      C195800200055 
        0.0     0.5845   3.42E-06   1.15E-07                      C195800200056 
        0.0     0.5857   3.95E-06   1.86E-07                      C195800200057 
        0.0     0.5871   4.72E-06   1.41E-07                      C195800200058 
        0.0     0.5875   4.92E-06   2.07E-07                      C195800200059 
        0.0     0.5880   5.56E-06   1.99E-07                      C195800200060 
        0.0     0.5893   5.43E-06   1.88E-07                      C195800200061 
        0.0     0.5893   5.43E-06   2.25E-07                      C195800200062 
        0.0     0.5913   4.75E-06   1.83E-07                      C195800200063 
        0.0     0.5914   5.06E-06   1.87E-07                      C195800200064 
        0.0     0.5932   4.26E-06   1.85E-07                      C195800200065 
        0.0     0.5933   3.93E-06   1.51E-07                      C195800200066 
        0.0     0.5951   3.42E-06   1.31E-07                      C195800200067 
        0.0     0.5956   3.02E-06   1.27E-07                      C195800200068 
        0.0     0.5974   2.58E-06   9.82E-08                      C195800200069 
        0.0     0.5984   2.10E-06   1.04E-07                      C195800200070 
        0.0     0.6003   1.82E-06   8.17E-08                      C195800200071 
        0.0     0.6004   1.85E-06   9.33E-08                      C195800200072 
        0.0     0.6023   1.48E-06   7.08E-08                      C195800200073 
        0.0     0.6032   1.27E-06   6.63E-08                      C195800200074 
        0.0     0.6054   1.08E-06   4.66E-08                      C195800200075 
        0.0     0.6064   9.12E-07   5.58E-08                      C195800200076 
        0.0     0.6070   9.52E-07   3.59E-08                      C195800200077 
        0.0     0.6091   7.94E-07   3.05E-08                      C195800200078 
        0.0     0.6095   7.37E-07   4.49E-08                      C195800200079 
        0.0     0.6109   6.97E-07   2.98E-08                      C195800200080 
        0.0     0.6116   5.29E-07   3.82E-08                      C195800200081 
        0.0     0.6129   6.10E-07   3.29E-08                      C195800200082 
        0.0     0.6138   5.07E-07   3.75E-08                      C195800200083 
        0.0     0.6150   5.40E-07   2.69E-08                      C195800200084 
        0.0     0.6159   4.43E-07   2.97E-08                      C195800200085 
        0.0     0.6172   4.95E-07   2.46E-08                      C195800200086 
        0.0     0.6176   3.73E-07   2.83E-08                      C195800200087 
        0.0     0.6193   4.22E-07   2.20E-08                      C195800200088 
        0.0     0.6202   3.28E-07   2.73E-08                      C195800200089 
        0.0     0.6208   3.83E-07   2.08E-08                      C195800200090 
        0.0     0.6222   3.05E-07   2.21E-08                      C195800200091 
        0.0     0.6253   2.84E-07   1.30E-08                      C195800200092 
        0.0     0.6257   2.58E-07   1.84E-08                      C195800200093 
        0.0     0.6282   2.46E-07   1.86E-08                      C195800200094 
        0.0     0.6301   2.55E-07   1.98E-08                      C195800200095 
        0.0     0.6304   2.18E-07   1.17E-08                      C195800200096 
        0.0     0.6385   1.97E-07   1.14E-08                      C195800200097 
        0.0     0.6416   1.73E-07   1.43E-08                      C195800200098 
        0.0     0.6448   1.57E-07   9.94E-09                      C195800200099 
        0.0     0.6490   1.89E-07   1.46E-08                      C195800200100 
        0.0     0.6508   1.75E-07   1.03E-08                      C195800200101 
        0.0     0.6562   1.62E-07   1.15E-08                      C195800200102 
        0.0     0.6594   1.94E-07   1.16E-08                      C195800200103 
        0.0     0.6614   1.63E-07   1.56E-08                      C195800200104 
        0.0     0.6629   2.02E-07   1.16E-08                      C195800200105 
        0.0     0.6656   1.59E-07   1.63E-08                      C195800200106 
        0.0     0.6678   2.31E-07   1.26E-08                      C195800200107 
        0.0     0.6682   2.13E-07   1.70E-08                      C195800200108 
        0.0     0.6863   3.67E-07   3.07E-08                      C195800200109 
        0.0     0.6870   3.74E-07   1.32E-08                      C195800200110 
        0.0     0.6873   3.67E-07   3.84E-08                      C195800200111 
        0.0     0.6894   4.44E-07   3.67E-08                      C195800200112 
        0.0     0.6903   4.96E-07   3.63E-08                      C195800200113 
        0.0     0.6921   4.81E-07   3.11E-08                      C195800200114 
        0.0     0.6932   6.60E-07   4.35E-08                      C195800200115 
        0.0     0.6949   5.63E-07   3.36E-08                      C195800200116 
        0.0     0.6968   7.03E-07   5.46E-08                      C195800200117 
        0.0     0.6980   8.22E-07   5.22E-08                      C195800200118 
        0.0     0.7004   1.21E-06   7.81E-08                      C195800200119 
        0.0     0.7008   1.11E-06   7.14E-08                      C195800200120 
        0.0     0.7032   1.57E-06   9.31E-08                      C195800200121 
        0.0     0.7033   1.75E-06   1.14E-07                      C195800200122 
        0.0     0.7060   2.14E-06   1.33E-07                      C195800200123 
        0.0     0.7071   3.23E-06   2.03E-07                      C195800200124 
        0.0     0.7085   3.25E-06   1.89E-07                      C195800200125 
        0.0     0.7110   5.07E-06   3.04E-07                      C195800200126 
        0.0     0.7127   7.62E-06   1.44E-07                      C195800200127 
        0.0     0.7131   7.91E-06   3.34E-07                      C195800200128 
        0.0     0.7157   9.46E-06   5.94E-07                      C195800200129 
        0.0     0.7163   1.17E-05   4.33E-07                      C195800200130 
