ENTRY            C0439   20001010                             0000C043900000001 
SUBENT        C0439001   20001010                             0000C043900100001 
BIB                 15         55                                 C043900100002 
INSTITUTE  (1CANQU ,1CANCRC)                                      C043900100003 
REFERENCE  (J,PR/C,54,1982,199610)                                C043900100004 
           (J,PRL,69,1896,199209)                                 C043900100005 
AUTHOR     (J.M.L.OUELLET,M.N.BUTLER,H.C.EVANS,H.W.LEE,J.R.LESLIE,C043900100006 
           J.D.MACARTHUR,W.MCLATCHIE,H.-B.MAK,P.SKENSVED,         C043900100007 
           J.L.WHITTON,X.ZHAO,T.K.ALEXANDER)                      C043900100008 
TITLE      12C(alpha,gamma)16O cross sections at stellar energies C043900100009 
FACILITY   (VDG,1CANQU )                                          C043900100010 
INC-SPECT  Energy determined from the centroids of the gamma-peaksC043900100011 
           in 90 degree detectors and reaction Q value=7162 keV.  C043900100012 
           The weighted average of the six values (from the full  C043900100013 
           energy, single and double escape peaks) was typically  C043900100014 
           20-30 keV below the center-of-mass energy deduced from C043900100015 
           the incident beam energy and slightly higher than the  C043900100016 
           value at half of target thickness.                     C043900100017 
           The spread in the beam energy was less than 3 keV at   C043900100018 
           all energies.                                          C043900100019 
SAMPLE     Isotopically separated targets prepared by implanting  C043900100020 
            12C targets at an energy of 110 keV into a thick gold C043900100021 
            layer. The backings were 25-mm square copper sheets,  C043900100022 
            0.5 mm thick, on which thin layer of nickel and then  C043900100023 
            gold were electroplated to assure good adhesion.      C043900100024 
            A total of nine targets was eventually used.          C043900100025 
DETECTOR   (GE-IN) Six large-volume germanium detectors situated  C043900100026 
            at angles of 28, 60, 90, 90, 120, and 143 degr.       C043900100027 
            distances of 5.0,5.0,3.8,3.8,6.0, and 8.0 cm. The two C043900100028 
            90 degr. counters were located below and above the    C043900100029 
            target.                                               C043900100030 
           Six plastic scintillation counters were placed above   C043900100031 
            the germanium detector so that they subtended an angleC043900100032 
            of close to 2pi.                                      C043900100033 
ANALYSIS   The E1 and E2 contributions were divided by target     C043900100034 
            thickness and total charge deposited on the target to C043900100035 
            produce a relative yield curve.                       C043900100036 
           Data above 2 MeV are averaged over several runs at 5   C043900100037 
            out of 9 energies.                                    C043900100038 
MONITOR    (6-C-12(A,G)8-O-16,,SIG) Normalized to total cross     C043900100039 
            section at E c.m.=2.39 MeV of 47 nb, the average from C043900100040 
            previous works as determined by Redder et al.         C043900100041 
MONIT-REF  (,A.REDDER+,J,NP/A,462,385,1987)                       C043900100042 
ERR-ANALYS Incident beam energy calibration better than 1 keV.    C043900100043 
ADD-RES    Analysis of all the available E1 cross sections with   C043900100044 
            the K-matrix method and with a three-level R-matrix   C043900100045 
            method yields a consistent prediction of 79(+-16)keV-bC043900100046 
            for the E1 S factor at 300 keV.                       C043900100047 
           The contribution of E2 transitions at the same energy  C043900100048 
            is 36(+-6)keV from a cluster-model analysis of the    C043900100049 
            present data.                                         C043900100050 
           The best estimate of the total S factor at 300 keV is  C043900100051 
            120 keV-b.                                            C043900100052 
STATUS     Data taken from tables 3 and 4 in reference.           C043900100053 
           (APRVD) Approved by W. McLatchie, 97/1/22.             C043900100054 
HISTORY    (19961026C) SD                                         C043900100055 
           (19970127U) Author approval added.                     C043900100056 
           (20001007A) Reference added.                           C043900100057 
ENDBIB              55          0                                 C043900100058 
COMMON               3          3                                 C043900100059 
E-NRM      MONIT      MONIT-ERR                                   C043900100060 
MEV        NB         NB                                          C043900100061 
 2.39        47.0      3.0                                        C043900100062 
ENDCOMMON            3          0                                 C043900100063 
ENDSUBENT           62          0                                 C043900199999 
SUBENT        C0439002   19961105                             0000C043900200001 
BIB                  3          7                                 C043900200002 
REACTION   (6-C-12(A,G)8-O-16,,DA)                                C043900200003 
ANALYSIS   The E1 and E2 contributions were divided by target     C043900200004 
            thickness and total charge deposited on the target to C043900200005 
            produce a relative yield curve.                       C043900200006 
ERR-ANALYS (ERR-S) Statistical uncertainty due to uncertainty     C043900200007 
            from the normalization of the integrated cross        C043900200008 
            sections                                              C043900200009 
ENDBIB               7          0                                 C043900200010 
NOCOMMON             0          0                                 C043900200011 
DATA                 5         96                                 C043900200012 
EN-CM      EN-RSL     ANG-CM     DATA       ERR-S                 C043900200013 
KEV        KEV        ADEG       NB/SR      NB/SR                 C043900200014 
1361.8     10.3        28.        0.06        0.02                C043900200015 
1361.8     10.3        60.        0.06        0.02                C043900200016 
1361.8     10.3        90.        0.05        0.01                C043900200017 
1361.8     10.3        90.        0.04        0.01                C043900200018 
1361.8     10.3       120.        0.03        0.02                C043900200019 
1361.8     10.3       143.        0.02        0.02                C043900200020 
1370.2     11.2        28.        0.03        0.03                C043900200021 
1370.2     11.2        60.        0.05        0.03                C043900200022 
1370.2     11.2        90.        0.04        0.02                C043900200023 
1370.2     11.2        90.        0.05        0.02                C043900200024 
1370.2     11.2       120.        0.03        0.03                C043900200025 
1370.2     11.2       143.        0.04        0.03                C043900200026 
1382.1     12.1        28.        0.03        0.02                C043900200027 
1382.1     12.1        60.        0.05        0.02                C043900200028 
1382.1     12.1        90.        0.03        0.01                C043900200029 
1382.1     12.1        90.        0.04        0.01                C043900200030 
1382.1     12.1       120.        0.03        0.02                C043900200031 
1382.1     12.1       143.        0.04        0.02                C043900200032 
1576.0      7.6        28.        0.07        0.03                C043900200033 
1576.0      7.6        60.        0.21        0.03                C043900200034 
1576.0      7.6        90.        0.11        0.02                C043900200035 
1576.0      7.6        90.        0.10        0.02                C043900200036 
1576.0      7.6       120.        0.04        0.03                C043900200037 
1576.0      7.6       143.        0.08        0.03                C043900200038 
1577.4     11.2        28.        0.08        0.04                C043900200039 
1577.4     11.2        60.        0.14        0.04                C043900200040 
1577.4     11.2        90.        0.08        0.03                C043900200041 
1577.4     11.2        90.        0.05        0.03                C043900200042 
1577.4     11.2       120.        0.11        0.04                C043900200043 
1577.4     11.2       143.        0.07        0.05                C043900200044 
1579.3      6.3        28.        0.08        0.02                C043900200045 
1579.3      6.3        60.        0.16        0.03                C043900200046 
1579.3      6.3        90.        0.13        0.02                C043900200047 
1579.3      6.3        90.        0.11        0.02                C043900200048 
1579.3      6.3       120.        0.05        0.02                C043900200049 
1579.3      6.3       143.        0.04        0.02                C043900200050 
1777.1      3.2        28.        0.17        0.03                C043900200051 
1777.1      3.2        60.        0.35        0.03                C043900200052 
1777.1      3.2        90.        0.24        0.02                C043900200053 
1777.1      3.2        90.        0.28        0.02                C043900200054 
1777.1      3.2       120.        0.13        0.03                C043900200055 
1777.1      3.2       143.        0.07        0.02                C043900200056 
1979.       2.8        28.        0.26        0.06                C043900200057 
1979.       2.8        60.        0.96        0.08                C043900200058 
1979.       2.8        90.        0.76        0.06                C043900200059 
1979.       2.8        90.        0.86        0.06                C043900200060 
1979.       2.8       120.        0.30        0.06                C043900200061 
1979.       2.8       143.        0.17        0.05                C043900200062 
2172.       2.4        28.        1.08        0.15                C043900200063 
2172.       2.4        60.        2.92        0.23                C043900200064 
2172.       2.4        90.        2.12        0.15                C043900200065 
2172.       2.4        90.        2.54        0.16                C043900200066 
2172.       2.4       120.        1.15        0.16                C043900200067 
2172.       2.4       143.        0.36        0.10                C043900200068 
2382.6      2.1        28.        2.78        0.32                C043900200069 
2382.6      2.1        60.        7.52        0.47                C043900200070 
2382.6      2.1        90.        5.58        0.33                C043900200071 
2382.6      2.1        90.        5.56        0.34                C043900200072 
2382.6      2.1       120.        3.23        0.33                C043900200073 
2382.6      2.1       143.        0.72        0.22                C043900200074 
2389.6      1.3        28.        1.91        0.24                C043900200075 
2389.6      1.3        60.        5.43        0.30                C043900200076 
2389.6      1.3        90.        4.71        0.23                C043900200077 
2389.6      1.3        90.        5.00        0.24                C043900200078 
2389.6      1.3       120.        2.39        0.24                C043900200079 
2389.6      1.3       143.        1.24        0.22                C043900200080 
2570.       2.0        28.        1.22        0.14                C043900200081 
2570.       2.0        60.        3.79        0.23                C043900200082 
2570.       2.0        90.        2.64        0.15                C043900200083 
2570.       2.0        90.        3.03        0.16                C043900200084 
2570.       2.0       120.        1.91        0.17                C043900200085 
2570.       2.0       143.        0.96        0.12                C043900200086 
2589.9      1.5        28.        1.15        0.13                C043900200087 
2589.9      1.5        60.        2.67        0.16                C043900200088 
2589.9      1.5        90.        2.48        0.12                C043900200089 
2589.9      1.5        90.        2.67        0.13                C043900200090 
2589.9      1.5       120.        1.92        0.14                C043900200091 
