ENTRY            C1006   20140418                             C141C100600000001 
SUBENT        C1006001   20140418                             C141C100600100001 
BIB                  7         10                                 C100600100002 
INSTITUTE  (1USARIC)                                              C100600100003 
REFERENCE  (J,PR,109,1646,1958)                                   C100600100004 
AUTHOR     (W.A.Ranken,T.W.Bonner,J.H.McCrary)                    C100600100005 
TITLE      Energy Dependence of F19+p Reactions                   C100600100006 
METHOD     (BCINT)                                                C100600100007 
ADD-RES    Also measured total pair production (given in Fig. 1). C100600100008 
            No level or beta energies given.                      C100600100009 
HISTORY    (20040406C) VM                                         C100600100010 
           (20081022A) BIB update.                                C100600100011 
           (20140418U) SD: Author's name corrected.               C100600100012 
ENDBIB              10          0                                 C100600100013 
NOCOMMON             0          0                                 C100600100014 
ENDSUBENT           13          0                                 C100600199999 
SUBENT        C1006002   20081022                             C089C100600200001 
BIB                  5          7                                 C100600200002 
REACTION   (9-F-19(P,A)8-O-16,PAR,DA)                             C100600200003 
SAMPLE     CaF2 target, 0.22 mg/cm2 thick, deposited onto silver  C100600200004 
            backing.                                              C100600200005 
DETECTOR   (CSICR)                                                C100600200006 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          C100600200007 
           (ERR-DIG)    Digitizing error                          C100600200008 
STATUS     (CURVE) Scanned from Fig.2 in reference at IAEA-NDS.   C100600200009 
ENDBIB               7          0                                 C100600200010 
COMMON               3          3                                 C100600200011 
E-LVL      EN-ERR-DIG ERR-DIG                                     C100600200012 
MEV        MEV        MB/SR                                       C100600200013 
  0.         0.004      0.01                                      C100600200014 
ENDCOMMON            3          0                                 C100600200015 
DATA                 3        307                                 C100600200016 
ANG        EN         DATA                                        C100600200017 
ADEG       MEV        MB/SR                                       C100600200018 
 90.         1.665      1.325                                     C100600200019 
 90.         1.680      1.748                                     C100600200020 
 90.         1.698      2.439                                     C100600200021 
 90.         1.716      3.443                                     C100600200022 
 90.         1.735      4.056                                     C100600200023 
 90.         1.751      3.619                                     C100600200024 
 90.         1.783      2.482                                     C100600200025 
 90.         1.798      1.980                                     C100600200026 
 90.         1.819      1.835                                     C100600200027 
 90.         1.834      1.725                                     C100600200028 
 90.         1.850      1.782                                     C100600200029 
 90.         1.866      1.778                                     C100600200030 
 90.         1.884      1.876                                     C100600200031 
 90.         1.903      2.141                                     C100600200032 
 90.         1.923      2.229                                     C100600200033 
 90.         1.938      2.139                                     C100600200034 
 90.         1.954      1.932                                     C100600200035 
 90.         1.970      1.817                                     C100600200036 
