ENTRY            C1768   20100210                             C100C176800000001 
SUBENT        C1768001   20100210                             C100C176800100001 
BIB                  9         19                                 C176800100002 
TITLE      Isoscalar giant resonance strength in 24Mg             C176800100003 
AUTHOR     (D.H.Youngblood,Y.-W.Lui,X.F.Chen,H.L.Clark)           C176800100004 
INSTITUTE  (1USATAM)                                              C176800100005 
REFERENCE  (J,PR/C,80,064318,2009)                                C176800100006 
FACILITY   (CYCLO,1USATAM)Experiment performed at Texas A&M       C176800100007 
           K500 superconducting cyclotron                         C176800100008 
SAMPLE     Selfsupporting 24Mg foil with thickness of 3.74        C176800100009 
           mg/cm2 enriched to 99.96% in 24Mg                      C176800100010 
DETECTOR   (MAGSP) Reaction products were momentum analyzed       C176800100011 
           using multipole-dipole- multipole spectrometer.        C176800100012 
           (MWPC)Four resistive wire detectors were used to       C176800100013 
           measure the horizontal position in the focal plane     C176800100014 
           and the in-plane scattering angle.                     C176800100015 
           (DRFTC)Two drift chambers, placed before and after     C176800100016 
           the resistive wire detector, were used to measure      C176800100017 
           vertical position and the out-of-plane scattering      C176800100018 
           angle.                                                 C176800100019 
ERR-ANALYS (DATA-ERR) No information given                        C176800100020 
HISTORY    (20100210C) Compiled by S.H.                           C176800100021 
ENDBIB              19          0                                 C176800100022 
COMMON               1          3                                 C176800100023 
EN                                                                C176800100024 
MEV                                                               C176800100025 
240.0                                                             C176800100026 
ENDCOMMON            3          0                                 C176800100027 
ENDSUBENT           26          0                                 C176800199999 
SUBENT        C1768002   20100210                             C100C176800200001 
BIB                  3          4                                 C176800200002 
REACTION   (12-MG-24(A,INL)12-MG-24,PAR,DA)                       C176800200003 
STATUS     (CURVE) Data taken from fig.2 of the reference         C176800200004 
           Waiting for data from author                           C176800200005 
EN-SEC     (E-EXC,12-MG-24)                                       C176800200006 
ENDBIB               4          0                                 C176800200007 
NOCOMMON             0          0                                 C176800200008 
DATA                 4         82                                 C176800200009 
E-EXC      ANG-CM     DATA-CM    DATA-ERR                         C176800200010 
MEV        ADEG       MB/SR      MB/SR                            C176800200011 
  14.97         0.5      1.04E+01   4.62E-01                      C176800200012 
  14.97         1.1      9.46E+00   4.22E-01                      C176800200013 
  14.97         1.8      7.41E+00   3.31E-01                      C176800200014 
  14.97         2.6      6.56E+00   6.63E-01                      C176800200015 
  14.97         3.1      6.87E+00   6.94E-01                      C176800200016 
  14.97         3.6      7.30E+00   1.31E+00                      C176800200017 
  14.97         4.2      8.90E+00   7.76E-01                      C176800200018 
  14.97         5.1      9.75E+00   9.85E-01                      C176800200019 
  14.97         5.9      9.90E+00   7.25E-01                      C176800200020 
  14.97         6.3      8.76E+00   8.85E-01                      C176800200021 
  14.97         6.7      6.98E+00   3.11E-01                      C176800200022 
  16.88         0.5      1.61E+01   5.00E-01                      C176800200023 
  16.88         1.1      1.58E+01   7.33E-01                      C176800200024 
  16.88         1.8      1.31E+01   6.06E-01                      C176800200025 
  16.88         2.6      1.06E+01   4.93E-01                      C176800200026 
  16.88         3.1      9.37E+00   8.49E-01                      C176800200027 
  16.88         3.7      7.87E+00   8.26E-01                      C176800200028 
  16.88         4.3      7.75E+00   2.42E-01                      C176800200029 
  16.88         5.1      7.75E+00   4.76E-01                      C176800200030 
  16.88         5.9      7.27E+00   7.63E-01                      C176800200031 
  16.88         6.3      6.61E+00   3.07E-01                      C176800200032 
  16.88         6.7      6.31E+00   2.93E-01                      C176800200033 
  16.88         7.1      5.38E+00   1.68E-01                      C176800200034 
  19.42         0.5      1.34E+01   3.99E-01                      C176800200035 
  19.42         1.1      1.30E+01   3.87E-01                      C176800200036 
  19.42         1.8      1.10E+01   4.89E-01                      C176800200037 
  19.42         2.5      9.21E+00   4.08E-01                      C176800200038 
  19.42         3.1      8.42E+00   9.59E-01                      C176800200039 
  19.42         3.7      7.24E+00   7.27E-01                      C176800200040 
  19.42         4.2      6.62E+00   3.88E-01                      C176800200041 
  19.42         5.1      6.53E+00   8.30E-01                      C176800200042 
  19.42         5.9      6.54E+00   9.17E-01                      C176800200043 
  19.42         6.3      6.06E+00   1.01E+00                      C176800200044 
  19.42         6.7      4.62E+00   3.37E-01                      C176800200045 
  19.42         7.1      4.55E+00   3.32E-01                      C176800200046 
  19.42         7.6      4.16E+00   1.85E-01                      C176800200047 
  19.42         8.0      3.69E+00   1.63E-01                      C176800200048 
  23.68         0.5      9.07E+00   5.36E-01                      C176800200049 
  23.68         1.1      9.64E+00   2.89E-01                      C176800200050 
  23.68         1.8      9.49E+00   8.29E-01                      C176800200051 
  23.68         2.6      7.56E+00   5.54E-01                      C176800200052 
  23.68         3.1      7.33E+00   1.22E+00                      C176800200053 
  23.68         3.7      7.22E+00   2.21E+00                      C176800200054 
  23.68         4.2      5.92E+00   2.64E-01                      C176800200055 
  23.68         5.1      5.66E+00   4.94E-01                      C176800200056 
  23.68         5.9      5.16E+00   5.92E-01                      C176800200057 
  23.68         6.3      4.71E+00   4.76E-01                      C176800200058 
  23.68         6.7      4.17E+00   1.86E-01                      C176800200059 
  23.68         7.1      3.75E+00   1.12E-01                      C176800200060 
  23.68         7.6      3.47E+00   1.04E-01                      C176800200061 
  23.68         8.0      2.85E+00   1.27E-01                      C176800200062 
  23.68         8.4      2.60E+00   1.16E-01                      C176800200063 
  32.09         0.5      4.08E+00   4.43E-01                      C176800200064 
  32.09         1.1      3.53E+00   2.14E-01                      C176800200065 
  32.09         1.8      3.18E+00   2.54E-01                      C176800200066 
  32.09         2.6      2.58E+00   1.31E-01                      C176800200067 
  32.09         3.1      2.86E+00   4.89E-01                      C176800200068 
  32.09         3.7      2.63E+00   6.45E-01                      C176800200069 
  32.09         4.3      2.25E+00   2.44E-01                      C176800200070 
  32.09         5.1      2.18E+00   1.74E-01                      C176800200071 
  32.09         5.9      2.09E+00   2.26E-01                      C176800200072 
  32.09         6.3      2.00E+00   2.72E-01                      C176800200073 
