ENTRY            C0880   20020822                             0000C088000000001 
SUBENT        C0880001   20020822                             0000C088000100001 
BIB                 12         42                                 C088000100002 
INSTITUTE  (1USAOHO,1USAKNT,1USAINU,1USABSU,1USAOSU,1USAMSU,      C088000100003 
           1USAUID)                                               C088000100004 
REFERENCE  (J,PR/C,66,014606,200207)                              C088000100005 
           (J,PR/C,63,024608,200102) 0 degree data.               C088000100006 
AUTHOR     (X.Wang,J.Rapaport,M.Palarczyk,C.Hautala,X.Yang,       C088000100007 
           D.L.Prout,B.Anderson,A.R.Baldwin,J.Olmsted,J.W.Watson, C088000100008 
           W.M.Zhang,I.VanHeerden,E.J.Stephenson,R.Howes,S.Parks, C088000100009 
           E.Sugarbaker,B.A.Brown,F.Sammarruca)                   C088000100010 
TITLE      Polarization transfer measurements for the             C088000100011 
            13C(p(pol),n(pol))13N reaction at 197 MeV and         C088000100012 
            empirical isovector spin-longitudinal response for    C088000100013 
            the (1/2)-(g.s.)->(1/2)+(1) transition                C088000100014 
FACILITY   (CYCLO,1USAINU) Beam swinger facility.                 C088000100015 
INC-SOURCE (POLIS) 70% polarized proton beams. Polarization       C088000100016 
            cycled between 'normal' and 'reverse' at 30 nsec      C088000100017 
            intervals. Superconducting solenoids used to precess  C088000100018 
            the spin polarization so as to have on target any one C088000100019 
            of the 3 spin states, normal (N), sideways (S), and   C088000100020 
            longitudinal (L).                                     C088000100021 
SAMPLE     Self-supporting target, isotopically enriched to 89%   C088000100022 
            13C; areal density 146 mg/cm2.                        C088000100023 
DETECTOR   (SCIN) KSU 2pi polarimeter, consisting of 4 BC-404     C088000100024 
            plastic scintillators used as analyzers. Downstream   C088000100025 
            from the center of the front 4 scintillators is an    C088000100026 
            azimuthically symmetric ring of 12 large BC-400       C088000100027 
            plastic scintillators, which detect neutrons scatteredC088000100028 
            from the analyzers.                                   C088000100029 
                  Large volume neutron polarimeter (INPOL),       C088000100030 
            consisting of 4 parallel detector 'planes' oriented   C088000100031 
            perpendicular to neutron flux, used to measure neutronC088000100032 
            polarization. First 3 planes are Bicron BC-517S liquidC088000100033 
            scintillator tanks; fourth consists of 10 BC-408      C088000100034 
            plastic scintillators. Front 2 scintillators are used C088000100035 
            as neutron polarization analizers. Thin plastic       C088000100036 
            scintillators located in front of planes are used to  C088000100037 
            tag charged particles.                                C088000100038 
ANALYSIS   Spectra fit using line-shape fitting code ALLFIT.      C088000100039 
CORRECTION Corrected for contribution of 12C in target.           C088000100040 
STATUS     (APRVD) Approved by J. Rapaport, 25 June 2002.         C088000100041 
           Data received by email from J. Rapaport, 16 May 2002.  C088000100042 
           (COREL,C0804001)                                       C088000100043 
HISTORY    (20020603C) VM                                         C088000100044 
ENDBIB              42          0                                 C088000100045 
COMMON               1          3                                 C088000100046 
EN                                                                C088000100047 
MEV                                                               C088000100048 
 197.                                                             C088000100049 
ENDCOMMON            3          0                                 C088000100050 
ENDSUBENT           49          0                                 C088000199999 
SUBENT        C0880002   20020603                             0000C088000200001 
BIB                  2          6                                 C088000200002 
REACTION   (6-C-13(P,N)7-N-13,,DA/DE,,FCT)                        C088000200003 
            Units given are mb/sr/100 keV.                        C088000200004 
ERR-ANALYS (ERR-S) Statistical uncertainties given.               C088000200005 
            Absolute uncertainties include also a 7% uncertainty  C088000200006 
            due to uncertainty in target thickness, enrichment of C088000200007 
            13C, and neutron polarimeter efficiency.              C088000200008 
ENDBIB               6          0                                 C088000200009 
NOCOMMON             0          0                                 C088000200010 
DATA                 4       1584                                 C088000200011 
ANG        E-EXC      DATA       ERR-S                            C088000200012 
ADEG       MEV        NO-DIM     NO-DIM                           C088000200013 
   0.       -1.00       0.0043     0.0007                         C088000200014 
   0.       -0.90       0.0040     0.0006                         C088000200015 
   0.       -0.80       0.0050     0.0007                         C088000200016 
   0.       -0.70       0.0080     0.0009                         C088000200017 
   0.       -0.60       0.0152     0.0011                         C088000200018 
   0.       -0.50       0.0478     0.0020                         C088000200019 
   0.       -0.40       0.1544     0.0035                         C088000200020 
   0.       -0.30       0.3322     0.0051                         C088000200021 
   0.       -0.20       0.5418     0.0065                         C088000200022 
   0.       -0.10       0.7119     0.0075                         C088000200023 
   0.        0.00       0.7658     0.0078                         C088000200024 
   0.        0.10       0.7089     0.0075                         C088000200025 
   0.        0.20       0.5519     0.0066                         C088000200026 
   0.        0.30       0.3664     0.0054                         C088000200027 
   0.        0.40       0.2144     0.0041                         C088000200028 
   0.        0.50       0.1244     0.0032                         C088000200029 
   0.        0.60       0.0732     0.0024                         C088000200030 
   0.        0.70       0.0445     0.0019                         C088000200031 
   0.        0.80       0.0310     0.0016                         C088000200032 
   0.        0.90       0.0210     0.0013                         C088000200033 
   0.        1.00       0.0159     0.0011                         C088000200034 
   0.        1.10       0.0137     0.0011                         C088000200035 
   0.        1.20       0.0126     0.0011                         C088000200036 
   0.        1.30       0.0084     0.0009                         C088000200037 
   0.        1.40       0.0112     0.0010                         C088000200038 
   0.        1.50       0.0118     0.0010                         C088000200039 
   0.        1.60       0.0093     0.0009                         C088000200040 
   0.        1.70       0.0102     0.0010                         C088000200041 
   0.        1.80       0.0093     0.0009                         C088000200042 
   0.        1.90       0.0093     0.0009                         C088000200043 
   0.        2.00       0.0077     0.0009                         C088000200044 
   0.        2.10       0.0097     0.0010                         C088000200045 
   0.        2.20       0.0082     0.0009                         C088000200046 
   0.        2.30       0.0123     0.0010                         C088000200047 
   0.        2.40       0.0110     0.0010                         C088000200048 
   0.        2.50       0.0120     0.0011                         C088000200049 
   0.        2.60       0.0142     0.0012                         C088000200050 
   0.        2.70       0.0182     0.0013                         C088000200051 
   0.        2.80       0.0337     0.0017                         C088000200052 
   0.        2.90       0.0743     0.0025                         C088000200053 
   0.        3.00       0.1697     0.0037                         C088000200054 
   0.        3.10       0.4452     0.0059                         C088000200055 
   0.        3.20       0.8995     0.0085                         C088000200056 
   0.        3.30       1.4315     0.0107                         C088000200057 
   0.        3.40       1.8640     0.0122                         C088000200058 
   0.        3.50       2.0446     0.0127                         C088000200059 
   0.        3.60       1.9288     0.0124                         C088000200060 
   0.        3.70       1.5248     0.0110                         C088000200061 
   0.        3.80       1.0394     0.0091                         C088000200062 
   0.        3.90       0.6363     0.0071                         C088000200063 
   0.        4.00       0.3670     0.0054                         C088000200064 
   0.        4.10       0.2276     0.0043                         C088000200065 
   0.        4.20       0.1379     0.0033                         C088000200066 
   0.        4.30       0.0871     0.0026                         C088000200067 
   0.        4.40       0.0640     0.0023                         C088000200068 
   0.        4.50       0.0520     0.0021                         C088000200069 
   0.        4.60       0.0394     0.0018                         C088000200070 
   0.        4.70       0.0323     0.0016                         C088000200071 
   0.        4.80       0.0271     0.0015                         C088000200072 
   0.        4.90       0.0255     0.0015                         C088000200073 
   0.        5.00       0.0219     0.0014                         C088000200074 
   0.        5.10       0.0212     0.0013                         C088000200075 
   0.        5.20       0.0191     0.0013                         C088000200076 
   0.        5.30       0.0184     0.0013                         C088000200077 
   0.        5.40       0.0168     0.0012                         C088000200078 
   0.        5.50       0.0162     0.0012                         C088000200079 
   0.        5.60       0.0147     0.0012                         C088000200080 
   0.        5.70       0.0141     0.0011                         C088000200081 
   0.        5.80       0.0150     0.0012                         C088000200082 
   0.        5.90       0.0147     0.0012                         C088000200083 
   0.        6.00       0.0135     0.0011                         C088000200084 
   0.        6.10       0.0126     0.0011                         C088000200085 
   0.        6.20       0.0138     0.0011                         C088000200086 
   0.        6.30       0.0127     0.0011                         C088000200087 
   0.        6.40       0.0130     0.0011                         C088000200088 
   0.        6.50       0.0153     0.0012                         C088000200089 
   0.        6.60       0.0136     0.0011                         C088000200090 
   0.        6.70       0.0112     0.0010                         C088000200091 
   0.        6.80       0.0127     0.0011                         C088000200092 
   0.        6.90       0.0176     0.0012                         C088000200093 
   0.        7.00       0.0173     0.0012                         C088000200094 
   0.        7.10       0.0179     0.0012                         C088000200095 
   0.        7.20       0.0176     0.0012                         C088000200096 
   0.        7.30       0.0201     0.0014                         C088000200097 
   0.        7.40       0.0188     0.0013                         C088000200098 
   0.        7.50       0.0222     0.0014                         C088000200099 
   0.        7.60       0.0225     0.0014                         C088000200100 
   0.        7.70       0.0222     0.0014                         C088000200101 
   0.        7.80       0.0225     0.0014                         C088000200102 
   0.        7.90       0.0257     0.0015                         C088000200103 
   0.        8.00       0.0272     0.0015                         C088000200104 
   0.        8.10       0.0345     0.0017                         C088000200105 
   0.        8.20       0.0424     0.0019                         C088000200106 
   0.        8.30       0.0532     0.0021                         C088000200107 
   0.        8.40       0.0823     0.0026                         C088000200108 
   0.        8.50       0.1313     0.0033                         C088000200109 
   0.        8.60       0.1895     0.0039                         C088000200110 
   0.        8.70       0.2554     0.0045                         C088000200111 
   0.        8.80       0.2985     0.0049                         C088000200112 
   0.        8.90       0.3168     0.0051                         C088000200113 
   0.        9.00       0.2955     0.0049                         C088000200114 
   0.        9.10       0.2757     0.0047                         C088000200115 
   0.        9.20       0.2384     0.0044                         C088000200116 
   0.        9.30       0.2250     0.0043                         C088000200117 
   0.        9.40       0.1990     0.0040                         C088000200118 
