ENTRY            C0584   20000127                             0000C058400000001 
SUBENT        C0584001   20000127                             0000C058400100001 
BIB                 13         29                                 C058400100002 
INSTITUTE  (1USAPUP,1USANWU,1USAINU,1USAGEO)                      C058400100003 
REFERENCE  (J,PR/C,23,1858,198105)                                C058400100004 
AUTHOR     (J.R.COMFORT,R.E.SEGEL,G.L.MOAKE,D.W.MILLER,W.G.LOVE)  C058400100005 
TITLE      12C(p,p')12C reaction at 155 AND 200 MeV and           C058400100006 
            precritical phenomena                                 C058400100007 
FACILITY   (ISOCY,1USAINU)                                        C058400100008 
INC-SOURCE (POLIS) Polarized proton beams.                        C058400100009 
SAMPLE     Natural graphite targets. Areal density 10.0+-0.4      C058400100010 
            mg/cm2.                                               C058400100011 
METHOD     (BCINT)                                                C058400100012 
DETECTOR   (MAGSP) Quadrupole-dipole-dipole-multipole magnetic    C058400100013 
            spectrometer.                                         C058400100014 
           Helical-cathode position-sensitive proportional        C058400100015 
            chamber used as focal plane detector.                 C058400100016 
           Two plastic scintillator detectors, placed behind the  C058400100017 
            chamber, used for particle indentification.           C058400100018 
           Faraday cup internal to the scattering chamber used.   C058400100019 
CORRECTION Corrected for background and dead time.                C058400100020 
ERR-ANALYS (ANG-ERR) Relative scattering angle believed correct   C058400100021 
            to 0.04 degrees.                                      C058400100022 
           (DATA-ERR) Absolute scale uncertainty, primarily       C058400100023 
            due to uncertainties in:                              C058400100024 
            . target thickness,                                   C058400100025 
            . charge integration.                                 C058400100026 
STATUS     Tablulated data received in private communication from C058400100027 
            J.R. Comfort, 10 November 1999.                       C058400100028 
           See data set T0111 for 200 MeV data.                   C058400100029 
           No reply from J. Comfort to author proof.              C058400100030 
HISTORY    (19991110C)                                            C058400100031 
ENDBIB              29          0                                 C058400100032 
COMMON               3          3                                 C058400100033 
EN         EN-ERR     ANG-ERR                                     C058400100034 
MEV        MEV        ADEG                                        C058400100035 
155.05       0.05       0.04                                      C058400100036 
ENDCOMMON            3          0                                 C058400100037 
ENDSUBENT           36          0                                 C058400199999 
SUBENT        C0584002   19991202                             0000C058400200001 
BIB                  1          1                                 C058400200002 
REACTION   (6-C-12(P,INL)6-C-12,PAR,DA)                           C058400200003 
ENDBIB               1          0                                 C058400200004 
NOCOMMON             0          0                                 C058400200005 
DATA                 4        102                                 C058400200006 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         C058400200007 
MEV        ADEG       MB/SR      MB/SR                            C058400200008 
 11.83      19.2        0.0163     0.0029                         C058400200009 
 11.83      22.0        0.0216     0.0020                         C058400200010 
 11.83      24.7        0.0185     0.0019                         C058400200011 
 11.83      27.4        0.0180     0.0013                         C058400200012 
 11.83      30.2        0.0192     0.0016                         C058400200013 
 11.83      30.2        0.0221     0.0019                         C058400200014 
 11.83      32.3        0.0141     0.0016                         C058400200015 
 11.83      35.6        0.0121     0.0014                         C058400200016 
 11.83      38.3        0.0126     0.0013                         C058400200017 
 11.83      41.0        0.0101     0.0012                         C058400200018 
 11.83      43.7        0.0090     0.0010                         C058400200019 
 11.83      46.4        0.0069     0.0009                         C058400200020 
 11.83      49.0        0.0050     0.0006                         C058400200021 
 11.83      51.7        0.0029     0.0006                         C058400200022 
 11.83      54.4        0.0020     0.0003                         C058400200023 
 12.71       8.2        0.223      0.005                          C058400200024 
 12.71      11.0        0.221      0.005                          C058400200025 
 12.71      13.8        0.187      0.004                          C058400200026 
 12.71      16.5        0.153      0.003                          C058400200027 
 12.71      19.2        0.121      0.004                          C058400200028 
 12.71      22.0        0.0799     0.0020                         C058400200029 
 12.71      24.7        0.0622     0.0017                         C058400200030 
 12.71      27.4        0.0468     0.0012                         C058400200031 
 12.71      30.2        0.0368     0.0014                         C058400200032 
 12.71      30.2        0.0382     0.0015                         C058400200033 
 12.71      32.3        0.0367     0.0016                         C058400200034 
 12.71      35.6        0.0337     0.0013                         C058400200035 
 12.71      38.3        0.0335     0.0013                         C058400200036 
 12.71      41.0        0.0298     0.0013                         C058400200037 
 12.71      43.7        0.0231     0.0010                         C058400200038 
 12.71      46.4        0.0175     0.0010                         C058400200039 
 12.71      49.1        0.0145     0.0008                         C058400200040 
 12.71      51.7        0.0100     0.0006                         C058400200041 
 12.71      54.4        0.0065     0.0004                         C058400200042 
 15.11       8.3        1.443      0.010                          C058400200043 
 15.11      11.0        0.910      0.009                          C058400200044 
 15.11      13.8        0.536      0.007                          C058400200045 
 15.11      16.5        0.296      0.005                          C058400200046 
 15.11      19.2        0.154      0.005                          C058400200047 
 15.11      22.0        0.0561     0.0023                         C058400200048 
 15.11      24.7        0.0188     0.0020                         C058400200049 
 15.11      24.7        0.0199     0.0018                         C058400200050 
 15.11      27.4        0.0112     0.0012                         C058400200051 
 15.11      29.1        0.0108     0.0016                         C058400200052 
 15.11      30.2        0.0133     0.0015                         C058400200053 
 15.11      30.2        0.0143     0.0017                         C058400200054 
 15.11      31.3        0.0134     0.0015                         C058400200055 
 15.11      32.4        0.0184     0.0016                         C058400200056 
 15.11      34.0        0.0178     0.0017                         C058400200057 
 15.11      35.6        0.0178     0.0015                         C058400200058 
 15.11      37.2        0.0194     0.0016                         C058400200059 
 15.11      38.3        0.0185     0.0015                         C058400200060 
 15.11      41.0        0.0139     0.0012                         C058400200061 
 15.11      43.7        0.0106     0.0011                         C058400200062 
 15.11      46.4        0.0099     0.0010                         C058400200063 
 15.11      49.1        0.0070     0.0007                         C058400200064 
 15.11      51.8        0.0049     0.0006                         C058400200065 
 15.11      54.4        0.0027     0.0003                         C058400200066 
 16.11       8.3        0.02       0.004                          C058400200067 
 16.11      11.0        0.060      0.004                          C058400200068 
 16.11      13.8        0.084      0.004                          C058400200069 
 16.11      16.5        0.114      0.004                          C058400200070 
 16.11      19.2        0.133      0.004                          C058400200071 
 16.11      22.0        0.130      0.003                          C058400200072 
 16.11      24.7        0.117      0.002                          C058400200073 
 16.11      24.7        0.112      0.002                          C058400200074 
 16.11      27.5        0.0987     0.0016                         C058400200075 
 16.11      29.1        0.0753     0.0020                         C058400200076 
 16.11      30.2        0.0737     0.0020                         C058400200077 
 16.11      30.2        0.0773     0.0021                         C058400200078 
 16.11      31.3        0.0578     0.0018                         C058400200079 
 16.11      32.4        0.0446     0.0019                         C058400200080 
 16.11      34.0        0.0416     0.0019                         C058400200081 
 16.11      35.6        0.0305     0.0016                         C058400200082 
 16.11      37.2        0.0251     0.0018                         C058400200083 
 16.11      38.3        0.0219     0.0014                         C058400200084 
 16.11      41.0        0.0162     0.0013                         C058400200085 
