ENTRY            C3026   20250107                             C248C302600000001 
SUBENT        C3026001   20250107                             C248C302600100001 
BIB                  9         21                                 C302600100002 
TITLE      Back-angle 3He and alpha-particle elastic scattering   C302600100003 
           from 27Al                                              C302600100004 
AUTHOR     (C.B.Fulmer,D.C.Hensley,J.C.Hafele,C.C.Foster,         C302600100005 
           N.M.O'Fallon,W.W.Eidson,S.A.Gronemeyer)                C302600100006 
INSTITUTE  (1USAORL,1USAMIS)                                      C302600100007 
REFERENCE  (J,PR/C,13,937,1976)                                   C302600100008 
           #doi:10.1103/PhysRevC.13.937                           C302600100009 
METHOD     (EXTB)                                                 C302600100010 
           (MAGFR) The cyclotron beam goes through a uniform      C302600100011 
           magnetic field, passes through the target under study, C302600100012 
           and stops in a Faraday cup. The boundary of the        C302600100013 
           magnetic field region has the shape of a sector of an  C302600100014 
           annulus, and the target under study is located at the  C302600100015 
           center of the annulus defined by the boundary of the   C302600100016 
           magnetic field.                                        C302600100017 
DETECTOR   The detector is movable along the outer boundary of theC302600100018 
           magnetic field permitting detection of particles over  C302600100019 
           a range of angles at and near 180 degrees.             C302600100020 
SAMPLE     No information about targets.                          C302600100021 
ADD-RES    (COMP) Optical-model analyses.                         C302600100022 
HISTORY    (20250107C) OG                                         C302600100023 
ENDBIB              21          0                                 C302600100024 
NOCOMMON             0          0                                 C302600100025 
ENDSUBENT           24          0                                 C302600199999 
SUBENT        C3026002   20250107                             C248C302600200001 
BIB                  4          4                                 C302600200002 
REACTION   (13-AL-27(HE3,EL)13-AL-27,,DA)                         C302600200003 
FACILITY   (CYCLO,1USAWAS)                                        C302600200004 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties.  C302600200005 
STATUS     (CURVE,,C.B.Fulmer+,J,PR/C,13,937,1976) Fig.1, p.938.  C302600200006 
ENDBIB               4          0                                 C302600200007 
NOCOMMON             0          0                                 C302600200008 
DATA                 4        103                                 C302600200009 
EN         ANG-CM     DATA-CM    DATA-ERR                         C302600200010 
MEV        ADEG       MU-B/SR    MU-B/SR                          C302600200011 
       14.2    161.121  1.536E+02  1.661E+01                      C302600200012 
       14.2    166.274  9.163E+01  1.111E+01                      C302600200013 
       14.2    173.149  7.701E+01  8.329E+00                      C302600200014 
       14.2    176.912  6.561E+01  6.344E+00                      C302600200015 
       14.2    180.494  6.309E+01  7.202E+00                      C302600200016 
       14.2    183.901  7.435E+01  9.546E+00                      C302600200017 
       14.2    186.629  6.625E+01  6.029E+00                      C302600200018 
       14.2    190.509  7.857E+01  7.146E+00                      C302600200019 
       15.1    160.660  8.387E+01  8.117E+00                      C302600200020 
       15.1    165.912  6.012E+01  5.824E+00                      C302600200021 
       15.1    172.941  3.649E+01  3.948E+00                      C302600200022 
       15.1    176.535  4.034E+01  5.930E+00                      C302600200023 
       15.1    180.099  3.245E+01  3.705E+00                      C302600200024 
       15.1    182.106  4.262E+01  5.473E+00                      C302600200025 
       15.1    183.615  4.259E+01  5.169E+00                      C302600200026 
       18.2    171.578  3.659E+01  4.701E+00                      C302600200027 
       18.2    175.439  4.134E+01  4.937E+00                      C302600200028 
       18.2    178.453  4.522E+01  5.810E+00                      C302600200029 
       18.2    181.848  4.555E+01  4.881E+00                      C302600200030 
       18.2    185.339  4.531E+01  4.899E+00                      C302600200031 
       18.2    188.838  3.918E+01  4.199E+00                      C302600200032 
       20.3    166.792  3.366E+01  2.852E+00                      C302600200033 
       20.3    170.562  3.137E+01  2.294E+00                      C302600200034 
       20.3    174.432  3.256E+01  2.760E+00                      C302600200035 
       20.3    177.914  2.725E+01  2.308E+00                      C302600200036 
       20.3    179.517  2.673E+01  2.112E+00                      C302600200037 
       20.3    180.743  2.673E+01  1.798E+00                      C302600200038 
       20.3    183.008  2.723E+01  3.083E+00                      C302600200039 
       20.3    184.990  2.756E+01  2.494E+00                      C302600200040 
       20.3    188.105  2.843E+01  3.220E+00                      C302600200041 
       21.0    166.603  2.752E+01  3.750E+00                      C302600200042 
       21.0    170.471  3.049E+01  4.376E+00                      C302600200043 
       21.0    173.867  2.258E+01  3.740E+00                      C302600200044 
       21.0    177.735  1.987E+01  3.440E+00                      C302600200045 
       21.0    181.320  2.173E+01  2.961E+00                      C302600200046 
       21.0    184.527  2.287E+01  2.998E+00                      C302600200047 
       21.0    187.734  2.361E+01  3.562E+00                      C302600200048 
       22.3    163.363  1.195E+01  1.621E+00                      C302600200049 
       22.3    167.129  1.975E+01  2.822E+00                      C302600200050 
       22.3    170.807  2.286E+01  2.773E+00                      C302600200051 
       22.3    173.729  2.731E+01  2.166E+00                      C302600200052 
       22.3    177.126  2.436E+01  3.304E+00                      C302600200053 
       22.3    179.014  2.243E+01  2.402E+00                      C302600200054 
       22.3    180.994  2.451E+01  3.149E+00                      C302600200055 
       22.3    184.202  2.330E+01  2.332E+00                      C302600200056 
       22.3    187.597  2.563E+01  2.746E+00                      C302600200057 
       24.0    166.000  2.797E+01  4.264E+00                      C302600200058 
       24.0    170.518  2.925E+01  3.548E+00                      C302600200059 
       24.0    174.094  2.780E+01  4.829E+00                      C302600200060 
       24.0    175.318  3.137E+01  5.117E+00                      C302600200061 
       24.0    177.294  3.157E+01  3.605E+00                      C302600200062 
       24.0    179.082  3.197E+01  4.107E+00                      C302600200063 
       24.0    181.247  3.157E+01  3.829E+00                      C302600200064 
       24.0    182.847  3.077E+01  4.188E+00                      C302600200065 
       24.0    186.141  3.077E+01  4.524E+00                      C302600200066 
       25.6    177.182  2.673E+01  3.470E+00                      C302600200067 
       25.6    180.851  2.781E+01  3.406E+00                      C302600200068 
       25.6    184.514  3.226E+01  4.963E+00                      C302600200069 
       25.6    187.445  2.497E+01  4.508E+00                      C302600200070 
       27.7    156.106  9.071E+00  1.163E+00                      C302600200071 
       27.7    158.114  8.921E+00  1.226E+00                      C302600200072 
       27.7    159.676  9.905E+00  1.169E+00                      C302600200073 
       27.7    162.001  1.112E+01  1.374E+00                      C302600200074 
       27.7    163.677  8.486E+00  1.010E+00                      C302600200075 
       27.7    165.138  1.183E+01  2.006E+00                      C302600200076 
       27.7    167.016  8.505E+00  1.098E+00                      C302600200077 
       27.7    168.517  1.384E+01  2.152E+00                      C302600200078 
       27.7    170.342  1.002E+01  1.468E+00                      C302600200079 
       27.7    171.897  1.201E+01  1.484E+00                      C302600200080 
       27.7    173.389  1.481E+01  2.383E+00                      C302600200081 
       27.7    175.814  1.664E+01  2.227E+00                      C302600200082 
       27.7    177.902  2.055E+01  3.494E+00                      C302600200083 
       27.7    179.637  2.329E+01  4.178E+00                      C302600200084 
       27.7    181.705  2.290E+01  3.629E+00                      C302600200085 
       27.7    183.194  2.184E+01  3.315E+00                      C302600200086 
       27.7    185.259  2.098E+01  2.621E+00                      C302600200087 
       27.7    186.968  1.791E+01  4.229E+00                      C302600200088 
       27.7    188.568  1.629E+01  3.378E+00                      C302600200089 
       29.4    161.807  3.689E+00  6.271E-01                      C302600200090 
       29.4    165.132  5.726E+00  8.575E-01                      C302600200091 
       29.4    167.684  7.361E+00  1.480E+00                      C302600200092 
       29.4    172.168  1.090E+01  2.196E+00                      C302600200093 
       29.4    175.957  1.255E+01  1.936E+00                      C302600200094 
       29.4    178.199  1.438E+01  2.090E+00                      C302600200095 
       29.4    179.746  1.564E+01  2.132E+00                      C302600200096 
       29.4    181.060  1.484E+01  2.288E+00                      C302600200097 
       29.4    182.993  1.589E+01  2.995E+00                      C302600200098 
       29.4    184.462  1.394E+01  2.393E+00                      C302600200099 
       29.4    186.627  1.131E+01  1.784E+00                      C302600200100 
       29.4    188.792  7.676E+00  1.591E+00                      C302600200101 
       31.1    161.266  4.536E+00  6.390E-01                      C302600200102 
       31.1    165.132  7.420E+00  1.112E+00                      C302600200103 
       31.1    168.225  7.819E+00  1.031E+00                      C302600200104 
       31.1    170.158  8.068E+00  1.209E+00                      C302600200105 
       31.1    172.245  7.819E+00  1.206E+00                      C302600200106 
       31.1    174.178  7.737E+00  9.493E-01                      C302600200107 
       31.1    175.493  9.440E+00  1.864E+00                      C302600200108 
       31.1    177.194  9.440E+00  1.456E+00                      C302600200109 
       31.1    179.514  8.546E+00  8.899E-01                      C302600200110 
       31.1    180.905  9.391E+00  1.109E+00                      C302600200111 
       31.1    182.761  1.011E+01  1.240E+00                      C302600200112 
       31.1    184.385  8.865E+00  1.169E+00                      C302600200113 
       31.1    188.019  7.459E+00  9.833E-01                      C302600200114 
ENDDATA            105          0                                 C302600200115 
ENDSUBENT          114          0                                 C302600299999 
SUBENT        C3026003   20250107                             C248C302600300001 
BIB                  5          9                                 C302600300002 
REACTION   (13-AL-27(A,EL)13-AL-27,,DA)                           C302600300003 
FACILITY   (CYCLO,1USAWAS)                                        C302600300004 
           (CYCLO,1USAORL)                                        C302600300005 
FLAG       (1.) FACILITY (CYCLO,1USAWAS)                          C302600300006 
           (2.) FACILITY (CYCLO,1USAORL)                          C302600300007 
ERR-ANALYS (ERR-1,,10.) Probable errors                           C302600300008 
STATUS     (CURVE,,C.B.Fulmer+,J,PR/C,13,937,1976) Fig.2, p.939.  C302600300009 
           (COREL,C3026004) Excitation function for alpha-particleC302600300010 
           elastic scattering at 180 degrees from 27Al.           C302600300011 
ENDBIB               9          0                                 C302600300012 
