ENTRY            C2130   20140905                             C145C213000000001 
SUBENT        C2130001   20140905                             C145C213000100001 
BIB                 13         40                                 C213000100002 
TITLE      Gamow-Teller transition strengths from 56Fe extracted  C213000100003 
           from the 56Fe(t,3He) reaction                          C213000100004 
AUTHOR     (M.Scott,Y.Shimbara,S.M.Austin,D.Bazin,B.A.Brown,      C213000100005 
           J.M.Deaven,Y.Fujita,C.J.Guess,S.Gupta,G.W.Hitt,        C213000100006 
           D.Koeppe,R.Meharchand,M.Nagashima,G.Perdikakis,        C213000100007 
           A.Prinke, M.Sasano,C.Sullivan,L.Valdez,R.G.T.Zegers)   C213000100008 
INSTITUTE  (1USAMSU,2JPNNII,2JPNOSA,1USALTI)                      C213000100009 
           (3INDIND) Indian Institute of Technology, Ropar, PunjabC213000100010 
           (3UAEUAE) Khalifa University of Science, Technology,   C213000100011 
           and Research, Abu Dhabi                                C213000100012 
           (1USAUSA) Central Michigan University, Mt. Pleasant,   C213000100013 
           Michigan                                               C213000100014 
REFERENCE  (J,PR/C,90,025801,2014)                                C213000100015 
FACILITY   (CYCTM,1USAMSU) Experiment performed using Coupled     C213000100016 
           Cyclotron Facility and fragment separator at National  C213000100017 
           Superconducting Cyclotron Laboratory at MSU            C213000100018 
SAMPLE     (26-FE-56,ENR=0.9993) Metallic foil with thickness of  C213000100019 
           9.62 mg/cm2                                            C213000100020 
DETECTOR   (MAGSP) Sample was placed at the pivot point of the    C213000100021 
           S800 spectrograph set for a central scattering angle   C213000100022 
           of 0deg. The 3He2+ ejectiles from the (t,3He)          C213000100023 
           reactions were momentum-analyzed in the S800 focal     C213000100024 
           plane.                                                 C213000100025 
           (SCIN) A plastic scintillator was placed in the S800   C213000100026 
           focal plane to measure particle energy los             C213000100027 
METHOD     (TOF,EDE) Energy measurement was made using time of    C213000100028 
           flight relative to cyclotron radiofrequency signal,    C213000100029 
           dE was measured using plastic scintillator.            C213000100030 
INC-SOURCE A primary beam of 16-O-8+ ions at 150 AMeV produced    C213000100031 
           at the National Superconducting Cyclotron Laboratory   C213000100032 
           Coupled Cyclotron Facility was impinged upon a 3526    C213000100033 
           mg/cm2 thick beryllium target to produce a 115-AMeV    C213000100034 
           secondary triton beam. An isotopic purity of better    C213000100035 
           than 99% was obtained in the A1900 fragment            C213000100036 
           separator. An average triton beam intensity of 7E+6    C213000100037 
           particles/s was achieved                               C213000100038 
MONITOR    (6-C-12(T,2-HE-3)5-B-12,,SIG)                          C213000100039 
MONIT-REF  (,G.Perdikakis+,J,PR/C,83,054614,2011)                 C213000100040 
ERR-ANALYS (DATA-ERR) No information given                        C213000100041 
HISTORY    (20140905C) Compiled by S.H.                           C213000100042 
ENDBIB              40          0                                 C213000100043 
COMMON               1          3                                 C213000100044 
EN                                                                C213000100045 
MEV/A                                                             C213000100046 
115.0                                                             C213000100047 
ENDCOMMON            3          0                                 C213000100048 
ENDSUBENT           47          0                                 C213000199999 
SUBENT        C2130002   20140905                             C145C213000200001 
BIB                  2          3                                 C213000200002 
REACTION   (26-FE-56(T,HE3)25-MN-56,ICL,DA/DE,HE3/RSD)            C213000200003 
STATUS     (TABLE) Data presented in fig. 1 of the reference sent C213000200004 
                   by author (R.G.T.Z)                            C213000200005 
ENDBIB               3          0                                 C213000200006 
NOCOMMON             0          0                                 C213000200007 
DATA                 4        604                                 C213000200008 
ANG        E-EXC      DATA       DATA-ERR                         C213000200009 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        C213000200010 
        0.0      0.125      5.600      0.920                      C213000200011 
        0.0      0.375      2.236      0.576                      C213000200012 
        0.0      0.625      0.820      0.368                      C213000200013 
        0.0      0.875      4.060      0.768                      C213000200014 
        0.0      1.125      4.692      0.816                      C213000200015 
        0.0      1.375      2.896      0.632                      C213000200016 
        0.0      1.625      1.844      0.512                      C213000200017 
        0.0      1.875      3.608      0.736                      C213000200018 
        0.0      2.125      3.428      0.700                      C213000200019 
        0.0      2.375      3.936      0.756                      C213000200020 
        0.0      2.625      1.532      0.460                      C213000200021 
        0.0      2.875      1.276      0.424                      C213000200022 
        0.0      3.125      1.900      0.528                      C213000200023 
        0.0      3.375      1.356      0.408                      C213000200024 
        0.0      3.625      1.820      0.504                      C213000200025 
        0.0      3.875      1.824      0.504                      C213000200026 
        0.0      4.125      2.208      0.552                      C213000200027 
        0.0      4.375      2.400      0.600                      C213000200028 
        0.0      4.625      2.032      0.544                      C213000200029 
        0.0      4.875      1.544      0.488                      C213000200030 
        0.0      5.125      1.008      0.380                      C213000200031 
        0.0      5.375      1.492      0.452                      C213000200032 
        0.0      5.625      1.304      0.436                      C213000200033 
        0.0      5.875      1.748      0.528                      C213000200034 
        0.0      6.125      3.080      0.672                      C213000200035 
        0.0      6.375      1.372      0.432                      C213000200036 
        0.0      6.625      2.736      0.644                      C213000200037 
        0.0      6.875      1.736      0.500                      C213000200038 
        0.0      7.125      3.164      0.676                      C213000200039 
        0.0      7.375      2.740      0.628                      C213000200040 
        0.0      7.625      1.788      0.476                      C213000200041 
        0.0      7.875      2.648      0.624                      C213000200042 
        0.0      8.125      3.248      0.708                      C213000200043 
        0.0      8.375      3.764      0.752                      C213000200044 
        0.0      8.625      3.320      0.724                      C213000200045 
        0.0      8.875      2.560      0.604                      C213000200046 
        0.0      9.125      3.932      0.756                      C213000200047 
        0.0      9.375      3.308      0.688                      C213000200048 
        0.0      9.625      3.560      0.728                      C213000200049 
        0.0      9.875      5.348      0.904                      C213000200050 
        0.0     10.125      3.484      0.712                      C213000200051 
        0.0     10.375      3.516      0.732                      C213000200052 
        0.0     10.625      3.228      0.704                      C213000200053 
        0.0     10.875      2.824      0.648                      C213000200054 
        0.0     11.125      5.052      0.840                      C213000200055 
        0.0     11.375      3.720      0.760                      C213000200056 
        0.0     11.625      3.204      0.700                      C213000200057 
        0.0     11.875      4.248      0.816                      C213000200058 
        0.0     12.125      3.156      0.688                      C213000200059 
        0.0     12.375      4.144      0.796                      C213000200060 
        0.0     12.625      5.180      0.876                      C213000200061 
        0.0     12.875      3.828      0.752                      C213000200062 
        0.0     13.125      3.836      0.752                      C213000200063 
        0.0     13.375      4.352      0.808                      C213000200064 
        0.0     13.625      3.576      0.728                      C213000200065 
        0.0     13.875      4.860      0.832                      C213000200066 
        0.0     14.125      2.736      0.612                      C213000200067 
        0.0     14.375      3.704      0.740                      C213000200068 
        0.0     14.625      4.552      0.816                      C213000200069 
        0.0     14.875      4.728      0.812                      C213000200070 
        0.0     15.125      4.472      0.832                      C213000200071 
        0.0     15.375      6.840      1.008                      C213000200072 
        0.0     15.625      4.604      0.828                      C213000200073 
        0.0     15.875      5.084      0.860                      C213000200074 
        0.0     16.125      4.716      0.820                      C213000200075 
        0.0     16.375      4.884      0.852                      C213000200076 
        0.0     16.625      3.628      0.684                      C213000200077 
        0.0     16.875      3.472      0.724                      C213000200078 
        0.0     17.125      5.116      0.864                      C213000200079 
        0.0     17.375      4.492      0.832                      C213000200080 
        0.0     17.625      3.288      0.684                      C213000200081 
        0.0     17.875      4.760      0.840                      C213000200082 
        0.0     18.125      4.708      0.844                      C213000200083 
        0.0     18.375      4.780      0.844                      C213000200084 
        0.0     18.625      5.640      0.928                      C213000200085 
       10.0      0.125      4.744      0.476                      C213000200086 
       10.0      0.375      1.716      0.292                      C213000200087 
       10.0      0.625      0.632      0.176                      C213000200088 
       10.0      0.875      3.128      0.404                      C213000200089 
       10.0      1.125      4.288      0.452                      C213000200090 
       10.0      1.375      2.896      0.376                      C213000200091 
       10.0      1.625      1.628      0.284                      C213000200092 
       10.0      1.875      2.808      0.384                      C213000200093 
       10.0      2.125      3.268      0.392                      C213000200094 
       10.0      2.375      3.048      0.392                      C213000200095 
       10.0      2.625      2.024      0.316                      C213000200096 
       10.0      2.875      2.396      0.344                      C213000200097 
       10.0      3.125      2.012      0.312                      C213000200098 
       10.0      3.375      1.132      0.236                      C213000200099 
       10.0      3.625      1.860      0.300                      C213000200100 
       10.0      3.875      3.000      0.396                      C213000200101 
       10.0      4.125      3.656      0.416                      C213000200102 
       10.0      4.375      2.432      0.336                      C213000200103 
       10.0      4.625      2.312      0.336                      C213000200104 
       10.0      4.875      2.280      0.324                      C213000200105 
       10.0      5.125      1.548      0.272                      C213000200106 
       10.0      5.375      2.336      0.348                      C213000200107 
       10.0      5.625      1.316      0.248                      C213000200108 
       10.0      5.875      2.308      0.340                      C213000200109 
       10.0      6.125      2.268      0.336                      C213000200110 
       10.0      6.375      3.100      0.392                      C213000200111 
       10.0      6.625      2.960      0.380                      C213000200112 
       10.0      6.875      2.564      0.360                      C213000200113 
       10.0      7.125      3.644      0.428                      C213000200114 
       10.0      7.375      3.472      0.416                      C213000200115 
       10.0      7.625      3.608      0.412                      C213000200116 
       10.0      7.875      4.132      0.460                      C213000200117 
       10.0      8.125      4.128      0.448                      C213000200118 
       10.0      8.375      4.268      0.464                      C213000200119 
       10.0      8.625      3.916      0.440                      C213000200120 
       10.0      8.875      4.100      0.460                      C213000200121 
       10.0      9.125      4.440      0.472                      C213000200122 
       10.0      9.375      3.836      0.440                      C213000200123 
       10.0      9.625      4.344      0.464                      C213000200124 
       10.0      9.875      4.512      0.472                      C213000200125 
       10.0     10.125      4.512      0.480                      C213000200126 
       10.0     10.375      4.768      0.476                      C213000200127 
       10.0     10.625      3.072      0.388                      C213000200128 
       10.0     10.875      3.760      0.424                      C213000200129 
       10.0     11.125      4.448      0.472                      C213000200130 
       10.0     11.375      2.956      0.368                      C213000200131 
       10.0     11.625      4.156      0.448                      C213000200132 
       10.0     11.875      4.484      0.472                      C213000200133 
       10.0     12.125      4.012      0.440                      C213000200134 
       10.0     12.375      4.632      0.480                      C213000200135 
       10.0     12.625      4.344      0.472                      C213000200136 
       10.0     12.875      4.284      0.460                      C213000200137 
       10.0     13.125      4.292      0.452                      C213000200138 
       10.0     13.375      4.156      0.456                      C213000200139 
       10.0     13.625      4.348      0.460                      C213000200140 
       10.0     13.875      4.664      0.480                      C213000200141 
       10.0     14.125      4.292      0.456                      C213000200142 
       10.0     14.375      4.752      0.484                      C213000200143 
       10.0     14.625      3.828      0.436                      C213000200144 
       10.0     14.875      5.300      0.512                      C213000200145 
       10.0     15.125      5.072      0.496                      C213000200146 
       10.0     15.375      4.608      0.472                      C213000200147 
       10.0     15.625      3.900      0.440                      C213000200148 
       10.0     15.875      4.792      0.484                      C213000200149 
       10.0     16.125      3.688      0.424                      C213000200150 
       10.0     16.375      4.308      0.460                      C213000200151 
       10.0     16.625      4.148      0.452                      C213000200152 
       10.0     16.875      5.012      0.500                      C213000200153 
       10.0     17.125      5.200      0.504                      C213000200154 
       10.0     17.375      4.612      0.480                      C213000200155 
       10.0     17.625      4.992      0.496                      C213000200156 
       10.0     17.875      4.396      0.460                      C213000200157 
       10.0     18.125      4.568      0.476                      C213000200158 
       10.0     18.375      4.844      0.488                      C213000200159 
       10.0     18.625      6.156      0.548                      C213000200160 
       20.0     -0.375      0.412      0.112                      C213000200161 
       20.0     -0.125      3.188      0.304                      C213000200162 
       20.0      0.125      3.152      0.300                      C213000200163 
       20.0      0.375      1.048      0.176                      C213000200164 
       20.0      0.625      0.580      0.128                      C213000200165 
       20.0      0.875      2.228      0.256                      C213000200166 
       20.0      1.125      2.872      0.288                      C213000200167 
       20.0      1.375      1.580      0.216                      C213000200168 
       20.0      1.625      1.408      0.204                      C213000200169 
       20.0      1.875      1.876      0.236                      C213000200170 
       20.0      2.125      2.576      0.276                      C213000200171 
       20.0      2.375      2.276      0.256                      C213000200172 
       20.0      2.625      2.336      0.268                      C213000200173 
       20.0      2.875      2.324      0.256                      C213000200174 
       20.0      3.125      1.916      0.236                      C213000200175 
       20.0      3.375      1.740      0.228                      C213000200176 
       20.0      3.625      1.840      0.232                      C213000200177 
       20.0      3.875      2.812      0.292                      C213000200178 
       20.0      4.125      2.936      0.292                      C213000200179 
       20.0      4.375      2.652      0.272                      C213000200180 
       20.0      4.625      3.048      0.304                      C213000200181 
       20.0      4.875      2.600      0.276                      C213000200182 
       20.0      5.125      3.004      0.296                      C213000200183 
       20.0      5.375      2.700      0.284                      C213000200184 
       20.0      5.625      2.132      0.252                      C213000200185 
       20.0      5.875      2.604      0.276                      C213000200186 
       20.0      6.125      2.776      0.288                      C213000200187 
       20.0      6.375      4.676      0.372                      C213000200188 
       20.0      6.625      4.088      0.348                      C213000200189 
       20.0      6.875      3.856      0.336                      C213000200190 
       20.0      7.125      4.224      0.360                      C213000200191 
       20.0      7.375      4.372      0.360                      C213000200192 
       20.0      7.625      5.112      0.392                      C213000200193 
       20.0      7.875      5.436      0.400                      C213000200194 
       20.0      8.125      5.208      0.392                      C213000200195 
       20.0      8.375      5.500      0.400                      C213000200196 
       20.0      8.625      5.080      0.392                      C213000200197 
       20.0      8.875      5.320      0.400                      C213000200198 
       20.0      9.125      5.128      0.384                      C213000200199 
       20.0      9.375      4.616      0.368                      C213000200200 
       20.0      9.625      4.708      0.368                      C213000200201 
       20.0      9.875      5.164      0.392                      C213000200202 
       20.0     10.125      5.216      0.396                      C213000200203 
       20.0     10.375      4.460      0.356                      C213000200204 
       20.0     10.625      5.504      0.400                      C213000200205 
       20.0     10.875      4.656      0.368                      C213000200206 
       20.0     11.125      5.756      0.416                      C213000200207 
       20.0     11.375      5.196      0.388                      C213000200208 
       20.0     11.625      5.148      0.384                      C213000200209 
       20.0     11.875      4.564      0.372                      C213000200210 
       20.0     12.125      4.996      0.384                      C213000200211 
       20.0     12.375      4.384      0.360                      C213000200212 
       20.0     12.625      4.568      0.368                      C213000200213 
       20.0     12.875      4.604      0.368                      C213000200214 
       20.0     13.125      4.776      0.376                      C213000200215 
       20.0     13.375      5.060      0.388                      C213000200216 
       20.0     13.625      4.848      0.376                      C213000200217 
       20.0     13.875      4.580      0.368                      C213000200218 
       20.0     14.125      4.160      0.348                      C213000200219 
       20.0     14.375      4.952      0.384                      C213000200220 
       20.0     14.625      4.436      0.360                      C213000200221 
       20.0     14.875      4.200      0.352                      C213000200222 
       20.0     15.125      4.948      0.388                      C213000200223 
       20.0     15.375      4.372      0.360                      C213000200224 
       20.0     15.625      4.276      0.356                      C213000200225 
       20.0     15.875      4.696      0.372                      C213000200226 
       20.0     16.125      4.436      0.364                      C213000200227 
       20.0     16.375      4.500      0.368                      C213000200228 
       20.0     16.625      4.980      0.384                      C213000200229 
       20.0     16.875      5.656      0.412                      C213000200230 
       20.0     17.125      5.236      0.396                      C213000200231 
       20.0     17.375      4.988      0.384                      C213000200232 
       20.0     17.625      4.476      0.364                      C213000200233 
       20.0     17.875      5.400      0.404                      C213000200234 
       20.0     18.125      4.640      0.368                      C213000200235 
       20.0     18.375      4.628      0.372                      C213000200236 
       20.0     18.625      4.340      0.356                      C213000200237 
       30.0      0.125      2.456      0.228                      C213000200238 
       30.0      0.375      1.016      0.148                      C213000200239 
       30.0      0.625      0.352      0.084                      C213000200240 
       30.0      0.875      1.344      0.168                      C213000200241 
       30.0      1.125      2.292      0.220                      C213000200242 
       30.0      1.375      0.900      0.132                      C213000200243 
       30.0      1.625      0.736      0.124                      C213000200244 
       30.0      1.875      1.320      0.172                      C213000200245 
       30.0      2.125      1.872      0.200                      C213000200246 
       30.0      2.375      1.652      0.184                      C213000200247 
       30.0      2.625      2.268      0.220                      C213000200248 
       30.0      2.875      2.308      0.220                      C213000200249 
       30.0      3.125      1.880      0.196                      C213000200250 
       30.0      3.375      1.556      0.180                      C213000200251 
       30.0      3.625      1.528      0.180                      C213000200252 
       30.0      3.875      2.760      0.244                      C213000200253 
       30.0      4.125      3.516      0.272                      C213000200254 
       30.0      4.375      3.040      0.252                      C213000200255 
       30.0      4.625      2.548      0.232                      C213000200256 
       30.0      4.875      2.432      0.224                      C213000200257 
       30.0      5.125      2.272      0.216                      C213000200258 
       30.0      5.375      2.752      0.244                      C213000200259 
       30.0      5.625      2.680      0.240                      C213000200260 
       30.0      5.875      3.084      0.256                      C213000200261 
       30.0      6.125      3.104      0.260                      C213000200262 
       30.0      6.375      4.204      0.304                      C213000200263 
       30.0      6.625      5.332      0.336                      C213000200264 
       30.0      6.875      3.944      0.292                      C213000200265 
       30.0      7.125      4.920      0.324                      C213000200266 
       30.0      7.375      5.172      0.336                      C213000200267 
       30.0      7.625      5.536      0.340                      C213000200268 
       30.0      7.875      5.596      0.340                      C213000200269 
       30.0      8.125      6.260      0.364                      C213000200270 
       30.0      8.375      5.888      0.352                      C213000200271 
       30.0      8.625      5.376      0.340                      C213000200272 
       30.0      8.875      5.280      0.332                      C213000200273 
       30.0      9.125      5.444      0.344                      C213000200274 
       30.0      9.375      4.948      0.320                      C213000200275 
