ENTRY            C0309   20001218                             0000C030900000001 
SUBENT        C0309001   20001218                             0000C030900100001 
BIB                 13         29                                 C030900100002 
INSTITUTE  (1CANSFU)                                              C030900100003 
REFERENCE  (J,PR/C,18,311,1978)                                   C030900100004 
AUTHOR     (R.E.L.GREEN,R.G.KORTELING)                            C030900100005 
TITLE      Implications for statistical theories of fragmentation C030900100006 
            from measurements of Ag(p,3He) and Ag(p,4He) at       C030900100007 
            intermediate energies                                 C030900100008 
FACILITY   (CYCLO,1CANSFU)                                        C030900100009 
SAMPLE     Natural silver targets of mean thickness 2.3 mg/cm2    C030900100010 
            mounted in aluminum frame.                            C030900100011 
METHOD     (EDE)                                                  C030900100012 
DETECTOR   (TELES,SOLST)                                          C030900100013 
MONITOR    Absolute normalization of the data was obtained by     C030900100014 
            relating the counting rate for 40 to 80 MeV 4He       C030900100015 
            fragments in a monitor counter at 90 degrees to the   C030900100016 
            counting rate from proton elastic scattering in a     C030900100017 
            polarimeter mounted in the proton beam line           C030900100018 
            approximately 1.5 m beyond the target.                C030900100019 
CORRECTION Correction made for light mass impurities on the Ag    C030900100020 
            target using approximately 100 micro-g/cm2 VYNS       C030900100021 
            film.                                                 C030900100022 
ERR-ANALYS Absolute normalizations should be accurate to +-25%.   C030900100023 
           Relative normalizations for angular distributions      C030900100024 
            should be accurate to 5%.                             C030900100025 
STATUS     Tabulated data received from R. Korteling, September   C030900100026 
            1987.                                                 C030900100027 
           (COREL,C0654001)                                       C030900100028 
HISTORY    (19871112C)                                            C030900100029 
           (20001218A) Converted to new date formats, lower case. C030900100030 
                       BIB update.                                C030900100031 
ENDBIB              29          0                                 C030900100032 
NOCOMMON             0          0                                 C030900100033 
ENDSUBENT           32          0                                 C030900199999 
SUBENT        C0309002   19871125                             0000C030900200001 
BIB                  1          1                                 C030900200002 
REACTION   (47-AG-0(P,X)2-HE-3,,DA/DE)                            C030900200003 
ENDBIB               1          0                                 C030900200004 
NOCOMMON             0          0                                 C030900200005 
DATA                 4        188                                 C030900200006 
EN         ANG        E          DATA                             C030900200007 
MEV        ADEG       MEV        MUB/SR/MEV                       C030900200008 
 210.       90.        11.         12660.                         C030900200009 
 210.       90.        13.         26120.                         C030900200010 
 210.       90.        15.         29200.                         C030900200011 
 210.       90.        17.         26140.                         C030900200012 
 210.       90.        19.         28440.                         C030900200013 
 210.       90.        21.         24710.                         C030900200014 
 210.       90.        23.         23510.                         C030900200015 
 210.       90.        25.         24620.                         C030900200016 
 210.       90.        27.         24080.                         C030900200017 
 210.       90.        29.         22030.                         C030900200018 
 210.       90.        32.         17390.                         C030900200019 
 210.       90.        36.         10740.                         C030900200020 
 210.       90.        40.          9691.                         C030900200021 
 210.       90.        44.          6871.                         C030900200022 
 210.       90.        48.          6445.                         C030900200023 
 210.       90.        52.          4244.                         C030900200024 
 210.       90.        57.          2571.                         C030900200025 
 210.       90.        63.          2424.                         C030900200026 
 210.       90.        69.          1268.                         C030900200027 
 210.       90.        75.           782.                         C030900200028 
 210.       90.        83.           403.                         C030900200029 
 210.       90.        93.           163.                         C030900200030 
 210.      160.        11.         10300.                         C030900200031 
 210.      160.        13.         20940.                         C030900200032 
 210.      160.        15.         20530.                         C030900200033 
 210.      160.        17.         15810.                         C030900200034 
 210.      160.        19.         17090.                         C030900200035 
 210.      160.        21.         12680.                         C030900200036 
 210.      160.        23.          6261.                         C030900200037 
 210.      160.        25.          8958.                         C030900200038 
 210.      160.        27.          7300.                         C030900200039 
 210.      160.        29.          4678.                         C030900200040 
 210.      160.        32.          3510.                         C030900200041 
 210.      160.        36.          4087.                         C030900200042 
 210.      160.        40.          2563.                         C030900200043 
 210.      160.        44.          1024.                         C030900200044 
 210.      160.        48.          1030.                         C030900200045 
 210.      160.        52.           795.                         C030900200046 
 210.      160.        57.           518.                         C030900200047 
 210.      160.        63.           287.                         C030900200048 
 210.      160.        69.           126.                         C030900200049 
 300.       20.         5.          3134.                         C030900200050 
 300.       20.         7.          7783.                         C030900200051 
 300.       20.         9.         20960.                         C030900200052 
