ENTRY            C1409   20060215                             C077C140900000001 
SUBENT        C1409001   20060215                             C077C140900100001 
BIB                  9         12                                 C140900100002 
INSTITUTE  (1CANLUQ)                                              C140900100003 
REFERENCE  (J,PR/C,34,2319,1986)                                  C140900100004 
AUTHOR     (C.Pruneau,C.Rangacharyulu,M.B.Chatterjee,S.Ahmad,     C140900100005 
            C.St-Pierre)                                          C140900100006 
TITLE      Resonances in 27Al + p for Ep=3.1-3.6 MeV              C140900100007 
FACILITY   (VDGT,1CANLUQ) 7 MV Van de Graaff at Laval University  C140900100008 
INC-SPECT  Proton beam with 1 keV resolution and 1 microA of beam C140900100009 
            current                                               C140900100010 
SAMPLE     Self supporting aluminum foils of 35 +/- 5 microg/cm2  C140900100011 
DETECTOR   (GE-IN) Two efficiency caligrated Ge(Li) detectors of  C140900100012 
            50 cm3                                                C140900100013 
HISTORY    (20060215C) DR                                         C140900100014 
ENDBIB              12          0                                 C140900100015 
NOCOMMON             0          0                                 C140900100016 
ENDSUBENT           15          0                                 C140900199999 
SUBENT        C1409002   20060215                             C077C140900200001 
BIB                  4          4                                 C140900200002 
REACTION   (13-AL-27(P,G)14-SI-28,PAR,SIG,,REL)                   C140900200003 
EN-SEC     (E,G)                                                  C140900200004 
ERR-ANALYS No information                                         C140900200005 
STATUS     (CURVE) Data taken from Fig. 1                         C140900200006 
ENDBIB               4          0                                 C140900200007 
NOCOMMON             0          0                                 C140900200008 
DATA                 3        343                                 C140900200009 
E          EN         DATA                                        C140900200010 
MEV        MEV        ARB-UNITS                                   C140900200011 
0.84         3.135E+00   6.19E+00                                 C140900200012 
0.84         3.144E+00   6.12E+00                                 C140900200013 
0.84         3.150E+00   6.25E+00                                 C140900200014 
0.84         3.157E+00   6.44E+00                                 C140900200015 
0.84         3.164E+00   6.83E+00                                 C140900200016 
0.84         3.174E+00   7.28E+00                                 C140900200017 
0.84         3.182E+00   7.66E+00                                 C140900200018 
0.84         3.187E+00   8.12E+00                                 C140900200019 
0.84         3.192E+00   8.57E+00                                 C140900200020 
0.84         3.196E+00   9.15E+00                                 C140900200021 
0.84         3.202E+00   9.66E+00                                 C140900200022 
0.84         3.208E+00   1.00E+01                                 C140900200023 
0.84         3.214E+00   1.05E+01                                 C140900200024 
0.84         3.219E+00   1.11E+01                                 C140900200025 
0.84         3.223E+00   1.16E+01                                 C140900200026 
0.84         3.228E+00   1.21E+01                                 C140900200027 
0.84         3.233E+00   1.28E+01                                 C140900200028 
0.84         3.239E+00   1.32E+01                                 C140900200029 
0.84         3.245E+00   1.35E+01                                 C140900200030 
0.84         3.250E+00   1.36E+01                                 C140900200031 
0.84         3.255E+00   1.35E+01                                 C140900200032 
0.84         3.261E+00   1.32E+01                                 C140900200033 
0.84         3.266E+00   1.30E+01                                 C140900200034 
0.84         3.273E+00   1.26E+01                                 C140900200035 
0.84         3.279E+00   1.25E+01                                 C140900200036 
0.84         3.286E+00   1.22E+01                                 C140900200037 
0.84         3.291E+00   1.19E+01                                 C140900200038 
0.84         3.294E+00   1.16E+01                                 C140900200039 
0.84         3.298E+00   1.13E+01                                 C140900200040 
0.84         3.303E+00   1.10E+01                                 C140900200041 
0.84         3.308E+00   1.07E+01                                 C140900200042 
0.84         3.312E+00   1.04E+01                                 C140900200043 
0.84         3.317E+00   1.01E+01                                 C140900200044 
0.84         3.322E+00   9.76E+00                                 C140900200045 
0.84         3.328E+00   9.50E+00                                 C140900200046 
0.84         3.333E+00   9.24E+00                                 C140900200047 
0.84         3.340E+00   8.98E+00                                 C140900200048 
0.84         3.346E+00   9.11E+00                                 C140900200049 
0.84         3.356E+00   9.17E+00                                 C140900200050 
0.84         3.365E+00   9.17E+00                                 C140900200051 
0.84         3.371E+00   9.81E+00                                 C140900200052 
0.84         3.379E+00   1.05E+01                                 C140900200053 
0.84         3.384E+00   1.14E+01                                 C140900200054 
0.84         3.390E+00   1.28E+01                                 C140900200055 
0.84         3.396E+00   1.34E+01                                 C140900200056 
0.84         3.403E+00   1.58E+01                                 C140900200057 
0.84         3.407E+00   1.79E+01                                 C140900200058 
0.84         3.412E+00   1.91E+01                                 C140900200059 
0.84         3.420E+00   1.96E+01                                 C140900200060 
0.84         3.425E+00   2.03E+01                                 C140900200061 
0.84         3.435E+00   1.97E+01                                 C140900200062 
0.84         3.445E+00   1.94E+01                                 C140900200063 
0.84         3.450E+00   1.71E+01                                 C140900200064 
0.84         3.456E+00   1.60E+01                                 C140900200065 
0.84         3.464E+00   1.61E+01                                 C140900200066 
0.84         3.473E+00   1.62E+01                                 C140900200067 
0.84         3.483E+00   1.52E+01                                 C140900200068 
0.84         3.492E+00   1.52E+01                                 C140900200069 
0.84         3.496E+00   1.46E+01                                 C140900200070 
0.84         3.502E+00   1.36E+01                                 C140900200071 
0.84         3.510E+00   1.20E+01                                 C140900200072 
0.84         3.517E+00   1.13E+01                                 C140900200073 
0.84         3.530E+00   1.19E+01                                 C140900200074 
0.84         3.534E+00   1.31E+01                                 C140900200075 
0.84         3.539E+00   1.49E+01                                 C140900200076 
0.84         3.545E+00   1.65E+01                                 C140900200077 
0.84         3.552E+00   1.75E+01                                 C140900200078 
0.84         3.560E+00   1.74E+01                                 C140900200079 
0.84         3.567E+00   1.68E+01                                 C140900200080 
0.84         3.569E+00   1.48E+01                                 C140900200081 
0.84         3.575E+00   1.40E+01                                 C140900200082 
0.84         3.581E+00   1.46E+01                                 C140900200083 
0.84         3.587E+00   1.28E+01                                 C140900200084 
0.84         3.595E+00   1.07E+01                                 C140900200085 
0.84         3.600E+00   8.91E+00                                 C140900200086 
1.01         3.144E+00   1.87E+01                                 C140900200087 
1.01         3.148E+00   1.58E+01                                 C140900200088 
1.01         3.156E+00   1.43E+01                                 C140900200089 
1.01         3.163E+00   1.35E+01                                 C140900200090 
1.01         3.170E+00   1.50E+01                                 C140900200091 
1.01         3.177E+00   1.75E+01                                 C140900200092 
1.01         3.182E+00   2.06E+01                                 C140900200093 
1.01         3.192E+00   2.03E+01                                 C140900200094 
1.01         3.204E+00   2.31E+01                                 C140900200095 
1.01         3.210E+00   2.59E+01                                 C140900200096 
1.01         3.215E+00   2.92E+01                                 C140900200097 
1.01         3.223E+00   3.17E+01                                 C140900200098 
1.01         3.229E+00   3.43E+01                                 C140900200099 
1.01         3.235E+00   3.73E+01                                 C140900200100 
1.01         3.238E+00   4.07E+01                                 C140900200101 
1.01         3.245E+00   4.24E+01                                 C140900200102 
1.01         3.253E+00   4.37E+01                                 C140900200103 
1.01         3.264E+00   4.26E+01                                 C140900200104 
1.01         3.267E+00   3.67E+01                                 C140900200105 
1.01         3.274E+00   3.34E+01                                 C140900200106 
1.01         3.285E+00   2.92E+01                                 C140900200107 
1.01         3.293E+00   3.05E+01                                 C140900200108 
1.01         3.299E+00   3.17E+01                                 C140900200109 
1.01         3.305E+00   2.61E+01                                 C140900200110 
1.01         3.314E+00   2.35E+01                                 C140900200111 
1.01         3.323E+00   2.40E+01                                 C140900200112 
1.01         3.333E+00   2.45E+01                                 C140900200113 
1.01         3.341E+00   2.52E+01                                 C140900200114 
1.01         3.349E+00   2.41E+01                                 C140900200115 
1.01         3.358E+00   2.18E+01                                 C140900200116 
1.01         3.365E+00   2.33E+01                                 C140900200117 
1.01         3.375E+00   2.43E+01                                 C140900200118 
