ENTRY            C0728   20140418                             C141C072800000001 
SUBENT        C0728001   20140418                             C141C072800100001 
BIB                 12         36                                 C072800100002 
INSTITUTE  (1USAMIN,1USAINU,2GERKFK,1USAKNT,1USAMRY)              C072800100003 
REFERENCE  (J,PR/C,58,645,199808)                                 C072800100004 
           (J,PL/B,368,39,199601) - Some of the 4He results       C072800100005 
           published with emphasis on the astrophysical aspects   C072800100006 
           of the reaction                                        C072800100007 
           (J,PL/B,380,493,1996) Erratum.                         C072800100008 
AUTHOR     (M.Palarczyk,C.M.Riedel,D.Dehnhard,M.A.Espy,M.A.Franey,C072800100009 
           J.L.Langenbrunner,L.C.Bland,D.S.Carman,B.Brinkmoeller, C072800100010 
           R.Madey,Y.Wang,J.W.Watson,N.S.Chant,L.Bildsten)        C072800100011 
TITLE      Cross sections and analyzing powers for the (p(pol),n) C072800100012 
            reaction on 3He and 4He at 200 MeV.                   C072800100013 
FACILITY   (CYCLO,1USAINU)                                        C072800100014 
METHOD     (TOF)                                                  C072800100015 
DETECTOR   (SCIN) NE102 plastic scintillators.                    C072800100016 
MONITOR    (6-C-12(P,N)7-N-12,,DA)                                C072800100017 
           (6-C-13(P,N)7-N-13,,DA)                                C072800100018 
           Relative detector efficiency determined by by          C072800100019 
            normalized measured yields at 100, 147, and 200 MeV   C072800100020 
            to published cross sections at similar energies.      C072800100021 
           Neutron energy calibrated using well-known states in   C072800100022 
            12N and 13N.                                          C072800100023 
CORRECTION Corrected for background due to reactions in Havar     C072800100024 
            windows of target cells.                              C072800100025 
ERR-ANALYS (ERR-S) Statistical uncertainty given.                 C072800100026 
           Systematic uncertainty about 8%, primarily due to      C072800100027 
            uncertainties in neutron detector efficiency and arealC072800100028 
            density.                                              C072800100029 
           At 0 degrees there is an additional estimated          C072800100030 
            systematic uncertainty of 5-10% due to background     C072800100031 
            subtraction difficulties.                             C072800100032 
STATUS     (TABLE) Data received by email from C.Riedel,13/10/2000C072800100033 
           (APRVD) Approved by C. Riedel, 18 June 2001.           C072800100034 
HISTORY    (20001016C) VM                                         C072800100035 
           (20010619A) Updated as per C. Riedel comments.         C072800100036 
           (20140418A) SD: Titles of columns in DATA section      C072800100037 
            corrected in Subents 2,3.                             C072800100038 
ENDBIB              36          0                                 C072800100039 
NOCOMMON             0          0                                 C072800100040 
ENDSUBENT           39          0                                 C072800199999 
SUBENT        C0728002   20140418                             C141C072800200001 
BIB                  4          7                                 C072800200002 
REACTION   (2-HE-3(P,X)0-NN-1,,DA/DE)                             C072800200003 
SAMPLE     Gas target at about 77 K and 7 atm.  Areal density     C072800200004 
            typically about 12 mg/cm2 (but only 5.8 mg/cm2 at 0   C072800200005 
            degrees)                                              C072800200006 
EN-SEC     (E-RL,P+P+P)                                           C072800200007 
HISTORY    (20140418A) SD: E-EXC -> E-RL in DATA section and      C072800200008 
            (E-RL,P+P+P) under EN-SEC added.                      C072800200009 
ENDBIB               7          0                                 C072800200010 
NOCOMMON             0          0                                 C072800200011 
DATA                 5        692                                 C072800200012 
EN         ANG        E-RL       DATA       ERR-S                 C072800200013 
199.        10.        57.5        -1.32E-02    1.1E-01           C072800300055 
199.        10.        62.5         8.93E-02    1.6E-01           C072800300056 
199.        16.         2.5         9.87E-02    5.4E-02           C072800300057 
199.        16.         7.5         1.46E-01    1.5E-02           C072800300058 
199.        16.        12.5         1.57E-01    1.3E-02           C072800300059 
199.        16.        17.5         1.54E-01    1.3E-02           C072800300060 
199.        16.        22.5         1.48E-01    1.5E-02           C072800300061 
199.        16.        27.5         1.69E-01    2.0E-02           C072800300062 
199.        16.        32.5         1.27E-01    2.5E-02           C072800300063 
199.        16.        37.5         8.55E-02    3.2E-02           C072800300064 
199.        16.        42.5         1.76E-01    3.7E-02           C072800300065 
199.        16.        47.5         1.17E-01    4.9E-02           C072800300066 
199.        16.        52.5         1.56E-01    6.1E-02           C072800300067 
199.        16.        57.5         8.32E-02    6.4E-02           C072800300068 
199.        20.         2.5         1.54E-01    8.9E-02           C072800300069 
199.        20.         7.5         1.08E-01    2.3E-02           C072800300070 
199.        20.        12.5         1.78E-01    1.6E-02           C072800300071 
199.        20.        17.5         1.48E-01    1.4E-02           C072800300072 
199.        20.        22.5         1.61E-01    1.5E-02           C072800300073 
199.        20.        27.5         1.83E-01    1.7E-02           C072800300074 
199.        20.        32.5         1.53E-01    2.0E-02           C072800300075 
199.        20.        37.5         1.66E-01    2.5E-02           C072800300076 
199.        20.        42.5         1.76E-01    3.0E-02           C072800300077 
199.        20.        47.5         1.17E-01    3.8E-02           C072800300078 
199.        20.        52.5         9.64E-02    4.7E-02           C072800300079 
199.        20.        57.5         8.04E-02    6.0E-02           C072800300080 
200.        24.         2.5        -1.09E-01    2.4E-01           C072800300081 
200.        24.         7.5         1.35E-01    5.1E-02           C072800300082 
200.        24.        12.5         9.64E-02    2.6E-02           C072800300083 
200.        24.        17.5         1.36E-01    2.1E-02           C072800300084 
200.        24.        22.5         1.62E-01    2.0E-02           C072800300085 
200.        24.        27.5         1.67E-01    2.1E-02           C072800300086 
200.        24.        32.5         1.59E-01    2.3E-02           C072800300087 
200.        24.        37.5         1.62E-01    2.6E-02           C072800300088 
200.        24.        42.5         1.12E-01    3.1E-02           C072800300089 
200.        24.        47.5         1.49E-01    3.8E-02           C072800300090 
200.        24.        52.5         1.08E-01    4.6E-02           C072800300091 
200.        24.        57.5         1.04E-01    5.6E-02           C072800300092 
200.        24.        62.5         1.44E-01    7.1E-02           C072800300093 
200.        24.        67.5        -1.72E-01    7.4E-02           C072800300094 
200.        24.        72.5         3.95E-02    1.0E-01           C072800300095 
200.        24.        77.5         3.61E-01    1.6E-01           C072800300096 
200.        34.         5.0         2.32E+00    4.5E+00           C072800300097 
200.        34.        15.0        -1.05E-01    8.3E-02           C072800300098 
200.        34.        25.0         9.63E-02    5.2E-02           C072800300099 
200.        34.        35.0         1.49E-01    4.1E-02           C072800300100 
200.        34.        45.0         1.34E-01    4.3E-02           C072800300101 
200.        34.        55.0         1.86E-01    5.6E-02           C072800300102 
200.        34.        65.0        -7.54E-03    8.0E-02           C072800300103 
200.        40.        15.0        -2.85E-01    2.3E-01           C072800300104 
200.        40.        25.0        -9.15E-02    1.3E-01           C072800300105 
200.        40.        35.0         1.85E-01    9.0E-02           C072800300106 
200.        40.        45.0         9.21E-03    7.6E-02           C072800300107 
200.        40.        55.0         1.70E-01    8.3E-02           C072800300108 
200.        44.         5.0        -2.35E-01    4.3E-01           C072800300109 
200.        44.        15.0         1.09E-02    2.1E-01           C072800300110 
200.        44.        25.0        -9.66E-02    1.2E-01           C072800300111 
200.        44.        35.0         1.65E-02    6.8E-02           C072800300112 
200.        44.        45.0         7.54E-02    6.2E-02           C072800300113 
200.        44.        55.0         2.59E-02    6.8E-02           C072800300114 
ENDDATA            101          0                                 C072800300115 
ENDSUBENT          114          0                                 C072800399999 
SUBENT        C0728004   20001016                             0000C072800400001 
BIB                  2          3                                 C072800400002 
REACTION   (2-HE-4(P,N)3-LI-4,,DA/DE)                             C072800400003 
SAMPLE     Gas target at about 77 K and 7 atm.  Areal density     C072800400004 
            typically about 18 mg/cm2.                            C072800400005 
ENDBIB               3          0                                 C072800400006 
NOCOMMON             0          0                                 C072800400007 
DATA                 5        763                                 C072800400008 
EN         ANG        E-EXC      DATA       ERR-S                 C072800400009 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             C072800400010 
199.         0.       -10.0        9.175E-03    1.5E-02           C072800400011 
199.         0.        -9.0        3.228E-04    1.9E-02           C072800400012 
199.         0.        -8.0       -2.372E-03    2.2E-02           C072800400013 
199.         0.        -7.0       -1.678E-02    2.3E-02           C072800400014 
199.         0.        -6.0        8.970E-03    2.4E-02           C072800400015 
199.         0.        -5.0       -2.281E-03    2.3E-02           C072800400016 
199.         0.        -4.0        2.365E-02    2.2E-02           C072800400017 
199.         0.        -3.0        1.544E-02    2.3E-02           C072800400018 
199.         0.        -2.0        1.927E-02    2.1E-02           C072800400019 
199.         0.        -1.0        1.810E-02    1.9E-02           C072800400020 
199.         0.         0.0        2.073E-02    1.7E-02           C072800400021 
199.         0.         1.0        7.532E-02    1.7E-02           C072800400022 
199.         0.         2.0        2.377E-01    1.8E-02           C072800400023 
199.         0.         3.0        4.107E-01    1.9E-02           C072800400024 
199.         0.         4.0        4.833E-01    1.9E-02           C072800400025 
199.         0.         5.0        5.031E-01    1.9E-02           C072800400026 
199.         0.         6.0        4.734E-01    1.9E-02           C072800400027 
199.         0.         7.0        4.836E-01    1.9E-02           C072800400028 
199.         0.         8.0        4.412E-01    1.9E-02           C072800400029 
199.         0.         9.0        4.028E-01    1.9E-02           C072800400030 
199.         0.        10.0        4.141E-01    1.9E-02           C072800400031 
199.         0.        11.0        3.525E-01    1.9E-02           C072800400032 
199.         0.        12.0        3.871E-01    1.8E-02           C072800400033 
199.         0.        13.0        3.481E-01    1.8E-02           C072800400034 
199.         0.        14.0        3.349E-01    1.8E-02           C072800400035 
199.         0.        15.0        3.057E-01    1.8E-02           C072800400036 
199.         0.        16.0        3.002E-01    1.8E-02           C072800400037 
199.         0.        17.0        3.142E-01    1.8E-02           C072800400038 
199.         0.        18.0        2.616E-01    1.8E-02           C072800400039 
199.         0.        19.0        2.604E-01    1.7E-02           C072800400040 
199.         0.        20.0        2.806E-01    1.8E-02           C072800400041 
199.         0.        21.0        2.632E-01    1.8E-02           C072800400042 
199.         0.        22.0        2.238E-01    1.7E-02           C072800400043 
199.         0.        23.0        2.081E-01    1.7E-02           C072800400044 
199.         0.        24.0        2.180E-01    1.7E-02           C072800400045 
199.         0.        25.0        2.435E-01    1.7E-02           C072800400046 
199.         0.        26.0        1.785E-01    1.7E-02           C072800400047 
199.         0.        27.0        2.136E-01    1.7E-02           C072800400048 
199.         0.        28.0        1.986E-01    1.7E-02           C072800400049 
199.         0.        29.0        2.074E-01    1.7E-02           C072800400050 
199.         0.        30.0        1.944E-01    1.7E-02           C072800400051 
199.         0.        31.0        2.020E-01    1.7E-02           C072800400052 
199.         0.        32.0        2.190E-01    1.7E-02           C072800400053 
199.         0.        33.0        1.834E-01    1.7E-02           C072800400054 
199.         0.        34.0        1.748E-01    1.7E-02           C072800400055 
199.         0.        35.0        1.936E-01    1.7E-02           C072800400056 
199.         0.        36.0        1.528E-01    1.7E-02           C072800400057 
199.         0.        37.0        1.410E-01    1.7E-02           C072800400058 
199.         0.        38.0        1.813E-01    1.7E-02           C072800400059 
199.         0.        39.0        1.805E-01    1.7E-02           C072800400060 
199.         0.        40.0        1.687E-01    1.8E-02           C072800400061 
199.         0.        41.0        1.525E-01    1.8E-02           C072800400062 
199.         0.        42.0        1.345E-01    1.8E-02           C072800400063 
199.         0.        43.0        1.533E-01    1.8E-02           C072800400064 
199.         0.        44.0        1.557E-01    1.8E-02           C072800400065 
199.         0.        45.0        1.300E-01    1.8E-02           C072800400066 
199.         0.        46.0        1.001E-01    1.9E-02           C072800400067 
199.         0.        47.0        1.432E-01    1.9E-02           C072800400068 
199.         0.        48.0        1.261E-01    1.9E-02           C072800400069 
199.         0.        49.0        1.520E-01    1.9E-02           C072800400070 
199.         0.        50.0        1.349E-01    1.9E-02           C072800400071 
199.         0.        51.0        1.196E-01    1.9E-02           C072800400072 
199.         0.        52.0        1.338E-01    2.0E-02           C072800400073 
199.         0.        53.0        1.510E-01    2.0E-02           C072800400074 
199.         0.        54.0        1.598E-01    2.0E-02           C072800400075 
199.         0.        55.0        1.144E-01    2.1E-02           C072800400076 
199.         0.        56.0        9.113E-02    2.1E-02           C072800400077 
199.         0.        57.0        9.206E-02    2.1E-02           C072800400078 
199.         0.        58.0        9.655E-02    1.9E-02           C072800400079 
199.         5.       -10.0       -1.586E-03    8.4E-03           C072800400080 
199.         5.        -9.0        9.748E-03    9.3E-03           C072800400081 
199.         5.        -8.0        1.045E-02    9.9E-03           C072800400082 
199.         5.        -7.0        4.674E-03    1.1E-02           C072800400083 
199.         5.        -6.0       -7.242E-03    1.1E-02           C072800400084 
199.         5.        -5.0       -8.028E-03    1.2E-02           C072800400085 
199.         5.        -4.0       -1.981E-02    1.2E-02           C072800400086 
199.         5.        -3.0       -2.206E-02    1.3E-02           C072800400087 
199.         5.        -2.0       -3.415E-02    1.2E-02           C072800400088 
199.         5.        -1.0       -1.025E-02    1.3E-02           C072800400089 
199.         5.         0.0        3.259E-02    1.4E-02           C072800400090 
199.         5.         1.0        2.148E-01    1.5E-02           C072800400091 
199.         5.         2.0        5.559E-01    1.7E-02           C072800400092 
199.         5.         3.0        8.172E-01    1.9E-02           C072800400093 
199.         5.         4.0        8.479E-01    1.9E-02           C072800400094 
199.         5.         5.0        8.269E-01    1.8E-02           C072800400095 
199.         5.         6.0        7.637E-01    1.8E-02           C072800400096 
199.         5.         7.0        7.019E-01    1.8E-02           C072800400097 
199.         5.         8.0        6.340E-01    1.7E-02           C072800400098 
199.         5.         9.0        6.136E-01    1.7E-02           C072800400099 
199.         5.        10.0        5.814E-01    1.6E-02           C072800400100 
199.         5.        11.0        5.203E-01    1.6E-02           C072800400101 
199.         5.        12.0        4.919E-01    1.6E-02           C072800400102 
199.         5.        13.0        4.600E-01    1.5E-02           C072800400103 
199.         5.        14.0        4.312E-01    1.5E-02           C072800400104 
199.         5.        15.0        3.939E-01    1.5E-02           C072800400105 
199.         5.        16.0        3.676E-01    1.5E-02           C072800400106 
199.         5.        17.0        3.614E-01    1.4E-02           C072800400107 
199.         5.        18.0        3.438E-01    1.4E-02           C072800400108 
199.         5.        19.0        3.128E-01    1.4E-02           C072800400109 
199.         5.        20.0        2.974E-01    1.4E-02           C072800400110 
199.         5.        21.0        2.867E-01    1.3E-02           C072800400111 
199.         5.        22.0        2.686E-01    1.3E-02           C072800400112 
199.         5.        23.0        2.707E-01    1.3E-02           C072800400113 
199.         5.        24.0        2.528E-01    1.3E-02           C072800400114 
199.         5.        25.0        2.355E-01    1.3E-02           C072800400115 
199.         5.        26.0        2.285E-01    1.3E-02           C072800400116 
199.         5.        27.0        2.276E-01    1.3E-02           C072800400117 
199.         5.        28.0        2.235E-01    1.3E-02           C072800400118 
199.         5.        29.0        2.023E-01    1.3E-02           C072800400119 
199.         5.        30.0        1.886E-01    1.3E-02           C072800400120 
199.         5.        31.0        1.835E-01    1.2E-02           C072800400121 
199.         5.        32.0        1.756E-01    1.2E-02           C072800400122 
199.         5.        33.0        1.657E-01    1.2E-02           C072800400123 
199.         5.        34.0        1.923E-01    1.2E-02           C072800400124 
199.         5.        35.0        1.758E-01    1.2E-02           C072800400125 
199.         5.        36.0        1.767E-01    1.2E-02           C072800400126 
199.         5.        37.0        1.551E-01    1.2E-02           C072800400127 
199.         5.        38.0        1.569E-01    1.2E-02           C072800400128 
199.         5.        39.0        1.665E-01    1.2E-02           C072800400129 
199.         5.        40.0        1.631E-01    1.2E-02           C072800400130 
199.         5.        41.0        1.571E-01    1.2E-02           C072800400131 
199.         5.        42.0        1.517E-01    1.2E-02           C072800400132 
199.         5.        43.0        1.418E-01    1.2E-02           C072800400133 
199.         5.        44.0        1.713E-01    1.3E-02           C072800400134 
199.         5.        45.0        1.324E-01    1.2E-02           C072800400135 
199.         5.        46.0        1.331E-01    1.2E-02           C072800400136 
199.         5.        47.0        1.289E-01    1.2E-02           C072800400137 
199.         5.        48.0        1.199E-01    1.2E-02           C072800400138 
199.         5.        49.0        1.437E-01    1.3E-02           C072800400139 
199.         5.        50.0        1.468E-01    1.3E-02           C072800400140 
199.         5.        51.0        1.458E-01    1.3E-02           C072800400141 
199.         5.        52.0        1.289E-01    1.3E-02           C072800400142 
199.         5.        53.0        1.394E-01    1.4E-02           C072800400143 
199.         5.        54.0        1.328E-01    1.4E-02           C072800400144 
199.         5.        55.0        1.544E-01    1.6E-02           C072800400145 
199.        10.       -10.0        6.010E-04    8.7E-03           C072800400146 
199.        10.        -9.0        3.507E-04    8.8E-03           C072800400147 
199.        10.        -8.0       -2.186E-02    9.0E-03           C072800400148 
199.        10.        -7.0       -3.659E-03    9.4E-03           C072800400149 
199.        10.        -6.0       -1.886E-02    1.0E-02           C072800400150 
199.        10.        -5.0        5.355E-03    1.1E-02           C072800400151 
199.        10.        -4.0       -1.140E-02    1.1E-02           C072800400152 
199.        10.        -3.0        3.625E-03    1.1E-02           C072800400153 
199.        10.        -2.0       -3.296E-02    1.2E-02           C072800400154 
199.        10.        -1.0        3.723E-03    1.3E-02           C072800400155 
199.        10.         0.0        3.644E-02    1.4E-02           C072800400156 
199.        10.         1.0        2.905E-01    1.6E-02           C072800400157 
199.        10.         2.0        7.136E-01    1.9E-02           C072800400158 
199.        10.         3.0        1.051E+00    2.0E-02           C072800400159 
199.        10.         4.0        1.202E+00    2.1E-02           C072800400160 
199.        10.         5.0        1.169E+00    2.1E-02           C072800400161 
199.        10.         6.0        1.088E+00    2.1E-02           C072800400162 
199.        10.         7.0        9.736E-01    2.0E-02           C072800400163 
199.        10.         8.0        9.317E-01    2.0E-02           C072800400164 
199.        10.         9.0        8.411E-01    2.0E-02           C072800400165 
199.        10.        10.0        8.176E-01    2.0E-02           C072800400166 
199.        10.        11.0        7.715E-01    2.0E-02           C072800400167 
199.        10.        12.0        6.832E-01    2.0E-02           C072800400168 
199.        10.        13.0        6.348E-01    1.9E-02           C072800400169 
199.        10.        14.0        5.841E-01    1.9E-02           C072800400170 
199.        10.        15.0        5.945E-01    1.9E-02           C072800400171 
199.        10.        16.0        4.963E-01    1.9E-02           C072800400172 
199.        10.        17.0        4.869E-01    1.8E-02           C072800400173 
199.        10.        18.0        4.912E-01    1.8E-02           C072800400174 
199.        10.        19.0        4.236E-01    1.8E-02           C072800400175 
199.        10.        20.0        4.024E-01    1.8E-02           C072800400176 
199.        10.        21.0        4.151E-01    1.8E-02           C072800400177 
199.        10.        22.0        3.527E-01    1.8E-02           C072800400178 
199.        10.        23.0        3.741E-01    1.7E-02           C072800400179 
199.        10.        24.0        3.546E-01    1.7E-02           C072800400180 
199.        10.        25.0        3.392E-01    1.7E-02           C072800400181 
199.        10.        26.0        3.075E-01    1.7E-02           C072800400182 
199.        10.        27.0        2.826E-01    1.7E-02           C072800400183 
199.        10.        28.0        2.634E-01    1.7E-02           C072800400184 
199.        10.        29.0        2.224E-01    1.7E-02           C072800400185 
199.        10.        30.0        2.282E-01    1.7E-02           C072800400186 
199.        10.        31.0        2.388E-01    1.6E-02           C072800400187 
199.        10.        32.0        2.212E-01    1.6E-02           C072800400188 
199.        10.        33.0        2.504E-01    1.6E-02           C072800400189 
199.        10.        34.0        2.099E-01    1.6E-02           C072800400190 
199.        10.        35.0        2.003E-01    1.6E-02           C072800400191 
199.        10.        36.0        2.439E-01    1.6E-02           C072800400192 
199.        10.        37.0        2.137E-01    1.6E-02           C072800400193 
199.        10.        38.0        1.922E-01    1.6E-02           C072800400194 
199.        10.        39.0        1.923E-01    1.6E-02           C072800400195 
199.        10.        40.0        1.765E-01    1.6E-02           C072800400196 
199.        10.        41.0        1.757E-01    1.6E-02           C072800400197 
199.        10.        42.0        1.841E-01    1.6E-02           C072800400198 
199.        10.        43.0        1.595E-01    1.6E-02           C072800400199 
199.        10.        44.0        1.860E-01    1.6E-02           C072800400200 
199.        10.        45.0        1.460E-01    1.6E-02           C072800400201 
199.        10.        46.0        1.472E-01    1.6E-02           C072800400202 
199.        10.        47.0        1.417E-01    1.7E-02           C072800400203 
199.        10.        48.0        1.686E-01    1.6E-02           C072800400204 
199.        10.        49.0        1.384E-01    1.6E-02           C072800400205 
199.        10.        50.0        1.487E-01    1.6E-02           C072800400206 
199.        10.        51.0        1.446E-01    1.7E-02           C072800400207 
199.        10.        52.0        1.658E-01    1.6E-02           C072800400208 
199.        10.        53.0        1.325E-01    1.8E-02           C072800400209 
199.        16.       -10.0        7.678E-03    5.1E-03           C072800400210 
199.        16.        -9.0        2.409E-03    5.3E-03           C072800400211 
199.        16.        -8.0        3.550E-04    5.4E-03           C072800400212 
199.        16.        -7.0        1.205E-02    5.7E-03           C072800400213 
199.        16.        -6.0        5.905E-03    5.8E-03           C072800400214 
199.        16.        -5.0        4.431E-03    6.1E-03           C072800400215 
199.        16.        -4.0       -6.700E-03    6.2E-03           C072800400216 
199.        16.        -3.0       -5.247E-04    6.4E-03           C072800400217 
199.        16.        -2.0       -6.059E-03    6.7E-03           C072800400218 
199.        16.        -1.0        4.613E-03    6.9E-03           C072800400219 
199.        16.         0.0        2.780E-02    7.2E-03           C072800400220 
199.        16.         1.0        2.255E-01    8.5E-03           C072800400221 
199.        16.         2.0        6.071E-01    1.1E-02           C072800400222 
199.        16.         3.0        8.750E-01    1.2E-02           C072800400223 
199.        16.         4.0        1.043E+00    1.3E-02           C072800400224 
199.        16.         5.0        1.043E+00    1.3E-02           C072800400225 
199.        16.         6.0        9.855E-01    1.3E-02           C072800400226 
199.        16.         7.0        9.624E-01    1.3E-02           C072800400227 
199.        16.         8.0        9.151E-01    1.3E-02           C072800400228 
199.        16.         9.0        8.700E-01    1.3E-02           C072800400229 
199.        16.        10.0        8.024E-01    1.2E-02           C072800400230 
199.        16.        11.0        7.650E-01    1.2E-02           C072800400231 
199.        16.        12.0        7.322E-01    1.2E-02           C072800400232 
199.        16.        13.0        6.832E-01    1.2E-02           C072800400233 
199.        16.        14.0        6.585E-01    1.2E-02           C072800400234 
199.        16.        15.0        6.338E-01    1.2E-02           C072800400235 
199.        16.        16.0        6.081E-01    1.2E-02           C072800400236 
199.        16.        17.0        5.836E-01    1.2E-02           C072800400237 
199.        16.        18.0        5.271E-01    1.2E-02           C072800400238 
199.        16.        19.0        5.151E-01    1.2E-02           C072800400239 
199.        16.        20.0        4.929E-01    1.2E-02           C072800400240 
199.        16.        21.0        4.761E-01    1.2E-02           C072800400241 
199.        16.        22.0        4.517E-01    1.2E-02           C072800400242 
199.        16.        23.0        4.212E-01    1.2E-02           C072800400243 
199.        16.        24.0        4.053E-01    1.2E-02           C072800400244 
199.        16.        25.0        4.089E-01    1.2E-02           C072800400245 
199.        16.        26.0        3.823E-01    1.2E-02           C072800400246 
199.        16.        27.0        3.671E-01    1.2E-02           C072800400247 
199.        16.        28.0        3.586E-01    1.2E-02           C072800400248 
199.        16.        29.0        3.189E-01    1.2E-02           C072800400249 
199.        16.        30.0        3.387E-01    1.2E-02           C072800400250 
199.        16.        31.0        3.364E-01    1.2E-02           C072800400251 
199.        16.        32.0        3.227E-01    1.2E-02           C072800400252 
199.        16.        33.0        2.923E-01    1.2E-02           C072800400253 
199.        16.        34.0        2.730E-01    1.2E-02           C072800400254 
199.        16.        35.0        2.474E-01    1.2E-02           C072800400255 
199.        16.        36.0        2.834E-01    1.2E-02           C072800400256 
199.        16.        37.0        2.384E-01    1.2E-02           C072800400257 
199.        16.        38.0        2.343E-01    1.2E-02           C072800400258 
199.        16.        39.0        2.371E-01    1.2E-02           C072800400259 
199.        16.        40.0        2.204E-01    1.2E-02           C072800400260 
199.        16.        41.0        1.869E-01    1.2E-02           C072800400261 
199.        16.        42.0        2.017E-01    1.2E-02           C072800400262 
199.        16.        43.0        1.974E-01    1.2E-02           C072800400263 
199.        16.        44.0        1.815E-01    1.2E-02           C072800400264 
199.        16.        45.0        1.852E-01    1.2E-02           C072800400265 
199.        16.        46.0        1.891E-01    1.2E-02           C072800400266 
199.        16.        47.0        1.745E-01    1.2E-02           C072800400267 
199.        16.        48.0        1.731E-01    1.2E-02           C072800400268 
199.        16.        49.0        1.587E-01    1.2E-02           C072800400269 
199.        16.        50.0        1.674E-01    1.3E-02           C072800400270 
199.        16.        51.0        1.377E-01    1.2E-02           C072800400271 
199.        20.       -10.0        3.363E-03    3.5E-03           C072800400272 
199.        20.        -9.0        7.758E-03    3.7E-03           C072800400273 
199.        20.        -8.0        8.184E-03    3.8E-03           C072800400274 
199.        20.        -7.0        5.032E-03    4.0E-03           C072800400275 
199.        20.        -6.0        5.517E-03    4.2E-03           C072800400276 
199.        20.        -5.0        3.061E-04    4.3E-03           C072800400277 
199.        20.        -4.0       -6.635E-03    4.5E-03           C072800400278 
199.        20.        -3.0       -7.032E-05    4.8E-03           C072800400279 
199.        20.        -2.0       -3.069E-03    4.8E-03           C072800400280 
199.        20.        -1.0        2.331E-03    4.9E-03           C072800400281 
199.        20.         0.0        1.611E-02    5.2E-03           C072800400282 
199.        20.         1.0        1.388E-01    6.0E-03           C072800400283 
199.        20.         2.0        4.045E-01    7.4E-03           C072800400284 
199.        20.         3.0        6.346E-01    8.5E-03           C072800400285 
199.        20.         4.0        7.488E-01    9.0E-03           C072800400286 
199.        20.         5.0        7.739E-01    9.2E-03           C072800400287 
199.        20.         6.0        7.758E-01    9.2E-03           C072800400288 
199.        20.         7.0        7.414E-01    9.2E-03           C072800400289 
199.        20.         8.0        7.098E-01    9.1E-03           C072800400290 
199.        20.         9.0        6.878E-01    9.1E-03           C072800400291 
199.        20.        10.0        6.606E-01    9.1E-03           C072800400292 
199.        20.        11.0        6.403E-01    9.1E-03           C072800400293 
199.        20.        12.0        6.262E-01    9.1E-03           C072800400294 
199.        20.        13.0        6.168E-01    9.1E-03           C072800400295 
199.        20.        14.0        5.887E-01    9.0E-03           C072800400296 
199.        20.        15.0        5.705E-01    9.1E-03           C072800400297 
199.        20.        16.0        5.463E-01    9.1E-03           C072800400298 
199.        20.        17.0        5.237E-01    9.1E-03           C072800400299 
199.        20.        18.0        5.166E-01    9.2E-03           C072800400300 
199.        20.        19.0        5.108E-01    9.2E-03           C072800400301 
199.        20.        20.0        4.920E-01    9.1E-03           C072800400302 
199.        20.        21.0        4.620E-01    9.1E-03           C072800400303 
199.        20.        22.0        4.439E-01    9.1E-03           C072800400304 
199.        20.        23.0        4.341E-01    9.1E-03           C072800400305 
199.        20.        24.0        4.184E-01    9.1E-03           C072800400306 
199.        20.        25.0        4.171E-01    9.2E-03           C072800400307 
199.        20.        26.0        3.883E-01    9.2E-03           C072800400308 
199.        20.        27.0        3.854E-01    9.2E-03           C072800400309 
199.        20.        28.0        3.707E-01    9.1E-03           C072800400310 
199.        20.        29.0        3.497E-01    9.1E-03           C072800400311 
199.        20.        30.0        3.386E-01    9.2E-03           C072800400312 
199.        20.        31.0        3.282E-01    9.2E-03           C072800400313 
199.        20.        32.0        3.299E-01    9.2E-03           C072800400314 
199.        20.        33.0        3.018E-01    9.3E-03           C072800400315 
199.        20.        34.0        3.113E-01    9.2E-03           C072800400316 
199.        20.        35.0        2.873E-01    9.3E-03           C072800400317 
199.        20.        36.0        2.801E-01    9.3E-03           C072800400318 
199.        20.        37.0        2.929E-01    9.4E-03           C072800400319 
199.        20.        38.0        2.565E-01    9.4E-03           C072800400320 
199.        20.        39.0        2.578E-01    9.5E-03           C072800400321 
199.        20.        40.0        2.310E-01    9.4E-03           C072800400322 
199.        20.        41.0        2.306E-01    9.6E-03           C072800400323 
199.        20.        42.0        2.177E-01    9.5E-03           C072800400324 
199.        20.        43.0        2.315E-01    9.5E-03           C072800400325 
199.        20.        44.0        2.100E-01    9.7E-03           C072800400326 
199.        20.        45.0        2.018E-01    9.9E-03           C072800400327 
199.        20.        46.0        1.963E-01    9.8E-03           C072800400328 
199.        20.        47.0        1.889E-01    1.0E-02           C072800400329 
199.        20.        48.0        1.690E-01    1.0E-02           C072800400330 
199.        20.        49.0        1.733E-01    1.0E-02           C072800400331 
200.        24.       -10.0        6.952E-04    4.2E-03           C072800400332 
200.        24.        -9.0        4.029E-03    4.4E-03           C072800400333 
200.        24.        -8.0       -8.184E-03    4.6E-03           C072800400334 
200.        24.        -7.0       -1.222E-03    4.7E-03           C072800400335 
200.        24.        -6.0       -1.015E-05    4.9E-03           C072800400336 
200.        24.        -5.0       -7.650E-04    5.3E-03           C072800400337 
200.        24.        -4.0        6.618E-03    5.4E-03           C072800400338 
