ENTRY            E0078   20181127                             E119E007800000001 
SUBENT        E0078001   20181127                             E119E007800100001 
BIB                 13         19                                 E007800100002 
TITLE      Measurement and semi-phenomenological analysis of the  E007800100003 
           2H(a,pa)n reaction at 18 MeV                           E007800100004 
AUTHOR     (K.Sagara, T.Motobayashi, N.Takahashi, Y.Hashimoto,    E007800100005 
            M.Hara, Y.Nogami, H.Nakamura, H.Noya)                 E007800100006 
INSTITUTE  (2JPNTOK) Department of Physics                        E007800100007 
           (2JPNAOY) College of Science and Engineering           E007800100008 
           (2JPNHOS) Department of Physics                        E007800100009 
REFERENCE  (J,NP/A,299,77,1978)                                   E007800100010 
PART-DET   (P,A)                                                  E007800100011 
INC-SOURCE Beam intensity is 30 to 100 nA.                        E007800100012 
SAMPLE     - Chemical-form of target is element. (CD2)N           E007800100013 
           - Physical-form of target is solid.                    E007800100014 
           - Target-thickness is 0.25 to 0.4 mg/cm2.              E007800100015 
METHOD     (COINC,EDE)                                            E007800100016 
FACILITY   (CYCLO,2JPNIPC)                                        E007800100017 
DETECTOR   (SI) Two Si-SSD detectors are used.                    E007800100018 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E007800100019 
ADD-RES    (COMP) PWIA (Plane wave impulse approximation)         E007800100020 
HISTORY    (20110511C) NK, AM                                     E007800100021 
ENDBIB              19          0                                 E007800100022 
COMMON               1          3                                 E007800100023 
EN                                                                E007800100024 
MEV                                                               E007800100025 
 18.                                                              E007800100026 
ENDCOMMON            3          0                                 E007800100027 
ENDSUBENT           26          0                                 E007800199999 
SUBENT        E0078002   20181127                             E119E007800200001 
BIB                  4          8                                 E007800200002 
REACTION   (1-H-2(A,N+P)2-HE-4,,DA/DA/DE,P/A/P)                   E007800200003 
EN-SEC     - ANG1 is polar angle (lab.) between beam and proton   E007800200004 
           - ANG2 is polar angle (lab.) between beam and A        E007800200005 
           (E,P)                                                  E007800200006 
COMMENT    On the upper kinetic locus on (Ep,Ea) plane. See also  E007800200007 
           fig1.                                                  E007800200008 
STATUS     (CURVE) Fig.3, 4 and 5 - top panel of Nucl. Phys. A    E007800200009 
                   299(1978)77                                    E007800200010 
ENDBIB               8          0                                 E007800200011 
NOCOMMON             0          0                                 E007800200012 
DATA                 5        744                                 E007800200013 
ANG1       ANG2       E          DATA       DATA-ERR              E007800200014 
       17.0       16.0       5.99      13.09       3.09           E007800300598 
       17.0       16.0       6.15      13.10       3.09           E007800300599 
       17.0       16.0       6.32      14.00       3.24           E007800300600 
       17.0       16.0       6.48      12.84       3.09           E007800300601 
       17.0       16.0       6.62      11.38       2.80           E007800300602 
       17.0       16.0       6.78       9.92       2.65           E007800300603 
       17.0       16.0       6.94       9.78       2.80           E007800300604 
       17.0       16.0       7.10      13.47       3.09           E007800300605 
       17.0       16.0       7.24      14.95       3.24           E007800300606 
       17.0       16.0       7.41      15.99       3.24           E007800300607 
       17.0       16.0       7.57      12.33       2.94           E007800300608 
       17.0       16.0       7.73      13.08       2.79           E007800300609 
       17.0       16.0       7.90      18.09       3.38           E007800300610 
       17.0       16.0       8.04      17.22       3.24           E007800300611 
       17.0       16.0       8.19      16.93       3.38           E007800300612 
       17.0       16.0       8.36      16.07       3.24           E007800300613 
       17.0       16.0       8.52      12.11       2.80           E007800300614 
       17.0       16.0       8.68      11.09       2.80           E007800300615 
       17.0       16.0       8.83      10.51       2.50           E007800300616 
       17.0       16.0       8.99       5.52       1.91           E007800300617 
       17.0       14.0       2.10       0.43                      E007800300618 
       17.0       14.0       2.26       0.41                      E007800300619 
       17.0       14.0       2.40       0.69                      E007800300620 
       17.0       14.0       2.57       0.82                      E007800300621 
       17.0       14.0       2.71       1.10       1.04           E007800300622 
       17.0       14.0       2.87       1.08       1.04           E007800300623 
       17.0       14.0       3.02       0.62                      E007800300624 
       17.0       14.0       3.19       0.15                      E007800300625 
       17.0       14.0       3.34       0.13                      E007800300626 
       17.0       14.0       3.50       2.19       1.33           E007800300627 
       17.0       14.0       3.66       2.02       1.19           E007800300628 
       17.0       14.0       3.79       1.71       1.34           E007800300629 
       17.0       14.0       3.95       2.13       1.19           E007800300630 
       17.0       14.0       4.12       1.67       1.34           E007800300631 
       17.0       14.0       4.29       3.42       1.63           E007800300632 
       17.0       14.0       4.45       5.18       1.78           E007800300633 
       17.0       14.0       4.61       5.61       1.92           E007800300634 
       17.0       14.0       4.76       6.03       2.23           E007800300635 
       17.0       14.0       4.92       7.94       2.37           E007800300636 
       17.0       14.0       5.07       9.40       2.37           E007800300637 
       17.0       14.0       5.22       6.86       2.52           E007800300638 
       17.0       14.0       5.38       5.81       2.22           E007800300639 
       17.0       14.0       5.55       8.60       2.67           E007800300640 
       17.0       14.0       5.69      11.40       2.37           E007800300641 
       17.0       14.0       5.87      12.12       2.96           E007800300642 
       17.0       14.0       6.01      11.51       2.67           E007800300643 
       17.0       14.0       6.18      11.49       3.11           E007800300644 
       17.0       14.0       6.34      11.47       3.26           E007800300645 
       17.0       14.0       6.49      10.56       2.82           E007800300646 
       17.0       14.0       6.64      11.13       3.11           E007800300647 
       17.0       14.0       6.80      10.97       3.26           E007800300648 
       17.0       14.0       6.96      11.54       3.11           E007800300649 
       17.0       14.0       7.11      15.37       3.56           E007800300650 
       17.0       14.0       7.28      18.46       3.70           E007800300651 
       17.0       14.0       7.43      17.70       3.11           E007800300652 
       17.0       14.0       7.58      19.02       3.85           E007800300653 
       17.0       14.0       7.74      17.96       3.55           E007800300654 
       17.0       14.0       7.90      17.35       3.71           E007800300655 
       17.0       14.0       8.07      21.18       3.71           E007800300656 
       17.0       14.0       8.22      16.72       3.26           E007800300657 
       17.0       14.0       8.38      14.33       2.96           E007800300658 
       17.0       14.0       8.52      10.60       2.67           E007800300659 
       17.0       14.0       8.69       3.77       1.78           E007800300660 
       17.0       14.0       8.85       6.27       1.93           E007800300661 
       17.0       14.0       9.01       7.73       2.22           E007800300662 
       17.0       14.0       9.16       7.71       2.22           E007800300663 
       17.0       14.0       9.31       4.58       1.63           E007800300664 
       17.0       12.0       2.07       0.89       2.23           E007800300665 
       17.0       12.0       2.26       0.27       1.49           E007800300666 
       17.0       12.0       2.41       1.29       1.34           E007800300667 
       17.0       12.0       2.57       1.12       1.19           E007800300668 
       17.0       12.0       2.72       0.81       1.19           E007800300669 
       17.0       12.0       2.88       0.64                      E007800300670 
       17.0       12.0       3.04       0.47                      E007800300671 
       17.0       12.0       3.21       0.75       1.19           E007800300672 
       17.0       12.0       3.36       0.88       1.49           E007800300673 
       17.0       12.0       3.52       0.86       1.34           E007800300674 
       17.0       12.0       3.67       2.18       1.94           E007800300675 
       17.0       12.0       3.83       2.16       1.34           E007800300676 
       17.0       12.0       3.99       1.99       1.34           E007800300677 
       17.0       12.0       4.14       2.42       2.09           E007800300678 
       17.0       12.0       4.31       0.91       1.19           E007800300679 
       17.0       12.0       4.47       3.42       1.79           E007800300680 
       17.0       12.0       4.62       5.19       2.23           E007800300681 
       17.0       12.0       4.78       6.51       2.68           E007800300682 
       17.0       12.0       4.93       7.23       2.68           E007800300683 
       17.0       12.0       5.09       6.17       2.82           E007800300684 
       17.0       12.0       5.25       7.64       2.83           E007800300685 
       17.0       12.0       5.42      12.97       3.57           E007800300686 
       17.0       12.0       5.55      15.04       3.87           E007800300687 
       17.0       12.0       5.72      15.62       4.02           E007800300688 
       17.0       12.0       5.88      14.70       3.87           E007800300689 
       17.0       12.0       6.05      10.66       3.42           E007800300690 
       17.0       12.0       6.19      10.05       3.12           E007800300691 
       17.0       12.0       6.36      13.16       3.57           E007800300692 
       17.0       12.0       6.50      13.44       3.42           E007800300693 
       17.0       12.0       6.68      12.08       3.57           E007800300694 
       17.0       12.0       6.84      11.61       3.12           E007800300695 
       17.0       12.0       7.00      13.37       3.57           E007800300696 
       17.0       12.0       7.15      15.14       3.87           E007800300697 
       17.0       12.0       7.31      13.04       3.87           E007800300698 
       17.0       12.0       7.46      16.44       4.32           E007800300699 
       17.0       12.0       7.60      23.27       4.76           E007800300700 
       17.0       12.0       7.76      23.99       4.61           E007800300701 
       17.0       12.0       7.93      19.51       4.02           E007800300702 
       17.0       12.0       8.10      15.47       3.87           E007800300703 
       17.0       12.0       8.24      13.82       3.42           E007800300704 
       17.0       12.0       8.41      10.97       3.42           E007800300705 
       17.0       12.0       8.59       6.78       2.68           E007800300706 
       17.0       12.0       8.72       7.06       3.13           E007800300707 
       17.0       12.0       8.87      10.62       2.98           E007800300708 
       17.0       12.0       9.04       8.51       2.83           E007800300709 
       17.0       12.0       9.20       7.45       3.13           E007800300710 
       17.0       12.0       9.35       8.62       2.98           E007800300711 
       17.0       12.0       9.52       5.33       2.53           E007800300712 
ENDDATA            701          0                                 E007800300713 
ENDSUBENT          712          0                                 E007800399999 
ENDENTRY             3          0                                 E007899999999 
