ENTRY            E0717   20091023                             E060E071700000001 
SUBENT        E0717001   20091023                             E060E071700100001 
BIB                 12         22                                 E071700100002 
TITLE      Level structure of the doubly odd nucleus 112In from   E071700100003 
           the (p,ng) reaction                                    E071700100004 
AUTHOR     (T.Kohno, M.Adachi, H.Taketani)                        E071700100005 
INSTITUTE  (2JPNTIT) Department of Applied Physics                E071700100006 
REFERENCE  (J,NP/A,398,(3),493,198305)                            E071700100007 
PART-DET   (G)                                                    E071700100008 
SAMPLE     - Target enrichment is 97.05%.                         E071700100009 
           - Chemical-form of target is element.                  E071700100010 
           - Physical-form of target is solid.                    E071700100011 
           - Target-thickness is 1.2 mg/cm**2.                    E071700100012 
           - Target is self supported.                            E071700100013 
METHOD     (COINC) Detect prompt gammas in coincidence.           E071700100014 
           (GSPEC)                                                E071700100015 
FACILITY   (VDG,2JPNTIT) 4.75MV                                   E071700100016 
DETECTOR   (GELI) Resolution of 1.9 keV for 1332 keV gamma        E071700100017 
           (COMPL) To measure linear polarization of gamma        E071700100018 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E071700100019 
ADD-RES    (COMP) 1. Statistical model (Hauser-Feshbach           E071700100020 
                  formalism)                                      E071700100021 
                  2. Optical model (DWUK4)                        E071700100022 
           (STRUC) Linear polarization of gamma-ray               E071700100023 
HISTORY    (20090810C) Nh                                         E071700100024 
ENDBIB              22          0                                 E071700100025 
NOCOMMON             0          0                                 E071700100026 
ENDSUBENT           25          0                                 E071700199999 
SUBENT        E0717002   20091023                             E060E071700200001 
BIB                  3          3                                 E071700200002 
REACTION   (48-CD-112(P,N)49-IN-112,PAR,SIG)                      E071700200003 
EN-SEC     (E-LVL,49-IN-112)                                      E071700200004 
STATUS     (CURVE) Scanned from Fig.3, p501-503 of reference      E071700200005 
ENDBIB               3          0                                 E071700200006 
NOCOMMON             0          0                                 E071700200007 
DATA                 4         88                                 E071700200008 
E-LVL      EN         DATA       DATA-ERR                         E071700200009 
KEV        MEV        MB         MB                               E071700200010 
 592.11      4.000E+00  2.138E-03  4.226E-04                      E071700200011 
 592.11      4.052E+00  5.168E-03  1.114E-03                      E071700200012 
 592.11      4.101E+00  1.246E-02  1.790E-03                      E071700200013 
 592.11      4.150E+00  1.757E-02  1.334E-03                      E071700200014 
 592.11      4.200E+00  2.358E-02  2.418E-03                      E071700200015 
 592.11      4.250E+00  3.090E-02  2.756E-03                      E071700200016 
 592.11      4.299E+00  4.048E-02  3.609E-03                      E071700200017 
 592.11      4.350E+00  4.637E-02  4.134E-03                      E071700200018 
 592.11      4.400E+00  5.378E-02  4.402E-03                      E071700200019 
 592.11      4.451E+00  5.868E-02  6.016E-03                      E071700200020 
 592.11      4.501E+00  7.145E-02  7.325E-03                      E071700200021 
 592.11      4.550E+00  8.466E-02  7.241E-03                      E071700200022 
 592.11      4.602E+00  9.152E-02  6.950E-03                      E071700200023 
 592.11      4.650E+00  9.984E-02  7.583E-03                      E071700200024 
 592.11      4.699E+00  1.130E-01  8.582E-03                      E071700200025 
 592.11      4.749E+00  1.326E-01  1.086E-02                      E071700200026 
 594.90      4.049E+00  5.716E-02  7.790E-03                      E071700200027 
 594.90      4.098E+00  1.675E-01  1.560E-02                      E071700200028 
 594.90      4.146E+00  2.801E-01  3.638E-02                      E071700200029 
 594.90      4.197E+00  3.851E-01  4.472E-02                      E071700200030 
 594.90      4.247E+00  4.861E-01  4.523E-02                      E071700200031 
 594.90      4.298E+00  5.431E-01  5.056E-02                      E071700200032 
 594.90      4.348E+00  6.450E-01  5.284E-02                      E071700200033 
 594.90      4.399E+00  7.295E-01  5.156E-02                      E071700200034 
 594.90      4.449E+00  7.954E-01  6.521E-02                      E071700200035 
 594.90      4.500E+00  8.567E-01  7.021E-02                      E071700200036 
 594.90      4.548E+00  9.571E-01  6.758E-02                      E071700200037 
 594.90      4.597E+00  1.006E+00  7.104E-02                      E071700200038 
 594.90      4.649E+00  1.070E+00  7.565E-02                      E071700200039 
 594.90      4.697E+00  1.153E+00  8.141E-02                      E071700200040 
 594.90      4.748E+00  1.197E+00  8.456E-02                      E071700200041 
 728.94      4.201E+00  1.018E-01  1.391E-02                      E071700200042 
 728.94      4.250E+00  2.191E-01  1.449E-02                      E071700200043 
 728.94      4.301E+00  3.262E-01  3.289E-02                      E071700200044 
 728.94      4.351E+00  4.138E-01  3.448E-02                      E071700200045 
 728.94      4.401E+00  4.801E-01  3.689E-02                      E071700200046 
 728.94      4.452E+00  5.408E-01  4.740E-02                      E071700200047 
 728.94      4.502E+00  5.940E-01  3.928E-02                      E071700200048 
 728.94      4.552E+00  6.737E-01  4.455E-02                      E071700200049 
 728.94      4.603E+00  7.202E-01  4.394E-02                      E071700200050 
 728.94      4.653E+00  7.998E-01  3.935E-02                      E071700200051 
 728.94      4.703E+00  8.645E-01  5.718E-02                      E071700200052 
 728.94      4.751E+00  9.068E-01  6.471E-02                      E071700200053 
 729.85      4.200E+00  2.377E-02  4.138E-03                      E071700200054 
 729.85      4.251E+00  5.932E-02  7.054E-03                      E071700200055 
 729.85      4.301E+00  9.671E-02  1.219E-02                      E071700200056 
 729.85      4.351E+00  1.281E-01  1.295E-02                      E071700200057 
 729.85      4.402E+00  1.554E-01  1.702E-02                      E071700200058 
 729.85      4.450E+00  1.802E-01  1.536E-02                      E071700200059 
 729.85      4.500E+00  2.139E-01  1.650E-02                      E071700200060 
 729.85      4.551E+00  2.388E-01  2.225E-02                      E071700200061 
 729.85      4.603E+00  2.592E-01  1.719E-02                      E071700200062 
 729.85      4.651E+00  2.853E-01  1.892E-02                      E071700200063 
 729.85      4.701E+00  3.098E-01  2.460E-02                      E071700200064 
 729.85      4.751E+00  3.409E-01  2.704E-02                      E071700200065 
 795.29      4.297E+00  2.633E-03  5.653E-04                      E071700200066 
 795.29      4.350E+00  5.247E-03  7.973E-04                      E071700200067 
 795.29      4.400E+00  6.263E-03  9.404E-04                      E071700200068 
 795.29      4.449E+00  8.021E-03  1.057E-03                      E071700200069 
 795.29      4.499E+00  7.881E-03  1.038E-03                      E071700200070 
 795.29      4.551E+00  1.103E-02  1.234E-03                      E071700200071 
 795.29      4.599E+00  1.339E-02  1.499E-03                      E071700200072 
 795.29      4.649E+00  1.543E-02  1.796E-03                      E071700200073 
 795.29      4.698E+00  1.746E-02  1.954E-03                      E071700200074 
 795.29      4.749E+00  2.098E-02  2.327E-03                      E071700200075 
 883.70      4.346E+00  1.812E-02  1.826E-03                      E071700200076 
 883.70      4.397E+00  5.150E-02  4.769E-03                      E071700200077 
 883.70      4.447E+00  9.293E-02  8.712E-03                      E071700200078 
 883.70      4.497E+00  1.213E-01  1.139E-02                      E071700200079 
 883.70      4.548E+00  1.598E-01  1.812E-02                      E071700200080 
 883.70      4.598E+00  1.843E-01  1.707E-02                      E071700200081 
 883.70      4.647E+00  2.180E-01  1.721E-02                      E071700200082 
 883.70      4.699E+00  2.536E-01  2.348E-02                      E071700200083 
 883.70      4.747E+00  2.974E-01  2.753E-02                      E071700200084 
 918.79      4.401E+00  1.362E-01  1.723E-02                      E071700200085 
 918.79      4.451E+00  2.429E-01  2.666E-02                      E071700200086 
 918.79      4.502E+00  2.995E-01  3.050E-02                      E071700200087 
 918.79      4.550E+00  3.511E-01  3.853E-02                      E071700200088 
 918.79      4.602E+00  4.106E-01  3.566E-02                      E071700200089 
 918.79      4.650E+00  4.244E-01  4.658E-02                      E071700200090 
 918.79      4.699E+00  4.701E-01  5.159E-02                      E071700200091 
 918.79      4.750E+00  4.907E-01  5.385E-02                      E071700200092 
 1062.97     4.500E+00  5.433E-02  8.728E-03                      E071700200093 
 1062.97     4.548E+00  1.903E-01  2.409E-02                      E071700200094 
 1062.97     4.596E+00  3.728E-01  4.719E-02                      E071700200095 
 1062.97     4.647E+00  5.343E-01  5.001E-02                      E071700200096 
 1062.97     4.697E+00  6.898E-01  7.582E-02                      E071700200097 
 1062.97     4.746E+00  7.673E-01  9.712E-02                      E071700200098 
ENDDATA             90          0                                 E071700200099 
ENDSUBENT           98          0                                 E071700299999 
ENDENTRY             2          0                                 E071799999999 
