ENTRY            E2269   20190117                             E120E226900000001 
SUBENT        E2269001   20190117                             E120E226900100001 
BIB                 10         35                                 E226900100002 
TITLE      Precision evaluation of the 71Ga(nue,e-) solar         E226900100003 
           neutrino capture rate from the (3He,t) charge-exchange E226900100004 
           reaction                                               E226900100005 
AUTHOR     (D.Frekers, T.Adachi, H.Akimune, M.Alanssari,          E226900100006 
            B.A.Brown, B.T.Cleveland, H.Ejiri, H.Fujita, Y.Fujita,E226900100007 
            M.Fujiwara, V.N.Gavrin, M.N.Harakeh, K.Hatanaka,      E226900100008 
            M.Holl, C.Iwamoto, A.Lennarz, A.Okamoto, H.Okamura,   E226900100009 
            T.Suzuki, A.Tamii)                                    E226900100010 
INSTITUTE  (2GERMST) Institut fuer Kernphysik                     E226900100011 
           (2JPNOSA) Research Center for Nuclear physics          E226900100012 
           (2JPNKON) Department of Physics                        E226900100013 
           (1USAMSU) National Superconducting Cyclotron           E226900100014 
                     Laboratory, The Joint Institute for Nuclear  E226900100015 
                     Astrophysics and the Department of Physics   E226900100016 
                     and Astronomy                                E226900100017 
           (1USAWAU) Department of Physics                        E226900100018 
           (2JPNOSA) Department of Physics                        E226900100019 
           (4RUSJIA)                                              E226900100020 
           (2NEDKVI) University of Groningen                      E226900100021 
           (2GERGSI) GSI Helmholtzzentrum                         E226900100022 
REFERENCE  (J,PR/C,91,034608,2015)                                E226900100023 
PART-DET   (T)                                                    E226900100024 
INC-SOURCE Beam intensity is about 10 nA. (Electrical for 3He2+ ) E226900100025 
SAMPLE     - Chemical-form of target is element.                  E226900100026 
           - Physical-form of target is unknown.                  E226900100027 
           - Target-thickness is 3.64 mg/cm2.                     E226900100028 
           (31-GA-71,ENR=0.995)                                   E226900100029 
           During the experiment additional spectra from enriched E226900100030 
           69Ga target (99.7%) and from a target with a natural   E226900100031 
           composition of gallium were accumulated for later      E226900100032 
           consistency checks in analysis                         E226900100033 
FACILITY   (CYCLO,2JPNOSA) RCNP                                   E226900100034 
DETECTOR   - E-RSL: FWHM. Mainly given by the target thickness    E226900100035 
           - Grand Raiden spectrometer                            E226900100036 
HISTORY    (20181220C) Tada                                       E226900100037 
ENDBIB              35          0                                 E226900100038 
COMMON               2          3                                 E226900100039 
EN         E-RSL-FW                                               E226900100040 
MEV        KEV                                                    E226900100041 
 420.       45.                                                   E226900100042 
ENDCOMMON            3          0                                 E226900100043 
ENDSUBENT           42          0                                 E226900199999 
SUBENT        E2269002   20190117                             E120E226900200001 
BIB                  4          6                                 E226900200002 
REACTION   (31-GA-71(HE3,T)32-GE-71,PAR,DA)                       E226900200003 
EN-SEC     ANG-CM is polar angle (c.m.) between beam and triton   E226900200004 
           (E-LVL,32-GE-71)                                       E226900200005 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E226900200006 
STATUS     (CURVE) Plotted in Fig. 2 of Phys. Rev. C, 91, 034608, E226900200007 
                   2015                                           E226900200008 
ENDBIB               6          0                                 E226900200009 
NOCOMMON             0          0                                 E226900200010 
DATA                 4        147                                 E226900200011 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         E226900200012 
KEV        ADEG       MB/SR      MB/SR                            E226900200013 
       708.      0.265  1.659E-01  1.538E-02                      E226900200014 
       708.      0.788  1.521E-01  8.680E-03                      E226900200015 
       708.      1.310  1.109E-01  8.595E-03                      E226900200016 
       708.      1.833  1.016E-01  7.414E-03                      E226900200017 
       708.      2.356  1.109E-01  9.432E-03                      E226900200018 
       708.      2.878  1.677E-01  1.865E-02                      E226900200019 
       708.      3.404  1.648E-01  1.669E-02                      E226900200020 
       708.      3.942  1.623E-01  1.181E-02                      E226900200021 
       708.      4.465  1.306E-01  9.996E-03                      E226900200022 
       708.      4.987  1.005E-01  7.085E-03                      E226900200023 
       708.      5.320  1.640E-07                                 E226900200024 
       708.      5.622  7.332E-02  9.803E-03                      E226900200025 
       708.      6.033  5.646E-02  7.226E-03                      E226900200026 
       708.      6.555  4.118E-02  4.547E-03                      E226900200027 
       708.      7.078  3.422E-02  4.579E-03                      E226900200028 
       708.      7.448  3.108E-02  7.381E-03                      E226900200029 
       808.      0.260  2.012E+00  7.689E-02                      E226900200030 
       808.      0.781  1.611E+00  6.919E-02                      E226900200031 
       808.      1.316  9.918E-01  2.653E-02                      E226900200032 
       808.      1.838  5.764E-01  3.303E-02                      E226900200033 
       808.      2.359  3.433E-01  2.079E-02                      E226900200034 
       808.      2.880  3.241E-01  2.803E-02                      E226900200035 
       808.      3.402  2.961E-01  3.148E-02                      E226900200036 
       808.      3.937  3.010E-01  2.376E-02                      E226900200037 
       808.      4.458  2.220E-01  1.753E-02                      E226900200038 
       808.      4.980  1.323E-01  1.243E-02                      E226900200039 
       808.      5.628  9.519E-02  1.705E-02                      E226900200040 
       808.      6.022  7.438E-02  1.282E-02                      E226900200041 
       808.      6.543  6.739E-02  9.272E-03                      E226900200042 
       808.      7.079  6.362E-02  8.946E-03                      E226900200043 
       808.      7.445  7.814E-02  1.808E-02                      E226900200044 
      1096.      0.244  1.837E+00  8.634E-02                      E226900200045 
      1096.      0.782  1.507E+00  4.160E-02                      E226900200046 
      1096.      1.301  9.654E-01  3.865E-02                      E226900200047 
      1096.      1.821  6.922E-01  2.771E-02                      E226900200048 
      1096.      2.352  5.546E-01  2.530E-02                      E226900200049 
      1096.      2.862  6.521E-01  3.975E-02                      E226900200050 
      1096.      3.403  6.723E-01  4.877E-02                      E226900200051 
      1096.      3.931  7.036E-01  5.059E-02                      E226900200052 
      1096.      4.463  5.983E-01  4.046E-02                      E226900200053 
      1096.      4.977  4.723E-01  3.316E-02                      E226900200054 
      1096.      5.622  3.820E-01  3.628E-02                      E226900200055 
      1096.      6.018  2.973E-01  2.524E-02                      E226900200056 
      1096.      6.547  1.819E-01  1.554E-02                      E226900200057 
      1096.      7.076  1.471E-01  1.450E-02                      E226900200058 
      1299.      0.259  1.255E+00  4.461E-02                      E226900200059 
      1299.      0.788  1.029E+00  4.116E-02                      E226900200060 
      1299.      1.315  6.760E-01  3.081E-02                      E226900200061 
