ENTRY            E2301   20181220                             E119E230100000001 
SUBENT        E2301001   20181220                             E119E230100100001 
BIB                  8          9                                 E230100100002 
TITLE      Elastic and inelastic scattering of protons on 14N in  E230100100003 
           the energy region of 10 to 15 MeV. I. Experimental     E230100100004 
AUTHOR     (Y.Oda, H.Nakamura, A.Yoshida, M.Kusuhara, M.Murakami) E230100100005 
INSTITUTE  (2JPNTIT) Department of Physics, Faculty of Sciences   E230100100006 
REFERENCE  (J,JPJ,30,1217,1971)                                   E230100100007 
SAMPLE     Physical-form of target is gas.                        E230100100008 
FACILITY   (CYCLO,2JPNTOK) Institute for Nuclear Study            E230100100009 
DETECTOR   (GE)                                                   E230100100010 
HISTORY    (20110622C) Ichinkhorloo                               E230100100011 
ENDBIB               9          0                                 E230100100012 
NOCOMMON             0          0                                 E230100100013 
ENDSUBENT           12          0                                 E230100199999 
SUBENT        E2301002   20181220                             E119E230100200001 
BIB                  3          3                                 E230100200002 
REACTION   (7-N-14(P,EL)7-N-14,,DA)                               E230100200003 
EN-SEC     ANG-CM is polar angle (c.m.) between beam and 14N      E230100200004 
STATUS     (CURVE) Fig.4(a) of J. Phys. Soc. Jpn. 30(1971)1217.   E230100200005 
ENDBIB               3          0                                 E230100200006 
NOCOMMON             0          0                                 E230100200007 
DATA                 3        120                                 E230100200008 
EN         ANG-CM     DATA-CM                                     E230100200009 
MEV        ADEG       MB/SR                                       E230100200010 
       10.5     12.876  4.474E+03                                 E230100200011 
       10.5     15.755  1.636E+03                                 E230100200012 
       10.5     19.241  1.143E+03                                 E230100200013 
       10.5     21.574  7.445E+02                                 E230100200014 
       10.5     24.121  6.032E+02                                 E230100200015 
       10.5     25.602  4.450E+02                                 E230100200016 
       10.5     34.934  3.038E+02                                 E230100200017 
       10.5     39.179  2.105E+02                                 E230100200018 
       10.5     43.627  1.268E+02                                 E230100200019 
       10.5     49.148  8.130E+01                                 E230100200020 
       10.5     57.835  3.092E+01                                 E230100200021 
       10.5     63.145  2.317E+01                                 E230100200022 
       10.5     68.447  2.144E+01                                 E230100200023 
       10.5     73.749  2.354E+01                                 E230100200024 
       10.5     78.409  2.905E+01                                 E230100200025 
       10.5     82.865  3.343E+01                                 E230100200026 
       10.5     87.743  4.063E+01                                 E230100200027 
       10.5     91.557  4.461E+01                                 E230100200028 
       10.5     94.743  4.357E+01                                 E230100200029 
       10.5    103.388  5.213E+01                                 E230100200030 
       10.5    108.786  5.295E+01                                 E230100200031 
       10.5    113.380  5.014E+01                                 E230100200032 
       10.5    118.271  4.495E+01                                 E230100200033 
       10.5    123.763  4.224E+01                                 E230100200034 
       10.5    129.051  3.642E+01                                 E230100200035 
       10.5    133.941  3.215E+01                                 E230100200036 
       10.5    138.032  2.860E+01                                 E230100200037 
       10.5    142.428  2.816E+01                                 E230100200038 
       10.5    148.628  2.974E+01                                 E230100200039 
       10.5    152.830  3.265E+01                                 E230100200040 
       10.5    158.333  3.587E+01                                 E230100200041 
       10.5    164.137  4.094E+01                                 E230100200042 
       10.5    168.971  4.848E+01                                 E230100200043 
       10.5    173.304  5.443E+01                                 E230100200044 
      11.90     32.298  2.283E+02                                 E230100200045 
      11.90     49.628  8.527E+01                                 E230100200046 
      11.90     64.595  2.186E+01                                 E230100200047 
      11.90     79.956  3.139E+01                                 E230100200048 
      11.90    109.496  3.790E+01                                 E230100200049 
      11.90    124.464  2.186E+01                                 E230100200050 
      11.90    140.218  1.457E+01                                 E230100200051 
      11.90    154.100  1.760E+01                                 E230100200052 
      11.90    163.400  3.471E+01                                 E230100200053 
      12.50     32.370  2.694E+02                                 E230100200054 
      12.50     33.085  3.629E+02                                 E230100200055 
      12.50     49.000  7.563E+01                                 E230100200056 
      12.50     64.340  2.561E+01                                 E230100200057 
      12.50     95.290  5.021E+01                                 E230100200058 
      12.50    110.200  4.201E+01                                 E230100200059 
      12.50    121.706  1.864E+01                                 E230100200060 
      12.50    124.800  2.494E+01                                 E230100200061 
      12.50    139.825  2.033E+01                                 E230100200062 
      12.50    154.004  2.920E+01                                 E230100200063 
      12.50    162.400  4.318E+01                                 E230100200064 
      13.29     32.298  2.920E+02                                 E230100200065 
      13.29     52.385  6.201E+01                                 E230100200066 
      13.29     79.562  4.194E+01                                 E230100200067 
      13.29     96.780  4.197E+01                                 E230100200068 
      13.29    109.890  4.778E+01                                 E230100200069 
