ENTRY            E2079   20080131                             E050E207900000001 
SUBENT        E2079001   20080131                             E050E207900100001 
BIB                 13         37                                 E207900100002 
TITLE      Reevaluation of secondary neutron spectra from thick   E207900100003 
           targets upon heavy-ion bombardment                     E207900100004 
AUTHOR     (D.Satoh, T.Kurosawa, T.Sato, A.Endo, M.Takada,        E207900100005 
           H.Iwase, T.Nakamura, K.Niita)                          E207900100006 
INSTITUTE  (2JPNJAE)                                              E207900100007 
           (2JPNAIS)                                              E207900100008 
           (2JPNIRS)                                              E207900100009 
           (2JPNKEK)                                              E207900100010 
           (2JPNTOH) Cyclotron and Radioisotope Center            E207900100011 
           (2JPNJPN) Research Organization for Information        E207900100012 
                     Science and Technology, Tokai, Ibaraki       E207900100013 
REFERENCE  (J,NIM/A,583,(2-3),507,200712)                         E207900100014 
           Main reference. See also TITLE and AUTHOR.             E207900100015 
           (J,PR/C,62,(4),044615,200010)                          E207900100016 
           T.Kurosawa+, Data of Ar, Fe, Xe and Si beam before     E207900100017 
           revision                                               E207900100018 
           (J,NST,36,(1),41,199901)                               E207900100019 
           T.Kurosawa+, Data of Ne beam before revision           E207900100020 
           (J,NSE,132,(1),30,199905)                              E207900100021 
           T.Kurosawa+, Data of He and C beam before revision     E207900100022 
PART-DET   (N)                                                    E207900100023 
SAMPLE     - Chemical-form of target is element.                  E207900100024 
           - Physical-form of target is solid.                    E207900100025 
METHOD     (TOF) To determine kinetic energies of neutrons        E207900100026 
           (EDE) To eliminate charged particles                   E207900100027 
FACILITY   (SYNCH,2JPNIRS) HIMAC                                  E207900100028 
DETECTOR   (SCIN) To detect neutron (BC501A = NE213)              E207900100029 
           (SCIN) Plastic scintillator to eliminate charged       E207900100030 
                  particles                                       E207900100031 
ADD-RES    (COMP) Intranuclear cascade model (PHITS)              E207900100032 
COMMENT    C (400 MeV/A)+C and Si (800MeV/A)+C are new            E207900100033 
           measurements by D.Satoh et al. (2007). Other data are  E207900100034 
           originally measured by T.Kurosawa et al. (1999,2000)   E207900100035 
           and revised by D.Satoh et al.(2007).                   E207900100036 
STATUS     (APRVD) Proofread by Daiki Satoh (2007.10.29)          E207900100037 
HISTORY    (20071002R) On. Received by e-mail from D.Satoh        E207900100038 
           (20071024C) On + Yt                                    E207900100039 
ENDBIB              37          0                                 E207900100040 
NOCOMMON             0          0                                 E207900100041 
ENDSUBENT           40          0                                 E207900199999 
SUBENT        E2079002   20080131                             E050E207900200001 
BIB                  4          9                                 E207900200002 
REACTION   (13-AL-27(6-C-12,X)0-NN-1,,PY/DA/DE,,TT)               E207900200003 
EN-SEC     ANG is polar angle between beam and neutron in         E207900200004 
           laboratory system                                      E207900200005 
           (E,N)                                                  E207900200006 
SAMPLE     Target-thickness: 2.0 cm                               E207900200007 
STATUS     (TABLE) Data (not shown in reference) received by      E207900200008 
                   e-mail from D.Satoh (2007.10.02)               E207900200009 
           (COREL,E1810032) Same experiment analyzed with old set E207900200010 
                            of neutron detection efficiency       E207900200011 
ENDBIB               9          0                                 E207900200012 
COMMON               1          3                                 E207900200013 
EN                                                                E207900200014 
MEV/A                                                             E207900200015 
 100.                                                             E207900200016 
ENDCOMMON            3          0                                 E207900200017 
DATA                 4        225                                 E207900200018 
ANG        E-MIN      E-MAX      DATA                             E207900200019 
ADEG       MEV        MEV        P/IN/MEVSR                       E207900200020 
 0.0         2.070E+02  2.320E+02  1.048E-05                      E207900200021 
 0.0         1.860E+02  2.070E+02  5.156E-05                      E207900200022 
 0.0         1.670E+02  1.860E+02  8.747E-05                      E207900200023 
 0.0         1.500E+02  1.670E+02  1.723E-04                      E207900200024 
 0.0         1.350E+02  1.500E+02  2.888E-04                      E207900200025 
 0.0         1.220E+02  1.350E+02  5.869E-04                      E207900200026 
 0.0         1.100E+02  1.220E+02  8.728E-04                      E207900200027 
 0.0         9.840E+01  1.100E+02  1.826E-03                      E207900200028 
 0.0         8.890E+01  9.840E+01  2.796E-03                      E207900200029 
 0.0         8.010E+01  8.890E+01  3.737E-03                      E207900200030 
 0.0         7.210E+01  8.010E+01  5.270E-03                      E207900200031 
 0.0         6.480E+01  7.210E+01  5.930E-03                      E207900200032 
 0.0         5.860E+01  6.480E+01  6.690E-03                      E207900200033 
 0.0         5.300E+01  5.860E+01  6.656E-03                      E207900200034 
 0.0         4.780E+01  5.300E+01  6.562E-03                      E207900200035 
 0.0         4.320E+01  4.780E+01  7.064E-03                      E207900200036 
 0.0         3.900E+01  4.320E+01  7.275E-03                      E207900200037 
 0.0         3.520E+01  3.900E+01  7.183E-03                      E207900200038 
 0.0         3.180E+01  3.520E+01  7.803E-03                      E207900200039 
 0.0         2.880E+01  3.180E+01  7.168E-03                      E207900200040 
 0.0         2.590E+01  2.880E+01  6.065E-03                      E207900200041 
 0.0         2.340E+01  2.590E+01  6.891E-03                      E207900200042 
 0.0         2.110E+01  2.340E+01  6.656E-03                      E207900200043 
 0.0         1.910E+01  2.110E+01  6.547E-03                      E207900200044 
 0.0         1.720E+01  1.910E+01  6.076E-03                      E207900200045 
 0.0         1.550E+01  1.720E+01  5.237E-03                      E207900200046 
 0.0         1.400E+01  1.550E+01  5.586E-03                      E207900200047 
 0.0         1.270E+01  1.400E+01  4.943E-03                      E207900200048 
 0.0         1.140E+01  1.270E+01  4.857E-03                      E207900200049 
 0.0         1.030E+01  1.140E+01  4.150E-03                      E207900200050 
 0.0         9.310E+00  1.030E+01  4.461E-03                      E207900200051 
 0.0         8.400E+00  9.310E+00  4.889E-03                      E207900200052 
 0.0         7.590E+00  8.400E+00  5.243E-03                      E207900200053 
 0.0         6.860E+00  7.590E+00  4.889E-03                      E207900200054 
 0.0         6.210E+00  6.860E+00  5.565E-03                      E207900200055 
 0.0         5.610E+00  6.210E+00  5.415E-03                      E207900200056 
 0.0         5.070E+00  5.610E+00  5.393E-03                      E207900200057 
 7.5         2.251E+02  2.500E+02  7.963E-06                      E207900200058 
 7.5         2.010E+02  2.251E+02  1.941E-05                      E207900200059 
 7.5         1.820E+02  2.010E+02  2.164E-05                      E207900200060 
 7.5         1.630E+02  1.820E+02  7.342E-05                      E207900200061 
 7.5         1.470E+02  1.630E+02  1.815E-04                      E207900200062 
 7.5         1.320E+02  1.470E+02  2.712E-04                      E207900200063 
 7.5         1.180E+02  1.320E+02  5.107E-04                      E207900200064 
 7.5         1.070E+02  1.180E+02  7.522E-04                      E207900200065 
 7.5         9.590E+01  1.070E+02  1.117E-03                      E207900200066 
 7.5         8.600E+01  9.590E+01  1.833E-03                      E207900200067 
 7.5         7.770E+01  8.600E+01  2.382E-03                      E207900200068 
 7.5         7.010E+01  7.770E+01  2.861E-03                      E207900200069 
 7.5         6.310E+01  7.010E+01  3.589E-03                      E207900200070 
 7.5         5.680E+01  6.310E+01  3.767E-03                      E207900200071 
 7.5         5.110E+01  5.680E+01  4.239E-03                      E207900200072 
 7.5         4.590E+01  5.110E+01  4.698E-03                      E207900200073 
 7.5         4.130E+01  4.590E+01  4.722E-03                      E207900200074 
 7.5         3.720E+01  4.130E+01  5.088E-03                      E207900200075 
 7.5         3.350E+01  3.720E+01  4.791E-03                      E207900200076 
 7.5         3.020E+01  3.350E+01  4.799E-03                      E207900200077 
 7.5         2.730E+01  3.020E+01  4.516E-03                      E207900200078 
 7.5         2.470E+01  2.730E+01  4.671E-03                      E207900200079 
 7.5         2.230E+01  2.470E+01  4.293E-03                      E207900200080 
 7.5         2.010E+01  2.230E+01  4.423E-03                      E207900200081 
 7.5         1.820E+01  2.010E+01  3.830E-03                      E207900200082 
 7.5         1.640E+01  1.820E+01  3.943E-03                      E207900200083 
 7.5         1.480E+01  1.640E+01  3.811E-03                      E207900200084 
 7.5         1.340E+01  1.480E+01  3.217E-03                      E207900200085 
 7.5         1.210E+01  1.340E+01  3.249E-03                      E207900200086 
 7.5         1.090E+01  1.210E+01  3.592E-03                      E207900200087 
