ENTRY            E2661   20210604                             E131E266100000001 
SUBENT        E2661001   20210604                             E131E266100100001 
BIB                 12         35                                 E266100100002 
TITLE      Role of Multichance Fission in the Description of      E266100100003 
           Fission-Fragment Mass Distributions at High Energies   E266100100004 
AUTHOR     (K.Hirose, K.Nishio, S.Tanaka, R.Leguillon, H.Makii,   E266100100005 
            I.Nishinaka, R.Orlandi, K.Tsukada, J.Smallcombe,      E266100100006 
            M.J.Vermeulen, S.Chiba, Y.Aritomo, T.Ohtsuki,         E266100100007 
            K.Nakano, S.Araki, Y.Watanabe, R.Tatsuzawa, N.Takaki, E266100100008 
            N.Tamura, S.Goto, I.Tsekhanovich, A.N.Andreyev)       E266100100009 
INSTITUTE  (2JPNJAE) Advanced Science Research Center             E266100100010 
           (2JPNKNK) Faculty of Science and Engineering           E266100100011 
           (1CANTMF)                                              E266100100012 
           (2JPNTIT) Laboratory for Advanced Nuclear Energy,      E266100100013 
                     Institute for Innovative Research            E266100100014 
           (2JPNKTO) Research Reactor Institute                   E266100100015 
           (2JPNKYU) Interdisciplinary Graduate School of         E266100100016 
                     Engineering Sciences                         E266100100017 
           (2JPNJPN) Graduate School of Engineering, Tokyo City   E266100100018 
                     University                                   E266100100019 
           (2JPNNII) Graduate School of Science and Technology    E266100100020 
           (2FR BOR)                                              E266100100021 
           (2UK YRK) Department of Physics                        E266100100022 
REFERENCE  (J,PRL,119,222501,2017)                                E266100100023 
PART-DET   (FF)                                                   E266100100024 
INC-SOURCE Beam intensity is 0.5 particle-nA.                     E266100100025 
SAMPLE     - Chemical-form of target is element.                  E266100100026 
           - Physical-form of target is solid.                    E266100100027 
           - Target-thickness is 0.08 mg/cm2.                     E266100100028 
           - Backing is nickel.                                   E266100100029 
           - Backing-thickness is 0.09 mg/cm2.                    E266100100030 
FACILITY   (VDGT,2JPNJAE)                                         E266100100031 
DETECTOR   (SI)                                                   E266100100032 
           (MWPC)                                                 E266100100033 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E266100100034 
STATUS     (TABLE) Plotted in Fig.3 of Physics Review L 119,      E266100100035 
                   222501 (2017)                                  E266100100036 
HISTORY    (20200831C) Qing Zhao                                  E266100100037 
ENDBIB              35          0                                 E266100100038 
COMMON               1          3                                 E266100100039 
EN                                                                E266100100040 
MEV                                                               E266100100041 
 157.5                                                            E266100100042 
ENDCOMMON            3          0                                 E266100100043 
ENDSUBENT           42          0                                 E266100199999 
SUBENT        E2661002   20210604                             E131E266100200001 
BIB                  2          2                                 E266100200002 
REACTION   (92-U-238(8-O-18,8-O-19+F)MASS,ISP/PRE,FY)             E266100200003 
EN-SEC     (E-EXC,92-U-237)                                       E266100200004 
ENDBIB               2          0                                 E266100200005 
NOCOMMON             0          0                                 E266100200006 
DATA                 5        200                                 E266100200007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266100200008 
        40.        50.      193.0  0.0195465  0.0138215           E266100300168 
        40.        50.      197.0  0.0195465  0.0138215           E266100300169 
        50.        60.       41.0  0.0000000  0.0000000           E266100300170 
        50.        60.       45.0  0.0322482  0.0253859           E266100300171 
        50.        60.       49.0  0.0000000  0.0000000           E266100300172 
        50.        60.       53.0  0.1002280  0.0439006           E266100300173 
        50.        60.       57.0  0.0575294  0.0360696           E266100300174 
        50.        60.       61.0 -0.0211777  0.0091836           E266100300175 
        50.        60.       65.0  0.2523448  0.0723640           E266100300176 
        50.        60.       69.0  0.6099381  0.1075749           E266100300177 
        50.        60.       73.0  0.5362978  0.1124211           E266100300178 
        50.        60.       77.0  0.4935992  0.1096004           E266100300179 
        50.        60.       81.0  1.2933323  0.1683690           E266100300180 
        50.        60.       85.0  1.1638405  0.1718583           E266100300181 
        50.        60.       89.0  2.0545840  0.2220599           E266100300182 
        50.        60.       93.0  2.5802577  0.2534940           E266100300183 
        50.        60.       97.0  3.0726161  0.2734548           E266100300184 
        50.        60.      101.0  3.4688046  0.2846026           E266100300185 
        50.        60.      105.0  2.7456217  0.2568159           E266100300186 
        50.        60.      109.0  2.2371719  0.2356593           E266100300187 
        50.        60.      113.0  2.6349835  0.2439455           E266100300188 
        50.        60.      117.0  1.6877792  0.2095917           E266100300189 
        50.        60.      121.0  1.6877792  0.2095917           E266100300190 
        50.        60.      125.0  2.6349835  0.2439455           E266100300191 
        50.        60.      129.0  2.2371719  0.2356593           E266100300192 
        50.        60.      133.0  2.7456217  0.2568159           E266100300193 
        50.        60.      137.0  3.4688046  0.2846026           E266100300194 
        50.        60.      141.0  3.0726161  0.2734548           E266100300195 
        50.        60.      145.0  2.5802577  0.2534940           E266100300196 
        50.        60.      149.0  2.0545840  0.2220599           E266100300197 
        50.        60.      153.0  1.1638405  0.1718583           E266100300198 
        50.        60.      157.0  1.2933323  0.1683690           E266100300199 
        50.        60.      161.0  0.4935992  0.1096004           E266100300200 
        50.        60.      165.0  0.5362978  0.1124211           E266100300201 
        50.        60.      169.0  0.6099381  0.1075749           E266100300202 
        50.        60.      173.0  0.2523448  0.0723640           E266100300203 
        50.        60.      177.0 -0.0211777  0.0091836           E266100300204 
        50.        60.      181.0  0.0575294  0.0360696           E266100300205 
        50.        60.      185.0  0.1002280  0.0439006           E266100300206 
        50.        60.      189.0  0.0000000  0.0000000           E266100300207 
        50.        60.      193.0  0.0322482  0.0253859           E266100300208 
        50.        60.      197.0  0.0000000  0.0000000           E266100300209 
ENDDATA            202          0                                 E266100300210 
ENDSUBENT          209          0                                 E266100399999 
SUBENT        E2661004   20210604                             E131E266100400001 
BIB                  2          2                                 E266100400002 
REACTION   (92-U-238(8-O-18,8-O-17+F)MASS,ISP/PRE,FY)             E266100400003 
EN-SEC     (E-EXC,92-U-239)                                       E266100400004 
ENDBIB               2          0                                 E266100400005 
NOCOMMON             0          0                                 E266100400006 
DATA                 5        200                                 E266100400007 
E-EXC-MIN  E-EXC-MAX  MASS       DATA       DATA-ERR              E266100400008 
MEV        MEV        NO-DIM     PC/FIS     PC/FIS                E266100400009 
        10.        20.       41.5  0.0000000  0.0000000           E266100400010 
        10.        20.       45.5  0.0000000  0.0000000           E266100400011 
        10.        20.       49.5  0.0000000  0.0000000           E266100400012 
        10.        20.       53.5  0.0000000  0.0000000           E266100400013 
        10.        20.       57.5  0.1126126  0.0563063           E266100400014 
        10.        20.       61.5  0.1689189  0.0689609           E266100400015 
        10.        20.       65.5  0.2252252  0.0796291           E266100400016 
        10.        20.       69.5  0.0563063  0.0398146           E266100400017 
        10.        20.       73.5  0.1689189  0.0689609           E266100400018 
        10.        20.       77.5  0.2252252  0.0796291           E266100400019 
        10.        20.       81.5  1.2387388  0.1867469           E266100400020 
        10.        20.       85.5  0.9572072  0.1641597           E266100400021 
        10.        20.       89.5  2.4774776  0.2641000           E266100400022 
        10.        20.       93.5  3.7162163  0.3234551           E266100400023 
        10.        20.       97.5  3.6599100  0.3209953           E266100400024 
        10.        20.      101.5  4.2229729  0.3448043           E266100400025 
        10.        20.      105.5  3.6036036  0.3185166           E266100400026 
        10.        20.      109.5  2.4211712  0.2610816           E266100400027 
        10.        20.      113.5  1.0135136  0.1689189           E266100400028 
        10.        20.      117.5  0.7319819  0.1435535           E266100400029 
        10.        20.      121.5  0.7319819  0.1435535           E266100400030 
        10.        20.      125.5  1.0135136  0.1689189           E266100400031 
        10.        20.      129.5  2.4211712  0.2610816           E266100400032 
        10.        20.      133.5  3.6036036  0.3185166           E266100400033 
        10.        20.      137.5  4.2229729  0.3448043           E266100400034 
        10.        20.      141.5  3.6599100  0.3209953           E266100400035 
        10.        20.      145.5  3.7162163  0.3234551           E266100400036 
        10.        20.      149.5  2.4774776  0.2641000           E266100400037 
        10.        20.      153.5  0.9572072  0.1641597           E266100400038 
        10.        20.      157.5  1.2387388  0.1867469           E266100400039 
        10.        20.      161.5  0.2252252  0.0796291           E266100400040 
        10.        20.      165.5  0.1689189  0.0689609           E266100400041 
        10.        20.      169.5  0.0563063  0.0398146           E266100400042 
        10.        20.      173.5  0.2252252  0.0796291           E266100400043 
        10.        20.      177.5  0.1689189  0.0689609           E266100400044 
        10.        20.      181.5  0.1126126  0.0563063           E266100400045 
        10.        20.      185.5  0.0000000  0.0000000           E266100400046 
        10.        20.      189.5  0.0000000  0.0000000           E266100400047 
        10.        20.      193.5  0.0000000  0.0000000           E266100400048 
        10.        20.      197.5  0.0000000  0.0000000           E266100400049 
        20.        30.       41.5  0.0365497  0.0258445           E266100400050 
        20.        30.       45.5  0.0000000  0.0000000           E266100400051 
        20.        30.       49.5  0.0365497  0.0258445           E266100400052 
        20.        30.       53.5  0.0000000  0.0000000           E266100400053 
        20.        30.       57.5  0.0000000  0.0000000           E266100400054 
        20.        30.       61.5  0.0730994  0.0365497           E266100400055 
        20.        30.       65.5  0.1096491  0.0447641           E266100400056 
        20.        30.       69.5  0.2192982  0.0633060           E266100400057 
        20.        30.       73.5  0.2192982  0.0633060           E266100400058 
        20.        30.       77.5  0.5482456  0.1000955           E266100400059 
        20.        30.       81.5  0.9868420  0.1342922           E266100400060 
        20.        30.       85.5  1.4254385  0.1613991           E266100400061 
        20.        30.       89.5  2.2295320  0.2018524           E266100400062 
        20.        30.       93.5  3.3991227  0.2492358           E266100400063 
        20.        30.       97.5  3.6915207  0.2597345           E266100400064 
        20.        30.      101.5  4.0935669  0.2735130           E266100400065 
        20.        30.      105.5  3.6184208  0.2571500           E266100400066 
        20.        30.      109.5  2.0467834  0.1934029           E266100400067 
        20.        30.      113.5  1.0964912  0.1415564           E266100400068 
        20.        30.      117.5  1.1695906  0.1461988           E266100400069 
        20.        30.      121.5  1.1695906  0.1461988           E266100400070 
        20.        30.      125.5  1.0964912  0.1415564           E266100400071 
        20.        30.      129.5  2.0467834  0.1934029           E266100400072 
        20.        30.      133.5  3.6184208  0.2571500           E266100400073 
        20.        30.      137.5  4.0935669  0.2735130           E266100400074 
        20.        30.      141.5  3.6915207  0.2597345           E266100400075 
        20.        30.      145.5  3.3991227  0.2492358           E266100400076 
        20.        30.      149.5  2.2295320  0.2018524           E266100400077 
        20.        30.      153.5  1.4254385  0.1613991           E266100400078 
        20.        30.      157.5  0.9868420  0.1342922           E266100400079 
        20.        30.      161.5  0.5482456  0.1000955           E266100400080 
        20.        30.      165.5  0.2192982  0.0633060           E266100400081 
        20.        30.      169.5  0.2192982  0.0633060           E266100400082 
        20.        30.      173.5  0.1096491  0.0447641           E266100400083 
        20.        30.      177.5  0.0730994  0.0365497           E266100400084 
        20.        30.      181.5  0.0000000  0.0000000           E266100400085 
        20.        30.      185.5  0.0000000  0.0000000           E266100400086 
        20.        30.      189.5  0.0365497  0.0258445           E266100400087 
        20.        30.      193.5  0.0000000  0.0000000           E266100400088 
        20.        30.      197.5  0.0365497  0.0258445           E266100400089 
        30.        40.       41.5  0.0000000  0.0000000           E266100400090 
        30.        40.       45.5  0.0000000  0.0000000           E266100400091 
        30.        40.       49.5  0.0000000  0.0000000           E266100400092 
        30.        40.       53.5  0.0334225  0.0236332           E266100400093 
        30.        40.       57.5  0.0334225  0.0236332           E266100400094 
        30.        40.       61.5  0.1002674  0.0409340           E266100400095 
        30.        40.       65.5  0.1336898  0.0472665           E266100400096 
        30.        40.       69.5  0.3008021  0.0708997           E266100400097 
        30.        40.       73.5  0.5347593  0.0945330           E266100400098 
        30.        40.       77.5  0.5347593  0.0945330           E266100400099 
        30.        40.       81.5  1.0026737  0.1294446           E266100400100 
        30.        40.       85.5  1.2366310  0.1437554           E266100400101 
        30.        40.       89.5  2.6069517  0.2087232           E266100400102 
        30.        40.       93.5  2.8409090  0.2178878           E266100400103 
        30.        40.       97.5  3.8770053  0.2545379           E266100400104 
        30.        40.      101.5  3.4759355  0.2410128           E266100400105 
        30.        40.      105.5  3.4759355  0.2410128           E266100400106 
        30.        40.      109.5  1.9385027  0.1799855           E266100400107 
        30.        40.      113.5  1.2700534  0.1456851           E266100400108 
        30.        40.      117.5  1.6042781  0.1637359           E266100400109 
        30.        40.      121.5  1.6042781  0.1637359           E266100400110 
        30.        40.      125.5  1.2700534  0.1456851           E266100400111 
        30.        40.      129.5  1.9385027  0.1799855           E266100400112 
        30.        40.      133.5  3.4759355  0.2410128           E266100400113 
        30.        40.      137.5  3.4759355  0.2410128           E266100400114 
        30.        40.      141.5  3.8770053  0.2545379           E266100400115 
        30.        40.      145.5  2.8409090  0.2178878           E266100400116 
        30.        40.      149.5  2.6069517  0.2087232           E266100400117 
        30.        40.      153.5  1.2366310  0.1437554           E266100400118 
        30.        40.      157.5  1.0026737  0.1294446           E266100400119 
        30.        40.      161.5  0.5347593  0.0945330           E266100400120 
        30.        40.      165.5  0.5347593  0.0945330           E266100400121 
        30.        40.      169.5  0.3008021  0.0708997           E266100400122 
        30.        40.      173.5  0.1336898  0.0472665           E266100400123 
        30.        40.      177.5  0.1002674  0.0409340           E266100400124 
        30.        40.      181.5  0.0334225  0.0236332           E266100400125 
        30.        40.      185.5  0.0334225  0.0236332           E266100400126 
        30.        40.      189.5  0.0000000  0.0000000           E266100400127 
        30.        40.      193.5  0.0000000  0.0000000           E266100400128 
        30.        40.      197.5  0.0000000  0.0000000           E266100400129 
        40.        50.       41.5  0.0000000  0.0000000           E266100400130 
        40.        50.       45.5  0.0374258  0.0264640           E266100400131 
        40.        50.       49.5  0.0000000  0.0000000           E266100400132 
        40.        50.       53.5  0.0748515  0.0374258           E266100400133 
        40.        50.       57.5  0.1497030  0.0529280           E266100400134 
        40.        50.       61.5  0.0374258  0.0264640           E266100400135 
        40.        50.       65.5  0.0748515  0.0374258           E266100400136 
        40.        50.       69.5  0.2619803  0.0700172           E266100400137 
        40.        50.       73.5  0.4865348  0.0954173           E266100400138 
        40.        50.       77.5  0.5613864  0.1024947           E266100400139 
        40.        50.       81.5  0.7110894  0.1153539           E266100400140 
        40.        50.       85.5  1.4406487  0.1641910           E266100400141 
