ENTRY            E0077   20091023                             E060E007700000001 
SUBENT        E0077001   20091023                             E060E007700100001 
BIB                 10         18                                 E007700100002 
TITLE      Polarization and cross section measurements for p-4He  E007700100003 
           elastic scattering at 45, 52, 60 and 65 MeV            E007700100004 
AUTHOR     (K.Imai, K.Hatanaka, H.Shimizu, N.Tamura, K.Egawa,     E007700100005 
           K.Nisimura, T.Saito, H.Sato, Y.Wakuta)                 E007700100006 
INSTITUTE  (2JPNKTO) Department of Physics                        E007700100007 
           (2JPNOSA) Research Center for Nuclear Physics          E007700100008 
           (2JPNLEP)                                              E007700100009 
           (2JPNKYU) Faculty of Engineering                       E007700100010 
REFERENCE  (J,NP/A,325,(2-3),397,197908)                          E007700100011 
PART-DET   (P)                                                    E007700100012 
INC-SOURCE Beam intensity is 10-80 nA.                            E007700100013 
           (POLIS,ATOMI)                                          E007700100014 
SAMPLE     - Chemical-form of target is element.                  E007700100015 
           - Physical-form of target is gas.                      E007700100016 
           - Target-thickness: 1000 Torr                          E007700100017 
FACILITY   (ISOCY,2JPNOSA) Research Center for Nuclear Physics    E007700100018 
DETECTOR   (GE-IN,NAICR) over all energy resolution 0.3%          E007700100019 
HISTORY    (20090825C) Nh                                         E007700100020 
ENDBIB              18          0                                 E007700100021 
COMMON               2          3                                 E007700100022 
EN-ERR     POL-BM                                                 E007700100023 
PER-CENT   NO-DIM                                                 E007700100024 
 0.2        0.7                                                   E007700100025 
ENDCOMMON            3          0                                 E007700100026 
ENDSUBENT           25          0                                 E007700199999 
SUBENT        E0077002   20091023                             E060E007700200001 
BIB                  5          6                                 E007700200002 
REACTION   (2-HE-4(P,EL)2-HE-4,,POL/DA,,ANA)                      E007700200003 
EN-SEC     ANG-CM is polar angle (c.m.) between beam and proton   E007700200004 
METHOD     (LRASY,SFLIP)                                          E007700200005 
ERR-ANALYS (ERR-1) Normalization uncertainty                      E007700200006 
           (DATA-ERR) Relative uncertainty only                   E007700200007 
STATUS     (TABLE) Takem from Table 1, p401 of reference          E007700200008 
ENDBIB               6          0                                 E007700200009 
COMMON               1          3                                 E007700200010 
ERR-1                                                             E007700200011 
PER-CENT                                                          E007700200012 
 1.8                                                              E007700200013 
ENDCOMMON            3          0                                 E007700200014 
DATA                 4        141                                 E007700200015 
EN         ANG-CM     DATA       DATA-ERR                         E007700200016 
MEV        ADEG       NO-DIM     NO-DIM                           E007700200017 
 45.0       25.13      0.0453     0.0067                          E007700200018 
 45.0       37.50      0.0084     0.0081                          E007700200019 
 45.0       43.61      -0.0080    0.0066                          E007700200020 
 45.0       49.65      -0.007     0.012                           E007700200021 
 45.0       61.51      -0.0471    0.0091                          E007700200022 
 45.0       67.31      -0.039     0.012                           E007700200023 
 45.0       73.01      -0.029     0.015                           E007700200024 
 45.0       78.62      0.001      0.019                           E007700200025 
 45.0       84.12      -0.022     0.017                           E007700200026 
 45.0       94.80      -0.098     0.017                           E007700200027 
 45.0       99.96      -0.232     0.018                           E007700200028 
 45.0       105.01     -0.330     0.019                           E007700200029 
 45.0       109.94     -0.342     0.024                           E007700200030 
 45.0       124.05     0.082      0.012                           E007700200031 
 45.0       128.54     0.387      0.013                           E007700200032 
 45.0       132.92     0.566      0.027                           E007700200033 
 45.0       139.31     0.841      0.033                           E007700200034 
 45.0       141.40     0.896      0.011                           E007700200035 
 45.0       145.51     0.883      0.02                            E007700200036 
 45.0       149.54     0.8195     0.0073                          E007700200037 
 45.0       155.46     0.676      0.011                           E007700200038 
 45.0       161.25     0.507      0.014                           E007700200039 
 52.3       6.94       0.1242     0.0045                          E007700200040 
 52.3       7.57       0.1241     0.006                           E007700200041 
 52.3       8.84       0.1087     0.003                           E007700200042 
 52.3       10.10      0.0997     0.0034                          E007700200043 
 52.3       12.62      0.0791     0.0036                          E007700200044 
 52.3       15.13      0.0692     0.0027                          E007700200045 
 52.3       17.65      0.0695     0.0058                          E007700200046 
 52.3       20.15      0.0678     0.0039                          E007700200047 
 52.3       22.66      0.0617     0.0048                          E007700200048 
 52.3       25.15      0.0609     0.0035                          E007700200049 
 52.3       31.37      0.0504     0.0029                          E007700200050 
 52.3       37.54      0.0429     0.0027                          E007700200051 
 52.3       43.65      0.0221     0.0052                          E007700200052 
 52.3       49.70      -0.0104    0.0065                          E007700200053 
 52.3       55.67      -0.0317    0.0058                          E007700200054 
 52.3       61.56      -0.0666    0.0061                          E007700200055 
 52.3       67.37      -0.0532    0.0081                          E007700200056 
 52.3       73.08      -0.005     0.016                           E007700200057 
 52.3       78.69      0.052      0.016                           E007700200058 
 52.3       84.19      0.107      0.014                           E007700200059 
 52.3       89.58      0.123      0.016                           E007700200060 
 52.3       94.86      0.061      0.025                           E007700200061 
 52.3       100.02     -0.048     0.021                           E007700200062 
 52.3       105.07     -0.167     0.036                           E007700200063 
 52.3       107.55     -0.260     0.026                           E007700200064 
 52.3       112.42     -0.291     0.042                           E007700200065 
 52.3       114.82     -0.300     0.024                           E007700200066 
 52.3       119.52     -0.263     0.025                           E007700200067 
 52.3       124.11     -0.117     0.014                           E007700200068 
 52.3       126.36     0.057      0.018                           E007700200069 
 52.3       128.59     0.146      0.063                           E007700200070 
 52.3       130.79     0.433      0.024                           E007700200071 
 52.3       132.97     0.585      0.04                            E007700200072 
 52.3       137.25     0.796      0.025                           E007700200073 
 52.3       141.44     0.912      0.012                           E007700200074 
 52.3       143.50     0.940      0.019                           E007700200075 
 52.3       145.54     0.899      0.018                           E007700200076 
 52.3       147.97     0.876      0.029                           E007700200077 
 52.3       149.57     0.808      0.011                           E007700200078 
 52.3       157.42     0.6045     0.0091                          E007700200079 
