ENTRY            E2366   20120823                             E070E236600000001 
SUBENT        E2366001   20120823                             E070E236600100001 
BIB                 11         20                                 E236600100002 
TITLE      Measurement of energy-angular neutron distribution for E236600100003 
           7Li, 9Be(p,xn) reaction at EP = 70 MeV and 11 MeV      E236600100004 
AUTHOR     (S.Kamada, T.Itoga, Y.Unno, W.Takahashi, T.Oishi,      E236600100005 
            M.Baba)                                               E236600100006 
INSTITUTE  (2JPNTOH) Cyclotron and radioisotope center            E236600100007 
REFERENCE  (J,KPS,59,(2),1676,201108)                             E236600100008 
PART-DET   (N)                                                    E236600100009 
SAMPLE     Chemical-form of target is element.                    E236600100010 
METHOD     (TOF)                                                  E236600100011 
FACILITY   (ISOCY,2JPNTOH) K=110 MeV AVF cyclotron. at Cyclotron  E236600100012 
                           and radioisotope center.               E236600100013 
DETECTOR   (SCIN) NE213.                                          E236600100014 
ERR-ANALYS (ERR-1) Detector efficiency.                           E236600100015 
           (ERR-2) Beam current.                                  E236600100016 
           (ERR-3) Solid angle.                                   E236600100017 
           (ERR-4,,10.) Attenuation correction. (<10%)            E236600100018 
           (ERR-S,,10.) Counting. (<10%)                          E236600100019 
           (DATA-ERR) No information on source of uncertainties   E236600100020 
HISTORY    (20120207C) M.O                                        E236600100021 
           (20120427R) Received by e-mail from S.Kamada           E236600100022 
ENDBIB              20          0                                 E236600100023 
COMMON               3          3                                 E236600100024 
ERR-1      ERR-2      ERR-3                                       E236600100025 
PER-CENT   PER-CENT   PER-CENT                                    E236600100026 
 6.         5.         2.                                         E236600100027 
ENDCOMMON            3          0                                 E236600100028 
ENDSUBENT           27          0                                 E236600199999 
SUBENT        E2366002   20120823                             E070E236600200001 
BIB                  4          6                                 E236600200002 
REACTION   (3-LI-7(P,X)0-NN-1,,TTY/PY/DA/DE)                      E236600200003 
EN-SEC     ANG is polar angle (lab.) between beam and neutron     E236600200004 
           (E,N)                                                  E236600200005 
SAMPLE     - Target is natural.                                   E236600200006 
           - Target-thickness: 4.69 mm (energy loss is 1.9 MeV).  E236600200007 
STATUS     (TABLE) Fig.2 of J,KPS,59,(2),1676,2011.               E236600200008 
ENDBIB               6          0                                 E236600200009 
COMMON               2          3                                 E236600200010 
EN-MIN     EN-MAX                                                 E236600200011 
MEV        MEV                                                    E236600200012 
 68.1       70.                                                   E236600200013 
ENDCOMMON            3          0                                 E236600200014 
DATA                 4        400                                 E236600200015 
ANG        E          DATA       DATA-ERR                         E236600200016 
ADEG       MEV        P/MEVMUCSR P/MEVMUCSR                       E236600200017 
         0.        6.5   3.48E+07   2.24E+06                      E236600200018 
         0.        7.5   3.92E+07   2.49E+06                      E236600200019 
         0.        8.5   4.49E+07   2.84E+06                      E236600200020 
         0.        9.5   4.56E+07   2.88E+06                      E236600200021 
         0.       10.5   4.58E+07   2.90E+06                      E236600200022 
         0.       11.5   4.85E+07   3.06E+06                      E236600200023 
         0.       12.5   5.06E+07   3.19E+06                      E236600200024 
         0.       13.5   5.16E+07   3.26E+06                      E236600200025 
         0.       14.5   5.42E+07   3.42E+06                      E236600200026 
         0.       15.5   5.46E+07   3.45E+06                      E236600200027 
         0.       16.5   5.44E+07   3.44E+06                      E236600200028 
         0.       17.5   5.50E+07   3.48E+06                      E236600200029 
         0.       18.5   5.74E+07   3.63E+06                      E236600200030 
         0.       19.5   6.01E+07   3.79E+06                      E236600200031 
         0.       20.5   6.12E+07   3.86E+06                      E236600200032 
         0.       21.5   6.25E+07   3.94E+06                      E236600200033 
         0.       22.5   6.45E+07   4.06E+06                      E236600200034 
         0.       23.5   6.77E+07   4.25E+06                      E236600200035 
         0.       24.5   6.86E+07   4.30E+06                      E236600200036 
         0.       25.5   7.28E+07   4.55E+06                      E236600200037 
         0.       26.5   7.40E+07   4.62E+06                      E236600200038 
         0.       27.5   8.71E+07   5.41E+06                      E236600200039 
         0.       28.5   8.03E+07   5.00E+06                      E236600200040 
         0.       29.5   7.78E+07   4.86E+06                      E236600200041 
         0.       30.5   7.63E+07   4.77E+06                      E236600200042 
         0.       31.5   7.39E+07   4.62E+06                      E236600200043 
         0.       32.5   7.43E+07   4.65E+06                      E236600200044 
         0.       33.5   7.30E+07   4.57E+06                      E236600200045 
         0.       34.5   7.52E+07   4.71E+06                      E236600200046 
         0.       35.5   7.45E+07   4.67E+06                      E236600200047 
         0.       36.5   7.22E+07   4.53E+06                      E236600200048 
         0.       37.5   7.16E+07   4.50E+06                      E236600200049 
         0.       38.5   6.88E+07   4.33E+06                      E236600200050 
         0.       39.5   6.75E+07   4.26E+06                      E236600200051 
         0.       40.5   6.66E+07   4.21E+06                      E236600200052 
         0.       41.5   6.70E+07   4.23E+06                      E236600200053 
         0.       42.5   6.43E+07   4.08E+06                      E236600200054 
         0.       43.5   6.38E+07   4.05E+06                      E236600200055 
         0.       44.5   6.40E+07   4.06E+06                      E236600200056 
         0.       45.5   6.60E+07   4.19E+06                      E236600200057 
         0.       46.5   6.61E+07   4.19E+06                      E236600200058 
         0.       47.5   6.66E+07   4.23E+06                      E236600200059 
         0.       48.5   6.36E+07   4.05E+06                      E236600200060 
         0.       49.5   6.61E+07   4.21E+06                      E236600200061 
         0.       50.5   6.35E+07   4.05E+06                      E236600200062 
         0.       51.5   6.24E+07   3.99E+06                      E236600200063 
         0.       52.5   5.89E+07   3.78E+06                      E236600200064 
         0.       53.5   5.46E+07   3.53E+06                      E236600200065 
         0.       54.5   5.74E+07   3.70E+06                      E236600200066 
         0.       55.5   5.26E+07   3.41E+06                      E236600200067 
         0.       56.5   5.06E+07   3.29E+06                      E236600200068 
         0.       57.5   4.92E+07   3.21E+06                      E236600200069 
         0.       58.5   4.16E+07   2.76E+06                      E236600200070 
         0.       59.5   3.53E+07   2.39E+06                      E236600200071 
         0.       60.5   3.05E+07   2.10E+06                      E236600200072 
         0.       61.5   2.82E+07   1.96E+06                      E236600200073 
         0.       62.5   3.87E+07   2.60E+06                      E236600200074 
         0.       63.5   5.45E+07   3.56E+06                      E236600200075 
         0.       64.5   8.03E+07   5.11E+06                      E236600200076 
         0.       65.5   2.53E+08   1.55E+07                      E236600200077 
         0.       66.5   5.66E+08   3.43E+07                      E236600200078 
         0.       67.5   6.47E+08   3.92E+07                      E236600200079 
         0.       68.5   4.57E+08   2.77E+07                      E236600200080 
         0.       69.5   2.31E+08   1.42E+07                      E236600200081 
         0.       70.5   4.10E+07   2.76E+06                      E236600200082 
        15.        6.5   2.82E+07   1.91E+06                      E236600200083 
        15.        7.5   3.42E+07   2.23E+06                      E236600200084 
        15.        8.5   4.03E+07   2.60E+06                      E236600200085 
        15.        9.5   4.06E+07   2.60E+06                      E236600200086 
        15.       10.5   4.43E+07   2.83E+06                      E236600200087 
        15.       11.5   4.65E+07   2.96E+06                      E236600200088 
        15.       12.5   4.87E+07   3.10E+06                      E236600200089 
        15.       13.5   5.07E+07   3.22E+06                      E236600200090 
        15.       14.5   5.28E+07   3.35E+06                      E236600200091 
        15.       15.5   5.50E+07   3.49E+06                      E236600200092 
        15.       16.5   5.39E+07   3.43E+06                      E236600200093 
        15.       17.5   5.48E+07   3.48E+06                      E236600200094 
        15.       18.5   5.82E+07   3.69E+06                      E236600200095 
        15.       19.5   5.86E+07   3.71E+06                      E236600200096 
        15.       20.5   5.95E+07   3.77E+06                      E236600200097 
        15.       21.5   6.10E+07   3.86E+06                      E236600200098 
        15.       22.5   6.10E+07   3.85E+06                      E236600200099 
        15.       23.5   7.02E+07   4.40E+06                      E236600200100 
        15.       24.5   6.98E+07   4.37E+06                      E236600200101 
        15.       25.5   6.93E+07   4.34E+06                      E236600200102 
        15.       26.5   7.15E+07   4.48E+06                      E236600200103 
        15.       27.5   7.50E+07   4.69E+06                      E236600200104 
        15.       28.5   7.33E+07   4.59E+06                      E236600200105 
        15.       29.5   7.64E+07   4.77E+06                      E236600200106 
        15.       30.5   7.83E+07   4.89E+06                      E236600200107 
        15.       31.5   7.57E+07   4.73E+06                      E236600200108 
        15.       32.5   7.62E+07   4.77E+06                      E236600200109 
        15.       33.5   7.75E+07   4.85E+06                      E236600200110 
        15.       34.5   7.62E+07   4.77E+06                      E236600200111 
        15.       35.5   7.91E+07   4.95E+06                      E236600200112 
        15.       36.5   7.88E+07   4.93E+06                      E236600200113 
        15.       37.5   8.01E+07   5.01E+06                      E236600200114 
        15.       38.5   7.70E+07   4.83E+06                      E236600200115 
        15.       39.5   7.80E+07   4.89E+06                      E236600200116 
        15.       40.5   7.65E+07   4.80E+06                      E236600200117 
        15.       41.5   7.74E+07   4.86E+06                      E236600200118 
        15.       42.5   7.84E+07   4.92E+06                      E236600200119 
        15.       43.5   8.06E+07   5.06E+06                      E236600200120 
        15.       44.5   8.26E+07   5.18E+06                      E236600200121 
        15.       45.5   8.63E+07   5.41E+06                      E236600200122 
        15.       46.5   8.59E+07   5.38E+06                      E236600200123 
        15.       47.5   8.71E+07   5.46E+06                      E236600200124 
        15.       48.5   8.96E+07   5.61E+06                      E236600200125 
        15.       49.5   9.31E+07   5.83E+06                      E236600200126 
        15.       50.5   9.01E+07   5.65E+06                      E236600200127 
        15.       51.5   9.07E+07   5.69E+06                      E236600200128 
        15.       52.5   9.02E+07   5.66E+06                      E236600200129 
        15.       53.5   8.90E+07   5.59E+06                      E236600200130 
        15.       54.5   8.70E+07   5.48E+06                      E236600200131 
        15.       55.5   8.83E+07   5.56E+06                      E236600200132 
        15.       56.5   8.39E+07   5.30E+06                      E236600200133 
        15.       57.5   7.48E+07   4.75E+06                      E236600200134 
        15.       58.5   6.81E+07   4.36E+06                      E236600200135 
        15.       59.5   6.33E+07   4.07E+06                      E236600200136 
        15.       60.5   6.22E+07   4.01E+06                      E236600200137 
        15.       61.5   5.81E+07   3.76E+06                      E236600200138 
        15.       62.5   5.21E+07   3.41E+06                      E236600200139 
        15.       63.5   4.44E+07   2.95E+06                      E236600200140 
        15.       64.5   7.76E+07   4.94E+06                      E236600200141 
        15.       65.5   1.83E+08   1.12E+07                      E236600200142 
        15.       66.5   2.32E+08   1.42E+07                      E236600200143 
        15.       67.5   1.73E+08   1.07E+07                      E236600200144 
        15.       68.5   9.19E+07   5.82E+06                      E236600200145 
        15.       69.5   2.77E+07   1.96E+06                      E236600200146 
        15.       70.5   1.29E+06    302000.                      E236600200147 
        30.        6.5   3.20E+07   2.02E+06                      E236600200148 
        30.        7.5   3.57E+07   2.23E+06                      E236600200149 
        30.        8.5   3.97E+07   2.48E+06                      E236600200150 
        30.        9.5   4.01E+07   2.50E+06                      E236600200151 
        30.       10.5   4.14E+07   2.58E+06                      E236600200152 
        30.       11.5   4.26E+07   2.65E+06                      E236600200153 
        30.       12.5   4.26E+07   2.66E+06                      E236600200154 
        30.       13.5   4.47E+07   2.79E+06                      E236600200155 
        30.       14.5   4.55E+07   2.84E+06                      E236600200156 
        30.       15.5   4.53E+07   2.83E+06                      E236600200157 
        30.       16.5   4.46E+07   2.79E+06                      E236600200158 
        30.       17.5   4.73E+07   2.95E+06                      E236600200159 
        30.       18.5   4.77E+07   2.98E+06                      E236600200160 
        30.       19.5   4.80E+07   3.00E+06                      E236600200161 
        30.       20.5   5.02E+07   3.13E+06                      E236600200162 
        30.       21.5   5.14E+07   3.20E+06                      E236600200163 
        30.       22.5   5.18E+07   3.23E+06                      E236600200164 
        30.       23.5   5.22E+07   3.25E+06                      E236600200165 
        30.       24.5   5.29E+07   3.29E+06                      E236600200166 
        30.       25.5   5.47E+07   3.40E+06                      E236600200167 
        30.       26.5   5.71E+07   3.54E+06                      E236600200168 
        30.       27.5   5.80E+07   3.59E+06                      E236600200169 
        30.       28.5   5.72E+07   3.55E+06                      E236600200170 
        30.       29.5   5.79E+07   3.59E+06                      E236600200171 
        30.       30.5   5.91E+07   3.66E+06                      E236600200172 
        30.       31.5   5.57E+07   3.46E+06                      E236600200173 
        30.       32.5   5.70E+07   3.54E+06                      E236600200174 
        30.       33.5   5.67E+07   3.52E+06                      E236600200175 
        30.       34.5   5.78E+07   3.59E+06                      E236600200176 
        30.       35.5   5.57E+07   3.46E+06                      E236600200177 
        30.       36.5   5.70E+07   3.55E+06                      E236600200178 
        30.       37.5   5.50E+07   3.43E+06                      E236600200179 
        30.       38.5   5.30E+07   3.31E+06                      E236600200180 
        30.       39.5   5.08E+07   3.18E+06                      E236600200181 
        30.       40.5   4.94E+07   3.10E+06                      E236600200182 
        30.       41.5   5.14E+07   3.22E+06                      E236600200183 
        30.       42.5   4.93E+07   3.10E+06                      E236600200184 
        30.       43.5   5.04E+07   3.16E+06                      E236600200185 
        30.       44.5   5.08E+07   3.19E+06                      E236600200186 
        30.       45.5   4.90E+07   3.08E+06                      E236600200187 
        30.       46.5   4.63E+07   2.92E+06                      E236600200188 
        30.       47.5   4.70E+07   2.97E+06                      E236600200189 
        30.       48.5   4.46E+07   2.82E+06                      E236600200190 
        30.       49.5   4.35E+07   2.76E+06                      E236600200191 
        30.       50.5   4.10E+07   2.61E+06                      E236600200192 
        30.       51.5   3.97E+07   2.54E+06                      E236600200193 
        30.       52.5   3.73E+07   2.39E+06                      E236600200194 
        30.       53.5   3.60E+07   2.32E+06                      E236600200195 
        30.       54.5   3.52E+07   2.27E+06                      E236600200196 
        30.       55.5   3.12E+07   2.03E+06                      E236600200197 
        30.       56.5   3.12E+07   2.03E+06                      E236600200198 
        30.       57.5   3.22E+07   2.10E+06                      E236600200199 
        30.       58.5   3.33E+07   2.16E+06                      E236600200200 
        30.       59.5   3.49E+07   2.26E+06                      E236600200201 
        30.       60.5   2.49E+07   1.67E+06                      E236600200202 
        30.       61.5   1.45E+07   1.03E+06                      E236600200203 
        30.       62.5   1.46E+07   1.04E+06                      E236600200204 
        30.       63.5   3.43E+07   2.24E+06                      E236600200205 
        30.       64.5   4.03E+07   2.60E+06                      E236600200206 
        30.       65.5   2.72E+07   1.81E+06                      E236600200207 
        30.       66.5   1.37E+07    995000.                      E236600200208 
        30.       67.5   3.81E+06    378000.                      E236600200209 
        30.       68.5    116000.     77000.                      E236600200210 
        30.       69.5     31900.     62600.                      E236600200211 
        45.        6.5   2.78E+07   1.73E+06                      E236600200212 
        45.        7.5   3.08E+07   1.90E+06                      E236600200213 
        45.        8.5   3.50E+07   2.15E+06                      E236600200214 
        45.        9.5   3.46E+07   2.13E+06                      E236600200215 
        45.       10.5   3.47E+07   2.14E+06                      E236600200216 
        45.       11.5   3.44E+07   2.12E+06                      E236600200217 
        45.       12.5   3.55E+07   2.19E+06                      E236600200218 
        45.       13.5   3.59E+07   2.22E+06                      E236600200219 
        45.       14.5   3.74E+07   2.31E+06                      E236600200220 
        45.       15.5   3.66E+07   2.26E+06                      E236600200221 
        45.       16.5   3.64E+07   2.25E+06                      E236600200222 
        45.       17.5   3.53E+07   2.18E+06                      E236600200223 
        45.       18.5   3.60E+07   2.23E+06                      E236600200224 
        45.       19.5   3.48E+07   2.16E+06                      E236600200225 
        45.       20.5   3.44E+07   2.13E+06                      E236600200226 
        45.       21.5   3.44E+07   2.13E+06                      E236600200227 
        45.       22.5   3.24E+07   2.01E+06                      E236600200228 
        45.       23.5   3.27E+07   2.03E+06                      E236600200229 
