ENTRY            E2253   20190117                             E121E225300000001 
SUBENT        E2253001   20190117                             E121E225300100001 
BIB                  8          9                                 E225300100002 
TITLE      Two-Particle States Excited by The (a,d) Reactions on  E225300100003 
           s-d Shell Nuclei                                       E225300100004 
AUTHOR     (D.-H.Kim)                                             E225300100005 
INSTITUTE  (2JPNKTO) Department of Physics, Faculty of Science    E225300100006 
REFERENCE  (J,JPJ,21,2445,1966)                                   E225300100007 
PART-DET   (D)                                                    E225300100008 
FACILITY   (CYCLO,2JPNKTO)                                        E225300100009 
DETECTOR   (SIBAR)                                                E225300100010 
HISTORY    (20181227C) Tada                                       E225300100011 
ENDBIB               9          0                                 E225300100012 
COMMON               1          3                                 E225300100013 
EN                                                                E225300100014 
MEV                                                               E225300100015 
 29.0                                                             E225300100016 
ENDCOMMON            3          0                                 E225300100017 
ENDSUBENT           16          0                                 E225300199999 
SUBENT        E2253002   20190117                             E121E225300200001 
BIB                  5         11                                 E225300200002 
REACTION   (12-MG-24(A,D)13-AL-26,PAR,DA,,(A))                    E225300200003 
EN-SEC     ANG-CM is polar angle (c.m.) between beam and deuteron E225300200004 
           (E-LVL,13-AL-26)                                       E225300200005 
SAMPLE     - Target is natural.                                   E225300200006 
           - Chemical-form of target is element.                  E225300200007 
           - Physical-form of target is solid.                    E225300200008 
           - Target-thickness is 0.50 mg/cm2.                     E225300200009 
           - Target is self supported.                            E225300200010 
ERR-ANALYS (DATA-ERR) No information on source of uncertainties   E225300200011 
STATUS     (CURVE) Fig. 3 and 4 of J. Phys. Soc. Jpn. 21, 2445,   E225300200012 
                   1966                                           E225300200013 
ENDBIB              11          0                                 E225300200014 
NOCOMMON             0          0                                 E225300200015 
DATA                 4        117                                 E225300200016 
E-LVL      ANG-CM     DATA-CM    DATA-ERR                         E225300200017 
MEV        ADEG       MB/SR      MB/SR                            E225300200018 
         0.      14.57  8.995E-01  9.071E-02                      E225300200019 
         0.      17.82  7.812E-01  4.847E-02                      E225300200020 
         0.      20.21  7.328E-01  4.105E-02                      E225300200021 
         0.      22.95  6.488E-01  4.414E-02                      E225300200022 
         0.      26.88  5.970E-01  4.062E-02                      E225300200023 
         0.      29.62  4.418E-01  2.741E-02                      E225300200024 
         0.      34.58  3.106E-01  1.927E-02                      E225300200025 
         0.      40.24  1.496E-01  1.196E-02                      E225300200026 
         0.      45.70  1.458E-01  1.336E-02                      E225300200027 
         0.      52.35  2.048E-01  1.271E-02                      E225300200028 
         0.      57.97  2.698E-01  1.511E-02                      E225300200029 
         0.      62.40  2.876E-01  2.128E-02                      E225300200030 
         0.      67.36  2.482E-01  1.540E-02                      E225300200031 
         0.      73.34  2.170E-01  1.215E-02                      E225300200032 
         0.      77.96  1.658E-01  1.227E-02                      E225300200033 
         0.      83.26  1.107E-01  8.193E-03                      E225300200034 
         0.      88.91  6.025E-02  6.077E-03                      E225300200035 
         0.      93.68  9.079E-02  8.844E-03                      E225300200036 
         0.      98.78  1.516E-01  1.564E-02                      E225300200037 
       0.42      14.58  8.223E-01  1.172E-01                      E225300200038 
       0.42      18.00  6.446E-01  5.906E-02                      E225300200039 
       0.42      20.75  3.530E-01  3.028E-02                      E225300200040 
       0.42      23.32  3.228E-01  3.699E-02                      E225300200041 
       0.42      26.56  2.989E-01  3.762E-02                      E225300200042 
       0.42      29.13  2.419E-01  3.448E-02                      E225300200043 
       0.42      34.58  3.290E-01  2.857E-02                      E225300200044 
       0.42      40.55  3.692E-01  3.383E-02                      E225300200045 
       0.42      46.54  2.298E-01  2.106E-02                      E225300200046 
       0.42      52.02  1.496E-01  1.544E-02                      E225300200047 
       0.42      57.35  4.291E-02  7.728E-03                      E225300200048 
       0.42      62.82  3.848E-02  6.109E-03                      E225300200049 
       0.42      68.27  4.431E-02  6.056E-03                      E225300200050 
       0.42      73.56  4.909E-02  6.178E-03                      E225300200051 
       0.42      79.03  3.518E-02  5.066E-03                      E225300200052 
       0.42      84.17  2.521E-02  4.408E-03                      E225300200053 
       0.42      94.42  1.807E-02  3.722E-03                      E225300200054 
       0.42      99.52  3.075E-02  7.701E-03                      E225300200055 
       1.06      17.59  1.232E-01  1.870E-02                      E225300200056 
       1.06      20.24  9.112E-02  1.583E-02                      E225300200057 
       1.06      23.27  5.769E-02  8.075E-03                      E225300200058 
       1.06      27.04  4.516E-02  8.096E-03                      E225300200059 
       1.06      30.55  5.177E-02  8.994E-03                      E225300200060 
       1.06      35.18  7.547E-02  1.056E-02                      E225300200061 
       1.06      40.83  8.061E-02  1.128E-02                      E225300200062 
       1.06      46.24  6.708E-02  9.101E-03                      E225300200063 
       1.06      52.14  6.400E-02  8.000E-03                      E225300200064 
       1.06      57.92  5.325E-02  8.085E-03                      E225300200065 
       1.06      62.94  5.452E-02  7.397E-03                      E225300200066 
       1.06      67.95  7.166E-02  9.339E-03                      E225300200067 
       1.06      72.98  6.868E-02  9.890E-03                      E225300200068 
       1.06      78.88  6.076E-02  7.760E-03                      E225300200069 
       1.06      83.92  4.090E-02  6.544E-03                      E225300200070 
       1.06      89.20  3.404E-02  5.726E-03                      E225300200071 
       1.06      94.60  3.247E-02  5.284E-03                      E225300200072 
       1.06      99.35  4.756E-02  1.041E-02                      E225300200073 
       1.90      14.09  3.030E-01  6.501E-02                      E225300200074 
       1.90      17.05  3.046E-01  3.063E-02                      E225300200075 
       1.90      20.13  2.916E-01  3.087E-02                      E225300200076 
       1.90      23.15  2.965E-01  3.156E-02                      E225300200077 
       1.90      26.17  3.057E-01  2.949E-02                      E225300200078 
       1.90      28.64  2.874E-01  2.452E-02                      E225300200079 
       1.90      34.12  2.439E-01  2.080E-02                      E225300200080 
       1.90      40.29  1.256E-01  1.443E-02                      E225300200081 
       1.90      45.94  6.377E-02  9.572E-03                      E225300200082 
       1.90      51.62  7.980E-02  8.598E-03                      E225300200083 
       1.90      57.12  8.568E-02  9.231E-03                      E225300200084 
       1.90      62.57  7.356E-02  8.054E-03                      E225300200085 
       1.90      68.02  6.567E-02  7.802E-03                      E225300200086 
       1.90      78.68  5.426E-02  6.662E-03                      E225300200087 
       1.90      83.74  5.733E-02  9.510E-03                      E225300200088 
       1.90      89.37  6.582E-02  7.557E-03                      E225300200089 
       1.90      94.08  5.617E-02  6.896E-03                      E225300200090 
       1.90      99.18  5.488E-02  1.169E-02                      E225300200091 
       3.60      17.72  5.345E-01  5.585E-02                      E225300200092 
       3.60      21.00  5.744E-01  4.028E-02                      E225300200093 
