ENTRY            E2616   20201014                             E129E261600000001 
SUBENT        E2616001   20201014                             E129E261600100001 
BIB                 11         51                                 E261600100002 
TITLE      Spallation and fragmentation cross sections for 168    E261600100003 
           MeV/nucleon 136Xe ions on proton, deuteron, and carbon E261600100004 
           targets                                                E261600100005 
AUTHOR     (X.H.Sun, H.Wang, H.Otsu, H.Sakurai, D.S.Ahn, M.Aikawa,E261600100006 
            N.Fukuda, T.Isobe, S.Kawakami, S.Koyama, T.Kubo,      E261600100007 
            S.Kubono, G.Lorusso, Y.Maeda, A.Makinaga, S.Momiyama, E261600100008 
            K.Nakano, S.Nakayama, M.Niikura, Y.Shiga,             E261600100009 
            A.Soederstroem, H.Suzuki, H.Takeda, S.Takeuchi,       E261600100010 
            R.Taniuchi, Ya.Watanabe, Yu.Watanabe, H.Yamasaki,     E261600100011 
            X.F.Yang, Y.L.Ye, K.Yoshida)                          E261600100012 
INSTITUTE  (3CPRBJG) School of Physics and State Key Laboratory   E261600100013 
                     of Nuclear Physics and Technology            E261600100014 
           (2JPNIPC) RIKEN Nishina Center                         E261600100015 
           (2JPNHOK) Faculty of Science                           E261600100016 
           (2JPNMZK) Faculty of Engineering                       E261600100017 
           (2JPNTOK) Graduate School of Science                   E261600100018 
           (2JPNHOK) Graduate School of Medicine                  E261600100019 
           (2JPNJPN) JEin Institute for Fundamental Science, NPO  E261600100020 
                     Einstein, Kyoto                              E261600100021 
           (2JPNJPN) Faculty of Fukuoka Medical Technology,       E261600100022 
                     Teikyo University, Fukuoka                   E261600100023 
           (2JPNKYU) Department of Advanced Energy Engineering    E261600100024 
                     Science                                      E261600100025 
           (2JPNJAE) Nuclear Data Center                          E261600100026 
           (2JPNYOK) Department of Physics                        E261600100027 
REFERENCE  (J,PR/C,101,064623,2020)                               E261600100028 
           Main reference. See also TITLE and AUTHOR.             E261600100029 
           (S,CERN-PROC-2019-001,153,2019)                        E261600100030 
           X.Sun+, preliminary result                             E261600100031 
           (S,JAEA-C-2018-001,99,2018) X.Sun+, preliminary result E261600100032 
INC-SOURCE Beam intensity is 1.6E+3 PPS.                          E261600100033 
           (FRAGM) Secondary beams were produced by the in-flight E261600100034 
                   fission of 238U on a beryllium target.         E261600100035 
SAMPLE     - Chemical-form of target: CH2, CD2 and C              E261600100036 
           - Physical-form of target is solid.                    E261600100037 
           - Target-thickness: 179.2 mg/cm2 for CH2, 217.8 for    E261600100038 
             CD2 and 226.0 for C                                  E261600100039 
METHOD     (TOF,EDE)                                              E261600100040 
FACILITY   (CYCLO,2JPNIPC)                                        E261600100041 
DETECTOR   (MAGSP) ZeroDegree                                     E261600100042 
ERR-ANALYS (ERR-1,,2.) target thickness (<2%)                     E261600100043 
           (ERR-2,,5.) charge state distribution (<5%)            E261600100044 
           (ERR-3,,10.) acceptance of the ZeroDegree spectrometer E261600100045 
                        (<10%)                                    E261600100046 
HISTORY    (20190711R) Received by e-mail from X.Sun              E261600100047 
           (20190722C) MA                                         E261600100048 
           (20200603R) Finalized data received by e-mail from     E261600100049 
                       X.Sun                                      E261600100050 
           (20200825A) MA: Added main and third references in     E261600100051 
                       001; Replaced numerical data in 002-004;   E261600100052 
                       Added subentries 005-006.                  E261600100053 
ENDBIB              51          0                                 E261600100054 
COMMON               1          3                                 E261600100055 
EN                                                                E261600100056 
MEV/A                                                             E261600100057 
 168.                                                             E261600100058 
ENDCOMMON            3          0                                 E261600100059 
ENDSUBENT           58          0                                 E261600199999 
SUBENT        E2616002   20201014                             E129E261600200001 
BIB                  4          7                                 E261600200002 
REACTION   ((1-H-1(54-XE-136,X)ELEM/MASS,,SIG)=                   E261600200003 
           (54-XE-136(P,X)ELEM/MASS,,SIG))                        E261600200004 
ERR-ANALYS (ERR-SYS,,12.) Total systematic uncertainty (<12%)     E261600200005 
           (ERR-S) Statistical uncertainty                        E261600200006 
STATUS     (TABLE) Data received by e-mail from X. Sun and listed E261600200007 
                   in Table II of Phys. Rev. C 101, 064623 (2020) E261600200008 
HISTORY    (20200825A) MA: Numerical data replaced.               E261600200009 
ENDBIB               7          0                                 E261600200010 
NOCOMMON             0          0                                 E261600200011 
DATA                 4         73                                 E261600200012 
ELEMENT    MASS       DATA       ERR-S                            E261600200013 
NO-DIM     NO-DIM     MB         MB                               E261600200014 
        55.       136.       4.00       0.86                      E261600200015 
        55.       135.      14.35       0.60                      E261600200016 
        55.       134.      22.69       0.83                      E261600200017 
        55.       133.      26.02       0.93                      E261600200018 
        55.       132.      27.67       0.93                      E261600200019 
        55.       131.      28.46       0.63                      E261600200020 
        55.       130.      26.36       0.59                      E261600200021 
        55.       129.      25.14       0.57                      E261600200022 
        55.       128.      20.51       0.66                      E261600200023 
        55.       127.      19.01       0.63                      E261600200024 
        55.       126.      13.72       0.53                      E261600200025 
        54.       135.      79.23       3.48                      E261600200026 
        54.       134.      58.01       2.78                      E261600200027 
        54.       133.      61.69       1.40                      E261600200028 
        54.       132.      67.15       1.58                      E261600200029 
        54.       131.      61.99       1.51                      E261600200030 
        54.       130.      58.38       1.46                      E261600200031 
        54.       129.      55.84       0.91                      E261600200032 
        54.       128.      52.31       0.88                      E261600200033 
        54.       127.      41.41       0.79                      E261600200034 
        54.       126.      35.31       0.93                      E261600200035 
        54.       125.      24.20       0.79                      E261600200036 
        54.       124.      13.54       0.63                      E261600200037 
        53.       135.       8.67       1.23                      E261600200038 
        53.       134.      13.31       1.21                      E261600200039 
        53.       133.      17.05       1.77                      E261600200040 
        53.       132.      14.63       1.47                      E261600200041 
        53.       131.      25.49       1.72                      E261600200042 
        53.       130.      23.26       0.88                      E261600200043 
        53.       129.      25.86       1.02                      E261600200044 
        53.       128.      21.68       0.97                      E261600200045 
        53.       127.      24.81       0.66                      E261600200046 
        53.       126.      21.45       0.65                      E261600200047 
        53.       125.      17.78       0.61                      E261600200048 
        53.       124.      16.13       0.73                      E261600200049 
        53.       123.       9.43       0.64                      E261600200050 
        53.       122.       6.67       0.56                      E261600200051 
        52.       133.       1.42       0.45                      E261600200052 
        52.       132.       1.48       0.45                      E261600200053 
        52.       130.       2.24       0.61                      E261600200054 
        52.       129.       3.35       0.69                      E261600200055 
        52.       128.       4.86       0.45                      E261600200056 
        52.       127.       6.24       0.54                      E261600200057 
        52.       126.       6.06       0.56                      E261600200058 
        52.       125.       6.91       0.58                      E261600200059 
        52.       124.       7.01       0.42                      E261600200060 
        52.       123.       5.73       0.43                      E261600200061 
        52.       122.       6.00       0.55                      E261600200062 
        52.       121.       3.31       0.52                      E261600200063 
        52.       120.       1.99       0.49                      E261600200064 
        52.       119.       1.72       0.38                      E261600200065 
        51.       124.       0.92       0.29                      E261600200066 
        51.       123.       1.29       0.34                      E261600200067 
        51.       122.       1.95       0.27                      E261600200068 
        51.       121.       2.52       0.30                      E261600200069 
        51.       120.       1.70       0.31                      E261600200070 
        51.       119.       2.02       0.42                      E261600200071 
        51.       118.       0.75       0.43                      E261600200072 
        51.       117.       0.77       0.42                      E261600200073 
        50.       121.       0.25       0.22                      E261600200074 
        50.       120.       0.69       0.26                      E261600200075 
        50.       119.       0.90       0.20                      E261600200076 
        50.       118.       0.60       0.22                      E261600200077 
        50.       117.       0.34       0.33                      E261600200078 
        50.       115.       0.74       0.39                      E261600200079 
        49.       119.       0.30       0.13                      E261600200080 
        49.       118.       0.31       0.18                      E261600200081 
        49.       117.       0.45       0.21                      E261600200082 
        49.       116.       0.80       0.17                      E261600200083 
        49.       115.       0.48       0.25                      E261600200084 
        49.       114.       0.33       0.28                      E261600200085 
        48.       116.       0.07       0.10                      E261600200086 
        48.       114.       0.16       0.11                      E261600200087 
ENDDATA             75          0                                 E261600200088 
ENDSUBENT           87          0                                 E261600299999 
SUBENT        E2616003   20201014                             E129E261600300001 
BIB                  4          7                                 E261600300002 
REACTION   ((1-H-2(54-XE-136,X)ELEM/MASS,,SIG)=                   E261600300003 
           (54-XE-136(D,X)ELEM/MASS,,SIG))                        E261600300004 
ERR-ANALYS (ERR-SYS,,12.) Total systematic uncertainty (<12%)     E261600300005 
           (ERR-S) Statistical uncertainty                        E261600300006 
STATUS     (TABLE) Data received by e-mail from X. Sun and listed E261600300007 
                   in Table II of Phys. Rev. C 101, 064623 (2020) E261600300008 
HISTORY    (20200825A) MA: Numerical data replaced.               E261600300009 
ENDBIB               7          0                                 E261600300010 
