ENTRY            G4077   20191120                             G044G407700000001 
SUBENT        G4077001   20191120                             G044G407700100001 
BIB                 10         19                                 G407700100002 
TITLE      Energy dependences of proton polarization in the       G407700100003 
           gd->np reaction at angles of 43, 78, and 120 degrees   G407700100004 
AUTHOR     (A.S.Bratashevskii, A.I.Derebchinskii, A.A.Zybalov,    G407700100005 
            O.G.Konovalov, P.V.Sorokin, A.E.Tenishev)             G407700100006 
INSTITUTE  (4UKRKFT)                                              G407700100007 
REFERENCE  (J,JEL,31,270,1980) English transl. of ZEP,31,295,1980 G407700100008 
           (J,ZEP,31,295,1980) in Russian                         G407700100009 
           #NSR: 1980BR31                                         G407700100010 
FACILITY   (LINAC,4UKRKFT)                                        G407700100011 
INC-SOURCE (BRST) The bremsstrahlung beam of a 2-GeV linear       G407700100012 
           electron accelerator.                                  G407700100013 
DETECTOR   (MAGSP,TELES) The polarization of protons was measured G407700100014 
           by means of a spark chamber telescope which was placed G407700100015 
           at the exit of a magnetic spectrometer.                G407700100016 
METHOD     (DSCAT) The polarization of protons was determined fromG407700100017 
           the asymmetry of their scattering by carbon nuclei (pC G407700100018 
           scattering) by means of the maximum likelihood method. G407700100019 
ERR-ANALYS (DATA-ERR) No information on sources of uncertainties. G407700100020 
HISTORY    (20191120C) UkrNDC                                     G407700100021 
ENDBIB              19          0                                 G407700100022 
NOCOMMON             0          0                                 G407700100023 
ENDSUBENT           22          0                                 G407700199999 
SUBENT        G4077002   20191120                             G044G407700200001 
BIB                  2          2                                 G407700200002 
REACTION   (1-H-2(G,N)1-H-1,,POL/DA,P)                            G407700200003 
STATUS     (TABLE) Table 1 in JETP Letters,31,270,1980            G407700200004 
ENDBIB               2          0                                 G407700200005 
NOCOMMON             0          0                                 G407700200006 
DATA                 5         28                                 G407700200007 
ANG-CM     EN         EN-RSL-HW  DATA       DATA-ERR              G407700200008 
ADEG       MEV        MEV        NO-DIM     NO-DIM                G407700200009 
43.        375.       12.5        0.47      0.11                  G407700200010 
43.        400.       12.5       -0.39      0.07                  G407700200011 
43.        425.       12.5       -0.31      0.08                  G407700200012 
43.        450.       12.5       -0.24      0.08                  G407700200013 
43.        475.       12.5       -0.38      0.08                  G407700200014 
43.        500.       12.5       -0.37      0.09                  G407700200015 
43.        525.       12.5       -0.27      0.09                  G407700200016 
43.        550.       12.5       -0.20      0.09                  G407700200017 
43.        575.       12.5       -0.29      0.10                  G407700200018 
43.        600.       12.5       -0.23      0.14                  G407700200019 
78.        425.       12.5       -0.40      0.07                  G407700200020 
78.        450.       12.5       -0.45      0.06                  G407700200021 
78.        475.       12.5       -0.48      0.06                  G407700200022 
78.        500.       12.5       -0.62      0.07                  G407700200023 
78.        525.       12.5       -0.57      0.09                  G407700200024 
78.        550.       12.5       -0.59      0.08                  G407700200025 
78.        575.       12.5       -0.55      0.06                  G407700200026 
78.        600.       12.5       -0.62      0.06                  G407700200027 
78.        625.       12.5       -0.68      0.06                  G407700200028 
78.        650.       12.5       -0.65      0.08                  G407700200029 
78.        675.       12.5       -0.55      0.11                  G407700200030 
120.       400.       25.        -0.53      0.13                  G407700200031 
120.       450.       25.        -0.53      0.10                  G407700200032 
120.       500.       25.        -0.50      0.10                  G407700200033 
120.       550.       25.        -0.53      0.10                  G407700200034 
120.       600.       25.        -0.54      0.08                  G407700200035 
120.       650.       25.        -0.52      0.08                  G407700200036 
120.       700.       25.        -0.43      0.10                  G407700200037 
ENDDATA             30          0                                 G407700200038 
ENDSUBENT           37          0                                 G407700299999 
ENDENTRY             2          0                                 G407799999999 
