ENTRY            G4025   20180704                             G042G402500000001 
SUBENT        G4025001   20180704                             G042G402500100001 
BIB                 10         22                                 G402500100002 
TITLE      Investigation of the reaction mechanism for the        G402500100003 
            four-particle photodisintegration of a carbon nucleus G402500100004 
AUTHOR     (S.N.Afanas'ev, E.S.Gorbenko, A.F.Khodyachikh)         G402500100005 
INSTITUTE  (4UKRKFT)                                              G402500100006 
REFERENCE  (J,YF,70,873,2007)                                     G402500100007 
           #NSR 2007AF02                                          G402500100008 
           (J,PAN,70,839,2007) English translation                G402500100009 
           #doi:10.1134/S1063778807050055                         G402500100010 
INC-SOURCE (BRST,KINDT)                                           G402500100011 
FACILITY   (LINAC,4UKRKFT) LPE-300 accelerator at the KhPTI       G402500100012 
DETECTOR   (TRD) The diffusion chamber located in a magnetic fieldG402500100013 
            with a strength of 1.5 T was used. The chamber        G402500100014 
            operating volume has cylindrical form with diameter   G402500100015 
            28 cm and height 6 cm.                                G402500100016 
ERR-ANALYS (ERR-S) Statistical errors are presented.              G402500100017 
STATUS     (APRVD,TABLE) Data received from S.N.Afanas'ev         G402500100018 
HISTORY    (20081129C) UkrNDC                                     G402500100019 
           (20090821A) SD: all unused blanks from REACTION code   G402500100020 
            in Subent 008 were deleted.                           G402500100021 
           (20110203U) VS. DOI identifier corrected               G402500100022 
           (20110207A) On. INC-SOURCE revised (KINDT added)       G402500100023 
           (20180704A) On. Major revisions in 003-014.            G402500100024 
ENDBIB              22          0                                 G402500100025 
NOCOMMON             0          0                                 G402500100026 
ENDSUBENT           25          0                                 G402500199999 
SUBENT        G4025002   20110208                             G022G402500200001 
BIB                  3          3                                 G402500200002 
REACTION   (6-C-12(G,N+HE3+A)2-HE-4,,SIG)                         G402500200003 
STATUS     (TABLE) Correspond to Fig.1a and 1b.                   G402500200004 
HISTORY    (20110207A) On. REACTION (SF3-SF4,SF8) corrected       G402500200005 
ENDBIB               3          0                                 G402500200006 
NOCOMMON             0          0                                 G402500200007 
DATA                 3         28                                 G402500200008 
EN         DATA       ERR-S                                       G402500200009 
MEV        MB         MB                                          G402500200010 
30.5       0.02361    0.008350                                    G402500200011 
31.5       0.03624    0.010460                                    G402500200012 
32.5       0.07729    0.015460                                    G402500200013 
33.5       0.15434    0.022510                                    G402500200014 
34.5       0.16508    0.024080                                    G402500200015 
35.5       0.19643    0.027240                                    G402500200016 
40.0       0.16323    0.016240                                    G402500200017 
42.0       0.1199     0.013080                                    G402500200018 
44.0       0.12107    0.012980                                    G402500200019 
46.0       0.1165     0.013020                                    G402500200020 
48.0       0.09582    0.012810                                    G402500200021 
50.0       0.08081    0.012940                                    G402500200022 
52.0       0.08869    0.013560                                    G402500200023 
54.0       0.06276    0.011100                                    G402500200024 
56.0       0.06086    0.011300                                    G402500200025 
59.0       0.03928    0.005300                                    G402500200026 
63.0       0.03437    0.004720                                    G402500200027 
67.0       0.02737    0.004220                                    G402500200028 
71.0       0.02836    0.005040                                    G402500200029 
75.0       0.02325    0.004210                                    G402500200030 
79.0       0.01595    0.004140                                    G402500200031 
83.0       0.01421    0.004790                                    G402500200032 
87.0       0.01728    0.005090                                    G402500200033 
91.0       0.01098    0.003750                                    G402500200034 
95.0       0.01115    0.003430                                    G402500200035 
102.0      0.00746    0.001520                                    G402500200036 
112.0      0.00379    0.000919                                    G402500200037 
122.0      0.00287    0.000908                                    G402500200038 
ENDDATA             30          0                                 G402500200039 
ENDSUBENT           38          0                                 G402500299999 
SUBENT        G4025003   20180704                             G042G402500300001 
BIB                  3          4                                 G402500300002 
REACTION   (6-C-12(G,N+HE3+A)2-HE-4,,DA,N,AV)                     G402500300003 
STATUS     (TABLE) Correspond to Fig.4 30-36 MeV                  G402500300004 
HISTORY    (20110207A) On. REACTION (SF3-SF4,SF7-SF8) corrected   G402500300005 
           (20180704A) On. 003-008 merged into 003.               G402500300006 
ENDBIB               4          0                                 G402500300007 
NOCOMMON             0          0                                 G402500300008 
DATA                 5         67                                 G402500300009 
EN-MIN     EN-MAX     ANG-CM     DATA-CM    ERR-S                 G402500300010 
MEV        MEV        ADEG       MU-B/SR    MU-B/SR               G402500300011 
 30.         36.        10.0      15.60977   5.5787               G402500300012 
 30.         36.        30.0      17.87636   3.82124              G402500300013 
 30.         36.        50.0      11.99329   3.9134               G402500300014 
 30.         36.        70.0      13.83317   3.68625              G402500300015 
 30.         36.        90.0      19.30895   4.67864              G402500300016 
 30.         36.       110.0      17.38313   4.39494              G402500300017 
 30.         36.       130.0      15.30313   3.86926              G402500300018 
 30.         36.       150.0      17.49995   3.61356              G402500300019 
 30.         36.       170.0      15.35505   5.48784              G402500300020 
 36.         38.        22.5      17.68491   7.90888              G402500300021 
 36.         38.        37.5      29.85676   7.46331              G402500300022 
 36.         38.        52.5      32.02273   7.34661              G402500300023 
 36.         38.        67.5      31.57233   6.07906              G402500300024 
 36.         38.        82.5      29.57917   6.78611              G402500300025 
 36.         38.        97.5      32.49306   7.26528              G402500300026 
 36.         38.       112.5      21.1982    5.29911              G402500300027 
 36.         38.       127.5       7.55525   3.77851              G402500300028 
 36.         38.       142.5      19.12594   6.76136              G402500300029 
 36.         38.       157.5       7.22638   5.10992              G402500300030 
 38.         40.         7.5       8.65119   8.65119              G402500300031 
 38.         40.        22.5      23.60509   8.34559              G402500300032 
 38.         40.        37.5      15.41693   6.29346              G402500300033 
 38.         40.        52.5      21.39368   6.45089              G402500300034 
 38.         40.        67.5      32.66189   7.6992               G402500300035 
 38.         40.        82.5      28.03162   7.49177              G402500300036 
 38.         40.        97.5      16.73748   5.04699              G402500300037 
 38.         40.       112.5      22.72534   6.07306              G402500300038 
 38.         40.       127.5      15.96886   5.32295              G402500300039 
 38.         40.       142.5      20.76581   6.92132              G402500300040 
 38.         40.       157.5       6.61387   4.67657              G402500300041 
 38.         40.       172.5       8.65119   8.65119              G402500300042 
 40.         50.         7.5      11.85808   4.84097              G402500300043 
 40.         50.        22.5      26.53628   5.10712              G402500300044 
 40.         50.        37.5      27.94867   3.99261              G402500300045 
 40.         50.        52.5      22.40785   3.41716              G402500300046 
 40.         50.        67.5      23.24437   3.16328              G402500300047 
 40.         50.        82.5      18.76094   2.82817              G402500300048 
 40.         50.        97.5      19.34231   2.8214               G402500300049 
 40.         50.       112.5      13.05087   2.17529              G402500300050 
 40.         50.       127.5      14.19203   2.63522              G402500300051 
 40.         50.       142.5      13.03775   2.66146              G402500300052 
 40.         50.       157.5       5.80189   2.05131              G402500300053 
 40.         50.       172.5       5.92925   3.42308              G402500300054 
 50.         70.         7.5      17.95458   5.183                G402500300055 
 50.         70.        22.5      10.51722   2.811                G402500300056 
 50.         70.        37.5      13.49865   2.42451              G402500300057 
 50.         70.        52.5      17.14345   2.61446              G402500300058 
 50.         70.        67.5      17.10443   2.3063               G402500300059 
 50.         70.        82.5      11.10541   1.87706              G402500300060 
 50.         70.        97.5       8.90642   1.7468               G402500300061 
 50.         70.       112.5       9.58127   1.77922              G402500300062 
 50.         70.       127.5       7.66978   1.59932              G402500300063 
 50.         70.       142.5       6.08682   1.62686              G402500300064 
 50.         70.       157.5       5.29141   1.85432              G402500300065 
 50.         70.       172.5       3.72858   2.63655              G402500300066 
 70.        100.         7.5       8.64864   3.86792              G402500300067 
 70.        100.        22.5      12.81976   3.10932              G402500300068 
 70.        100.        37.5      11.87687   2.37532              G402500300069 
 70.        100.        52.5       9.49895   2.07298              G402500300070 
 70.        100.        67.5       8.97296   1.87103              G402500300071 
 70.        100.        82.5       7.04986   1.5765               G402500300072 
 70.        100.        97.5       6.79714   1.73248              G402500300073 
 70.        100.       112.5       4.60366   1.38816              G402500300074 
 70.        100.       127.5       2.83244   1.07048              G402500300075 
 70.        100.       142.5       4.75381   1.5846               G402500300076 
 70.        100.       157.5       1.12459   0.79534              G402500300077 
 70.        100.       172.5       4.05424   2.3406               G402500300078 
ENDDATA             69          0                                 G402500300079 
ENDSUBENT           78          0                                 G402500399999 
NOSUBENT      G4025004   20180704                             G042G402500400001 
NOSUBENT      G4025005   20180704                             G042G402500500001 
NOSUBENT      G4025006   20180704                             G042G402500600001 
