EN-MAX     MASS       DATA       ERR-S                            G002500200010 
MEV        NO-DIM     PC/FIS     PC/FIS                           G002500200011 
 6.8         93.        4.91E+000  2.10E-001                      G002500300044 
 6.8         94.        5.83E+000  2.29E-001                      G002500300045 
 6.8         95.        5.67E+000  2.26E-001                      G002500300046 
 6.8         96.        5.55E+000  2.23E-001                      G002500300047 
 6.8         97.        5.78E+000  2.28E-001                      G002500300048 
 6.8         98.        5.22E+000  2.17E-001                      G002500300049 
 6.8         99.        5.41E+000  2.21E-001                      G002500300050 
 6.8        100.        5.05E+000  2.13E-001                      G002500300051 
 6.8        101.        4.64E+000  2.04E-001                      G002500300052 
 6.8        102.        3.71E+000  1.83E-001                      G002500300053 
 6.8        103.        4.18E+000  1.94E-001                      G002500300054 
 6.8        104.        3.17E+000  1.69E-001                      G002500300055 
 6.8        105.        2.65E+000  1.54E-001                      G002500300056 
 6.8        106.        2.21E+000  1.41E-001                      G002500300057 
 6.8        107.        1.98E+000  1.33E-001                      G002500300058 
 6.8        108.        1.27E+000  1.07E-001                      G002500300059 
 6.8        109.        8.00E-001  8.48E-002                      G002500300060 
 6.8        110.        7.55E-001  8.24E-002                      G002500300061 
 6.8        111.        5.58E-001  7.08E-002                      G002500300062 
 6.8        112.        3.96E-001  5.97E-002                      G002500300063 
 6.8        113.        2.34E-001  4.59E-002                      G002500300064 
 6.8        114.        1.71E-001  3.92E-002                      G002500300065 
 6.8        115.        8.99E-002  2.84E-002                      G002500300066 
 6.8        116.        1.17E-001  3.24E-002                      G002500300067 
 6.8        117.        8.99E-002  2.84E-002                      G002500300068 
 6.8        118.        1.17E-001  3.24E-002                      G002500300069 
 6.8        119.        8.99E-002  2.84E-002                      G002500300070 
 6.8        120.        1.71E-001  3.92E-002                      G002500300071 
 6.8        121.        2.34E-001  4.59E-002                      G002500300072 
 6.8        122.        3.96E-001  5.97E-002                      G002500300073 
 6.8        123.        5.58E-001  7.08E-002                      G002500300074 
 6.8        124.        7.55E-001  8.24E-002                      G002500300075 
 6.8        125.        8.00E-001  8.48E-002                      G002500300076 
 6.8        126.        1.27E+000  1.07E-001                      G002500300077 
 6.8        127.        1.98E+000  1.33E-001                      G002500300078 
 6.8        128.        2.21E+000  1.41E-001                      G002500300079 
 6.8        129.        2.65E+000  1.54E-001                      G002500300080 
 6.8        130.        3.17E+000  1.69E-001                      G002500300081 
 6.8        131.        4.18E+000  1.94E-001                      G002500300082 
 6.8        132.        3.71E+000  1.83E-001                      G002500300083 
 6.8        133.        4.64E+000  2.04E-001                      G002500300084 
 6.8        134.        5.05E+000  2.13E-001                      G002500300085 
 6.8        135.        5.41E+000  2.21E-001                      G002500300086 
 6.8        136.        5.22E+000  2.17E-001                      G002500300087 
 6.8        137.        5.78E+000  2.28E-001                      G002500300088 
 6.8        138.        5.55E+000  2.23E-001                      G002500300089 
 6.8        139.        5.67E+000  2.26E-001                      G002500300090 
 6.8        140.        5.83E+000  2.29E-001                      G002500300091 
 6.8        141.        4.91E+000  2.10E-001                      G002500300092 
 6.8        142.        4.62E+000  2.04E-001                      G002500300093 
 6.8        143.        4.63E+000  2.04E-001                      G002500300094 
 6.8        144.        4.15E+000  1.93E-001                      G002500300095 
 6.8        145.        3.67E+000  1.82E-001                      G002500300096 
 6.8        146.        2.76E+000  1.58E-001                      G002500300097 
 6.8        147.        2.29E+000  1.44E-001                      G002500300098 
 6.8        148.        2.06E+000  1.36E-001                      G002500300099 
 6.8        149.        1.49E+000  1.16E-001                      G002500300100 
 6.8        150.        1.21E+000  1.04E-001                      G002500300101 
 6.8        151.        8.18E-001  8.58E-002                      G002500300102 
 6.8        152.        5.85E-001  7.25E-002                      G002500300103 
 6.8        153.        5.04E-001  6.73E-002                      G002500300104 
 6.8        154.        2.61E-001  4.84E-002                      G002500300105 
 6.8        155.        2.61E-001  4.84E-002                      G002500300106 
 6.8        156.        9.89E-002  2.98E-002                      G002500300107 
 6.8        157.        7.19E-002  2.54E-002                      G002500300108 
 6.8        158.        6.29E-002  2.38E-002                      G002500300109 
 6.8        159.        0.00E+000  0.00E+000                      G002500300110 
 6.8        160.        2.70E-002  1.56E-002                      G002500300111 
 6.8        161.        8.99E-003  8.99E-003                      G002500300112 
 6.8        162.        0.00E+000  0.00E+000                      G002500300113 
 6.8        163.        0.00E+000  0.00E+000                      G002500300114 
 6.8        164.        0.00E+000  0.00E+000                      G002500300115 
 6.8        165.        8.99E-003  8.99E-003                      G002500300116 
 6.8        166.        0.00E+000  0.00E+000                      G002500300117 
 6.8        167.        0.00E+000  0.00E+000                      G002500300118 
 6.8        168.        0.00E+000  0.00E+000                      G002500300119 
 6.8        169.        0.00E+000  0.00E+000                      G002500300120 
 6.8        170.        0.00E+000  0.00E+000                      G002500300121 
 6.8        171.        0.00E+000  0.00E+000                      G002500300122 
 6.8        172.        0.00E+000  0.00E+000                      G002500300123 
 6.8        173.        0.00E+000  0.00E+000                      G002500300124 
 6.8        174.        0.00E+000  0.00E+000                      G002500300125 
 6.8        175.        0.00E+000  0.00E+000                      G002500300126 
 6.8        176.        0.00E+000  0.00E+000                      G002500300127 
 6.8        177.        0.00E+000  0.00E+000                      G002500300128 
 6.8        178.        0.00E+000  0.00E+000                      G002500300129 
 6.8        179.        0.00E+000  0.00E+000                      G002500300130 
 6.8        180.        0.00E+000  0.00E+000                      G002500300131 
 7.5         61.        0.00E+000  0.00E+000                      G002500300132 
 7.5         62.        0.00E+000  0.00E+000                      G002500300133 
 7.5         63.        0.00E+000  0.00E+000                      G002500300134 
 7.5         64.        0.00E+000  0.00E+000                      G002500300135 
 7.5         65.        0.00E+000  0.00E+000                      G002500300136 
 7.5         66.        0.00E+000  0.00E+000                      G002500300137 
 7.5         67.        5.07E-003  5.07E-003                      G002500300138 
 7.5         68.        0.00E+000  0.00E+000                      G002500300139 
 7.5         69.        0.00E+000  0.00E+000                      G002500300140 
 7.5         70.        5.07E-003  5.07E-003                      G002500300141 
 7.5         71.        0.00E+000  0.00E+000                      G002500300142 
 7.5         72.        1.01E-002  7.17E-003                      G002500300143 
 7.5         73.        1.01E-002  7.17E-003                      G002500300144 
 7.5         74.        3.55E-002  1.34E-002                      G002500300145 
 7.5         75.        4.06E-002  1.44E-002                      G002500300146 
 7.5         76.        6.60E-002  1.83E-002                      G002500300147 
 7.5         77.        9.64E-002  2.21E-002                      G002500300148 
 7.5         78.        1.42E-001  2.69E-002                      G002500300149 
 7.5         79.        2.03E-001  3.21E-002                      G002500300150 
 7.5         80.        3.55E-001  4.25E-002                      G002500300151 
 7.5         81.        4.57E-001  4.81E-002                      G002500300152 
 7.5         82.        6.65E-001  5.81E-002                      G002500300153 
 7.5         83.        9.44E-001  6.92E-002                      G002500300154 
 7.5         84.        1.23E+000  7.89E-002                      G002500300155 
 7.5         85.        1.64E+000  9.13E-002                      G002500300156 
 7.5         86.        2.14E+000  1.04E-001                      G002500300157 
 7.5         87.        2.55E+000  1.14E-001                      G002500300158 
 7.5         88.        3.09E+000  1.25E-001                      G002500300159 
 7.5         89.        3.39E+000  1.31E-001                      G002500300160 
 7.5         90.        4.21E+000  1.46E-001                      G002500300161 
 7.5         91.        4.67E+000  1.54E-001                      G002500300162 
 7.5         92.        4.63E+000  1.53E-001                      G002500300163 
 7.5         93.        5.27E+000  1.64E-001                      G002500300164 
 7.5         94.        4.07E+004  1.62E-001                      G002500300165 
 7.5         95.        5.37E+000  1.65E-001                      G002500300166 
 7.5         96.        5.31E+000  1.64E-001                      G002500300167 
 7.5         97.        5.82E+000  1.72E-001                      G002500300168 
 7.5         98.        5.70E+000  1.70E-001                      G002500300169 
 7.5         99.        5.53E+000  1.68E-001                      G002500300170 
 7.5        100.        5.06E+000  1.60E-001                      G002500300171 
 7.5        101.        4.35E+000  1.49E-001                      G002500300172 
 7.5        102.        3.86E+000  1.40E-001                      G002500300173 
 7.5        103.        3.94E+000  1.41E-001                      G002500300174 
 7.5        104.        3.21E+000  1.28E-001                      G002500300175 
 7.5        105.        2.63E+000  1.16E-001                      G002500300176 
 7.5        106.        2.36E+000  1.10E-001                      G002500300177 
 7.5        107.        1.57E+000  8.92E-002                      G002500300178 
 7.5        108.        1.14E+000  7.59E-002                      G002500300179 
 7.5        109.        1.03E+000  7.23E-002                      G002500300180 
 7.5        110.        6.24E-001  5.63E-002                      G002500300181 
 7.5        111.        4.36E-001  4.71E-002                      G002500300182 
 7.5        112.        2.69E-001  3.69E-002                      G002500300183 
 7.5        113.        2.28E-001  3.40E-002                      G002500300184 
 7.5        114.        2.03E-001  3.21E-002                      G002500300185 
 7.5        115.        1.07E-001  2.33E-002                      G002500300186 
 7.5        116.        1.78E-001  3.00E-002                      G002500300187 
 7.5        117.        6.09E-002  1.76E-002                      G002500300188 
 7.5        118.        1.78E-001  3.00E-002                      G002500300189 
 7.5        119.        1.07E-001  2.33E-002                      G002500300190 
 7.5        120.        2.03E-001  3.21E-002                      G002500300191 
 7.5        121.        2.28E-001  3.40E-002                      G002500300192 
 7.5        122.        2.69E-001  3.69E-002                      G002500300193 
 7.5        123.        4.36E-001  4.71E-002                      G002500300194 
 7.5        124.        6.24E-001  5.63E-002                      G002500300195 
 7.5        125.        1.03E+000  7.23E-002                      G002500300196 
 7.5        126.        1.14E+000  7.59E-002                      G002500300197 
 7.5        127.        1.57E+000  8.92E-002                      G002500300198 
 7.5        128.        2.36E+000  1.10E-001                      G002500300199 
 7.5        129.        2.63E+000  1.16E-001                      G002500300200 
 7.5        130.        3.21E+000  1.28E-001                      G002500300201 
 7.5        131.        3.94E+000  1.41E-001                      G002500300202 
 7.5        132.        3.86E+000  1.40E-001                      G002500300203 
 7.5        133.        4.35E+000  1.49E-001                      G002500300204 
 7.5        134.        5.06E+000  1.60E-001                      G002500300205 
 7.5        135.        5.53E+000  1.68E-001                      G002500300206 
 7.5        136.        5.70E+000  1.70E-001                      G002500300207 
 7.5        137.        5.82E+000  1.72E-001                      G002500300208 
 7.5        138.        5.31E+000  1.64E-001                      G002500300209 
 7.5        139.        5.37E+000  1.65E-001                      G002500300210 
 7.5        140.        4.07E+004  1.62E-001                      G002500300211 
 7.5        141.        5.27E+000  1.64E-001                      G002500300212 
 7.5        142.        4.63E+000  1.53E-001                      G002500300213 
 7.5        143.        4.67E+000  1.54E-001                      G002500300214 
 7.5        144.        4.21E+000  1.46E-001                      G002500300215 
 7.5        145.        3.39E+000  1.31E-001                      G002500300216 
 7.5        146.        3.09E+000  1.25E-001                      G002500300217 
 7.5        147.        2.55E+000  1.14E-001                      G002500300218 
 7.5        148.        2.14E+000  1.04E-001                      G002500300219 
 7.5        149.        1.64E+000  9.13E-002                      G002500300220 
 7.5        150.        1.23E+000  7.89E-002                      G002500300221 
 7.5        151.        9.44E-001  6.92E-002                      G002500300222 
 7.5        152.        6.65E-001  5.81E-002                      G002500300223 
 7.5        153.        4.57E-001  4.81E-002                      G002500300224 
 7.5        154.        3.55E-001  4.25E-002                      G002500300225 
 7.5        155.        2.03E-001  3.21E-002                      G002500300226 
 7.5        156.        1.42E-001  2.69E-002                      G002500300227 
 7.5        157.        9.64E-002  2.21E-002                      G002500300228 
 7.5        158.        6.60E-002  1.83E-002                      G002500300229 
 7.5        159.        4.06E-002  1.44E-002                      G002500300230 
 7.5        160.        3.55E-002  1.34E-002                      G002500300231 
 7.5        161.        1.01E-002  7.17E-003                      G002500300232 
 7.5        162.        1.01E-002  7.17E-003                      G002500300233 
 7.5        163.        0.00E+000  0.00E+000                      G002500300234 
 7.5        164.        5.07E-003  5.07E-003                      G002500300235 
 7.5        165.        0.00E+000  0.00E+000                      G002500300236 
 7.5        166.        0.00E+000  0.00E+000                      G002500300237 
 7.5        167.        5.07E-003  5.07E-003                      G002500300238 
 7.5        168.        0.00E+000  0.00E+000                      G002500300239 
 7.5        169.        0.00E+000  0.00E+000                      G002500300240 
 7.5        170.        0.00E+000  0.00E+000                      G002500300241 
 7.5        171.        0.00E+000  0.00E+000                      G002500300242 
 7.5        172.        0.00E+000  0.00E+000                      G002500300243 
 7.5        173.        0.00E+000  0.00E+000                      G002500300244 
 7.5        174.        0.00E+000  0.00E+000                      G002500300245 
 7.5        175.        0.00E+000  0.00E+000                      G002500300246 
 7.5        176.        0.00E+000  0.00E+000                      G002500300247 
 7.5        177.        0.00E+000  0.00E+000                      G002500300248 
 7.5        178.        0.00E+000  0.00E+000                      G002500300249 
 7.5        179.        0.00E+000  0.00E+000                      G002500300250 
 7.5        180.        0.00E+000  0.00E+000                      G002500300251 
 9.0         61.        0.00E+000  0.00E+000                      G002500300252 
 9.0         62.        0.00E+000  0.00E+000                      G002500300253 
 9.0         63.        0.00E+000  0.00E+000                      G002500300254 
 9.0         64.        0.00E+000  0.00E+000                      G002500300255 
 9.0         65.        0.00E+000  0.00E+000                      G002500300256 
 9.0         66.        0.00E+000  0.00E+000                      G002500300257 
 9.0         67.        0.00E+000  0.00E+000                      G002500300258 
 9.0         68.        0.00E+000  0.00E+000                      G002500300259 
 9.0         69.        1.34E-003  9.47E-004                      G002500300260 
 9.0         70.        6.70E-004  6.70E-004                      G002500300261 
 9.0         71.        2.68E-003  1.34E-003                      G002500300262 
 9.0         72.        6.70E-003  2.12E-003                      G002500300263 
 9.0         73.        1.07E-002  2.68E-003                      G002500300264 
 9.0         74.        2.48E-002  4.07E-003                      G002500300265 
 9.0         75.        4.08E-002  5.23E-003                      G002500300266 
 9.0         76.        6.56E-002  6.63E-003                      G002500300267 
 9.0         77.        1.00E-001  8.20E-003                      G002500300268 
 9.0         78.        1.53E-001  1.01E-002                      G002500300269 
 9.0         79.        2.48E-001  1.29E-002                      G002500300270 
 9.0         80.        3.66E-001  1.57E-002                      G002500300271 
 9.0         81.        4.87E-001  1.81E-002                      G002500300272 
 9.0         82.        7.19E-001  2.19E-002                      G002500300273 
 9.0         83.        9.69E-001  2.55E-002                      G002500300274 
 9.0         84.        1.37E+000  3.03E-002                      G002500300275 
 9.0         85.        1.75E+000  3.42E-002                      G002500300276 
 9.0         86.        2.20E+000  3.84E-002                      G002500300277 
 9.0         87.        2.67E+000  4.23E-002                      G002500300278 
 9.0         88.        3.05E+000  4.52E-002                      G002500300279 
 9.0         89.        3.56E+000  4.88E-002                      G002500300280 
 9.0         90.        4.14E+000  5.27E-002                      G002500300281 
 9.0         91.        4.66E+000  5.59E-002                      G002500300282 
 9.0         92.        4.90E+000  5.73E-002                      G002500300283 
 9.0         93.        5.13E+000  5.86E-002                      G002500300284 
 9.0         94.        5.42E+000  6.02E-002                      G002500300285 
 9.0         95.        5.48E+000  6.06E-002                      G002500300286 
 9.0         96.        5.53E+000  6.09E-002                      G002500300287 
 9.0         97.        5.70E+000  6.18E-002                      G002500300288 
 9.0         98.        5.43E+000  6.03E-002                      G002500300289 
 9.0         99.        5.22E+000  5.91E-002                      G002500300290 
 9.0        100.        4.76E+000  5.65E-002                      G002500300291 
 9.0        101.        4.33E+000  5.38E-002                      G002500300292 
 9.0        102.        3.99E+000  5.17E-002                      G002500300293 
 9.0        103.        3.56E+000  4.88E-002                      G002500300294 
 9.0        104.        3.00E+000  4.48E-002                      G002500300295 
 9.0        105.        2.66E+000  4.22E-002                      G002500300296 
 9.0        106.        2.27E+000  3.90E-002                      G002500300297 
 9.0        107.        1.66E+000  3.34E-002                      G002500300298 
 9.0        108.        1.16E+000  2.79E-002                      G002500300299 
 9.0        109.        9.57E-001  2.53E-002                      G002500300300 
 9.0        110.        6.21E-001  2.04E-002                      G002500300301 
 9.0        111.        4.85E-001  1.80E-002                      G002500300302 
 9.0        112.        3.80E-001  1.59E-002                      G002500300303 
 9.0        113.        2.28E-001  1.24E-002                      G002500300304 
 9.0        114.        1.91E-001  1.13E-002                      G002500300305 
 9.0        115.        1.33E-001  9.42E-003                      G002500300306 
 9.0        116.        1.56E-001  1.02E-002                      G002500300307 
 9.0        117.        9.78E-002  8.09E-003                      G002500300308 
 9.0        118.        1.56E-001  1.02E-002                      G002500300309 
 9.0        119.        1.33E-001  9.42E-003                      G002500300310 
 9.0        120.        1.91E-001  1.13E-002                      G002500300311 
 9.0        121.        2.28E-001  1.24E-002                      G002500300312 
 9.0        122.        3.80E-001  1.59E-002                      G002500300313 
 9.0        123.        4.85E-001  1.80E-002                      G002500300314 
 9.0        124.        6.21E-001  2.04E-002                      G002500300315 
 9.0        125.        9.57E-001  2.53E-002                      G002500300316 
 9.0        126.        1.16E+000  2.79E-002                      G002500300317 
 9.0        127.        1.66E+000  3.34E-002                      G002500300318 
 9.0        128.        2.27E+000  3.90E-002                      G002500300319 
 9.0        129.        2.66E+000  4.22E-002                      G002500300320 
 9.0        130.        3.00E+000  4.48E-002                      G002500300321 
 9.0        131.        3.56E+000  4.88E-002                      G002500300322 
 9.0        132.        3.99E+000  5.17E-002                      G002500300323 
 9.0        133.        4.33E+000  5.38E-002                      G002500300324 
 9.0        134.        4.76E+000  5.65E-002                      G002500300325 
 9.0        135.        5.22E+000  5.91E-002                      G002500300326 
 9.0        136.        5.43E+000  6.03E-002                      G002500300327 
 9.0        137.        5.70E+000  6.18E-002                      G002500300328 
 9.0        138.        5.53E+000  6.09E-002                      G002500300329 
 9.0        139.        5.48E+000  6.06E-002                      G002500300330 
 9.0        140.        5.42E+000  6.02E-002                      G002500300331 
 9.0        141.        5.13E+000  5.86E-002                      G002500300332 
 9.0        142.        4.90E+000  5.73E-002                      G002500300333 
 9.0        143.        4.66E+000  5.59E-002                      G002500300334 
 9.0        144.        4.14E+000  5.27E-002                      G002500300335 
 9.0        145.        3.56E+000  4.88E-002                      G002500300336 
 9.0        146.        3.05E+000  4.52E-002                      G002500300337 
 9.0        147.        2.67E+000  4.23E-002                      G002500300338 
 9.0        148.        2.20E+000  3.84E-002                      G002500300339 
 9.0        149.        1.75E+000  3.42E-002                      G002500300340 
 9.0        150.        1.37E+000  3.03E-002                      G002500300341 
 9.0        151.        9.69E-001  2.55E-002                      G002500300342 
 9.0        152.        7.19E-001  2.19E-002                      G002500300343 
 9.0        153.        4.87E-001  1.81E-002                      G002500300344 
 9.0        154.        3.66E-001  1.57E-002                      G002500300345 
 9.0        155.        2.48E-001  1.29E-002                      G002500300346 
 9.0        156.        1.53E-001  1.01E-002                      G002500300347 
 9.0        157.        1.00E-001  8.20E-003                      G002500300348 
 9.0        158.        6.56E-002  6.63E-003                      G002500300349 
 9.0        159.        4.08E-002  5.23E-003                      G002500300350 
 9.0        160.        2.48E-002  4.07E-003                      G002500300351 
 9.0        161.        1.07E-002  2.68E-003                      G002500300352 
 9.0        162.        6.70E-003  2.12E-003                      G002500300353 
 9.0        163.        2.68E-003  1.34E-003                      G002500300354 
 9.0        164.        6.70E-004  6.70E-004                      G002500300355 
 9.0        165.        1.34E-003  9.47E-004                      G002500300356 
 9.0        166.        0.00E+000  0.00E+000                      G002500300357 
 9.0        167.        0.00E+000  0.00E+000                      G002500300358 
 9.0        168.        0.00E+000  0.00E+000                      G002500300359 
 9.0        169.        0.00E+000  0.00E+000                      G002500300360 
 9.0        170.        0.00E+000  0.00E+000                      G002500300361 
 9.0        171.        0.00E+000  0.00E+000                      G002500300362 
 9.0        172.        0.00E+000  0.00E+000                      G002500300363 
 9.0        173.        0.00E+000  0.00E+000                      G002500300364 
 9.0        174.        0.00E+000  0.00E+000                      G002500300365 
 9.0        175.        0.00E+000  0.00E+000                      G002500300366 
 9.0        176.        0.00E+000  0.00E+000                      G002500300367 
 9.0        177.        0.00E+000  0.00E+000                      G002500300368 
 9.0        178.        0.00E+000  0.00E+000                      G002500300369 
 9.0        179.        0.00E+000  0.00E+000                      G002500300370 
 9.0        180.        0.00E+000  0.00E+000                      G002500300371 
ENDDATA            362          0                                 G002500300372 
ENDSUBENT          371          0                                 G002500399999 
SUBENT        G0025004   20110214                             G022G002500400001 
BIB                  4          4                                 G002500400002 
REACTION   (92-U-238(G,F),PRE,AKE,LF+HF,BRA)                      G002500400003 
MISC-COL   (MISC) Standard deviation of total kinetic energy      G002500400004 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G002500400005 
STATUS     (TABLE) Table 2 of Nucl.Phys.A.851(2011)1              G002500400006 
ENDBIB               4          0                                 G002500400007 
NOCOMMON             0          0                                 G002500400008 
DATA                 5          3                                 G002500400009 
EN-MAX     DATA       ERR-S      MISC       MISC-ERR              G002500400010 
MEV        MEV        MEV        MEV        MEV                   G002500400011 
 6.5        170.13     0.07       11.04      0.05                 G002500400012 
 7.0        170.20     0.09       11.02      0.06                 G002500400013 
 8.5        170.50     0.06       10.73      0.04                 G002500400014 
ENDDATA              5          0                                 G002500400015 
ENDSUBENT           14          0                                 G002500499999 
SUBENT        G0025005   20110214                             G022G002500500001 
BIB                  4          4                                 G002500500002 
REACTION   (92-U-238(G,F),PRE,AP,HF,BRA)                          G002500500003 
MISC-COL   (MISC) Standard deviation of heavy fragment mass       G002500500004 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G002500500005 
STATUS     (TABLE) Table 2 of Nucl.Phys.A.851(2011)1              G002500500006 
ENDBIB               4          0                                 G002500500007 
NOCOMMON             0          0                                 G002500500008 
DATA                 5          3                                 G002500500009 
EN-MAX     DATA       ERR-S      MISC       MISC-ERR              G002500500010 
MEV        NO-DIM     NO-DIM     NO-DIM     NO-DIM                G002500500011 
 6.5        139.31     0.04       6.09       0.03                 G002500500012 
 7.0        139.51     0.05       6.16       0.04                 G002500500013 
 8.5        139.76     0.03       6.00       0.02                 G002500500014 
ENDDATA              5          0                                 G002500500015 
ENDSUBENT           14          0                                 G002500599999 
SUBENT        G0025006   20110214                             G022G002500600001 
BIB                  4          4                                 G002500600002 
REACTION   (92-U-234(G,F),PRE,AKE,LF+HF,BRA)                      G002500600003 
MISC-COL   (MISC) Standard deviation of total kinetic energy      G002500600004 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G002500600005 
STATUS     (TABLE) Table 3 of Nucl.Phys.A.851(2011)1              G002500600006 
ENDBIB               4          0                                 G002500600007 
NOCOMMON             0          0                                 G002500600008 
DATA                 5          3                                 G002500600009 
EN-MAX     DATA       ERR-S      MISC       MISC-ERR              G002500600010 
MEV        MEV        MEV        MEV        MEV                   G002500600011 
 6.8        170.9      0.20       12.1       0.10                 G002500600012 
 7.5        171.5      0.10       11.5       0.10                 G002500600013 
 9.0        170.8      0.04       11.68      0.03                 G002500600014 
ENDDATA              5          0                                 G002500600015 
ENDSUBENT           14          0                                 G002500699999 
SUBENT        G0025007   20110214                             G022G002500700001 
BIB                  4          4                                 G002500700002 
REACTION   (92-U-234(G,F),PRE,AP,HF,BRA)                          G002500700003 
MISC-COL   (MISC) Standard deviation of heavy fragment mass       G002500700004 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G002500700005 
STATUS     (TABLE) Table 3 of Nucl.Phys.A.851(2011)1              G002500700006 
ENDBIB               4          0                                 G002500700007 
NOCOMMON             0          0                                 G002500700008 
DATA                 5          3                                 G002500700009 
EN-MAX     DATA       ERR-S      MISC       MISC-ERR              G002500700010 
MEV        NO-DIM     NO-DIM     NO-DIM     NO-DIM                G002500700011 
 6.8        137.73     0.10       6.27       0.07                 G002500700012 
 7.5        138.06     0.08       6.33       0.05                 G002500700013 
 9.0        137.96     0.02       6.50       0.02                 G002500700014 
ENDDATA              5          0                                 G002500700015 
ENDSUBENT           14          0                                 G002500799999 
SUBENT        G0025008   20180925                             G042G002500800001 
BIB                  5          5                                 G002500800002 
REACTION   (92-U-238(G,F)MASS,PRE,KE,LF+HF,BRA)                   G002500800003 
ERR-ANALYS (ERR-S) Statistical uncertainty                        G002500800004 
MISC-COL   (MISC) Standard deviation of total kinetic energy      G002500800005 
STATUS     (TABLE) Plotted in Fig.4 of Nucl.Phys.A851(2011)1      G002500800006 
HISTORY    (20180925A) So. EN-MAX corrected to bremstrahlung E0.  G002500800007 
ENDBIB               5          0                                 G002500800008 
NOCOMMON             0          0                                 G002500800009 
DATA                 6        133                                 G002500800010 
EN-MAX     MASS       DATA       ERR-S      MISC       MISC-ERR   G002500800011 
MEV        NO-DIM     MEV        MEV        MEV        MEV        G002500800012 
 6.5        119.       157.67      1.01       2.47       0.78     G002500800013 
 6.5        120.       163.40      2.59       5.79       2.05     G002500800014 
 6.5        121.       159.00      4.24      11.99       3.20     G002500800015 
 6.5        122.       150.33     12.83      22.23      11.11     G002500800016 
 6.5        123.       168.80      2.42       9.36       1.77     G002500800017 
 6.5        124.       166.50      2.57      12.61       1.86     G002500800018 
 6.5        125.       174.95      1.61      10.04       1.15     G002500800019 
 6.5        126.       175.42      1.05       8.54       0.75     G002500800020 
 6.5        127.       178.84      0.76       9.08       0.54     G002500800021 
 6.5        128.       178.29      0.64       9.62       0.45     G002500800022 
 6.5        129.       178.22      0.54      10.31       0.38     G002500800023 
 6.5        130.       178.70      0.40       9.69       0.29     G002500800024 
 6.5        131.       178.11      0.33       9.20       0.24     G002500800025 
 6.5        132.       177.63      0.29       9.09       0.21     G002500800026 
 6.5        133.       176.87      0.27       9.31       0.19     G002500800027 
 6.5        134.       176.44      0.25       9.43       0.18     G002500800028 
 6.5        135.       175.05      0.24       9.32       0.17     G002500800029 
 6.5        136.       173.65      0.23       9.32       0.17     G002500800030 
 6.5        137.       173.01      0.23       9.29       0.16     G002500800031 
 6.5        138.       171.30      0.22       9.02       0.16     G002500800032 
 6.5        139.       170.74      0.23       8.83       0.16     G002500800033 
 6.5        140.       168.96      0.23       8.60       0.16     G002500800034 
 6.5        141.       167.24      0.22       8.28       0.16     G002500800035 
 6.5        142.       166.38      0.23       8.04       0.16     G002500800036 
 6.5        143.       164.96      0.22       7.83       0.16     G002500800037 
 6.5        144.       164.32      0.22       7.49       0.16     G002500800038 
 6.5        145.       162.95      0.24       7.63       0.17     G002500800039 
 6.5        146.       161.93      0.26       7.71       0.18     G002500800040 
 6.5        147.       161.25      0.27       7.29       0.19     G002500800041 
 6.5        148.       160.82      0.28       7.00       0.20     G002500800042 
 6.5        149.       159.44      0.31       6.96       0.22     G002500800043 
 6.5        150.       158.62      0.35       6.88       0.24     G002500800044 
 6.5        151.       158.30      0.41       7.26       0.29     G002500800045 
 6.5        152.       156.67      0.49       7.16       0.35     G002500800046 
 6.5        153.       156.24      0.53       7.11       0.38     G002500800047 
 6.5        154.       155.64      0.61       6.35       0.43     G002500800048 
 6.5        155.       155.72      0.72       6.16       0.51     G002500800049 
 6.5        156.       154.86      1.05       7.47       0.75     G002500800050 
 6.5        157.       154.90      1.21       6.76       0.87     G002500800051 
 6.5        158.       156.05      1.22       5.57       0.88     G002500800052 
 6.5        159.       152.62      1.55       5.58       1.14     G002500800053 
 6.5        160.       142.88      3.75      10.62       2.84     G002500800054 
 6.5        161.       148.86      1.77       4.68       1.35     G002500800055 
 6.5        162.       151.80      5.35      11.97       4.23     G002500800056 
 7.0        119.       158.00      0.00       0.00       0.00     G002500800057 
 7.0        120.       150.50      2.12       3.00       2.12     G002500800058 
 7.0        121.       167.50      3.41       8.36       2.64     G002500800059 
 7.0        122.       161.50      5.34      10.69       4.36     G002500800060 
 7.0        123.       167.62      2.45      11.24       1.78     G002500800061 
 7.0        124.       170.46      2.77       9.17       2.05     G002500800062 
 7.0        125.       171.88      1.94      11.16       1.39     G002500800063 
 7.0        126.       173.98      1.58      10.86       1.13     G002500800064 
 7.0        127.       175.93      1.34      11.51       0.95     G002500800065 
 7.0        128.       175.33      0.91      10.29       0.64     G002500800066 
 7.0        129.       177.69      0.74      11.22       0.53     G002500800067 
 7.0        130.       176.39      0.53      10.70       0.38     G002500800068 
 7.0        131.       177.08      0.44      10.24       0.31     G002500800069 
 7.0        132.       177.23      0.40      10.26       0.28     G002500800070 
 7.0        133.       176.62      0.36      10.09       0.26     G002500800071 
 7.0        134.       175.55      0.35      10.46       0.25     G002500800072 
