ENTRY            T0246   20120320                             T022T024600000001 
SUBENT        T0246001   20120320                             T022T024600100001 
BIB                  7         13                                 T024600100002 
INSTITUTE  (1USAFSU)                                              T024600100003 
REFERENCE  (J,PR,160,791,196708)                                  T024600100004 
AUTHOR     (M.K.Mehta,W.E.Hunt,R.H.Davis)                         T024600100005 
TITLE      Scattering of Alpha Particles by Oxygen.II. Bombarding T024600100006 
            Energy Range 10 to 19 MeV                             T024600100007 
FACILITY   (VDGT,1USAFSU)                                         T024600100008 
INC-SOURCE Alpha-particle beam (5-12 nA) of continuously variable T024600100009 
            energy.                                               T024600100010 
HISTORY    (20040721C)                                            T024600100011 
           (20120320A) SD. In Subent 006 values in DATA section   T024600100012 
            without heading were deleted. Duplication in          T024600100013 
            energy (or angle) values in Subents 2-7 were checked  T024600100014 
            and corrected. Cosmetic changes in all Subents.       T024600100015 
ENDBIB              13          0                                 T024600100016 
NOCOMMON             0          0                                 T024600100017 
ENDSUBENT           16          0                                 T024600199999 
SUBENT        T0246002   20120320                             T022T024600200001 
BIB                  8         25                                 T024600200002 
REACTION   (8-O-16(A,EL)8-O-16,,DA)                               T024600200003 
SAMPLE     Oxygen targets prepared by vacuum deposition of thin   T024600200004 
            layers of lithium metal onto thin carbon backings withT024600200005 
            subsequent oxidation of the lithium to form LiOH.     T024600200006 
METHOD     (BCINT) Beam collected in a well-insulated Faraday cup.T024600200007 
           (PHD)                                                  T024600200008 
           Unresolved yield due to contaminants such as nitrogen  T024600200009 
            and fluorine, estimated by comparing back-angle pulse-T024600200010 
            height distributions with those for thin quartz (SiO2)T024600200011 
            targets. No impurities with mass number ~16 detected. T024600200012 
DETECTOR   (SI) Eight p-type silicon-junction detectors           T024600200013 
            operated simultaneously.                              T024600200014 
           Each detector had a resolution on the order of 150 keV.T024600200015 
MONITOR    90-degree analyzing magnet calibrated using threshold  T024600200016 
            measurement of 13C(p,n)13N reaction with an assumed   T024600200017 
            threshold energy of 3.237 MeV.                        T024600200018 
ERR-ANALYS (DATA-ERR) Estimated error 12%, except where cross     T024600200019 
            section is <5 mb/sr, low counting rates resulted in   T024600200020 
            large statistical errors.                             T024600200021 
           (EN-ERR-DIG) Digitizing error in energy.               T024600200022 
           (ERR-DIG)    Digitizing error in data.                 T024600200023 
           Maximum calibration error not greater than +-20 KeV.   T024600200024 
STATUS     (CURVE) Scanned from Figs.1,2 of PR,160,791,1967 at    T024600200025 
                                                    RFNC-VNIIEF.  T024600200026 
HISTORY    (20120320A) SD. Duplication in energy values corrected.T024600200027 
ENDBIB              25          0                                 T024600200028 
COMMON               2          3                                 T024600200029 
EN-ERR-DIG ERR-DIG                                                T024600200030 
MEV        MB/SR                                                  T024600200031 
  0.05       3.                                                   T024600200032 
ENDCOMMON            3          0                                 T024600200033 
DATA                 4       1709                                 T024600200034 
ANG-CM     EN         DATA-CM    DATA-ERR                         T024600200035 
ADEG       MEV        MB/SR      PER-CENT                         T024600200036 
       90.0       9.91        93.        12.                      T024600200037 
       90.0       9.93        78.        12.                      T024600200038 
       90.0       9.97        65.        12.                      T024600200039 
       90.0      10.01        82.        12.                      T024600200040 
       90.0      10.02        66.        12.                      T024600200041 
       90.0      10.04        40.        12.                      T024600200042 
       90.0      10.08        24.        12.                      T024600200043 
       90.0      10.09        14.        12.                      T024600200044 
       90.0      10.11        23.        12.                      T024600200045 
       90.0      10.12        35.        12.                      T024600200046 
       90.0      10.14        44.        12.                      T024600200047 
       90.0      10.18        54.        12.                      T024600200048 
       90.0      10.20        59.        12.                      T024600200049 
       90.0      10.22        71.        12.                      T024600200050 
       90.0      10.25        78.        12.                      T024600200051 
       90.0      10.28        74.        12.                      T024600200052 
       90.0      10.29        78.        12.                      T024600200053 
       90.0      10.32        85.        12.                      T024600200054 
       90.0      10.33        65.        12.                      T024600200055 
       90.0      10.36        31.        12.                      T024600200056 
       90.0      10.39        24.        12.                      T024600200057 
       90.0      10.42        33.        12.                      T024600200058 
       90.0      10.45        34.        12.                      T024600200059 
       90.0      10.49        20.        12.                      T024600200060 
       90.0      10.53        23.        12.                      T024600200061 
       90.0      10.54        20.        12.                      T024600200062 
       90.0      10.58        13.        12.                      T024600200063 
       90.0      10.63         9.        12.                      T024600200064 
       90.0      10.68        12.        12.                      T024600200065 
       90.0      10.69        18.        12.                      T024600200066 
       90.0      10.75        19.        12.                      T024600200067 
       90.0      10.80        27.        12.                      T024600200068 
       90.0      10.83        20.        12.                      T024600200069 
       90.0      10.87        19.        12.                      T024600200070 
       90.0      10.89        15.        12.                      T024600200071 
       90.0      10.91        11.        12.                      T024600200072 
       90.0      10.94        24.        12.                      T024600200073 
       90.0      10.96        31.        12.                      T024600200074 
       90.0      10.97        38.        12.                      T024600200075 
       90.0      11.02        40.        12.                      T024600200076 
       90.0      11.05        41.        12.                      T024600200077 
       90.0      11.07        44.        12.                      T024600200078 
       90.0      11.10        45.        12.                      T024600200079 
       90.0      11.15        50.        12.                      T024600200080 
       90.0      11.20        29.        12.                      T024600200081 
       90.0      11.27         6.        12.                      T024600200082 
       90.0      11.32         3.                                 T024600200083 
       90.0      11.37         1.                                 T024600200084 
       90.0      11.49         0.                                 T024600200085 
       90.0      11.54         1.                                 T024600200086 
       90.0      11.59         2.                                 T024600200087 
       90.0      11.69         4.                                 T024600200088 
       90.0      11.75        26.        12.                      T024600200089 
       90.0      11.80        54.        12.                      T024600200090 
       90.0      11.84        65.        12.                      T024600200091 
       90.0      11.90        45.        12.                      T024600200092 
       90.0      11.95        41.        12.                      T024600200093 
       90.0      11.96        49.        12.                      T024600200094 
       90.0      12.01        36.        12.                      T024600200095 
       90.0      12.06        11.        12.                      T024600200096 
       90.0      12.13         5.        12.                      T024600200097 
       90.0      12.17         8.        12.                      T024600200098 
       90.0      12.20         8.        12.                      T024600200099 
       90.0      12.21        14.        12.                      T024600200100 
       90.0      12.26        21.        12.                      T024600200101 
       90.0      12.30        21.        12.                      T024600200102 
       90.0      12.34        23.        12.                      T024600200103 
       90.0      12.39        25.        12.                      T024600200104 
       90.0      12.45        20.        12.                      T024600200105 
       90.0      12.50        32.        12.                      T024600200106 
       90.0      12.55        30.        12.                      T024600200107 
       90.0      12.60        30.        12.                      T024600200108 
       90.0      12.65        27.        12.                      T024600200109 
       90.0      12.68        29.        12.                      T024600200110 
       90.0      12.71        22.        12.                      T024600200111 
       90.0      12.75        16.        12.                      T024600200112 
       90.0      12.80        16.        12.                      T024600200113 
       90.0      12.83        13.        12.                      T024600200114 
       90.0      12.87         5.        12.                      T024600200115 
       90.0      12.92         3.                                 T024600200116 
       90.0      12.98         8.        12.                      T024600200117 
       90.0      13.04        22.        12.                      T024600200118 
       90.0      13.09        20.        12.                      T024600200119 
       90.0      13.14        25.        12.                      T024600200120 
       90.0      13.19        34.        12.                      T024600200121 
       90.0      13.24        36.        12.                      T024600200122 
       90.0      13.31        29.        12.                      T024600200123 
       90.0      13.35        15.        12.                      T024600200124 
       90.0      13.41         9.        12.                      T024600200125 
       90.0      13.45         6.        12.                      T024600200126 
       90.0      13.51         8.        12.                      T024600200127 
       90.0      13.56        10.        12.                      T024600200128 
       90.0      13.59         6.        12.                      T024600200129 
       90.0      13.65         9.        12.                      T024600200130 
       90.0      13.67         4.                                 T024600200131 
       90.0      13.72         7.        12.                      T024600200132 
       90.0      13.78        10.        12.                      T024600200133 
       90.0      13.84        19.        12.                      T024600200134 
       90.0      13.89        20.        12.                      T024600200135 
       90.0      13.95        25.        12.                      T024600200136 
       90.0      14.00        47.        12.                      T024600200137 
       90.0      14.04        38.        12.                      T024600200138 
       90.0      14.09        20.        12.                      T024600200139 
       90.0      14.15         5.        12.                      T024600200140 
       90.0      14.19        17.        12.                      T024600200141 
       90.0      14.20        30.        12.                      T024600200142 
       90.0      14.21        35.        12.                      T024600200143 
       90.0      14.25        38.        12.                      T024600200144 
       90.0      14.31        17.        12.                      T024600200145 
       90.0      14.36         3.                                 T024600200146 
       90.0      14.41         2.                                 T024600200147 
       90.0      14.47         2.                                 T024600200148 
       90.0      14.53         2.                                 T024600200149 
       90.0      14.58         2.                                 T024600200150 
       90.0      14.63         6.        12.                      T024600200151 
       90.0      14.68        10.        12.                      T024600200152 
       90.0      14.75         4.                                 T024600200153 
       90.0      14.82         1.                                 T024600200154 
       90.0      14.89         2.                                 T024600200155 
       90.0      14.93         3.                                 T024600200156 
       90.0      14.99         2.                                 T024600200157 
       90.0      15.07         3.                                 T024600200158 
       90.0      15.11         6.        12.                      T024600200159 
       90.0      15.16         2.                                 T024600200160 
       90.0      15.23         6.        12.                      T024600200161 
       90.0      15.27        12.        12.                      T024600200162 
       90.0      15.32        15.        12.                      T024600200163 
       90.0      15.37        23.        12.                      T024600200164 
       90.0      15.43        34.        12.                      T024600200165 
       90.0      15.47        44.        12.                      T024600200166 
       90.0      15.48        49.        12.                      T024600200167 
       90.0      15.52        59.        12.                      T024600200168 
       90.0      15.58        62.        12.                      T024600200169 
       90.0      15.64        53.        12.                      T024600200170 
       90.0      15.69        58.        12.                      T024600200171 
       90.0      15.75        56.        12.                      T024600200172 
       90.0      15.80        45.        12.                      T024600200173 
       90.0      15.85        33.        12.                      T024600200174 
       90.0      15.91        20.        12.                      T024600200175 
       90.0      15.96        19.        12.                      T024600200176 
       90.0      16.00        15.        12.                      T024600200177 
       90.0      16.03        11.        12.                      T024600200178 
       90.0      16.08         9.        12.                      T024600200179 
       90.0      16.12        13.        12.                      T024600200180 
       90.0      16.19        28.        12.                      T024600200181 
       90.0      16.24        42.        12.                      T024600200182 
       90.0      16.28        35.        12.                      T024600200183 
       90.0      16.34        31.        12.                      T024600200184 
       90.0      16.39        31.        12.                      T024600200185 
       90.0      16.43        60.        12.                      T024600200186 
       90.0      16.49        63.        12.                      T024600200187 
