ENTRY            T0111   19991230                             0000T011100000001 
SUBENT        T0111001   19991230                             0000T011100100001 
BIB                 13         31                                 T011100100002 
INSTITUTE  (1USAPUP,1USAASU,1USAINU,1USAGEO)                      T011100100003 
REFERENCE  (J,PR/C,26,1800,198211)                                T011100100004 
AUTHOR     (J.R.COMFORT,G.L.MOAKE,C.C.FOSTER,P.SCHWANDT,W.G.LOVE) T011100100005 
TITLE      Analysis of the 12C(p(pol),p)12C reaction at 200 MeV   T011100100006 
            in the distorted-wave impulse approximation           T011100100007 
FACILITY   (ISOCY,1USAINU)                                        T011100100008 
INC-SOURCE (POLIS) Polarized proton beams with energies of 200.1  T011100100009 
            and 199.8 MeV.  Beam polarization typically 70%.      T011100100010 
SAMPLE     Two natural carbon targets with thicknesses of 3.74+-  T011100100011 
            0.08 mg/cm2 and 21.5+-0.5 mg/cm2.                     T011100100012 
METHOD     (BCINT)                                                T011100100013 
           Two sets of measurements.  More than one value given   T011100100014 
            at some angles.                                       T011100100015 
MONITOR    Beam polarization determined by helium elastic         T011100100016 
            scattering asymmetry measurements.                    T011100100017 
DETECTOR   (MAGSP) Quadrupole-dipole-dipole-multipole magnetic    T011100100018 
            spectrometer.                                         T011100100019 
           Helical-cathode position-sensitive proportional        T011100100020 
            chamber used as focal plane detector.                 T011100100021 
           Two plastic scintillator detectors 0.63 and 1.27 cm    T011100100022 
            thick, placed behind the chamber, used for particle   T011100100023 
            indentification.                                      T011100100024 
           Faraday cup internal to the scattering chamber used    T011100100025 
            for angles <23 degrees.                               T011100100026 
           External Faraday cup used for angles >23 degrees.      T011100100027 
ERR-ANALYS Relative scattering angle believed correct to 0.03     T011100100028 
            degrees.  Absolute angle error <0.1 degrees.          T011100100029 
STATUS     Data received by email, J. Comfort, 2 November 1999.   T011100100030 
           No reply from J. Comfort to author proof.              T011100100031 
HISTORY    (19991108C) Converted from O0207 (CaJaD); BIB updated, T011100100032 
              authors data added (VM).                            T011100100033 
ENDBIB              31          0                                 T011100100034 
COMMON               1          3                                 T011100100035 
EN                                                                T011100100036 
MEV                                                               T011100100037 
 200.                                                             T011100100038 
ENDCOMMON            3          0                                 T011100100039 
ENDSUBENT           38          0                                 T011100199999 
SUBENT        T0111002   19991108                             0000T011100200001 
BIB                  2          9                                 T011100200002 
REACTION   (6-C-12(P,INL)6-C-12,PAR,DA)                           T011100200003 
ERR-ANALYS (DATA-ERR) Mainly statistical uncertainty, however, a  T011100200004 
            5% error added in quadrature to the statistical       T011100200005 
            uncertainty for data <23 degrees, since internal      T011100200006 
            Faraday cup is believed to have failed to collect     T011100200007 
            about 1/3 of total beam charge.                       T011100200008 
           Relative cross sections believed to be correct to      T011100200009 
            <3%. Uncertainty in absolute cross section scale      T011100200010 
            estimated <10%.                                       T011100200011 
ENDBIB               9          0                                 T011100200012 
NOCOMMON             0          0                                 T011100200013 
DATA                 4        416                                 T011100200014 
 4.440      22.04        4.1841     0.0830                        T011100200068 
 4.440      22.04        4.1918     0.0536                        T011100200069 
 4.440      24.23        4.0294     0.0702                        T011100200070 
 4.440      25.05        3.8623     0.0350                        T011100200071 
 4.440      26.41        3.4612     0.0502                        T011100200072 
 4.440      26.41        3.4200     0.0311                        T011100200073 
 4.440      28.59        2.8617     0.0374                        T011100200074 
 4.440      28.59        2.8563     0.0286                        T011100200075 
 4.440      30.77        2.2760     0.0190                        T011100200076 
 4.440      32.95        1.8442     0.0133                        T011100200077 
 4.440      32.95        1.9136     0.0163                        T011100200078 
 4.440      35.12        1.4494     0.0092                        T011100200079 
 4.440      37.29        1.0820     0.0068                        T011100200080 
 4.440      39.46        0.7734     0.0042                        T011100200081 
 4.440      41.62        0.5234     0.0027                        T011100200082 
 4.440      43.77        0.3387     0.0024                        T011100200083 
 4.440      45.92        0.2202     0.0020                        T011100200084 
 4.440      48.07        0.1460     0.0016                        T011100200085 
 4.440      50.21        0.0995     0.0014                        T011100200086 
 4.440      52.35        0.0736     0.0009                        T011100200087 
 4.440      54.48        0.0569     0.0009                        T011100200088 
 4.440      56.60        0.0465     0.0008                        T011100200089 
 4.440      58.72        0.0372     0.0006                        T011100200090 
 4.440      60.84        0.0297     0.0004                        T011100200091 
 4.440      62.94        0.0223     0.0004                        T011100200092 
 4.440      65.04        0.0164     0.0003                        T011100200093 
 7.650       6.69        0.2275     0.0493                        T011100200094 
 7.650       6.69        0.2956     0.0408                        T011100200095 
 7.650       8.87        0.1224     0.0281                        T011100200096 
 7.650      11.07        0.1779     0.0220                        T011100200097 
 7.650      13.27        0.4208     0.0330                        T011100200098 
 7.650      15.47        0.5175     0.0363                        T011100200099 
 7.650      17.66        0.5908     0.0332                        T011100200100 
 7.650      19.86        0.5893     0.0244                        T011100200101 
 7.650      22.05        0.5393     0.0265                        T011100200102 
 7.650      22.05        0.4915     0.0284                        T011100200103 
 7.650      22.05        0.4951     0.0179                        T011100200104 
 7.650      24.24        0.4360     0.0221                        T011100200105 
 7.650      25.06        0.3754     0.0118                        T011100200106 
 7.650      26.43        0.3284     0.0161                        T011100200107 
 7.650      26.43        0.3337     0.0102                        T011100200108 
 7.650      28.61        0.2408     0.0104                        T011100200109 
 7.650      28.61        0.2305     0.0083                        T011100200110 
 7.650      30.79        0.1477     0.0048                        T011100200111 
 7.650      32.97        0.0909     0.0030                        T011100200112 
 7.650      32.97        0.0942     0.0034                        T011100200113 
 7.650      35.14        0.0494     0.0016                        T011100200114 
 7.650      37.31        0.0263     0.0010                        T011100200115 
 7.650      39.48        0.0149     0.0006                        T011100200116 
 7.650      41.64        0.0110     0.0004                        T011100200117 
 7.650      43.80        0.0122     0.0004                        T011100200118 
 7.650      45.95        0.0126     0.0004                        T011100200119 
 7.650      48.10        0.0131     0.0005                        T011100200120 
 7.650      50.24        0.0124     0.0005                        T011100200121 
 7.650      52.38        0.0100     0.0004                        T011100200122 
 7.650      54.51        0.0079     0.0003                        T011100200123 
 7.650      56.63        0.0061     0.0003                        T011100200124 
 7.650      58.75        0.0042     0.0002                        T011100200125 
 7.650      60.87        0.0028     0.0001                        T011100200126 
 7.650      62.98        0.0017     0.0001                        T011100200127 
 7.650      65.08        0.0011     0.0001                        T011100200128 
 9.630       8.87        0.0867     0.0364                        T011100200129 
 9.630      11.07        0.2412     0.0337                        T011100200130 
 9.630      13.27        0.4392     0.0475                        T011100200131 
 9.630      15.47        0.6330     0.0542                        T011100200132 
 9.630      17.67        0.8783     0.0459                        T011100200133 
 9.630      19.87        1.1175     0.0370                        T011100200134 
 9.630      22.06        1.2133     0.0446                        T011100200135 
 9.630      22.06        1.0704     0.0467                        T011100200136 
 9.630      22.06        1.0962     0.0287                        T011100200137 
 9.630      24.25        1.2277     0.0422                        T011100200138 
 9.630      25.07        1.2382     0.0226                        T011100200139 
 9.630      26.44        1.2538     0.0334                        T011100200140 
 9.630      26.44        1.2498     0.0206                        T011100200141 
 9.630      28.62        1.2084     0.0252                        T011100200142 
 9.630      28.62        1.1772     0.0197                        T011100200143 
 9.630      30.81        1.0845     0.0139                        T011100200144 
 9.630      32.98        0.9639     0.0100                        T011100200145 
 9.630      32.98        0.9667     0.0113                        T011100200146 
 9.630      35.16        0.8264     0.0069                        T011100200147 
 9.630      37.33        0.6862     0.0053                        T011100200148 
 9.630      39.49        0.5410     0.0037                        T011100200149 
 9.630      41.66        0.4045     0.0022                        T011100200150 
 9.630      43.81        0.2870     0.0021                        T011100200151 
 9.630      45.97        0.1982     0.0018                        T011100200152 
 9.630      48.12        0.1305     0.0016                        T011100200153 
 9.630      50.26        0.0803     0.0013                        T011100200154 
 9.630      52.40        0.0496     0.0009                        T011100200155 
 9.630      54.53        0.0294     0.0007                        T011100200156 
 9.630      56.65        0.0170     0.0006                        T011100200157 
 9.630      58.78        0.0102     0.0004                        T011100200158 
 9.630      60.89        0.0062     0.0002                        T011100200159 
 9.630      63.00        0.0037     0.0002                        T011100200160 
 9.630      65.10        0.0022     0.0001                        T011100200161 
10.840      15.48        0.0561     0.0126                        T011100200162 
10.840      17.68        0.0928     0.0124                        T011100200163 
10.840      19.87        0.1332     0.0122                        T011100200164 
10.840      22.07        0.1415     0.0084                        T011100200165 
10.840      24.26        0.1614     0.0133                        T011100200166 
10.840      26.45        0.1480     0.0088                        T011100200167 
10.840      26.45        0.1524     0.0092                        T011100200168 
10.840      28.63        0.1382     0.0095                        T011100200169 
10.840      28.63        0.1433     0.0056                        T011100200170 
10.840      30.81        0.1260     0.0091                        T011100200171 
10.840      32.99        0.1111     0.0073                        T011100200172 
10.840      35.17        0.0836     0.0058                        T011100200173 
10.840      37.34        0.0680     0.0059                        T011100200174 
10.840      39.50        0.0569     0.0052                        T011100200175 
10.840      41.67        0.0456     0.0046                        T011100200176 
10.840      43.82        0.0330     0.0035                        T011100200177 
10.840      47.05        0.0166     0.0023                        T011100200178 
10.840      50.27        0.0084     0.0014                        T011100200179 
10.840      53.47        0.0040     0.0010                        T011100200180 
11.830      17.68        0.0157     0.0040                        T011100200181 
11.830      19.88        0.0136     0.0035                        T011100200182 
11.830      22.07        0.0130     0.0026                        T011100200183 
11.830      24.26        0.0168     0.0040                        T011100200184 
11.830      25.08        0.0201     0.0019                        T011100200185 
11.830      26.45        0.0177     0.0034                        T011100200186 
11.830      26.45        0.0176     0.0025                        T011100200187 
11.830      28.64        0.0121     0.0035                        T011100200188 
11.830      28.64        0.0132     0.0017                        T011100200189 
11.830      30.82        0.0139     0.0019                        T011100200190 
11.830      33.00        0.0108     0.0015                        T011100200191 
11.830      35.17        0.0077     0.0014                        T011100200192 
11.830      37.34        0.0066     0.0010                        T011100200193 
11.830      39.51        0.0053     0.0008                        T011100200194 
11.830      41.67        0.0055     0.0007                        T011100200195 
11.830      43.83        0.0036     0.0006                        T011100200196 
11.830      47.06        0.0019     0.0004                        T011100200197 
12.710       6.67        0.2550     0.0319                        T011100200198 
12.710       8.88        0.2539     0.0186                        T011100200199 
12.710      11.08        0.2468     0.0086                        T011100200200 
12.710      13.28        0.2038     0.0088                        T011100200201 
12.710      15.48        0.1608     0.0083                        T011100200202 
12.710      15.48        0.1438     0.0051                        T011100200203 
12.710      17.68        0.1081     0.0042                        T011100200204 
12.710      19.88        0.0738     0.0032                        T011100200205 
12.710      22.07        0.0541     0.0020                        T011100200206 
12.710      24.27        0.0431     0.0029                        T011100200207 
12.710      25.09        0.0415     0.0014                        T011100200208 
12.710      26.46        0.0321     0.0022                        T011100200209 
12.710      26.46        0.0385     0.0018                        T011100200210 
12.710      28.64        0.0310     0.0025                        T011100200211 
12.710      28.64        0.0324     0.0012                        T011100200212 
12.710      30.82        0.0310     0.0014                        T011100200213 
12.710      33.00        0.0283     0.0012                        T011100200214 
12.710      35.18        0.0257     0.0012                        T011100200215 
12.710      37.35        0.0236     0.0009                        T011100200216 
12.710      39.52        0.0186     0.0007                        T011100200217 
12.710      41.68        0.0131     0.0006                        T011100200218 
12.710      43.84        0.0105     0.0005                        T011100200219 
12.710      47.07        0.0066     0.0004                        T011100200220 
12.710      50.29        0.0035     0.0002                        T011100200221 
12.710      53.49        0.0020     0.0002                        T011100200222 
13.350      28.65        0.0410     0.0145                        T011100200223 
13.350      30.83        0.0074     0.0038                        T011100200224 
13.350      33.01        0.0064     0.0032                        T011100200225 
13.350      35.18        0.0276     0.0145                        T011100200226 
13.350      37.36        0.0491     0.0137                        T011100200227 
13.350      39.52        0.0236     0.0071                        T011100200228 
13.350      41.69        0.0189     0.0064                        T011100200229 
13.350      43.85        0.0171     0.0055                        T011100200230 
13.350      47.08        0.0120     0.0051                        T011100200231 
13.350      50.29        0.0064     0.0035                        T011100200232 
13.350      53.50        0.0036     0.0019                        T011100200233 
14.080      19.89        0.0177     0.0041                        T011100200234 
14.080      22.08        0.0174     0.0029                        T011100200235 
14.080      24.27        0.0303     0.0046                        T011100200236 
14.080      25.09        0.0316     0.0025                        T011100200237 
14.080      26.46        0.0425     0.0040                        T011100200238 
14.080      26.46        0.0352     0.0036                        T011100200239 
14.080      28.65        0.0434     0.0041                        T011100200240 
14.080      28.65        0.0505     0.0098                        T011100200241 
14.080      30.83        0.0501     0.0057                        T011100200242 
14.080      33.01        0.0661     0.0045                        T011100200243 
14.080      35.19        0.0657     0.0043                        T011100200244 
14.080      37.36        0.0683     0.0038                        T011100200245 
14.080      39.53        0.0653     0.0030                        T011100200246 
14.080      41.69        0.0602     0.0029                        T011100200247 
14.080      43.85        0.0507     0.0024                        T011100200248 
14.080      47.08        0.0385     0.0022                        T011100200249 
14.080      50.30        0.0265     0.0017                        T011100200250 
14.080      53.51        0.0173     0.0010                        T011100200251 
15.110       6.68        1.4118     0.0381                        T011100200252 
15.110       8.88        1.0141     0.0253                        T011100200253 
15.110      11.09        0.6629     0.0131                        T011100200254 
15.110      13.29        0.3787     0.0120                        T011100200255 
15.110      15.49        0.2031     0.0098                        T011100200256 
15.110      15.49        0.2062     0.0066                        T011100200257 
15.110      17.69        0.0968     0.0070                        T011100200258 
15.110      19.89        0.0434     0.0045                        T011100200259 
15.110      22.09        0.0139     0.0025                        T011100200260 
15.110      24.28        0.0105     0.0035                        T011100200261 
15.110      25.10        0.0090     0.0012                        T011100200262 
15.110      26.47        0.0166     0.0025                        T011100200263 
15.110      26.47        0.0133     0.0016                        T011100200264 
15.110      28.66        0.0127     0.0020                        T011100200265 
15.110      28.66        0.0167     0.0011                        T011100200266 
15.110      30.84        0.0183     0.0014                        T011100200267 
15.110      33.02        0.0192     0.0012                        T011100200268 
15.110      35.20        0.0155     0.0012                        T011100200269 
15.110      37.37        0.0134     0.0008                        T011100200270 
15.110      39.54        0.0090     0.0007                        T011100200271 
15.110      41.70        0.0067     0.0006                        T011100200272 
15.110      43.86        0.0046     0.0005                        T011100200273 
15.110      47.09        0.0028     0.0004                        T011100200274 
15.110      50.31        0.0013     0.0002                        T011100200275 
15.110      53.52        0.0015     0.0002                        T011100200276 
15.300      13.29        0.2917     0.0280                        T011100200277 
15.300      15.49        0.2582     0.0237                        T011100200278 
15.300      15.49        0.2433     0.0160                        T011100200279 
15.300      17.69        0.4295     0.0160                        T011100200280 
15.300      19.89        0.3352     0.0123                        T011100200281 
15.300      22.09        0.3125     0.0084                        T011100200282 
15.300      24.28        0.2878     0.0124                        T011100200283 
15.300      25.10        0.3240     0.0056                        T011100200284 
15.300      26.47        0.2838     0.0096                        T011100200285 
15.300      26.47        0.3351     0.0072                        T011100200286 
15.300      28.66        0.2879     0.0100                        T011100200287 
15.300      28.66        0.2687     0.0048                        T011100200288 
15.300      30.84        0.2888     0.0057                        T011100200289 
15.300      33.02        0.2826     0.0048                        T011100200290 
15.300      35.20        0.2076     0.0043                        T011100200291 
15.300      37.37        0.2171     0.0032                        T011100200292 
15.300      39.54        0.1836     0.0026                        T011100200293 
15.300      41.70        0.1303     0.0024                        T011100200294 
15.300      43.86        0.1103     0.0020                        T011100200295 
15.300      47.09        0.0558     0.0015                        T011100200296 
15.300      50.31        0.0389     0.0010                        T011100200297 
15.300      53.52        0.0196     0.0008                        T011100200298 
16.110       8.88        0.0561     0.0146                        T011100200299 
16.110      11.09        0.0646     0.0070                        T011100200300 
16.110      13.29        0.0869     0.0075                        T011100200301 
16.110      15.50        0.1066     0.0077                        T011100200302 
16.110      15.50        0.1080     0.0053                        T011100200303 
16.110      17.70        0.1075     0.0052                        T011100200304 
16.110      19.89        0.1169     0.0040                        T011100200305 
16.110      22.09        0.1029     0.0028                        T011100200306 
16.110      24.28        0.0815     0.0038                        T011100200307 
16.110      25.11        0.0842     0.0019                        T011100200308 
16.110      26.47        0.0643     0.0029                        T011100200309 
16.110      26.47        0.0689     0.0022                        T011100200310 
16.110      28.66        0.0472     0.0029                        T011100200311 
16.110      28.66        0.0489     0.0014                        T011100200312 
16.110      30.85        0.0360     0.0015                        T011100200313 
16.110      33.03        0.0238     0.0012                        T011100200314 
16.110      35.20        0.0153     0.0011                        T011100200315 
16.110      37.38        0.0103     0.0008                        T011100200316 
16.110      39.55        0.0091     0.0007                        T011100200317 
16.110      41.71        0.0076     0.0006                        T011100200318 
16.110      43.87        0.0062     0.0006                        T011100200319 
16.110      47.10        0.0041     0.0004                        T011100200320 
16.110      50.32        0.0026     0.0003                        T011100200321 
16.110      53.53        0.0018     0.0002                        T011100200322 
16.580      15.50        0.0100     0.0051                        T011100200323 
16.580      17.70        0.0078     0.0053                        T011100200324 
16.580      19.90        0.0083     0.0040                        T011100200325 
16.580      22.09        0.0168     0.0028                        T011100200326 
16.580      24.29        0.0241     0.0048                        T011100200327 
16.580      25.11        0.0260     0.0022                        T011100200328 
16.580      26.48        0.0241     0.0038                        T011100200329 
16.580      26.48        0.0284     0.0028                        T011100200330 
16.580      28.66        0.0314     0.0039                        T011100200331 
16.580      28.66        0.0266     0.0019                        T011100200332 
16.580      30.85        0.0283     0.0023                        T011100200333 
16.580      33.03        0.0232     0.0018                        T011100200334 
16.580      35.21        0.0155     0.0016                        T011100200335 
16.580      37.38        0.0095     0.0012                        T011100200336 
16.580      39.55        0.0078     0.0010                        T011100200337 
16.580      41.71        0.0049     0.0008                        T011100200338 
16.580      43.88        0.0031     0.0007                        T011100200339 
16.580      47.11        0.0018     0.0005                        T011100200340 
16.580      50.33        0.0012     0.0003                        T011100200341 
18.400       8.89        0.4955     0.0514                        T011100200342 
18.400      11.09        0.4527     0.0216                        T011100200343 
18.400      13.30        0.5790     0.0266                        T011100200344 
18.400      15.50        0.4907     0.0175                        T011100200345 
18.400      15.50        0.5140     0.0172                        T011100200346 
18.400      17.70        0.4583     0.0134                        T011100200347 
18.400      19.90        0.4020     0.0123                        T011100200348 
18.400      22.10        0.2820     0.0076                        T011100200349 
18.400      24.30        0.1862     0.0080                        T011100200350 
18.400      25.12        0.1538     0.0059                        T011100200351 
18.400      26.49        0.0976     0.0059                        T011100200352 
18.400      26.49        0.1072     0.0042                        T011100200353 
18.400      28.68        0.0483     0.0042                        T011100200354 
18.400      28.68        0.0473     0.0023                        T011100200355 
18.400      30.86        0.0255     0.0037                        T011100200356 
18.400      33.04        0.0167     0.0023                        T011100200357 
18.400      35.22        0.0224     0.0026                        T011100200358 
18.400      37.40        0.0270     0.0024                        T011100200359 
18.400      39.57        0.0239     0.0016                        T011100200360 
18.400      41.73        0.0252     0.0014                        T011100200361 
18.400      43.89        0.0238     0.0014                        T011100200362 
18.400      47.12        0.0235     0.0009                        T011100200363 
18.400      50.34        0.0178     0.0006                        T011100200364 
18.400      53.55        0.0113     0.0005                        T011100200365 
19.200      15.51        0.0774     0.0391                        T011100200366 
19.200      15.51        0.0943     0.0351                        T011100200367 
19.200      17.71        0.0923     0.0267                        T011100200368 
19.200      19.91        0.1130     0.0252                        T011100200369 
19.200      22.11        0.0969     0.0112                        T011100200370 
19.200      24.30        0.0843     0.0183                        T011100200371 
19.200      25.12        0.0760     0.0133                        T011100200372 
19.200      26.49        0.0593     0.0151                        T011100200373 
19.200      26.49        0.0688     0.0104                        T011100200374 
19.200      28.68        0.0756     0.0140                        T011100200375 
19.200      28.68        0.0721     0.0086                        T011100200376 
19.200      30.87        0.0687     0.0105                        T011100200377 
19.200      33.05        0.0659     0.0074                        T011100200378 
19.200      35.23        0.0647     0.0071                        T011100200379 
19.200      37.40        0.0616     0.0068                        T011100200380 
19.200      39.57        0.0456     0.0042                        T011100200381 
19.200      41.74        0.0370     0.0037                        T011100200382 
19.200      43.90        0.0291     0.0034                        T011100200383 
19.200      47.13        0.0200     0.0020                        T011100200384 
19.200      50.35        0.0110     0.0013                        T011100200385 
19.200      53.56        0.0066     0.0010                        T011100200386 
19.700       8.89        0.6974     0.1001                        T011100200387 
19.700      11.10        0.7502     0.0466                        T011100200388 
19.700      13.30        0.7964     0.0597                        T011100200389 
19.700      15.51        0.5160     0.0402                        T011100200390 
19.700      15.51        0.4933     0.0365                        T011100200391 
19.700      17.71        0.4081     0.0277                        T011100200392 
19.700      19.91        0.3379     0.0263                        T011100200393 
19.700      22.11        0.3185     0.0176                        T011100200394 
19.700      24.30        0.3110     0.0200                        T011100200395 
19.700      25.13        0.3107     0.0149                        T011100200396 
19.700      26.50        0.2826     0.0171                        T011100200397 
19.700      26.50        0.3249     0.0121                        T011100200398 
19.700      28.68        0.2973     0.0157                        T011100200399 
19.700      28.68        0.3083     0.0101                        T011100200400 
19.700      30.87        0.2853     0.0121                        T011100200401 
19.700      33.05        0.2553     0.0084                        T011100200402 
19.700      35.23        0.2105     0.0081                        T011100200403 
19.700      37.41        0.1692     0.0059                        T011100200404 
19.700      39.58        0.1279     0.0047                        T011100200405 
19.700      41.74        0.0924     0.0039                        T011100200406 
19.700      43.90        0.0648     0.0037                        T011100200407 
19.700      47.14        0.0382     0.0020                        T011100200408 
19.700      50.36        0.0203     0.0014                        T011100200409 
19.700      53.57        0.0107     0.0011                        T011100200410 
20.540      13.31        0.0706     0.0153                        T011100200411 
20.540      15.51        0.0736     0.0133                        T011100200412 
20.540      15.51        0.0804     0.0088                        T011100200413 
20.540      17.71        0.0904     0.0072                        T011100200414 
20.540      19.91        0.1045     0.0084                        T011100200415 
20.540      22.11        0.1053     0.0046                        T011100200416 
20.540      24.31        0.0973     0.0060                        T011100200417 
20.540      25.13        0.0835     0.0027                        T011100200418 
20.540      26.50        0.0708     0.0066                        T011100200419 
20.540      26.50        0.0843     0.0036                        T011100200420 
20.540      28.69        0.0597     0.0047                        T011100200421 
20.540      28.69        0.0608     0.0023                        T011100200422 
20.540      30.88        0.0496     0.0032                        T011100200423 
20.540      33.06        0.0319     0.0023                        T011100200424 
20.540      35.24        0.0237     0.0020                        T011100200425 
20.540      37.41        0.0150     0.0013                        T011100200426 
20.540      39.58        0.0092     0.0010                        T011100200427 
20.540      41.75        0.0078     0.0009                        T011100200428 
20.540      43.91        0.0052     0.0008                        T011100200429 
20.540      47.14        0.0042     0.0008                        T011100200430 
20.540      50.37        0.0018     0.0003                        T011100200431 
20.540      53.58        0.0009     0.0004                        T011100200432 
ENDDATA            418          0                                 T011100200433 
ENDSUBENT          432          0                                 T011100299999 
