ENTRY            T0232   20030804                             0000T023200000001 
SUBENT        T0232001   20030804                             0000T023200100001 
BIB                  9         12                                 T023200100002 
INSTITUTE  (1CANCRC)                                              T023200100003 
REFERENCE  (J,NP/A,179,465,1972)                                  T023200100004 
AUTHOR     (O.Hausser,A.J.Ferguson,A.B.McDonald,I.M.Szoghy,       T023200100005 
           T.K.Alexander,D.L.Disdier)                             T023200100006 
TITLE      High spin states in 20Ne from 16O(a,a) scattering      T023200100007 
FACILITY   (VDGT,1CANCRC)                                         T023200100008 
DETECTOR   (SIBAR) Four movable surface-barrier detectors and one T023200100009 
            annular detector fixed at 180 degrees in a 43 cm      T023200100010 
            diameter Ortec scattering chamber.                    T023200100011 
COMMENT    Many points at a single angle due to accuracy of scan. T023200100012 
ERR-ANALYS (DATA-ERR) Experimental error                          T023200100013 
HISTORY    (20030512C)                                            T023200100014 
ENDBIB              12          0                                 T023200100015 
NOCOMMON             0          0                                 T023200100016 
ENDSUBENT           15          0                                 T023200199999 
SUBENT        T0232002   20030804                             0000T023200200001 
BIB                  6         10                                 T023200200002 
REACTION   (8-O-16(A,EL)8-O-16,,DA)                               T023200200003 
           Excitation functions near the l=6 resonance at         T023200200004 
            E(alpha)=5058 keV.                                    T023200200005 
SAMPLE     Thin (<10 microg/cm2) self-supporting SiO2 targets.    T023200200006 
MONITOR    (8-O-16(A,EL)8-O-16,,DA) Data of McDermott near 5      T023200200007 
            MeV.                                                  T023200200008 
MONIT-REF  (,L.C.MCDERMOTT+,J,PR,118,175,1960)                    T023200200009 
ERR-ANALYS Digitizing error in energy 0.5 keV.                    T023200200010 
           Digitizing error in data 0.5 mb/sr.                    T023200200011 
STATUS     (CURVE) Data scanned from Fig.2 of reference by NPDC.  T023200200012 
ENDBIB              10          0                                 T023200200013 
NOCOMMON             0          0                                 T023200200014 
DATA                 4        197                                 T023200200015 
ANG-CM     EN         DATA-CM    DATA-ERR                         T023200200016 
ADEG       MEV        MB/SR      MB/SR                            T023200200017 
  113.0      5.035      62.75     0.7161                          T023200200018 
  113.0      5.036      64.90     0.8184                          T023200200019 
  113.0      5.037      64.70     0.8184                          T023200200020 
  113.0      5.038      64.60     0.7162                          T023200200021 
  113.0      5.039      64.09     0.8184                          T023200200022 
  113.0      5.040      65.73      1.023                          T023200200023 
  113.0      5.041      64.10     0.8184                          T023200200024 
  113.0      5.042      63.59     0.9207                          T023200200025 
  113.0      5.043      64.82     0.7161                          T023200200026 
  113.0      5.044      65.84     0.9207                          T023200200027 
  113.0      5.045      65.13     0.8185                          T023200200028 
  113.0      5.046      66.36     0.8184                          T023200200029 
  113.0      5.047      65.74     0.8185                          T023200200030 
  113.0      5.048      64.52     0.6138                          T023200200031 
  113.0      5.049      65.34     0.8184                          T023200200032 
  113.0      5.050      64.73     0.8185                          T023200200033 
  113.0      5.051      65.96     0.8184                          T023200200034 
  113.0      5.052      64.22     0.7161                          T023200200035 
  113.0      5.053      65.35     0.8184                          T023200200036 
  113.0      5.054      65.65     0.9207                          T023200200037 
  113.0      5.055      67.09     0.9207                          T023200200038 
  113.0      5.056      70.36     0.9207                          T023200200039 
  113.0      5.057      83.36      1.023                          T023200200040 
  113.0      5.058      88.37     0.9206                          T023200200041 
  113.0      5.059      83.36      1.023                          T023200200042 
  113.0      5.060      81.32      1.228                          T023200200043 
  113.0      5.061      75.39      1.023                          T023200200044 
  113.0      5.062      72.01     0.9208                          T023200200045 
  113.0      5.063      67.92     0.9207                          T023200200046 
  113.0      5.064      64.65     0.7161                          T023200200047 
  113.0      5.065      64.55     0.8185                          T023200200048 
  113.0      5.066      64.25     0.9207                          T023200200049 
  113.0      5.067      61.69     0.8184                          T023200200050 
  113.0      5.068      64.56     0.8185                          T023200200051 
  113.0      5.069      64.05     0.7161                          T023200200052 
  113.0      5.069      62.31     0.8183                          T023200200053 
  113.0      5.071      64.56     0.8184                          T023200200054 
  113.0      5.072      63.24     0.7161                          T023200200055 
  113.0      5.074      62.52     0.8184                          T023200200056 
  113.0      5.075      63.55     0.8185                          T023200200057 
  137.3      5.035      2.474     0.2454                          T023200200058 
  137.3      5.036      2.110     0.2273                          T023200200059 
  137.3      5.036      2.019     0.2273                          T023200200060 
  137.3      5.037      1.674     0.2454                          T023200200061 
  137.3      5.039      2.374     0.2545                          T023200200062 
  137.3      5.040      1.893     0.2455                          T023200200063 
  137.3      5.041      2.184     0.2273                          T023200200064 
  137.3      5.041      2.202     0.2454                          T023200200065 
  137.3      5.043      2.457     0.2636                          T023200200066 
  137.3      5.044      2.248     0.2545                          T023200200067 
  137.3      5.044      1.594     0.2545                          T023200200068 
  137.3      5.046      1.839     0.2454                          T023200200069 
  137.3      5.047      2.494     0.2454                          T023200200070 
  137.3      5.048      1.931     0.2454                          T023200200071 
  137.3      5.049      2.076     0.2455                          T023200200072 
  137.3      5.050      1.713     0.2455                          T023200200073 
  137.3      5.051      1.977     0.2364                          T023200200074 
  137.3      5.052      2.349     0.2454                          T023200200075 
  137.3      5.053      2.059     0.2273                          T023200200076 
  137.3      5.054      1.986     0.2454                          T023200200077 
  137.3      5.055      2.759     0.2364                          T023200200078 
  137.3      5.056      3.277     0.2818                          T023200200079 
  137.3      5.057      6.114     0.3364                          T023200200080 
  137.3      5.058      6.951     0.3182                          T023200200081 
  137.3      5.059      7.051     0.3273                          T023200200082 
  137.3      5.060      6.333     0.3364                          T023200200083 
  137.3      5.061      5.024     0.2818                          T023200200084 
  137.3      5.062      4.006     0.2818                          T023200200085 
  137.3      5.063      3.052     0.2545                          T023200200086 
  137.3      5.064      2.834     0.2545                          T023200200087 
  137.3      5.064      1.534     0.2454                          T023200200088 
  137.3      5.066      1.588     0.2455                          T023200200089 
