EN         ANG-CM     DATA-CM    DATA-ERR                         T003100200021 
MEV        ADEG       MB/SR      MB/SR                            T003100200022 
 1.847     105.        0.695      0.055                           T003100500024 
 1.847     133.        0.70       0.07                            T003100500025 
 1.847     145.5       0.47       0.05                            T003100500026 
 1.847     161.5       0.46       0.075                           T003100500027 
 1.745      44.        0.975      0.065                           T003100500028 
 1.745      56.        0.96       0.065                           T003100500029 
 1.745      73.5       0.86       0.065                           T003100500030 
 1.745      90.        0.87       0.07                            T003100500031 
 1.745     105.5       0.49       0.06                            T003100500032 
 1.745     133.        0.41       0.05                            T003100500033 
 1.648      44.        0.78       0.05                            T003100500034 
 1.648      56.        1.05       0.06                            T003100500035 
 1.648      73.5       0.89       0.055                           T003100500036 
 1.648      90.        0.75       0.07                            T003100500037 
 1.648     105.5       0.69       0.075                           T003100500038 
 1.648     133.5       0.51       0.045                           T003100500039 
 1.648     145.5       0.49       0.07                            T003100500040 
 1.648     161.5       0.40       0.04                            T003100500041 
 1.568      43.86012   1.26610    0.09479                         T003100500042 
 1.568      55.94580   1.19431    0.08582                         T003100500043 
 1.568      73.44731   0.99234    0.07145                         T003100500044 
 1.568      90.00003   0.88306    0.07209                         T003100500045 
 1.568     105.57697   1.05889    0.09343                         T003100500046 
 1.568     133.44757   0.63660    0.06920                         T003100500047 
 1.568     145.94579   0.62621    0.07828                         T003100500048 
 1.568     161.51628   0.40607    0.07062                         T003100500049 
 1.470      43.90361   0.95979    0.06083                         T003100500050 
 1.470      55.99965   1.17116    0.07141                         T003100500051 
 1.470      73.51408   0.87241    0.05552                         T003100500052 
 1.470      90.10838   0.58550    0.04504                         T003100500053 
 1.470     105.65471   0.61273    0.05193                         T003100500054 
 1.470     133.51425   0.24959    0.05546                         T003100500055 
 1.470     145.99971   0.26683    0.04709                         T003100500056 
 1.470     161.54814   0.26569    0.07085                         T003100500057 
 1.370      43.95518   0.91065    0.08095                         T003100500058 
 1.370      56.06369   0.89111    0.07842                         T003100500059 
 1.370      73.59331   0.62583    0.05545                         T003100500060 
 1.370      90.20467   0.73832    0.07203                         T003100500061 
 1.370     105.74701   0.43118    0.05195                         T003100500062 
 1.370     133.59340   0.31965    0.05559                         T003100500063 
 1.370     146.06371   0.28340    0.06298                         T003100500064 
 1.370     161.58592   0.12447    0.05335                         T003100500065 
 1.271      44.01538   0.67971    0.06730                         T003100500066 
 1.271      56.13837   0.85375    0.05692                         T003100500067 
 1.271      73.68571   0.71202    0.04747                         T003100500068 
 1.271      90.30072   0.62098    0.04500                         T003100500069 
 1.271     105.85464   0.55096    0.05198                         T003100500070 
 1.271     133.68575   0.11148    0.04181                         T003100500071 
 1.271     146.13840   0.20542    0.06321                         T003100500072 
 1.271     161.63002   0.20542    0.05359                         T003100500073 
 1.163      44.09453   0.48305    0.04696                         T003100500074 
 1.163      56.23662   0.73797    0.05677                         T003100500075 
 1.163      73.80707   0.58046    0.04738                         T003100500076 
 1.163      90.43973   0.44071    0.04497                         T003100500077 
 1.163     105.99638   0.30168    0.04161                         T003100500078 
 1.163     105.99638   0.35369    0.04161                         T003100500079 
 1.163     133.80724   0.13984    0.02797                         T003100500080 
 1.163     133.80724   0.11188    0.04195                         T003100500081 
 1.163     146.23662   0.04763    0.03176                         T003100500082 
 1.063      44.18463   0.32760    0.03343                         T003100500083 
 1.063      56.34843   0.45278    0.03537                         T003100500084 
 1.063      73.94542   0.32315    0.02365                         T003100500085 
 1.063      90.59186   0.24267    0.02696                         T003100500086 
 1.063     106.15779   0.16658    0.02082                         T003100500087 
 0.949      44.31509   0.17960    0.03326                         T003100500088 
 0.949      56.51039   0.09157    0.02113                         T003100500089 
 0.949      74.14601   0.07073    0.01572                         T003100500090 
 0.949      74.14601   0.11789    0.01572                         T003100500091 
 0.949      90.81927   0.08081    0.00898                         T003100500092 
 0.949     106.39172   0.06254    0.01042                         T003100500093 
ENDDATA             76          0                                 T003100500094 
ENDSUBENT           93          0                                 T003100599999 
SUBENT        T0031006   19991229                             0000T003100600001 
BIB                  7         16                                 T003100600002 
REACTION   (3-LI-6(HE3,X)1-H-1,PAR/CUM,DA)                        T003100600003 
            For continuum protons including breakup of 7Li        T003100600004 
            formed in 6Li(3He,aplha) reaction.                    T003100600005 
SAMPLE     Thin films of 6LiF evaporated onto carbon disks.       T003100600006 
DETECTOR   (SOLST) Si surface barrier detector covered with       T003100600007 
            thin Al foil used to detect protons.                  T003100600008 
MONITOR    Normalized to 45 and 135 degree excitation functions.  T003100600009 
ANALYSIS   Continuum yields determined by integrating the spectra T003100600010 
            from just above the 16.63-MeV level up to the maximum T003100600011 
            proton energy, subtracting the net contribution from  T003100600012 
            the ground and 2.94-MeV states, and adding the counts T003100600013 
            based on reasonable extrapolation to zero energy      T003100600014 
            where the yield should be zero.                       T003100600015 
ERR-ANALYS (DATA-ERR) Uncertainty represents relative uncertainty T003100600016 
            due to counting statistics.                           T003100600017 
STATUS     Data received from A.J. Elwyn, 18 June 1999.           T003100600018 
ENDBIB              16          0                                 T003100600019 
COMMON               2          3                                 T003100600020 
E-LVL-MIN  E-LVL-NRM                                              T003100600021 
MEV        MEV                                                    T003100600022 
 17.         0.                                                   T003100600023 
ENDCOMMON            3          0                                 T003100600024 
DATA                 4         98                                 T003100600025 
EN         ANG        DATA       DATA-ERR                         T003100600026 
MEV        ADEG       MB/SR      MB/SR                            T003100600027 
 1.847      35.        9.30       2.05                            T003100600028 
 1.847      45.        8.70       1.53                            T003100600029 
 1.847      60.        7.63       0.80                            T003100600030 
 1.847      75.        7.25       1.58                            T003100600031 
 1.847      90.        6.45       1.20                            T003100600032 
 1.847     120.        5.55       0.90                            T003100600033 
 1.847     135.        7.63       0.84                            T003100600034 
 1.847     155.        5.30       0.47                            T003100600035 
 1.745      35.        8.47       1.75                            T003100600036 
 1.745      45.        9.83       2.10                            T003100600037 
 1.745      60.        7.25       1.35                            T003100600038 
 1.745      75.        6.85       1.35                            T003100600039 
 1.745      90.        6.80       1.40                            T003100600040 
 1.745     120.        4.30       0.60                            T003100600041 
 1.745     155.        5.05       0.78                            T003100600042 
 1.648      35.        8.30       1.10                            T003100600043 
 1.648      45.        9.60       1.80                            T003100600044 
 1.648      60.        8.25       1.40                            T003100600045 
 1.648      75.        8.35       1.65                            T003100600046 
 1.648      90.        5.90       0.83                            T003100600047 
 1.648     120.        4.80       0.60                            T003100600048 
 1.648     135.        5.63       0.70                            T003100600049 
 1.648     155.        5.07       0.56                            T003100600050 
 1.568      35.        9.83       1.50                            T003100600051 
 1.568      45.        9.90       1.70                            T003100600052 
 1.568      60.        8.05       1.30                            T003100600053 
 1.568      75.        6.89       0.90                            T003100600054 
 1.568      90.        6.69       0.80                            T003100600055 
 1.568     120.        6.19       0.70                            T003100600056 
 1.568     135.        6.12       0.55                            T003100600057 
 1.568     155.        5.78       0.50                            T003100600058 
 1.470      35.        7.37       1.05                            T003100600059 
 1.470      45.        9.13       1.30                            T003100600060 
 1.470      60.        7.52       0.95                            T003100600061 
 1.470      75.        5.83       0.70                            T003100600062 
 1.470      90.        5.54       0.60                            T003100600063 
 1.470     120.        5.49       0.57                            T003100600064 
 1.470     135.        5.85       0.60                            T003100600065 
 1.470     155.        6.41       0.65                            T003100600066 
 1.370      35.       10.04       1.76                            T003100600067 
 1.370      45.        8.96       1.34                            T003100600068 
 1.370      60.        6.80       0.95                            T003100600069 
 1.370      75.        6.87       0.83                            T003100600070 
 1.370      90.        6.30       0.75                            T003100600071 
 1.370     120.        5.30       0.55                            T003100600072 
 1.370     135.        4.60       0.40                            T003100600073 
 1.370     155.        5.44       0.50                            T003100600074 
 1.271      35.       10.09       1.54                            T003100600075 
 1.271      45.        8.56       0.97                            T003100600076 
 1.271      60.        7.06       0.78                            T003100600077 
 1.271      75.        5.94       0.59                            T003100600078 
 1.271      90.        5.72       0.63                            T003100600079 
 1.271     120.        5.45       0.60                            T003100600080 
 1.271     135.        6.05       0.60                            T003100600081 
 1.271     155.        5.06       0.40                            T003100600082 
 1.163      35.        6.85       0.68                            T003100600083 
 1.163      45.        8.20       0.87                            T003100600084 
 1.163      60.        6.47       0.60                            T003100600085 
 1.163      75.        5.75       0.63                            T003100600086 
 1.163      90.        5.05       0.40                            T003100600087 
 1.163     120.        4.43       0.40                            T003100600088 
 1.163     135.        5.11       0.44                            T003100600089 
 1.163     155.        4.98       0.37                            T003100600090 
 1.063      35.        6.96       0.67                            T003100600091 
 1.063      45.        7.55       0.78                            T003100600092 
 1.063      60.        5.37       0.50                            T003100600093 
 1.063      75.        4.69       0.43                            T003100600094 
 1.063      90.        4.41       0.39                            T003100600095 
 1.063     120.        4.17       0.30                            T003100600096 
 1.063     135.        4.55       0.38                            T003100600097 
 1.063     155.        4.54       0.31                            T003100600098 
 0.949      35.        5.38       0.60                            T003100600099 
 0.949      45.        4.42       0.46                            T003100600100 
 0.949      60.        4.07       0.40                            T003100600101 
 0.949      75.        3.31       0.30                            T003100600102 
 0.949      90.        3.31       0.25                            T003100600103 
 0.949     120.        2.94       0.24                            T003100600104 
 0.949     135.        3.63       0.30                            T003100600105 
 0.949     155.        3.42       0.25                            T003100600106 
 0.849      35.        3.84       0.46                            T003100600107 
 0.849      45.        3.36       0.39                            T003100600108 
 0.849      60.        3.09       0.31                            T003100600109 
 0.849      75.        2.54       0.26                            T003100600110 
 0.849      90.        2.25       0.25                            T003100600111 
 0.849     120.        2.53       0.22                            T003100600112 
 0.849     135.        2.41       0.20                            T003100600113 
 0.849     155.        2.58       0.20                            T003100600114 
 0.755      45.        2.85       0.50                            T003100600115 
 0.755      75.        2.33       0.30                            T003100600116 
 0.755      90.        1.30       0.15                            T003100600117 
 0.755     120.        1.18       0.17                            T003100600118 
 0.755     135.        1.20       0.12                            T003100600119 
 0.755     155.        1.05       0.15                            T003100600120 
 0.660      45.        0.50       0.10                            T003100600121 
 0.660      65.        0.45       0.12                            T003100600122 
 0.660      90.        0.43       0.10                            T003100600123 
 0.660     135.        0.55       0.12                            T003100600124 
 0.660     155.        0.50       0.10                            T003100600125 
ENDDATA            100          0                                 T003100600126 
ENDSUBENT          125          0                                 T003100699999 
SUBENT        T0031007   19990729                             0000T003100700001 
BIB                  7         12                                 T003100700002 
REACTION   (3-LI-6(HE3,P)4-BE-8,PAR,SIG)                          T003100700003 
SAMPLE     Thin films of 6LiF evaporated onto thick Ta disks.     T003100700004 
DETECTOR   (SOLST) Two Si surface barrier detectors covered with  T003100700005 
            thin Al foils used to detect protons, while a third   T003100700006 
            detector at back angles acted as a monitor.           T003100700007 
METHOD     (TOF)                                                  T003100700008 
           Proton yields measured relative to ground state.       T003100700009 
MONITOR    (3-LI-6(HE3,P)4-BE-8,PAR,DA)                           T003100700010 
ERR-ANALYS (DATA-ERR) Uncertainty represents relative uncertainty T003100700011 
            due to counting statistics.                           T003100700012 
STATUS     Data taken from Table I of main reference.             T003100700013 
           (DEP,T0031002) From Legendre fit.                      T003100700014 
ENDBIB              12          0                                 T003100700015 
COMMON               1          3                                 T003100700016 
E-LVL                                                             T003100700017 
MEV                                                               T003100700018 
 0.                                                               T003100700019 
ENDCOMMON            3          0                                 T003100700020 
DATA                 3         17                                 T003100700021 
EN         DATA       DATA-ERR                                    T003100700022 
MEV        MB         MB                                          T003100700023 
   0.461      0.029      0.001                                    T003100700024 
   0.558      0.074      0.001                                    T003100700025 
   0.657      0.38       0.04                                     T003100700026 
   0.739      1.17       0.01                                     T003100700027 
   0.787      1.76       0.01                                     T003100700028 
   0.838      2.425      0.013                                    T003100700029 
   0.886      2.79       0.03                                     T003100700030 
   0.938      3.32       0.01                                     T003100700031 
   1.058      4.41       0.03                                     T003100700032 
   1.139      5.75       0.03                                     T003100700033 
   1.238      6.72       0.05                                     T003100700034 
   1.339      6.98       0.03                                     T003100700035 
   1.439      7.06       0.04                                     T003100700036 
   1.535      7.31       0.06                                     T003100700037 
   1.635      7.20       0.05                                     T003100700038 
   1.751      7.04       0.09                                     T003100700039 
   1.849      7.23       0.10                                     T003100700040 
ENDDATA             19          0                                 T003100700041 
ENDSUBENT           40          0                                 T003100799999 
SUBENT        T0031008   19990729                             0000T003100800001 
BIB                  6          9                                 T003100800002 
REACTION   (3-LI-6(HE3,P)4-BE-8,PAR,SIG)                          T003100800003 
SAMPLE     Thin films of 6LiF evaporated onto carbon disks.       T003100800004 
DETECTOR   (SOLST) Si surface barrier detector covered with       T003100800005 
            thin Al foil used to detect protons.                  T003100800006 
MONITOR    Normalized to 45 and 135 degree excitation functions.  T003100800007 
ERR-ANALYS (DATA-ERR) Uncertainty represents relative uncertainty T003100800008 
            due to counting statistics.                           T003100800009 
STATUS     Data taken from Table II of main reference.            T003100800010 
           (DEP,T0031003) From Legendre fit.                      T003100800011 
ENDBIB               9          0                                 T003100800012 
COMMON               1          3                                 T003100800013 
E-LVL-NRM                                                         T003100800014 
MEV                                                               T003100800015 
 0.                                                               T003100800016 
ENDCOMMON            3          0                                 T003100800017 
DATA                 4         34                                 T003100800018 
E-LVL      EN         DATA       DATA-ERR                         T003100800019 
MEV        MEV        MB         MB                               T003100800020 
   2.94       0.660      0.96       0.10                          T003100800021 
   2.94       0.755      2.89       0.25                          T003100800022 
   2.94       0.849      5.65       0.13                          T003100800023 
   2.94       0.949      9.30       0.25                          T003100800024 
   2.94       1.063     14.6        0.4                           T003100800025 
   2.94       1.163     19.2        0.4                           T003100800026 
   2.94       1.271     21.9        1.4                           T003100800027 
   2.94       1.370     21.9        0.6                           T003100800028 
   2.94       1.470     23.4        0.9                           T003100800029 
   2.94       1.568     28.8        0.1                           T003100800030 
   2.94       1.648     26.6        1.0                           T003100800031 
   2.94       1.745     23.8        0.8                           T003100800032 
   2.94       1.847     26.5        1.8                           T003100800033 
  16.63       0.849      8.55       0.25                          T003100800034 
  16.63       0.949      7.92       0.38                          T003100800035 
  16.63       1.063      8.67       0.25                          T003100800036 
  16.63       1.163      9.30       0.25                          T003100800037 
  16.63       1.271     11.8        0.4                           T003100800038 
  16.63       1.370     13.5        0.5                           T003100800039 
  16.63       1.470     15.0        0.6                           T003100800040 
  16.63       1.568     15.1        0.5                           T003100800041 
  16.63       1.648     15.8        0.6                           T003100800042 
  16.63       1.745     15.8        0.5                           T003100800043 
  16.63       1.847     18.7        0.8                           T003100800044 
  16.92       0.949      1.01       0.13                          T003100800045 
  16.92       1.063      3.02       0.38                          T003100800046 
  16.92       1.163      4.78       0.25                          T003100800047 
  16.92       1.271      6.41       0.50                          T003100800048 
  16.92       1.370      7.54       0.50                          T003100800049 
  16.92       1.470      8.42       0.63                          T003100800050 
  16.92       1.568     12.2        0.5                           T003100800051 
  16.92       1.648      9.05       0.50                          T003100800052 
  16.92       1.745      8.80       0.63                          T003100800053 
  16.92       1.847     10.7        0.4                           T003100800054 
ENDDATA             36          0                                 T003100800055 
ENDSUBENT           54          0                                 T003100899999 
SUBENT        T0031009   19991229                             0000T003100900001 
BIB                  6         11                                 T003100900002 
REACTION   (3-LI-6(HE3,X)1-H-1,PAR/CUM,SIG)                       T003100900003 
            For continuum protons including breakup of 7Li        T003100900004 
            formed in 6Li(3He,aplha) reaction.                    T003100900005 
SAMPLE     Thin films of 6LiF evaporated onto carbon disks.       T003100900006 
DETECTOR   (SOLST) Si surface barrier detector covered with       T003100900007 
            thin Al foil used to detect protons.                  T003100900008 
MONITOR    Normalized to 45 and 135 degree excitation functions.  T003100900009 
ERR-ANALYS (DATA-ERR) Uncertainty represents relative uncertainty T003100900010 
            due to counting statistics.                           T003100900011 
STATUS     Data taken from Table II of main reference.            T003100900012 
           (DEP,T0031004) From Legendre fit.                      T003100900013 
ENDBIB              11          0                                 T003100900014 
COMMON               2          3                                 T003100900015 
E-LVL-MIN  E-LVL-NRM                                              T003100900016 
MEV        MEV                                                    T003100900017 
 17.         0.                                                   T003100900018 
ENDCOMMON            3          0                                 T003100900019 
DATA                 3         13                                 T003100900020 
EN         DATA       DATA-ERR                                    T003100900021 
MEV        MB         MB                                          T003100900022 
   0.660      5.98       0.38                                     T003100900023 
   0.755     18.1        1.8                                      T003100900024 
   0.849     34.2        0.6                                      T003100900025 
   0.949     46.2        1.1                                      T003100900026 
   1.063     63.8        1.5                                      T003100900027 
   1.163     70.0        2.6                                      T003100900028 
   1.271     80.4        3.0                                      T003100900029 
   1.370     82.2        3.0                                      T003100900030 
   1.470     80.4        2.5                                      T003100900031 
   1.568     90.9        1.9                                      T003100900032 
   1.648     82.8        3.6                                      T003100900033 
   1.745     80.2        4.3                                      T003100900034 
   1.847     88.0        5.5                                      T003100900035 
ENDDATA             15          0                                 T003100900036 
ENDSUBENT           35          0                                 T003100999999 
SUBENT        T0031010   19990729                             0000T003101000001 
BIB                  4         12                                 T003101000002 
REACTION   (3-LI-6(HE3,D)4-BE-7,,SIG)                             T003101000003 
ANALYSIS   Calculated from angular distribution measured at       T003101000004 
            angles up to 90 degress, assuming isotropy.           T003101000005 
ERR-ANALYS (DATA-ERR1) Absolute uncertainty.                      T003101000006 
           (DATA-ERR2) Error from graphic bars and digitizing.    T003101000007 
            Error bars on a few points represent the total        T003101000008 
            error.  Authors employed several checks on            T003101000009 
            measurements to verify that errors (including         T003101000010 
            systematic errors) were 10 to 20%.                    T003101000011 
           (EN-ERR) Digitizing error                              T003101000012 
STATUS     (CURVE) Data scanned from Fig 12 in IEEE Transactions, T003101000013 
             same as Fig. 9 in main reference.                    T003101000014 
ENDBIB              12          0                                 T003101000015 
COMMON               2          3                                 T003101000016 
DATA-ERR1  EN-ERR                                                 T003101000017 
PER-CENT   MEV                                                    T003101000018 
 25.         0.01                                                 T003101000019 
ENDCOMMON            3          0                                 T003101000020 
DATA                 3          4                                 T003101000021 
EN         DATA       DATA-ERR2                                   T003101000022 
MEV        MB         MB                                          T003101000023 
     1.291    209.5       54.51                                   T003101000024 
     1.384    241.4        5.832                                  T003101000025 
     1.494    244.9        5.917                                  T003101000026 
     1.602    219.        57.13                                   T003101000027 
ENDDATA              6          0                                 T003101000028 
ENDSUBENT           27          0                                 T003101099999 
ENDENTRY            10          0                                 T003199999999 
