ENTRY            T0241   20030806                             0000T024100000001 
SUBENT        T0241001   20030806                             0000T024100100001 
BIB                  8         13                                 T024100100002 
INSTITUTE  (1USAPSU)                                              T024100100003 
REFERENCE  (J,NP/A,109,163,1968)                                  T024100100004 
AUTHOR     (G.J.Highland,T.T.Thwaites)                            T024100100005 
TITLE      The 20Ne(a,gamma)24Mg reaction from 3 to 6 MeV         T024100100006 
FACILITY   (VDG,1USAPSU) 6MV VDG (HVEC Model CN)                  T024100100007 
SAMPLE     Embedded 20Ne targets were prepared in niobium and     T024100100008 
            tantalum backings in isotope separators.              T024100100009 
DETECTOR   (NAICR) NaI crystal integrally mounted in a NaI        T024100100010 
            annulus.                                              T024100100011 
           NaI crystal used in gamma-gamma cioncidence            T024100100012 
            measurements and as a monitor in angular distribution T024100100013 
            measurements.                                         T024100100014 
HISTORY    (20030624C)                                            T024100100015 
ENDBIB              13          0                                 T024100100016 
NOCOMMON             0          0                                 T024100100017 
ENDSUBENT           16          0                                 T024100199999 
SUBENT        T0241002   20030806                             0000T024100200001 
BIB                  3          5                                 T024100200002 
REACTION   (10-NE-20(A,G)12-MG-24,PAR,DA,,REL)                    T024100200003 
ERR-ANALYS Digitizing error in data 0.002.                        T024100200004 
           (ERR-S) Statistical error scanned from graphic bars.   T024100200005 
STATUS     (CURVE) Data scanned from Fig.7 of reference at NPDC.  T024100200006 
             Graph given as function of cos**2.                   T024100200007 
ENDBIB               5          0                                 T024100200008 
NOCOMMON             0          0                                 T024100200009 
DATA                 5         45                                 T024100200010 
EN         E-LVL      COS        DATA       ERR-S                 T024100200011 
MEV        MEV        NO-DIM     ARB-UNITS  ARB-UNITS             T024100200012 
  3.245      1.368     0.000        1.20       0.13               T024100200013 
  3.245      1.368     0.500        1.42       0.19               T024100200014 
  3.245      1.368     0.707        1.16       0.16               T024100200015 
  3.245      1.368     0.866        1.32       0.15               T024100200016 
  3.245      1.368     1.000        1.38       0.14               T024100200017 
  3.422      1.368     0.000        0.75       0.15               T024100200018 
  3.422      1.368     0.500        1.28       0.18               T024100200019 
  3.422      1.368     0.707        1.06       0.15               T024100200020 
  3.422      1.368     0.866        2.06       0.12               T024100200021 
  3.422      1.368     1.000        1.28       0.17               T024100200022 
  3.715      4.230     0.000        0.79       0.06               T024100200023 
  3.715      4.230     0.500        0.99       0.05               T024100200024 
  3.715      4.230     0.707        1.16       0.06               T024100200025 
  3.715      4.230     0.866        1.33       0.06               T024100200026 
  3.715      4.230     1.000        1.47       0.06               T024100200027 
  3.836      1.368     0.000        0.75       0.11               T024100200028 
  3.836      1.368     0.500        1.47       0.11               T024100200029 
  3.836      1.368     0.707        2.02       0.14               T024100200030 
  3.836      1.368     0.866        2.08       0.14               T024100200031 
  3.836      1.368     1.000        1.86       0.12               T024100200032 
  3.920      0.000     0.000        0.15       0.16               T024100200033 
  3.920      0.000     0.500        0.74       0.19               T024100200034 
  3.920      0.000     0.707        1.14       0.24               T024100200035 
  3.920      0.000     0.866        0.68       0.21               T024100200036 
  3.920      0.000     1.000        0.09       0.17               T024100200037 
  4.109      1.368     0.000        0.72       0.21               T024100200038 
  4.109      1.368     0.500        1.25       0.26               T024100200039 
  4.109      1.368     0.707        1.48       0.22               T024100200040 
  4.109      1.368     0.866        1.65       0.42               T024100200041 
  4.109      1.368     1.000        1.41       0.37               T024100200042 
  4.913      1.368     0.000        0.84       0.13               T024100200043 
  4.913      1.368     0.500        0.81       0.12               T024100200044 
  4.913      1.368     0.707        1.40       0.15               T024100200045 
  4.913      1.368     0.866        1.05       0.10               T024100200046 
  4.913      1.368     1.000        1.20       0.11               T024100200047 
  5.653      0.000     0.000        1.48       0.15               T024100200048 
  5.653      0.000     0.500        1.14       0.14               T024100200049 
  5.653      0.000     0.707        0.67       0.16               T024100200050 
  5.653      0.000     0.866        0.51       0.09               T024100200051 
  5.653      0.000     1.000        0.08       0.16               T024100200052 
  5.720      4.120     0.000        0.85       0.11               T024100200053 
  5.720      4.120     0.500        1.15       0.11               T024100200054 
  5.720      4.120     0.707        1.21       0.11               T024100200055 
  5.720      4.120     0.866        1.42       0.09               T024100200056 
  5.720      4.120     1.000        1.37       0.09               T024100200057 
ENDDATA             47          0                                 T024100200058 
ENDSUBENT           57          0                                 T024100299999 
ENDENTRY             2          0                                 T024199999999 
