ENTRY            T0098   20011119                             0000T009800000001 
SUBENT        T0098001   20011119                             0000T009800100001 
BIB                  9         13                                 T009800100002 
INSTITUTE  (1USAMIT)                                              T009800100003 
REFERENCE  (J,NP/A,154,417,1970)                                  T009800100004 
           (T,GINAVEN,1966)                                       T009800100005 
AUTHOR     (R.O.Ginaven,A.M.Bernstein)                            T009800100006 
TITLE      The (alpha,p) Reaction on 40,42,44,48Ca and            T009800100007 
           48Ti at 31 MeV                                         T009800100008 
FACILITY   (CYCLO,1USAMIT)                                        T009800100009 
METHOD     (EDE)                                                  T009800100010 
DETECTOR   (TELES,SOLST) Solid state counter telescope.           T009800100011 
ERR-ANALYS Digitizing error in angle 0.7.                         T009800100012 
           Digitizing error in data 1%.                           T009800100013 
           (DATA-ERR) Error scanned from graphs.                  T009800100014 
HISTORY    (20011002C) SD,VM                                      T009800100015 
ENDBIB              13          0                                 T009800100016 
COMMON               2          3                                 T009800100017 
EN         E-RSL                                                  T009800100018 
MEV        KEV                                                    T009800100019 
  31.0      150.                                                  T009800100020 
ENDCOMMON            3          0                                 T009800100021 
ENDSUBENT           20          0                                 T009800199999 
SUBENT        T0098002   20011119                             0000T009800200001 
BIB                  5          7                                 T009800200002 
REACTION   (20-CA-40(A,P)21-SC-43,PAR,DA)                         T009800200003 
SAMPLE     Self-supporting foil enriched to >97% 40Ca, about      T009800200004 
            1 mg/cm2 thick.                                       T009800200005 
MONITOR    (20-CA-40(A,EL)20-CA-40,,DA) Near 30 degrees.          T009800200006 
MONIT-REF  (,LIPPENCOTT+,J,NP/A,115,79,1968)                      T009800200007 
STATUS     (CURVE) Data scanned from Fig.6.19-21 in thesis at     T009800200008 
                   NPDC (RFNC-VNIIEF).                            T009800200009 
ENDBIB               7          0                                 T009800200010 
NOCOMMON             0          0                                 T009800200011 
DATA                 4        102                                 T009800200012 
E-LVL      ANG-CM     DATA       DATA-ERR                         T009800200013 
MEV        ADEG       MU-B/SR    MU-B/SR                          T009800200014 
  0.0       20.9       102.        17.                            T009800200015 
  0.0       26.3       132.        19.                            T009800200016 
  0.0       31.4       181.        21.                            T009800200017 
  0.0       36.9       202.        22.                            T009800200018 
  0.0       42.0       166.        19.                            T009800200019 
  0.0       47.5        90.4        9.3                           T009800200020 
  0.0       52.7        51.2        6.1                           T009800200021 
  0.0       57.8        44.7        4.9                           T009800200022 
  0.0       63.1        41.2        5.8                           T009800200023 
  0.0       68.2        41.2        4.9                           T009800200024 
  0.0       73.7        32.4        3.7                           T009800200025 
  0.0       78.3        29.4        3.6                           T009800200026 
  0.0       83.9        24.5        3.2                           T009800200027 
  0.0       88.8        21.4        2.3                           T009800200028 
  0.0       94.3        20.7        2.5                           T009800200029 
  1.39      26.3        18.2        3.0                           T009800200030 
  1.39      31.4        16.0        3.1                           T009800200031 
  1.39      36.5        18.2        3.4                           T009800200032 
  1.39      41.7        17.0        3.2                           T009800200033 
  1.39      46.8        11.7        2.8                           T009800200034 
  1.39      52.2         8.86       2.32                          T009800200035 
  1.39      57.3         5.31       1.45                          T009800200036 
  1.39      62.5         4.45       1.16                          T009800200037 
  1.39      67.6         5.34       1.32                          T009800200038 
  1.39      72.5         5.20       1.36                          T009800200039 
  1.39      77.8         4.35       1.10                          T009800200040 
  1.39      83.1         2.43       0.58                          T009800200041 
  1.39      88.3         2.68       0.70                          T009800200042 
  1.39      93.4         2.65       0.67                          T009800200043 
  1.82      21.0       214.        23.                            T009800200044 
  1.82      26.3       173.        21.                            T009800200045 
  1.82      31.5       116.        13.                            T009800200046 
  1.82      36.5        90.3        9.8                           T009800200047 
  1.82      41.8        80.2        9.9                           T009800200048 
  1.82      47.3        92.8       11.4                           T009800200049 
  1.82      52.1        95.6       19.0                           T009800200050 
  1.82      57.7        87.8       12.4                           T009800200051 
  1.82      62.7        63.0        8.9                           T009800200052 
  1.82      67.7        43.7        5.3                           T009800200053 
  1.82      73.0        32.4        4.0                           T009800200054 
  1.82      78.1        29.8        3.6                           T009800200055 
  1.82      83.4        28.7        3.5                           T009800200056 
  1.82      88.2        22.8        2.8                           T009800200057 
  1.82      93.5        19.6        2.8                           T009800200058 
  2.28      20.5       108.        19.                            T009800200059 
  2.28      26.0        93.1       13.4                           T009800200060 
  2.28      31.2       102.        17.                            T009800200061 
  2.28      36.1       106.        19.                            T009800200062 
  2.28      41.6        85.3       13.6                           T009800200063 
  2.28      46.7        48.5        7.7                           T009800200064 
  2.28      52.1        27.9        4.1                           T009800200065 
  2.28      57.3        31.3        4.9                           T009800200066 
  2.28      62.6        35.9        6.0                           T009800200067 
  2.28      67.9        33.9        5.3                           T009800200068 
  2.28      72.9        34.9        5.3                           T009800200069 
  2.28      77.9        21.0        3.4                           T009800200070 
  2.28      83.2        13.8        1.8                           T009800200071 
  2.28      88.3        14.8        2.1                           T009800200072 
  2.28      93.7        16.3        2.9                           T009800200073 
  2.62      21.0        65.0       13.0                           T009800200074 
  2.62      26.0        41.0        6.0                           T009800200075 
  2.62      31.0        29.0        5.0                           T009800200076 
  2.62      36.0        27.0        4.0                           T009800200077 
  2.62      42.0        38.0        7.0                           T009800200078 
  2.62      47.0        42.0        6.0                           T009800200079 
  2.62      52.0        30.0        7.0                           T009800200080 
  2.62      57.0        36.0        6.0                           T009800200081 
  2.62      62.0        29.0        5.0                           T009800200082 
  2.62      67.0        20.0        3.0                           T009800200083 
  2.62      73.0        15.0        3.0                           T009800200084 
  2.62      78.0        11.0        2.0                           T009800200085 
  2.62      83.0         8.50       1.60                          T009800200086 
  2.62      88.0         8.10       1.80                          T009800200087 
  2.62      94.0         3.50       1.30                          T009800200088 
  2.98      20.9       202.        71.                            T009800200089 
  2.98      26.4       209.        43.                            T009800200090 
  2.98      31.3       183.        30.                            T009800200091 
  2.98      36.4       130.        21.                            T009800200092 
  2.98      41.8        92.4       17.1                           T009800200093 
  2.98      47.3        45.1        7.3                           T009800200094 
  2.98      52.1        28.6        6.6                           T009800200095 
  2.98      57.1        37.8        7.7                           T009800200096 
  2.98      62.3        67.7       12.5                           T009800200097 
  2.98      67.3        71.4       11.6                           T009800200098 
  2.98      72.0        89.3       16.7                           T009800200099 
  2.98      77.1        65.9       11.3                           T009800200100 
  2.98      82.9        63.3       11.7                           T009800200101 
  2.98      87.6        60.8        9.5                           T009800200102 
  2.98      93.0        57.3        9.8                           T009800200103 
  3.11      26.2        24.9       12.6                           T009800200104 
  3.11      36.1        51.9       17.4                           T009800200105 
  3.11      41.7        56.7       16.8                           T009800200106 
  3.11      47.0        55.4       12.5                           T009800200107 
  3.11      52.1        42.6        8.7                           T009800200108 
  3.11      56.8        40.2        9.1                           T009800200109 
  3.11      63.0        33.9        8.4                           T009800200110 
  3.11      68.0        25.6        6.6                           T009800200111 
  3.11      73.2        18.9        5.1                           T009800200112 
  3.11      78.3        26.8        7.3                           T009800200113 
  3.11      83.9        18.5        5.9                           T009800200114 
  3.11      88.9        20.5        5.6                           T009800200115 
  3.11      94.3        19.0        5.6                           T009800200116 
ENDDATA            104          0                                 T009800200117 
ENDSUBENT          116          0                                 T009800299999 
SUBENT        T0098003   20011119                             0000T009800300001 
BIB                  3          5                                 T009800300002 
REACTION   (20-CA-40(A,P)21-SC-43,PAR,DA,,REL)                    T009800300003 
SAMPLE     Self-supporting foil enriched to >97% 40Ca, about      T009800300004 
            1 mg/cm2 thick.                                       T009800300005 
STATUS     (CURVE) Data scanned from Fig. 6.24 in thesis at       T009800300006 
                   NPDC (RFNC-VNIIEF).                            T009800300007 
ENDBIB               5          0                                 T009800300008 
COMMON               1          3                                 T009800300009 
E-LVL                                                             T009800300010 
MEV                                                               T009800300011 
 1.18                                                             T009800300012 
ENDCOMMON            3          0                                 T009800300013 
DATA                 3         15                                 T009800300014 
ANG-CM     DATA       DATA-ERR                                    T009800300015 
ADEG       ARB-UNITS  ARB-UNITS                                   T009800300016 
  21.3      571.       890.                                       T009800300017 
  26.3      485.       656.                                       T009800300018 
  31.6      320.       381.                                       T009800300019 
  36.7      271.       323.                                       T009800300020 
  42.0      227.       270.                                       T009800300021 
  47.1      200.       270.                                       T009800300022 
  52.4      152.       181.                                       T009800300023 
  57.3       83.6      113.                                       T009800300024 
  62.3       51.2       90.8                                      T009800300025 
  67.5       60.3       94.1                                      T009800300026 
  72.9       66.0      103.                                       T009800300027 
  77.3       66.0      103.                                       T009800300028 
  82.9       59.2       89.1                                      T009800300029 
  87.7       48.5       75.7                                      T009800300030 
  93.0       33.8       61.0                                      T009800300031 
ENDDATA             17          0                                 T009800300032 
ENDSUBENT           31          0                                 T009800399999 
SUBENT        T0098004   20011119                             0000T009800400001 
BIB                  3          8                                 T009800400002 
REACTION   (20-CA-42(A,P)21-SC-45,PAR,DA,,REL)                    T009800400003 
SAMPLE     Self-supporting foil enriched to 94% 42Ca, about       T009800400004 
            1 mg/cm2 thick.                                       T009800400005 
STATUS     (CURVE) Data scanned from Fig. 6.24 in thesis at       T009800400006 
                   NPDC (RFNC-VNIIEF).                            T009800400007 
           Data for ground state given in Fig. 6.1 of thesis      T009800400008 
            and absolute data for 1.05 to 3.89-MeV levels given   T009800400009 
            in Fig. 6.11-14 not scanned.                          T009800400010 
ENDBIB               8          0                                 T009800400011 
COMMON               1          3                                 T009800400012 
E-LVL                                                             T009800400013 
MEV                                                               T009800400014 
 0.36                                                             T009800400015 
ENDCOMMON            3          0                                 T009800400016 
DATA                 3         14                                 T009800400017 
ANG-CM     DATA       DATA-ERR                                    T009800400018 
ADEG       ARB-UNITS  ARB-UNITS                                   T009800400019 
  21.1       9.46       1.89                                      T009800400020 
  26.7       8.04       1.60                                      T009800400021 
  31.4       4.25       0.94                                      T009800400022 
  36.7       3.24       0.72                                      T009800400023 
  41.9       3.55       0.87                                      T009800400024 
  47.1       4.11       0.82                                      T009800400025 
  52.1       2.76       0.66                                      T009800400026 
  57.7       1.63       0.36                                      T009800400027 
  62.6       0.877      0.278                                     T009800400028 
  67.8       0.978      0.307                                     T009800400029 
  72.8       1.52       0.34                                      T009800400030 
  78.0       1.44       0.42                                      T009800400031 
  82.9       0.645      0.266                                     T009800400032 
  93.3       0.964      0.490                                     T009800400033 
ENDDATA             16          0                                 T009800400034 
ENDSUBENT           33          0                                 T009800499999 
SUBENT        T0098005   20011119                             0000T009800500001 
BIB                  3          8                                 T009800500002 
REACTION   (20-CA-44(A,P)21-SC-47,PAR,DA,,REL)                    T009800500003 
SAMPLE     Self-supporting foil enriched to >97% 44Ca, about      T009800500004 
            1 mg/cm2 thick.                                       T009800500005 
STATUS     (CURVE) Data scanned from Fig. 6.24 in thesis at       T009800500006 
                   NPDC (RFNC-VNIIEF).                            T009800500007 
           Data for ground state given in Fig. 6.1 of thesis      T009800500008 
            and absolute data for 2.91 - 4.14-MeV levels given    T009800500009 
            in Fig. 6.9 not scanned.                              T009800500010 
ENDBIB               8          0                                 T009800500011 
COMMON               1          3                                 T009800500012 
E-LVL                                                             T009800500013 
MEV                                                               T009800500014 
  0.80                                                            T009800500015 
ENDCOMMON            3          0                                 T009800500016 
DATA                 3         12                                 T009800500017 
ANG-CM     DATA       DATA-ERR                                    T009800500018 
