ENTRY            T0063   20011119                             0000T006300000001 
SUBENT        T0063001   20011119                             0000T006300100001 
BIB                  9         11                                 T006300100002 
INSTITUTE  (2UK BRD,1USAPEN)                                      T006300100003 
REFERENCE  (J,NP/A,448,221,1986)                                  T006300100004 
AUTHOR     (D.L.WATSON,H.T.FORTUNE)                               T006300100005 
TITLE      The nucleus 60Fe from 58Fe(t,p)60Fe                    T006300100006 
FACILITY   (VDGT,1USAPEN)                                         T006300100007 
SAMPLE     Self-supporting target foil, enriched to 76.66% in     T006300100008 
            58Fe and with 20.65% 56Fe.  Target thickness 680      T006300100009 
            microg/cm2.                                           T006300100010 
DETECTOR   (PLATE)                                                T006300100011 
STATUS     No reply from H.T. Fortune to author proof.            T006300100012 
HISTORY    (20001024C) RFNC-VNIIEF.                               T006300100013 
ENDBIB              11          0                                 T006300100014 
COMMON               2          3                                 T006300100015 
EN         E-RSL-FW                                               T006300100016 
MEV        KEV                                                    T006300100017 
  15.0      26.                                                   T006300100018 
ENDCOMMON            3          0                                 T006300100019 
ENDSUBENT           18          0                                 T006300199999 
SUBENT        T0063002   20011016                             0000T006300200001 
BIB                  3          6                                 T006300200002 
REACTION   (26-FE-58(T,P)26-FE-60,PAR,DA)                         T006300200003 
ERR-ANALYS (E-EXC-ERR) Taken from Table 1.                        T006300200004 
           Digitizing error in angle 1 degree.                    T006300200005 
           Digitizing error in data 1%.                           T006300200006 
STATUS     (CURVE) Data scanned from Fig.2-4 in reference by      T006300200007 
                   RFNC-VNIIEF.                                   T006300200008 
ENDBIB               6          0                                 T006300200009 
NOCOMMON             0          0                                 T006300200010 
DATA                 4        288                                 T006300200011 
  2.664      0.004       8.8       5.713E-01                      T006300200072 
  2.664      0.004      16.9       5.079E-01                      T006300200073 
  2.664      0.004      25.4       3.009E-01                      T006300200074 
  2.664      0.004      32.7       1.418E-01                      T006300200075 
  2.664      0.004      41.0       1.020E-01                      T006300200076 
  2.664      0.004      48.9       8.832E-02                      T006300200077 
  2.664      0.004      56.3       6.881E-02                      T006300200078 
  2.664      0.004      63.9       6.451E-02                      T006300200079 
  2.664      0.004      71.9       4.138E-02                      T006300200080 
  2.664      0.004      79.4       1.200E-02                      T006300200081 
  2.745      0.007       3.2       1.381E-01                      T006300200082 
  2.745      0.007      11.3       2.470E-01                      T006300200083 
  2.745      0.007      18.7       2.729E-01                      T006300200084 
  2.745      0.007      26.8       9.593E-02                      T006300200085 
  2.745      0.007      34.9       4.366E-02                      T006300200086 
  2.745      0.007      42.3       3.508E-02                      T006300200087 
  2.745      0.007      50.0       2.842E-02                      T006300200088 
  2.745      0.007      57.4       2.712E-02                      T006300200089 
  2.745      0.007      64.7       2.017E-02                      T006300200090 
  2.745      0.007      72.6       1.100E-02                      T006300200091 
  2.745      0.007      80.3       6.943E-03                      T006300200092 
  3.027      0.003       4.0       3.025E-01                      T006300200093 
  3.027      0.003      11.1       2.683E-01                      T006300200094 
  3.027      0.003      19.4       2.484E-01                      T006300200095 
  3.027      0.003      26.6       1.508E-01                      T006300200096 
  3.027      0.003      35.4       4.639E-02                      T006300200097 
  3.027      0.003      42.3       3.317E-02                      T006300200098 
  3.027      0.003      50.1       4.806E-02                      T006300200099 
  3.027      0.003      57.1       2.771E-02                      T006300200100 
  3.027      0.003      65.2       3.209E-02                      T006300200101 
  3.062      0.004       1.8       1.534E-01                      T006300200102 
  3.062      0.004       9.4       1.469E-01                      T006300200103 
  3.062      0.004      16.7       1.849E-01                      T006300200104 
  3.062      0.004      24.2       2.246E-01                      T006300200105 
  3.062      0.004      31.8       2.634E-01                      T006300200106 
  3.062      0.004      39.5       2.005E-01                      T006300200107 
  3.062      0.004      48.4       9.565E-02                      T006300200108 
  3.293      0.004       5.8       1.634E-01                      T006300200109 
  3.293      0.004      14.1       1.668E-01                      T006300200110 
  3.293      0.004      20.7       2.505E-01                      T006300200111 
  3.293      0.004      28.5       2.209E-01                      T006300200112 
  3.293      0.004      35.9       1.545E-01                      T006300200113 
  3.293      0.004      44.1       7.662E-02                      T006300200114 
  3.293      0.004      51.3       5.265E-02                      T006300200115 
  3.293      0.004      59.2       5.060E-02                      T006300200116 
  3.293      0.004      67.2       4.463E-02                      T006300200117 
  3.293      0.004      74.7       3.520E-02                      T006300200118 
  3.502      0.004       5.1       8.572E-02                      T006300200119 
  3.502      0.004      12.9       1.029E-01                      T006300200120 
  3.502      0.004      20.0       1.214E-01                      T006300200121 
  3.502      0.004      27.9       1.384E-01                      T006300200122 
  3.502      0.004      35.5       1.413E-01                      T006300200123 
  3.502      0.004      43.4       9.983E-02                      T006300200124 
  3.502      0.004      50.8       8.440E-02                      T006300200125 
  3.502      0.004      59.2       5.338E-02                      T006300200126 
  3.502      0.004      66.0       3.125E-02                      T006300200127 
  3.502      0.004      73.2       2.115E-02                      T006300200128 
  3.562      0.005       3.3       1.319E-01                      T006300200129 
  3.562      0.005      11.1       8.549E-02                      T006300200130 
  3.562      0.005      19.1       7.542E-02                      T006300200131 
  3.562      0.005      26.9       4.524E-02                      T006300200132 
  3.562      0.005      34.7       3.631E-02                      T006300200133 
  3.562      0.005      42.1       3.611E-02                      T006300200134 
  3.562      0.005      49.5       2.506E-02                      T006300200135 
  3.562      0.005      57.7       2.307E-02                      T006300200136 
  3.562      0.005      65.1       2.237E-02                      T006300200137 
  3.562      0.005      72.4       1.353E-02                      T006300200138 
  3.562      0.005      80.4       1.557E-02                      T006300200139 
  3.635      0.004       5.2       2.858E-01                      T006300200140 
  3.635      0.004      13.1       3.240E-01                      T006300200141 
  3.635      0.004      21.0       3.199E-01                      T006300200142 
  3.635      0.004      28.9       2.277E-01                      T006300200143 
  3.635      0.004      36.2       8.123E-02                      T006300200144 
  3.635      0.004      43.7       5.583E-02                      T006300200145 
  3.635      0.004      51.1       4.970E-02                      T006300200146 
  3.635      0.004      65.8       2.937E-02                      T006300200147 
  3.635      0.004      73.9       2.279E-02                      T006300200148 
  3.635      0.004      81.1       1.352E-02                      T006300200149 
  3.698      0.005       3.5       4.626E-01                      T006300200150 
  3.698      0.005      11.5       2.084E-01                      T006300200151 
  3.698      0.005      18.7       5.447E-02                      T006300200152 
  3.698      0.005      27.1       4.451E-02                      T006300200153 
  3.698      0.005      35.1       4.472E-02                      T006300200154 
  3.698      0.005      42.1       2.455E-02                      T006300200155 
  3.698      0.005      50.5       3.701E-02                      T006300200156 
  3.698      0.005      65.3       1.421E-02                      T006300200157 
  3.698      0.005      72.8       1.254E-02                      T006300200158 
  3.698      0.005      80.3       1.051E-02                      T006300200159 
  3.867      0.005       3.8       1.134E-01                      T006300200160 
  3.867      0.005      10.7       1.854E-01                      T006300200161 
  3.867      0.005      19.3       2.492E-01                      T006300200162 
  3.867      0.005      27.4       2.483E-01                      T006300200163 
  3.867      0.005      34.9       1.430E-01                      T006300200164 
  3.867      0.005      42.5       6.161E-02                      T006300200165 
  3.867      0.005      49.8       5.039E-02                      T006300200166 
  3.867      0.005      57.3       3.415E-02                      T006300200167 
  3.867      0.005      65.2       2.843E-02                      T006300200168 
  3.867      0.005      72.1       1.555E-02                      T006300200169 
  3.867      0.005      80.4       1.328E-02                      T006300200170 
  3.929      0.010       4.7       1.603E-01                      T006300200171 
  3.929      0.010      13.1       1.436E-01                      T006300200172 
  3.929      0.010      20.7       1.343E-01                      T006300200173 
  3.929      0.010      28.4       7.440E-02                      T006300200174 
  3.929      0.010      36.1       3.982E-02                      T006300200175 
  3.929      0.010      44.0       2.903E-02                      T006300200176 
  3.929      0.010      51.7       2.883E-02                      T006300200177 
  3.929      0.010      59.3       1.404E-02                      T006300200178 
  3.929      0.010      66.6       1.236E-02                      T006300200179 
  3.929      0.010      74.2       7.525E-03                      T006300200180 
  3.929      0.010      81.5       5.346E-03                      T006300200181 
  4.053      0.008       5.4       1.539E-01                      T006300200182 
  4.053      0.008      12.8       1.991E-01                      T006300200183 
  4.053      0.008      20.4       2.782E-01                      T006300200184 
  4.053      0.008      29.3       2.390E-01                      T006300200185 
  4.053      0.008      36.4       1.576E-01                      T006300200186 
  4.053      0.008      44.7       8.040E-02                      T006300200187 
  4.053      0.008      52.4       4.545E-02                      T006300200188 
  4.053      0.008      59.6       3.553E-02                      T006300200189 
  4.053      0.008      66.9       2.486E-02                      T006300200190 
  4.053      0.008      74.3       2.064E-02                      T006300200191 
  4.053      0.008      81.5       1.586E-02                      T006300200192 
  4.176      0.008       3.4       2.078E-01                      T006300200193 
  4.176      0.008      10.9       1.742E-01                      T006300200194 
  4.176      0.008      18.6       1.400E-01                      T006300200195 
  4.176      0.008      27.3       9.989E-02                      T006300200196 
  4.176      0.008      34.7       5.208E-02                      T006300200197 
  4.176      0.008      42.6       2.762E-02                      T006300200198 
  4.176      0.008      50.9       3.089E-02                      T006300200199 
  4.176      0.008      58.4       1.652E-02                      T006300200200 
  4.176      0.008      65.9       1.863E-02                      T006300200201 
  4.176      0.008      73.3       1.548E-02                      T006300200202 
  4.176      0.008      79.8       1.265E-02                      T006300200203 
  4.280      0.008       4.0       1.644E-02                      T006300200204 
  4.280      0.008      19.2       3.962E-02                      T006300200205 
  4.280      0.008      26.1       4.076E-02                      T006300200206 
  4.280      0.008      33.9       2.904E-02                      T006300200207 
  4.280      0.008      41.3       2.318E-02                      T006300200208 
  4.280      0.008      48.6       2.942E-02                      T006300200209 
  4.280      0.008      56.2       2.170E-02                      T006300200210 
  4.280      0.008      64.2       2.569E-02                      T006300200211 
  4.280      0.008      71.7       1.371E-02                      T006300200212 
  4.280      0.008      79.3       1.163E-02                      T006300200213 
  4.352      0.008       3.1       1.470E-01                      T006300200214 
  4.352      0.008      11.1       1.168E-01                      T006300200215 
  4.352      0.008      18.7       1.038E-01                      T006300200216 
  4.352      0.008      26.0       1.032E-01                      T006300200217 
  4.352      0.008      33.7       1.331E-01                      T006300200218 
  4.352      0.008      41.8       1.432E-01                      T006300200219 
  4.352      0.008      49.0       1.198E-01                      T006300200220 
  4.352      0.008      56.6       7.864E-02                      T006300200221 
  4.352      0.008      64.6       5.256E-02                      T006300200222 
  4.352      0.008      71.9       3.963E-02                      T006300200223 
  4.352      0.008      79.4       2.989E-02                      T006300200224 
  4.440      0.010       3.6       1.618E-01                      T006300200225 
  4.440      0.010      10.1       1.475E-01                      T006300200226 
  4.440      0.010      18.4       1.698E-01                      T006300200227 
  4.440      0.010      26.0       1.808E-01                      T006300200228 
  4.440      0.010      33.9       1.486E-01                      T006300200229 
  4.440      0.010      41.5       9.353E-02                      T006300200230 
  4.440      0.010      49.2       6.145E-02                      T006300200231 
  4.440      0.010      56.8       5.901E-02                      T006300200232 
  4.440      0.010      64.3       4.189E-02                      T006300200233 
  4.440      0.010      71.4       3.565E-02                      T006300200234 
  4.440      0.010      79.2       2.665E-02                      T006300200235 
  4.503      0.010       2.5       1.679E-01                      T006300200236 
  4.503      0.010      10.4       1.357E-01                      T006300200237 
  4.503      0.010      16.2       6.648E-02                      T006300200238 
  4.503      0.010      24.9       4.925E-02                      T006300200239 
  4.503      0.010      33.2       6.007E-02                      T006300200240 
  4.503      0.010      40.8       3.572E-02                      T006300200241 
  4.503      0.010      48.7       3.179E-02                      T006300200242 
  4.503      0.010      56.3       1.825E-02                      T006300200243 
  4.503      0.010      64.0       1.271E-02                      T006300200244 
  4.503      0.010      71.9       1.245E-02                      T006300200245 
  4.503      0.010      79.2       1.504E-02                      T006300200246 
  4.650      0.010       4.2       1.731E-01                      T006300200247 
  4.650      0.010      11.4       1.874E-01                      T006300200248 
  4.650      0.010      19.2       1.893E-01                      T006300200249 
  4.650      0.010      27.0       1.199E-01                      T006300200250 
  4.650      0.010      34.6       7.725E-02                      T006300200251 
  4.650      0.010      42.2       5.570E-02                      T006300200252 
  4.650      0.010      49.7       5.028E-02                      T006300200253 
  4.650      0.010      57.3       4.659E-02                      T006300200254 
  4.650      0.010      65.1       4.707E-02                      T006300200255 
  4.650      0.010      72.5       2.879E-02                      T006300200256 
  4.650      0.010      79.9       1.456E-02                      T006300200257 
  4.755      0.009       4.5       2.102E-01                      T006300200258 
  4.755      0.009      11.6       1.878E-01                      T006300200259 
  4.755      0.009      19.8       1.813E-01                      T006300200260 
  4.755      0.009      27.2       1.564E-01                      T006300200261 
  4.755      0.009      34.8       1.207E-01                      T006300200262 
  4.755      0.009      42.8       7.568E-02                      T006300200263 
  4.755      0.009      50.3       5.403E-02                      T006300200264 
  4.755      0.009      57.8       3.662E-02                      T006300200265 
  4.755      0.009      65.2       4.093E-02                      T006300200266 
  4.755      0.009      73.1       1.544E-02                      T006300200267 
  4.755      0.009      80.4       1.583E-02                      T006300200268 
  4.958      0.009       4.2       1.200E-01                      T006300200269 
  4.958      0.009       9.5       8.678E-02                      T006300200270 
  4.958      0.009      17.6       8.770E-02                      T006300200271 
  4.958      0.009      25.5       9.421E-02                      T006300200272 
  4.958      0.009      33.0       9.859E-02                      T006300200273 
  4.958      0.009      40.6       8.968E-02                      T006300200274 
  4.958      0.009      48.8       6.788E-02                      T006300200275 
  4.958      0.009      56.6       3.465E-02                      T006300200276 
  4.958      0.009      63.9       3.471E-02                      T006300200277 
  4.958      0.009      71.4       1.867E-02                      T006300200278 
  4.958      0.009      79.5       2.267E-02                      T006300200279 
  5.029      0.010       4.6       7.684E-02                      T006300200280 
  5.029      0.010      11.6       6.583E-02                      T006300200281 
  5.029      0.010      19.4       7.248E-02                      T006300200282 
  5.029      0.010      26.9       9.086E-02                      T006300200283 
  5.029      0.010      34.4       8.058E-02                      T006300200284 
  5.029      0.010      41.9       4.801E-02                      T006300200285 
  5.029      0.010      49.8       2.692E-02                      T006300200286 
  5.029      0.010      57.2       2.152E-02                      T006300200287 
  5.029      0.010      64.5       2.192E-02                      T006300200288 
  5.103      0.010       4.5       3.238E-01                      T006300200289 
  5.103      0.010      11.8       3.507E-01                      T006300200290 
  5.103      0.010      18.9       3.515E-01                      T006300200291 
  5.103      0.010      27.3       2.607E-01                      T006300200292 
  5.103      0.010      34.6       1.182E-01                      T006300200293 
  5.103      0.010      42.2       8.040E-02                      T006300200294 
  5.103      0.010      57.1       4.858E-02                      T006300200295 
  5.103      0.010      64.8       3.826E-02                      T006300200296 
  5.218      0.016       2.7       2.295E-02                      T006300200297 
  5.218      0.016      10.0       2.740E-02                      T006300200298 
  5.218      0.016      17.3       3.603E-02                      T006300200299 
  5.218      0.016      32.9       1.814E-02                      T006300200300 
  5.218      0.016      40.6       1.339E-02                      T006300200301 
ENDDATA            290          0                                 T006300200302 
ENDSUBENT          301          0                                 T006300299999 
ENDENTRY             2          0                                 T006399999999 
