ENTRY            M1010   20200109                             M104M1010  0    1 
SUBENT        M1010001   20200109                             M104M1010  1    1 
BIB                 13         21                                 M1010  1    2 
TITLE      Curves for the photoproton yield from the 12C nucleus. M1010  1    3 
AUTHOR     (E.B.Bazhanov)                                         M1010  1    4 
REFERENCE  (J,ZET,38,267,1959)                                    M1010  1    5 
           (J,JET,11,193,1960)                                    M1010  1    6 
            English translation of ZET,38,267,1959.               M1010  1    7 
INSTITUTE  (4RUSFTI)                                              M1010  1    8 
FACILITY   (SYNCH,4RUSFTI) 100 MeV synchrotron of the             M1010  1    9 
            Physico-Technical Institute, Academy of Sciences,     M1010  1   10 
            USSR.                                                 M1010  1   11 
REL-REF    (M,,E.B.Bazhanov+,J,JET,8,224,1958)                    M1010  1   12 
            General description of the method.                    M1010  1   13 
INC-SOURCE (BRST)                                                 M1010  1   14 
SAMPLE     150 mg/cm**2 thick carbon.                             M1010  1   15 
METHOD     (EDE) Telescope consisted of two counters.             M1010  1   16 
DETECTOR   (SCIN) Two scintillation telescopes, each consisting   M1010  1   17 
            of two counters.                                      M1010  1   18 
ANALYSIS   (PLA) The Penfold-Leiss method was used to convert     M1010  1   19 
            reaction yields into cross sections.                  M1010  1   20 
ERR-ANALYS No information.                                        M1010  1   21 
HISTORY    (20200109C) Data were compiled at the Russia MSU SINP  M1010  1   22 
            CDFE by V.Varlamov.                                   M1010  1   23 
ENDBIB              21          0                                 M1010  1   24 
COMMON               1          3                                 M1010  1   25 
ANG                                                               M1010  1   26 
ADEG                                                              M1010  1   27 
   57.5                                                           M1010  1   28 
ENDCOMMON            3          0                                 M1010  1   29 
ENDSUBENT           28          0                                 M1010  199999 
SUBENT        M1010002   20200109                             M104M1010  2    1 
BIB                  2          3                                 M1010  2    2 
REACTION   (6-C-12(G,X)1-H-1,,DA/DE,,BRS)                         M1010  2    3 
STATUS     (CURVE) Data from Fig. 1.                              M1010  2    4 
            Digitization from continuous curve.                   M1010  2    5 
ENDBIB               3          0                                 M1010  2    6 
NOCOMMON             0          0                                 M1010  2    7 
DATA                 4         36                                 M1010  2    8 
E-MIN      E-MAX      EN         DATA                             M1010  2    9 
MEV        MEV        MEV        MUB/SR/MEV                       M1010  2   10 
   18.6      24.2         35.0      0.454                         M1010  2   11 
   18.6      24.2         40.0      5.297                         M1010  2   12 
   18.6      24.2         42.5     10.973                         M1010  2   13 
   18.6      24.2         45.0      9.535                         M1010  2   14 
   18.6      24.2         50.0      6.508                         M1010  2   15 
   18.6      24.2         55.0      3.481                         M1010  2   16 
   18.6      24.2         60.0      1.286                         M1010  2   17 
   18.6      24.2         62.5      1.135                         M1010  2   18 
   18.6      24.2         65.0      1.741                         M1010  2   19 
   18.6      24.2         67.5      2.573                         M1010  2   20 
   18.6      24.2         70.0      3.708                         M1010  2   21 
   18.6      24.2         72.5      3.935                         M1010  2   22 
   18.6      24.2         75.0      3.178                         M1010  2   23 
   18.6      24.2         80.0      1.362                         M1010  2   24 
   18.6      24.2         82.5      0.908                         M1010  2   25 
   24.2      29.9         40.0      0.075                         M1010  2   26 
   24.2      29.9         45.0      5.584                         M1010  2   27 
   24.2      29.9         47.5      8.226                         M1010  2   28 
   24.2      29.9         50.0      5.585                         M1010  2   29 
   24.2      29.9         55.0      3.547                         M1010  2   30 
   24.2      29.9         60.0      2.113                         M1010  2   31 
   24.2      29.9         65.0      1.207                         M1010  2   32 
   24.2      29.9         70.0      1.962                         M1010  2   33 
   24.2      29.9         75.0      2.113                         M1010  2   34 
   24.2      29.9         80.0      2.792                         M1010  2   35 
   24.2      29.9         85.0      3.396                         M1010  2   36 
   29.9      38.7         47.5      1.568                         M1010  2   37 
   29.9      38.7         50.0      2.588                         M1010  2   38 
   29.9      38.7         55.0      4.078                         M1010  2   39 
   29.9      38.7         57.5      4.392                         M1010  2   40 
   29.9      38.7         60.0      4.003                         M1010  2   41 
   29.9      38.7         65.0      3.137                         M1010  2   42 
   29.9      38.7         70.0      2.353                         M1010  2   43 
   29.9      38.7         75.0      1.725                         M1010  2   44 
   29.9      38.7         80.0      1.333                         M1010  2   45 
   29.9      38.7         85.0      0.941                         M1010  2   46 
ENDDATA             38          0                                 M1010  2   47 
ENDSUBENT           46          0                                 M1010  299999 
ENDENTRY             2          0                                 M101099999999 
