ENTRY            31546   20100623                             31463154600000001 
SUBENT        31546001   20100623                             31463154600100001 
BIB                 13         36                                 3154600100002 
TITLE      Nuclear structure of 127Te studied with (n,gamma)      3154600100003 
           and (d,p) reactions and interpreted with IBFM and QPM  3154600100004 
AUTHOR     (J.Honzatko,V.Bondarenko,I.Tomandl,T.von Egidy,        3154600100005 
           H.-F.Wirth,D.Bucurescu,V.Yu.Ponomarev,N.Marginean,     3154600100006 
           R.Hertenberger,Y.Eisermann,G.Graw,L.Rubacek)           3154600100007 
INSTITUTE  (3CZRUJF,2GERMUN,4LATULR,3RUMBUC,4ZZZDUB,2GERTHD,      3154600100008 
           2GERLMU,3CZRCTI)                                       3154600100009 
REFERENCE  (J,NP/A,756,249,2005)                                  3154600100010 
FACILITY   (REAC,3CZRUJF) at the light-water reactor LWR-15       3154600100011 
SAMPLE     The target material consisted of 413 mg metallic Te    3154600100012 
           enriched in 126Te to 98%. It was pressed to a disc of  3154600100013 
           8 mm diameter and was irradiated in a thermal neutron  3154600100014 
           beam of about 10**6 n/cm2/s from an external neutron   3154600100015 
           guide.                                                 3154600100016 
METHOD     (EXTB,COINC) gamma-gamma-coincidence measurements      3154600100017 
DETECTOR   (HPGE)A 25% HPGe detector with a resolution of 1.95    3154600100018 
           at 1332 keV and 4.8 keV at 6 MeV and a 28% HPGe        3154600100019 
           detector with about the same resolution were applied.  3154600100020 
ERR-ANALYS (ERR-SYS) The systematic uncertainty in absolute       3154600100021 
           intensities                                            3154600100022 
           (E-ERR) Only statistical errors are given. Systematic  3154600100023 
           errors due to the energy calibration procedure are     3154600100024 
           0.1 keV for Eg < 3 MeV and 0.2 keV for Eg > 3 MeV.     3154600100025 
ADD-RES    Results from (d,p) reaction are                        3154600100026 
           included in Entry D0330                                3154600100027 
COMMENT    From author: cross section for 2200 m/s                3154600100028 
STATUS     (TABLE) Data received from Dr. I.Tomandl               3154600100029 
           (APRVD) Entry approved by Dr. I.Tomandl                3154600100030 
HISTORY    (20050419C) SD                                         3154600100031 
           (20060613U) ADD-RES was added.                         3154600100032 
           (20080430A) SD. Reaction code was corrected according  3154600100033 
           to author's comments.                                  3154600100034 
           (20100623A) SD: in Subent 003 at line DECAY-DATA the   3154600100035 
                  opening parenthesis were moved to column 12     3154600100036 
                  DATA-ERR from Subent 001 deleted, ERR-S added   3154600100037 
                  to Subent 002 according to author's comments.   3154600100038 
ENDBIB              36          0                                 3154600100039 
COMMON               2          3                                 3154600100040 
EN         ERR-SYS                                                3154600100041 
EV         PER-CENT                                               3154600100042 
  0.0253     13.                                                  3154600100043 
ENDCOMMON            3          0                                 3154600100044 
ENDSUBENT           43          0                                 3154600199999 
SUBENT        31546002   20101125                             31463154600200001 
BIB                  3          3                                 3154600200002 
REACTION   (52-TE-126(N,G)52-TE-127,,SPC)                         3154600200003 
ERR-ANALYS (ERR-S) Relative statistical uncertainty               3154600200004 
STATUS     (TABLE) Table 1                                        3154600200005 
ENDBIB               3          0                                 3154600200006 
NOCOMMON             0          0                                 3154600200007 
DATA                 4        574                                 3154600200008 
E          E-ERR      DATA       ERR-S                            3154600200009 
KEV        KEV        PC/INC     PER-CENT                         3154600200010 
   139.3      0.7        0.06       12.                           3154600200011 
   154.6      0.4        0.06       33.                           3154600200012 
   170.7      0.4        0.09       19.                           3154600200013 
   180.41     0.24       0.18       10.                           3154600200014 
   183.6      0.3        0.05       36.                           3154600200015 
   212.23     0.22       0.20        8.                           3154600200016 
   239.4      0.8        0.04       40.                           3154600200017 
   243.1      0.3        0.07       32.                           3154600200018 
   252.73     0.05       7.38        1.                           3154600200019 
   260.6      0.3        0.16       12.                           3154600200020 
   280.8      0.4        0.11       30.                           3154600200021 
   289.40     0.22       0.45        7.                           3154600200022 
   290.54     0.03       3.12        1.                           3154600200023 
   292.6      0.3        0.09       20.                           3154600200024 
   292.7      0.4        0.10       39.                           3154600200025 
   309.4      0.4        0.05       28.                           3154600200026 
   354.1      1.0        0.34       32.                           3154600200027 
   357.4      0.5        0.09       27.                           3154600200028 
   364.7      0.5        0.10       22.                           3154600200029 
   387.3      0.4        0.07       15.                           3154600200030 
   391.8      0.3        0.03       26.                           3154600200031 
   397.00     0.03       1.54        1.                           3154600200032 
   403.2      0.7        0.09       23.                           3154600200033 
   411.99     0.04       1.55        2.                           3154600200034 
   440.77     0.02       4.56        1.                           3154600200035 
   445.26     0.03       2.43        1.                           3154600200036 
   451.0      0.7        0.17       25.                           3154600200037 
   452.22     0.25       0.42        9.                           3154600200038 
   454.9      0.3        0.33        3.                           3154600200039 
   456.5      0.3        0.04       24.                           3154600200040 
   459.6      0.5        0.04       31.                           3154600200041 
   467.2      0.3        0.12       31.                           3154600200042 
   473.29     0.07      10.50        5.                           3154600200043 
   475.2      0.5        0.08       20.                           3154600200044 
   479.36     0.11       0.16       37.                           3154600200045 
   493.5      0.4        0.20       15.                           3154600200046 
   501.93     0.01       9.36        1.                           3154600200047 
   504.50     0.13       0.25       13.                           3154600200048 
   517.29     0.10       0.97        4.                           3154600200049 
   526.4      0.4        0.08       29.                           3154600200050 
   527.23     0.17       0.07       15.                           3154600200051 
   530.6      0.3        0.05       20.                           3154600200052 
   535.90     0.13       0.29       11.                           3154600200053 
   539.0      0.3        0.12       33.                           3154600200054 
   543.20     0.01       6.24        1.                           3154600200055 
   546.8      0.3        0.13       20.                           3154600200056 
   551.72     0.4        1.38        2.                           3154600200057 
   558.6      0.4        0.08       26.                           3154600200058 
   561.79     0.02       3.23        1.                           3154600200059 
   567.6      0.3        0.22       12.                           3154600200060 
   571.27     0.18       0.26       19.                           3154600200061 
   573.06     0.12       0.50        4.                           3154600200062 
   575.7      0.4        0.06       32.                           3154600200063 
   580.6      0.3        0.11       21.                           3154600200064 
   583.0      0.4        0.14       27.                           3154600200065 
   591.27     0.21       0.25        8.                           3154600200066 
   596.05     0.12       0.51       17.                           3154600200067 
   598.45     0.23       0.06       18.                           3154600200068 
   601.83     0.05       0.63       25.                           3154600200069 
   604.11     0.24       0.14       15.                           3154600200070 
   604.4      0.3        0.17       26.                           3154600200071 
   608.5      0.3        0.04       23.                           3154600200072 
