ENTRY            31445   20180525                             31853144500000001 
SUBENT        31445001   20180525                             31853144500100001 
BIB                 14         44                                 3144500100002 
TITLE      Measurement of double differential neutron emission    3144500100003 
            cross sections of Fe induced by 14.1 MeV neutrons     3144500100004 
AUTHOR     (T.Vilaithong, D.Boonyawan, S.Konklong, W.Pairsuwan,   3144500100005 
            S.Singkarat)                                          3144500100006 
INSTITUTE  (3TAICHM)                                              3144500100007 
REFERENCE  (J,NIM/A,332,561,1993)                                 3144500100008 
FACILITY   (CCW)                                                  3144500100009 
INC-SOURCE (D-T) Pulsed 140 keV deuteron beam on tritium target   3144500100010 
            in a 1.5 mm thick and 30 cm long stainless steel      3144500100011 
           The neutron pulse width was about 1.8 ns at 1 MHz      3144500100012 
            repetition rate.                                      3144500100013 
            tubing.                                               3144500100014 
           The incident neutron energy was derived by a Monte     3144500100015 
            Carlo calculation.                                    3144500100016 
SAMPLE     Cylindrical natural iron (3 cm diam., 7 cm long)       3144500100017 
            at 17 cm from the neutron production target and       3144500100018 
            90 deg relative to the deuteron beam axis.            3144500100019 
          A sample rotation technique provides the capability of  3144500100020 
           measuring scattering neutrons over an angular range    3144500100021 
           from 20 deg to 160 deg.                                3144500100022 
METHOD     (TOF) The flight path was 10 m.                        3144500100023 
           (PSD) To reduce the gamma-ray background.              3144500100024 
           (PHD) To select threshold proerply.                    3144500100025 
DETECTOR   (SCIN) BC-501A liquid scintillator (10 cm thick,       3144500100026 
            25.0 cm diam.)                                        3144500100027 
MONITOR    (1-H-1(N,EL)1-H-1,,DA)                                 3144500100028 
            Polyethylene sample of the same dimension as that of  3144500100029 
             the iron sample at 25 deg.                           3144500100030 
           The neutron flux was also monitored by a three         3144500100031 
            scintillator detector system positioned above the     3144500100032 
             reaction plane.                                      3144500100033 
MONIT-REF  (,,3,ENDF/B-VI,,1990)                                  3144500100034 
CORRECTION The background was determined by measuring the 'sam-   3144500100035 
           p1e-out' spectrum after each 'sample-in' measurement.  3144500100036 
           Corrections have been made to the number of neutrons   3144500100037 
           incident on the iron sample relative to the polyethy-  3144500100038 
           lene sample at each scattering angle, for air scatte-  3144500100039 
           ring in flight, for multiple scattering in the iron    3144500100040 
           and polyethylene samples, for the continuous low ener- 3144500100041 
           gy part of the incident neutron spectrum.              3144500100042 
STATUS     (TABLE) Obtained from authors via private communication3144500100043 
HISTORY    (19950523C) HW.-                                       3144500100044 
           (20100219U) SD: Updated to new date formats,lower case.3144500100045 
           (20180525A) On. 002-014 merged into 002                3144500100046 
ENDBIB              44          0                                 3144500100047 
COMMON               4          3                                 3144500100048 
EN         EN-ERR     MONIT      ANG-NRM                          3144500100049 
MEV        MEV        MB/SR      ADEG                             3144500100050 
 14.06      0.09       191.4      25.                             3144500100051 
ENDCOMMON            3          0                                 3144500100052 
ENDSUBENT           51          0                                 3144500199999 
SUBENT        31445002   20180525                             31853144500200001 
BIB                  3         13                                 3144500200002 
REACTION   (26-FE-0(N,X)0-NN-1,,DA/DE)                            3144500200003 
ERR-ANALYS (ERR-S) statistical error.                             3144500200004 
           (ERR-SYS) The systematic error for each DDX value was  3144500200005 
            obtained from the following estimated uncertainties   3144500200006 
            summed in quadrature:                                 3144500200007 
           (ERR-1) neutron detector efficiency              (3%)  3144500200008 
           (ERR-2) variation of incident neutron flux       (2%)  3144500200009 
           (ERR-3) hydrogen monitor cross section           (1%)  3144500200010 
           (ERR-4) estimation of hydrogen scattering yield  (2%)  3144500200011 
           (ERR-5,6.,13.) multiple scattering correction of       3144500200012 
            polyethylene and iron samples                (6-13%)  3144500200013 
           (ERR-6) air and aluminium interaction effect     (1%)  3144500200014 
HISTORY    (20180525A) On. 002-014 merged into 002.               3144500200015 
ENDBIB              13          0                                 3144500200016 
COMMON               5          3                                 3144500200017 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-6                 3144500200018 
PER-CENT   PER-CENT   PER-CENT   PER-CENT   PER-CENT              3144500200019 
 3.         2.         1.         2.         1.                   3144500200020 
ENDCOMMON            3          0                                 3144500200021 
DATA                 6        801                                 3144500200022 
ANG        E-MIN      E-MAX      DATA       ERR-S      ERR-SYS    3144500200023 
ADEG       MEV        MEV        B/SR/MEV   B/SR/MEV   B/SR/MEV   3144500200024 
  30.       2.0        2.2         .2629E-01  .1509E-02  .1604E-023144500200025 
  30.       2.2        2.4         .2529E-01  .1451E-02  .1540E-023144500200026 
  30.       2.4        2.6         .2606E-01  .1496E-02  .1579E-023144500200027 
  30.       2.6        2.8         .2255E-01  .1294E-02  .1370E-023144500200028 
  30.       2.8        3.0         .1828E-01  .1049E-02  .1121E-023144500200029 
  30.       3.0        3.2         .1704E-01  .9779E-03  .1046E-023144500200030 
  30.       3.2        3.4         .1596E-01  .9162E-03  .9817E-033144500200031 
  30.       3.4        3.6         .1435E-01  .8240E-03  .8889E-033144500200032 
  30.       3.6        3.8         .1362E-01  .7815E-03  .8470E-033144500200033 
  30.       3.8        4.0         .1354E-01  .7772E-03  .8473E-033144500200034 
  30.       4.0        4.2         .1410E-01  .8093E-03  .8843E-033144500200035 
  30.       4.2        4.4         .1262E-01  .7247E-03  .8017E-033144500200036 
  30.       4.4        4.6         .1174E-01  .6741E-03  .7493E-033144500200037 
  30.       4.6        4.8         .1118E-01  .6419E-03  .7168E-033144500200038 
  30.       4.8        5.0         .1030E-01  .5909E-03  .6652E-033144500200039 
  30.       5.0        5.2         .9091E-02  .5218E-03  .5973E-033144500200040 
  30.       5.2        5.4         .8118E-02  .4660E-03  .5396E-033144500200041 
  30.       5.4        5.6         .7735E-02  .4440E-03  .5187E-033144500200042 
  30.       5.6        5.8         .7017E-02  .4028E-03  .4764E-033144500200043 
  30.       5.8        6.0         .5696E-02  .3269E-03  .3990E-033144500200044 
  30.       6.0        6.2         .5979E-02  .4167E-03  .4834E-033144500200045 
  30.       6.2        6.4         .5089E-02  .3186E-03  .3945E-033144500200046 
  30.       6.4        6.6         .5352E-02  .3570E-03  .4235E-033144500200047 
  30.       6.6        6.8         .4667E-02  .2856E-03  .3568E-033144500200048 
  30.       6.8        7.0         .4353E-02  .2590E-03  .3407E-033144500200049 
  30.       7.0        7.2         .4205E-02  .2712E-03  .3476E-033144500200050 
  30.       7.2        7.4         .3783E-02  .2365E-03  .3070E-033144500200051 
  30.       7.4        7.6         .3148E-02  .1942E-03  .2588E-033144500200052 
  30.       7.6        7.8         .2727E-02  .1797E-03  .2403E-033144500200053 
  30.       7.8        8.0         .2155E-02  .1273E-03  .1929E-033144500200054 
  30.       8.0        8.2         .2255E-02  .1312E-03  .1928E-033144500200055 
  30.       8.2        8.4         .2388E-02  .1450E-03  .2073E-033144500200056 
  30.       8.4        8.6         .2725E-02  .1757E-03  .2371E-033144500200057 
  30.       8.6        8.8         .3065E-02  .1808E-03  .2472E-033144500200058 
  30.       8.8        9.0         .3169E-02  .2123E-03  .2706E-033144500200059 
  30.       9.0        9.2         .2212E-02  .1278E-03  .1899E-033144500200060 
  30.       9.2        9.4         .2563E-02  .1592E-03  .2110E-033144500200061 
  30.       9.4        9.6         .3084E-02  .1838E-03  .2349E-033144500200062 
  30.       9.6        9.8         .3761E-02  .2531E-03  .3291E-033144500200063 
  30.       9.8       10.0         .3356E-02  .1957E-03  .3252E-033144500200064 
  30.      10.0       10.2         .3029E-02  .1699E-03  .2946E-033144500200065 
  30.      10.2       10.4         .3006E-02  .1683E-03  .2923E-033144500200066 
  30.      10.4       10.6         .3224E-02  .1731E-03  .3042E-033144500200067 
  30.      10.6       10.8         .3753E-02  .1824E-03  .3243E-033144500200068 
  30.      10.8       11.0         .4601E-02  .2553E-03  .3785E-033144500200069 
