ENTRY            30696   20090905                             31403069600000001 
SUBENT        30696001   20090905                             31403069600100001 
BIB                 14         33                                 3069600100002 
TITLE      A study of the Nb-93 levels populated via              3069600100003 
           the (n,n'g) reaction                                   3069600100004 
AUTHOR     (I.J.van Heerden,W.R.Mcmurray,R.Saayman)               3069600100005 
INSTITUTE  (3SAFSUN)                                              3069600100006 
           (3SAFSTL) Last author                                  3069600100007 
REFERENCE  (J,ZP,260,9,1973) Graphics only                        3069600100008 
           (W,HEERDEN,19850220)                                   3069600100009 
SAMPLE     Natural Nb in the form of a hollow cylinder with inside3069600100010 
           and outside diameters of 1.9, 2.54 cm and 5.0 cm long  3069600100011 
MONITOR    (26-FE-56(N,INL)26-FE-56,PAR,SIG) For 846.8keV level   3069600100012 
MONIT-REF  In: Nuclear research with low energy accelators,p.167, 3069600100013 
           edt. by J.B.Marion and D.M.van Patter.NY:              3069600100014 
                                             Acad.Press Inc.1967  3069600100015 
FACILITY   (VDG,3SAFSUN)                                          3069600100016 
INC-SOURCE (P-LI7)                                                3069600100017 
DETECTOR   (GELI) FWHM-3keV at a gamma-ray energy 1 MeV           3069600100018 
CORRECTION  No corrections were applied for neutron flux          3069600100019 
              attenuation, multiple scattering due to negligibly  3069600100020 
              small values                                        3069600100021 
ERR-ANALYS (DATA-ERR) Nothing said about errors, except that      3069600100022 
           data does not include the 8% uncertainty in            3069600100023 
              cross-section of the standard reaction, and:        3069600100024 
           (ERR-1) Energy dependance of the detector efficiency,  3069600100025 
              gamma-ray attenuation, effect of the time-gate      3069600100026 
              detector efficiency 4%                              3069600100027 
STATUS     (TABLE) Data were received from author and description 3069600100028 
           was taken from Z.Physik,260(1984)9                     3069600100029 
HISTORY    (19840311C)VG                                          3069600100030 
           (19930121U)HW.-Superfluous reaction code removed in    3069600100031 
           subentries 002 - 018                                   3069600100032 
           (20090725A) SD:Updated to new date formats,lower case. 3069600100033 
           Reference on monitor, COMMON section in Subent 001 and 3069600100034 
           other additional information was added.                3069600100035 
ENDBIB              33          0                                 3069600100036 
COMMON               1          3                                 3069600100037 
ERR-1                                                             3069600100038 
PER-CENT                                                          3069600100039 
  4.0                                                             3069600100040 
ENDCOMMON            3          0                                 3069600100041 
ENDSUBENT           40          0                                 3069600199999 
SUBENT        30696002   20090905                             31403069600200001 
BIB                  1          1                                 3069600200002 
REACTION   (41-NB-93(N,INL)41-NB-93,PAR,SIG)                      3069600200003 
ENDBIB               1          0                                 3069600200004 
NOCOMMON             0          0                                 3069600200005 
DATA                 4         52                                 3069600200006 
E-LVL      EN         DATA       DATA-ERR                         3069600200007 
KEV        KEV        MB         MB                               3069600200008 
686.8      764.       13.        1.                               3069600200009 
686.8      864.       16.        1.                               3069600200010 
686.8      964.       18.        1.                               3069600200011 
686.8      1000.      22.        1.                               3069600200012 
686.8      1125.      22.        1.                               3069600200013 
686.8      1250.      20.        2.                               3069600200014 
686.8      1325.      17.        2.                               3069600200015 
686.8      1375.      19.        2.                               3069600200016 
686.8      1450.      20.        2.                               3069600200017 
686.8      1500.      19.        2.                               3069600200018 
686.8      1575.      22.        2.                               3069600200019 
686.8      1625.      23.        2.                               3069600200020 
686.8      1700.      24.        2.                               3069600200021 
686.8      1750.      25.        2.                               3069600200022 
686.8      1825.      24.        2.                               3069600200023 
686.8      1875.      24.        2.                               3069600200024 
686.8      1950.      23.        3.                               3069600200025 
686.8      2000.      22.        2.                               3069600200026 
686.8      2075.      21.        2.                               3069600200027 
686.8      2125.      27.        3.                               3069600200028 
686.8      2250.      25.        3.                               3069600200029 
686.8      2275.      26.        3.                               3069600200030 
686.8      2375.      28.        3.                               3069600200031 
686.8      2450.      24.        3.                               3069600200032 
686.8      2500.      28.        3.                               3069600200033 
686.8      2575.      25.        3.                               3069600200034 
743.7      764.       28.        1.                               3069600200035 
743.7      864.       205.       9.                               3069600200036 
743.7      964.       227.       1.                               3069600200037 
743.7      1000.      241.       10.                              3069600200038 
743.7      1125.      253.       10.                              3069600200039 
743.7      1250.      255.       12.                              3069600200040 
743.7      1325.      253.       13.                              3069600200041 
743.7      1375.      245.       13.                              3069600200042 
743.7      1450.      249.       15.                              3069600200043 
743.7      1500.      236.       15.                              3069600200044 
743.7      1575.      239.       15.                              3069600200045 
743.7      1625.      225.       15.                              3069600200046 
743.7      1700.      221.       15.                              3069600200047 
743.7      1750.      204.       16.                              3069600200048 
743.7      1825.      202.       16.                              3069600200049 
743.7      1875.      168.       16.                              3069600200050 
743.7      1950.      155.       16.                              3069600200051 
743.7      2000.      154.       17.                              3069600200052 
743.7      2075.      157.       16.                              3069600200053 
743.7      2125.      153.       17.                              3069600200054 
743.7      2250.      151.       16.                              3069600200055 
743.7      2275.      155.       17.                              3069600200056 
743.7      2375.      144.       15.                              3069600200057 
743.7      2450.      155.       15.                              3069600200058 
743.7      2500.      149.       15.                              3069600200059 
743.7      2575.      154.       16.                              3069600200060 
ENDDATA             54          0                                 3069600200061 
ENDSUBENT           60          0                                 3069600299999 
SUBENT        30696003   20090905                             31403069600300001 
BIB                  1          1                                 3069600300002 
