ENTRY            A1002   19990319                             0000A100200000001 
SUBENT        A1002001   19990319                             0000A100200100001 
BIB                  8         12                                 A100200100002 
INSTITUTE  (2GERUEN)                                              A100200100003 
REFERENCE  (C,70MADISON,,497,1971)                                A100200100004 
AUTHOR     (H.TREIBER,K.KILIAN,R.STRAUSS,D.FICK)                  A100200100005 
TITLE      Elastic scattering of vector polarized deuterons on    A100200100006 
           tritons between 3.3 and 12.3 MeV                       A100200100007 
FACILITY   (VDGT) The vector polarized deuteron beam of the       A100200100008 
           Erlangen tandem accelerator                            A100200100009 
SAMPLE     The target consisted of the TI - 3H foil on an Au      A100200100010 
           backing                                                A100200100011 
DETECTOR   (SOLST) 16 detectors                                   A100200100012 
HISTORY    (19810317C) Compilation produced by Arzamas RFNC-VNIIEFA100200100013 
           (19990115U)CNPD: corrected 4-dig. year and lower cases.A100200100014 
ENDBIB              12          0                                 A100200100015 
NOCOMMON             0          0                                 A100200100016 
ENDSUBENT           15          0                                 A100200199999 
SUBENT        A1002002   19990319                             0000A100200200001 
BIB                  3          4                                 A100200200002 
REACTION   (1-H-3(D,EL)1-H-3,,DA,,LEG,EXP)                        A100200200003 
ERR-ANALYS (EN-ERR) Digitizing error                              A100200200004 
           (DATA-ERR) From graphic bars(total) and digitizing     A100200200005 
STATUS     (CURVE) Fig 1 left part                                A100200200006 
ENDBIB               4          0                                 A100200200007 
COMMON               1          3                                 A100200200008 
EN-ERR                                                            A100200200009 
MEV                                                               A100200200010 
 0.05                                                             A100200200011 
ENDCOMMON            3          0                                 A100200200012 
DATA                 4        214                                 A100200200013 
EN         NUMBER-CM  DATA-CM    DATA-ERR                         A100200200014 
MEV        NO-DIM     MB/SR      MB/SR                            A100200200015 
     2.081      5.         6.571     10.37                        A100200200016 
     3.246      1.       214.5       36.08                        A100200200017 
     3.247      2.        70.79      18.18                        A100200200018 
     3.291      0.       106.6       16.65                        A100200200019 
     3.316      5.        -6.106     25.97                        A100200200020 
     3.356      4.      -104.9       57.14                        A100200200021 
     3.357      3.      -109.7       38.96                        A100200200022 
     3.453      0.        98.29       2.028                       A100200200023 
     3.518      2.        63.01      18.18                        A100200200024 
     3.529      5.         1.738     23.37                        A100200200025 
     3.568      4.       -81.53      36.36                        A100200200026 
     3.571      1.       193.9       25.77                        A100200200027 
     3.571      3.       -91.46      28.57                        A100200200028 
     3.584      5.       -11.23      15.59                        A100200200029 
     3.625      1.       204.2       23.19                        A100200200030 
     3.626      2.        76.01      12.99                        A100200200031 
     3.677      4.       -97.09      23.37                        A100200200032 
     3.678      3.      -101.8       18.18                        A100200200033 
     3.724      0.       106.6        2.028                       A100200200034 
     3.787      1.       222.2        7.731                       A100200200035 
     3.788      2.        86.41      10.39                        A100200200036 
     3.853      5.       -13.76      18.18                        A100200200037 
     3.892      4.      -104.8       12.99                        A100200200038 
     3.893      3.      -104.4       12.99                        A100200200039 
     3.949      1.       229.9       18.04                        A100200200040 
     3.994      0.       109.4        2.028                       A100200200041 
     4.003      1.       253.1       15.46                        A100200200042 
     4.048      0.       117.7        2.028                       A100200200043 
     4.053      3.       -88.82      31.17                        A100200200044 
     4.058      2.       102.        18.18                        A100200200045 
     4.065      5.         4.468     10.39                        A100200200046 
     4.105      4.       -91.81      41.55                        A100200200047 
     4.122      5.       -24.08      12.98                        A100200200048 
     4.165      2.       125.4        7.788                       A100200200049 
     4.215      3.      -107.        15.58                        A100200200050 
     4.215      4.      -120.4       18.18                        A100200200051 
     4.264      0.       120.5        2.028                       A100200200052 
     4.273      1.       253.1       15.46                        A100200200053 
     4.322      4.      -115.1       23.39                        A100200200054 
     4.328      2.       130.6       10.39                        A100200200055 
     4.336      5.       -21.43      10.39                        A100200200056 
     4.429      3.      -107.        18.18                        A100200200057 
     4.481      0.       123.3        2.028                       A100200200058 
     4.544      1.       255.7       12.89                        A100200200059 
     4.544      2.       135.8       12.99                        A100200200060 
     4.55       5.       -10.99      15.58                        A100200200061 
     4.589      4.       -96.9       36.36                        A100200200062 
     4.59       3.       -88.77      25.97                        A100200200063 
     4.598      2.       148.8       12.99                        A100200200064 
     4.643      3.       -80.97      15.58                        A100200200065 
     4.696      4.       -96.88      15.58                        A100200200066 
     4.76       1.       258.3       10.31                        A100200200067 
     4.805      0.       131.6        2.028                       A100200200068 
     4.814      2.       156.6        7.792                       A100200200069 
     4.857      3.       -78.36      12.99                        A100200200070 
     4.873      5.       -23.9        7.791                       A100200200071 
     4.91       4.       -89.05      20.78                        A100200200072 
     4.967      0.       137.2       11.1                         A100200200073 
     4.977      1.       281.5       18.04                        A100200200074 
     5.029      2.       180.        15.58                        A100200200075 
     5.069      4.       -73.43      41.55                        A100200200076 
     5.071      3.       -62.75      28.57                        A100200200077 
     5.085      1.       260.9        1.92                        A100200200078 
     5.087      5.       -21.25      23.36                        A100200200079 
     5.122      4.       -57.84       1.828                       A100200200080 
     5.138      2.       180.         1.854                       A100200200081 
     5.292      0.       142.8        2.028                       A100200200082 
     5.301      1.       273.8       10.31                        A100200200083 
     5.354      2.       193.        10.39                        A100200200084 
     5.388      4.       -37.01      20.78                        A100200200085 
     5.392      3.       -36.75      15.58                        A100200200086 
     5.408      5.       -10.78      15.57                        A100200200087 
     5.562      0.       153.9        2.028                       A100200200088 
     5.569      2.       219.        15.58                        A100200200089 
     5.572      1.       286.7       18.04                        A100200200090 
     5.67       0.       148.3        2.028                       A100200200091 
     5.677      5.       -21.1       20.79                        A100200200092 
     5.708      4.       -18.76      33.76                        A100200200093 
     5.713      3.       -18.54      20.78                        A100200200094 
     5.734      1.       268.6       15.46                        A100200200095 
     5.786      2.       211.2        1.854                       A100200200096 
     5.814      4.         2.038     23.39                        A100200200097 
     5.833      0.       151.1       13.88                        A100200200098 
     5.874      3.        -2.942     15.58                        A100200200099 
     5.894      2.       216.4       23.38                        A100200200100 
     5.896      1.       273.8       25.77                        A100200200101 
     5.921      4.         2.06      59.76                        A100200200102 
     6.028      4.         7.276     13.                          A100200200103 
     6.05       5.         2.365     10.4                         A100200200104 
     6.088      3.        -0.3256    12.99                        A100200200105 
     6.157      0.       156.7        2.028                       A100200200106 
     6.167      1.       284.1       10.31                        A100200200107 
     6.218      2.       234.6       12.99                        A100200200108 
     6.241      4.        20.31      20.79                        A100200200109 
     6.268      5.       -31.34      12.98                        A100200200110 
     6.302      3.        15.28      15.58                        A100200200111 
     6.38       2.       237.2       12.99                        A100200200112 
     6.383      1.       276.4       10.31                        A100200200113 
     6.428      0.       156.7        8.325                       A100200200114 
     6.462      3.        51.65      10.39                        A100200200115 
     6.479      5.         5.069     10.4                         A100200200116 
     6.489      2.       226.8       12.98                        A100200200117 
     6.491      1.       268.6       20.62                        A100200200118 
     6.559      4.        61.93      31.17                        A100200200119 
     6.569      3.        41.27      25.98                        A100200200120 
     6.589      5.       -15.68      18.18                        A100200200121 
     6.644      0.       153.9        2.028                       A100200200122 
     6.651      2.       237.2       12.99                        A100200200123 
     6.654      1.       266.1       20.62                        A100200200124 
     6.72       4.        61.96      25.98                        A100200200125 
     6.75       5.       -23.43      12.98                        A100200200126 
     6.783      3.        49.09      15.58                        A100200200127 
     6.861      0.       148.4        2.028                       A100200200128 
     6.867      2.       234.7       12.99                        A100200200129 
     6.87       1.       260.9       12.89                        A100200200130 
     6.932      4.        98.36      20.78                        A100200200131 
     6.969      0.       151.2        8.325                       A100200200132 
     6.978      1.       255.8       18.04                        A100200200133 
     6.997      3.        77.68      15.58                        A100200200134 
     7.072      5.       -18.16      18.19                        A100200200135 
     7.094      4.        82.81      31.15                        A100200200136 
     7.105      3.        64.7       25.98                        A100200200137 
     7.137      2.       239.9       20.78                        A100200200138 
     7.14       1.       268.7       20.62                        A100200200139 
     7.185      0.       151.2       11.1                         A100200200140 
     7.231      5.         0.0619    20.78                        A100200200141 
     7.252      4.       111.4       33.76                        A100200200142 
     7.265      3.        90.69      23.38                        A100200200143 
     7.462      2.       221.7       31.17                        A100200200144 
     7.51       0.       145.6       11.1                         A100200200145 
     7.519      1.       250.6       41.23                        A100200200146 
     7.553      5.        -7.649     38.95                        A100200200147 
     7.571      4.       150.4       57.14                        A100200200148 
     7.585      3.       116.7       38.95                        A100200200149 
     7.726      0.       148.4        2.028                       A100200200150 
