ENTRY            A1469   19990324                             0000A146900000001 
SUBENT        A1469001   19990324                             0000A146900100001 
BIB                  7          9                                 A146900100002 
INSTITUTE  (2FR GRE)                                              A146900100003 
REFERENCE  (J,JPR,22,(5),267,196105)                              A146900100004 
AUTHOR     (N.H.KHANH,L.GOLDMAN,R.BOUCHEZ)                        A146900100005 
TITLE      Angular distribution of the 6Li(p,alpha)3He reaction   A146900100006 
           in the range of energy 100-300 kev                     A146900100007 
SAMPLE     Natural 6Li in the form Li0H                           A146900100008 
DETECTOR   (CSICR)                                                A146900100009 
HISTORY    (19821007C) Compilation produced by RFNC-VNIIEF Sarov  A146900100010 
           (19990321U)CNPD: corrected 4-dig. year and lower cases.A146900100011 
ENDBIB               9          0                                 A146900100012 
NOCOMMON             0          0                                 A146900100013 
ENDSUBENT           12          0                                 A146900199999 
SUBENT        A1469002   19990324                             0000A146900200001 
BIB                  3          5                                 A146900200002 
REACTION   (3-LI-6(P,HE3)2-HE-4,,DA,,REL,EXP)                     A146900200003 
ERR-ANALYS (COS-ERR) Digitizing error                             A146900200004 
           (DATA-ERR) From graphic bars (statistical)             A146900200005 
           and digitizing error.                                  A146900200006 
STATUS     (CURVE) Fig 2                                          A146900200007 
ENDBIB               5          0                                 A146900200008 
COMMON               1          3                                 A146900200009 
COS-ERR                                                           A146900200010 
NO-DIM                                                            A146900200011 
 0.007                                                            A146900200012 
ENDCOMMON            3          0                                 A146900200013 
DATA                 4         55                                 A146900200014 
EN         COS-CM     DATA-CM    DATA-ERR                         A146900200015 
MEV        NO-DIM     NO-DIM     NO-DIM                           A146900200016 
     0.144     -0.9165     0.9007     0.0305                      A146900200017 
     0.144     -0.9099     0.7853     0.0441                      A146900200018 
     0.144     -0.796      0.845      0.0271                      A146900200019 
     0.144     -0.7219     0.8238     0.0237                      A146900200020 
     0.144     -0.6184     0.8633     0.0339                      A146900200021 
     0.144     -0.521      0.9197     0.0441                      A146900200022 
     0.144     -0.3711     0.9349     0.0305                      A146900200023 
     0.144     -0.2302     0.9706     0.0406                      A146900200024 
     0.144      0.0188     0.9981     0.0271                      A146900200025 
     0.144      0.2369     1.097      0.0543                      A146900200026 
     0.144      0.3923     1.082      0.0236                      A146900200027 
     0.144      0.5325     1.1        0.0339                      A146900200028 
     0.144      0.6303     1.079      0.0272                      A146900200029 
     0.171     -0.9019     0.7921     0.027                       A146900200030 
     0.171     -0.8676     0.7985     0.0304                      A146900200031 
     0.171     -0.7999     0.7807     0.044                       A146900200032 
     0.171     -0.7103     0.8202     0.0374                      A146900200033 
     0.171     -0.5998     0.8664     0.0408                      A146900200034 
     0.171     -0.4802     0.8888     0.0271                      A146900200035 
     0.171     -0.3706     0.9112     0.0305                      A146900200036 
     0.171     -0.2089     0.9636     0.0338                      A146900200037 
     0.171     -0.0744     1.02       0.0305                      A146900200038 
     0.171      0.0894     1.031      0.0339                      A146900200039 
     0.171      0.2506     1.073      0.0304                      A146900200040 
     0.171      0.3974     1.089      0.0339                      A146900200041 
     0.171      0.5483     1.121      0.0406                      A146900200042 
     0.171      0.7352     1.017      0.0373                      A146900200043 
     0.215     -0.929      0.7391     0.0334                      A146900200044 
     0.215     -0.8642     0.7451     0.0333                      A146900200045 
     0.215     -0.809      0.7678     0.03                        A146900200046 
     0.215     -0.7229     0.8001     0.0301                      A146900200047 
     0.215     -0.6102     0.8121     0.0333                      A146900200048 
     0.215     -0.4958     0.8809     0.0199                      A146900200049 
     0.215     -0.3682     0.926      0.03                        A146900200050 
     0.215     -0.2425     0.9212     0.0299                      A146900200051 
     0.215     -0.0671     0.9758     0.0367                      A146900200052 
     0.215      0.0234     1.031      0.0433                      A146900200053 
     0.215      0.2475     1.026      0.0298                      A146900200054 
     0.215      0.37       1.121      0.0401                      A146900200055 
     0.215      0.5205     0.9523     0.0301                      A146900200056 
     0.215      0.6354     0.8343     0.03                        A146900200057 
     0.247     -0.8999     0.7407     0.0273                      A146900200058 
     0.247     -0.8617     0.7641     0.0273                      A146900200059 
     0.247     -0.7925     0.7975     0.0273                      A146900200060 
     0.247     -0.6645     0.7583     0.0342                      A146900200061 
     0.247     -0.4985     0.8316     0.0479                      A146900200062 
     0.247     -0.363      0.9257     0.0308                      A146900200063 
     0.247     -0.2332     0.9413     0.0341                      A146900200064 
     0.247     -0.0839     1.032      0.0342                      A146900200065 
     0.247      0.0247     1.027      0.0307                      A146900200066 
     0.247      0.1603     1.012      0.0341                      A146900200067 
     0.247      0.2627     1.127      0.0274                      A146900200068 
     0.247      0.4085     1.111      0.0307                      A146900200069 
     0.247      0.536      1.161      0.0274                      A146900200070 
     0.247      0.6434     1.115      0.0342                      A146900200071 
ENDDATA             57          0                                 A146900200072 
ENDSUBENT           71          0                                 A146900299999 
ENDENTRY             2          0                                 A146999999999 
