ENTRY            A1134   20120409                             A078A113400000001 
SUBENT        A1134001   20120409                             A078A113400100001 
BIB                 10         14                                 A113400100002 
INSTITUTE  (2JPNKTO)                                              A113400100003 
REFERENCE  (J,JPJ,44,(3),704,1978)                                A113400100004 
AUTHOR     (T.Kambara,M.Takai,M.Nakamura,S.Kobayafhi)             A113400100005 
TITLE      Deuteron break-up reaction on 4He                      A113400100006 
FACILITY   (VDGT,2JPNKTO)                                         A113400100007 
SAMPLE     A gas target. GAS cell at pressure of 150-250 torr.    A113400100008 
METHOD     (PHD)                                                  A113400100009 
DETECTOR   (PROPC) Single wire proportional counter with three    A113400100010 
           carbon coated quartz fibers of 25 mu-mf (8komega/mm).  A113400100011 
MONIT-REF  (A1035001,L.S.Senhouse+,J,NP,57,(3),624,1964)          A113400100012 
HISTORY    (19811019C) Compilation produced by Arzamas RFNC-VNIIEFA113400100013 
           (19990214A)CNPD: corrected 4-dig. year and lower cases.A113400100014 
           (20120409A) SB-Correction was made according V.Zerkin  A113400100015 
           remarks                                                A113400100016 
ENDBIB              14          0                                 A113400100017 
NOCOMMON             0          0                                 A113400100018 
ENDSUBENT           17          0                                 A113400199999 
SUBENT        A1134002   19990319                             0000A113400200001 
BIB                  4          5                                 A113400200002 
REACTION   (2-HE-4(D,EL)2-HE-4,,DA,,,EXP)                         A113400200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A113400200004 
           (DATA-ERR) Digitizing error                            A113400200005 
REL-REF    (A,A1035001,SENHOUSE+,J,NP,57,(3),624,196408)          A113400200006 
STATUS     (CURVE) FIG 2                                          A113400200007 
ENDBIB               5          0                                 A113400200008 
COMMON               2          3                                 A113400200009 
EN         ANG-ERR                                                A113400200010 
MEV        ADEG                                                   A113400200011 
  7.8       1.                                                    A113400200012 
ENDCOMMON            3          0                                 A113400200013 
DATA                 3         13                                 A113400200014 
ANG-CM     DATA-CM    DATA-ERR                                    A113400200015 
ADEG       MB/SR      MB/SR                                       A113400200016 
    29.52     230.8        4.418                                  A113400200017 
    36.72     144.4        2.763                                  A113400200018 
    43.92      91.86       1.758                                  A113400200019 
    50.11      45.15       0.8643                                 A113400200020 
    57.79      30.25       0.579                                  A113400200021 
    64.64      26.26       0.5027                                 A113400200022 
    77.75      52.02       0.9958                                 A113400200023 
    78.65      48.53       0.929                                  A113400200024 
    85.17      60.53       1.159                                  A113400200025 
    92.11      69.25       1.326                                  A113400200026 
   103.6       66.53       1.273                                  A113400200027 
   114.1       58.66       1.123                                  A113400200028 
   123.7       48.29       0.9244                                 A113400200029 
ENDDATA             15          0                                 A113400200030 
ENDSUBENT           29          0                                 A113400299999 
SUBENT        A1134003   19990319                             0000A113400300001 
BIB                  3          4                                 A113400300002 
REACTION   (2-HE-4(D,P)2-HE-5,,DA/DE,P,,EXP)                      A113400300003 
ERR-ANALYS (E-ERR) Digitizing error                               A113400300004 
           (DATA-ERR) From graphic bars and digitizing error      A113400300005 
STATUS     (CURVE) FIG 3                                          A113400300006 
ENDBIB               4          0                                 A113400300007 
COMMON               2          3                                 A113400300008 
EN         E-ERR                                                  A113400300009 
MEV        MEV                                                    A113400300010 
  7.8        0.02                                                 A113400300011 
ENDCOMMON            3          0                                 A113400300012 
DATA                 4        166                                 A113400300013 
ANG        E          DATA       DATA-ERR                         A113400300014 
ADEG       MEV        MB/SR/MEV  MB/SR/MEV                        A113400300015 
    15.         1.661      4.491      0.505                       A113400300016 
    15.         1.761      4.364      0.505                       A113400300017 
    15.         1.887      6.72       0.505                       A113400300018 
    15.         2.025      7.802      0.505                       A113400300019 
    15.         2.101      9.593      0.505                       A113400300020 
    15.         2.189     10.74       0.505                       A113400300021 
    15.         2.266     13.16       0.505                       A113400300022 
    15.         2.329     14.34       0.505                       A113400300023 
    15.         2.381     18.04       0.505                       A113400300024 
    15.         2.431     17.98       0.505                       A113400300025 
    15.         2.469     19.82       0.505                       A113400300026 
    15.         2.507     20.4        0.505                       A113400300027 
    15.         2.609     24.04       0.505                       A113400300028 
    15.         2.686     27.72       0.505                       A113400300029 
    15.         2.751     32.04       0.505                       A113400300030 
    15.         2.827     34.46       0.505                       A113400300031 
    15.         2.918     40.64       0.505                       A113400300032 
    15.         2.983     45.59       0.505                       A113400300033 
    15.         3.035     49.92       0.505                       A113400300034 
    15.         3.112     53.6        0.505                       A113400300035 
    15.         3.163     56.05       0.505                       A113400300036 
    15.         3.202     58.52       0.505                       A113400300037 
    15.         3.27      64.08       0.505                       A113400300038 
    15.         3.28      68.5        0.505                       A113400300039 
    15.         3.363     80.96       0.505                       A113400300040 
    15.         3.414     82.15       0.505                       A113400300041 
    15.         3.508     95.24       0.505                       A113400300042 
    15.         3.606    114.6        0.505                       A113400300043 
    15.         3.712    126.4        0.505                       A113400300044 
    15.         3.83     138.2        0.505                       A113400300045 
    15.         3.928    132.4        0.505                       A113400300046 
    15.         4.019    115.3        0.505                       A113400300047 
    15.         4.119     89.43       0.505                       A113400300048 
    15.         4.208     67.93       0.505                       A113400300049 
    15.         4.309     44.53       0.505                       A113400300050 
    15.         4.388     27.44       0.505                       A113400300051 
    15.         4.495     15.99       0.505                       A113400300052 
    20.         2.48      16.66       0.505                       A113400300053 
    20.         2.594     19.03       0.505                       A113400300054 
    20.         2.708     22.66       0.505                       A113400300055 
    20.         2.798     26.95       0.505                       A113400300056 
    20.         2.9       31.22       0.505                       A113400300057 
    20.         3.016     36.74       0.505                       A113400300058 
    20.         3.106     41.66       0.505                       A113400300059 
    20.         3.236     52.18       0.505                       A113400300060 
    20.         3.341     60.86       0.505                       A113400300061 
    20.         3.458     67.61       0.505                       A113400300062 
    20.         3.469     70.77       0.505                       A113400300063 
    20.         3.548     75.06       0.505                       A113400300064 
    20.         3.552     81.98       0.505                       A113400300065 
    20.         3.601     81.29       0.505                       A113400300066 
    20.         3.655     88.14       0.505                       A113400300067 
    20.         3.692     86.83       0.505                       A113400300068 
    20.         3.745     93.68       0.505                       A113400300069 
    20.         3.756     89.9        0.505                       A113400300070 
    20.         3.832     94.83       0.505                       A113400300071 
    20.         3.833     91.06       0.505                       A113400300072 
    20.         3.89      82.81       0.505                       A113400300073 
    20.         3.985     71.99       0.505                       A113400300074 
    20.         4.04      56.82       0.505                       A113400300075 
    20.         4.133     44.12       0.505                       A113400300076 
    20.         4.204     34.6        0.505                       A113400300077 
    20.         4.26      21.95       0.505                       A113400300078 
    20.         4.332     16.19       0.505                       A113400300079 
    20.         4.405     12.33       0.505                       A113400300080 
    20.         4.491      8.442      0.505                       A113400300081 
    20.         4.577      6.445      0.505                       A113400300082 
    20.         4.626      3.867      0.505                       A113400300083 
    20.         4.689      4.416      0.505                       A113400300084 
    20.         4.726      2.482      0.505                       A113400300085 
    30.         2.556     17.82       0.505                       A113400300086 
    30.         2.733     22.         0.505                       A113400300087 
    30.         2.771     22.58       0.505                       A113400300088 
    30.         2.886     26.84       0.505                       A113400300089 
    30.         2.937     29.29       0.505                       A113400300090 
    30.         3.102     34.74       0.505                       A113400300091 
    30.         3.255     39.58       0.505                       A113400300092 
    30.         3.27      43.96       0.505                       A113400300093 
    30.         3.433     45.64       0.505                       A113400300094 
