ENTRY            A1194   20140902                             A082A119400000001 
SUBENT        A1194001   20140902                             A082A119400100001 
BIB                  9         16                                 A119400100002 
INSTITUTE  (4UZ UZB)                                              A119400100003 
REFERENCE  (J,IZV,42,(1),199,197801)                              A119400100004 
           (J,BAS,42,(1),173,1978) Eng.trans.of IZV,42,199        A119400100005 
AUTHOR     (M.P.Gold'berg,Z.P.Kiseleva,B.G.Skorodumov,            A119400100006 
           Ju.N.Talanin,I.I.Trinkin)                              A119400100007 
TITLE      Proton energy spectrum  from D(p,p)np reaction         A119400100008 
FACILITY   (CYCLO,4UZ UZB)                                        A119400100009 
SAMPLE     Gas deuterium target                                   A119400100010 
METHOD     (EDE,EXTB)                                             A119400100011 
DETECTOR   (TELES,SI,SI) DeltaE-E telescope on base of            A119400100012 
           silicon detectors                                      A119400100013 
HISTORY    (19840220C) Compilation produced by Arzamas RFNC-VNIIEFA119400100014 
           (19970822A) Compiler checked reference                 A119400100015 
           (19990220U)CNPD: corrected 4-dig. year and lower cases.A119400100016 
           (20140902U) SD: Ref. on Engl.transl. added. SF9=EXP    A119400100017 
           was deleted from REACTION code in Subent 2.            A119400100018 
ENDBIB              16          0                                 A119400100019 
NOCOMMON             0          0                                 A119400100020 
ENDSUBENT           19          0                                 A119400199999 
SUBENT        A1194002   20140902                             A082A119400200001 
BIB                  5          6                                 A119400200002 
REACTION   (1-H-2(P,N+P)1-H-1,,DA/DE,P)                           A119400200003 
PART-DET   (E,P)                                                  A119400200004 
ERR-ANALYS (EN-ERR-DIG) Digitizing error                          A119400200005 
           (DATA-ERR) From graph bars (statistic) and digitizing  A119400200006 
STATUS     (CURVE) fig. 1 from IZV,42,199,1978                    A119400200007 
HISTORY    (20140902A) SD: Titles E and EN swapped.               A119400200008 
ENDBIB               6          0                                 A119400200009 
COMMON               2          3                                 A119400200010 
EN-ERR-DIG ANG                                                    A119400200011 
MEV        ADEG                                                   A119400200012 
 0.05       40.                                                   A119400200013 
ENDCOMMON            3          0                                 A119400200014 
DATA                 4        216                                 A119400200015 
EN         E          DATA       DATA-ERR                         A119400200016 
MEV        MEV        MB/SR/MEV  MB/SR/MEV                        A119400200017 
       13.2      1.939      7.732     0.3184                      A119400200018 
       13.2       2.08      7.416     0.2729                      A119400200019 
       13.2      2.211      7.736     0.2729                      A119400200020 
       13.2      2.368      6.374     0.2274                      A119400200021 
       13.2      2.503      6.467     0.1819                      A119400200022 
       13.2      2.589      6.742     0.2282                      A119400200023 
       13.2      2.712      7.472     0.3184                      A119400200024 
       13.2      2.844      7.701     0.2729                      A119400200025 
       13.2      2.967      8.431     0.4101                      A119400200026 
       13.2      3.069      7.751     0.2736                      A119400200027 
       13.2      3.248       7.89     0.2729                      A119400200028 
       13.2      3.382      7.983     0.2729                      A119400200029 
       13.2      3.477      7.712     0.3646                      A119400200030 
       13.2      3.622      7.123     0.2729                      A119400200031 
       13.2      3.788      8.035     0.3638                      A119400200032 
       13.2      3.878      8.037     0.3199                      A119400200033 
       13.2      4.021      7.584     0.2729                      A119400200034 
       13.2      4.154      7.723     0.3184                      A119400200035 
       13.2      4.248      7.543     0.2282                      A119400200036 
       13.2      4.417      8.228     0.2729                      A119400200037 
       13.2      4.553       8.23     0.3191                      A119400200038 
       13.2      4.698      7.641     0.0462                      A119400200039 
       13.2      4.776      8.416     0.3184                      A119400200040 
       13.2      4.883      7.417     0.3191                      A119400200041 
       13.2      5.063      7.465     0.3638                      A119400200042 
       13.2        5.2      7.377     0.2729                      A119400200043 
       13.2      5.328      7.788     0.2282                      A119400200044 
       13.2      5.517      7.291     0.2721                      A119400200045 
       13.2      5.592      8.248     0.5465                      A119400200046 
       13.2      5.734      7.886     0.4556                      A119400200047 
       13.2      5.879      7.297     0.5465                      A119400200048 
       13.2      6.025      6.662      0.501                      A119400200049 
       13.2      6.219      5.892     0.5458                      A119400200050 
       13.2      6.317      5.393     0.5018                      A119400200051 
       13.2      6.414      4.986     0.2282                      A119400200052 
       13.2      6.548      5.124     0.2736                      A119400200053 
       13.2      6.735      4.718     0.2274                      A119400200054 
