ENTRY            A1353   19990322                             0000A135300000001 
SUBENT        A1353001   19990322                             0000A135300100001 
BIB                  7          8                                 A135300100002 
INSTITUTE  (2FR GRE)                                              A135300100003 
REFERENCE  (R,CEA-R-3392,1,196803)                                A135300100004 
AUTHOR     (J.ARVIEUX)                                            A135300100005 
TITLE      Investigation of deuteron polarization on light nuclei A135300100006 
FACILITY   (CYCLO)                                                A135300100007 
METHOD     (EXTB)                                                 A135300100008 
HISTORY    (19820112C) Compilation produced by Arzamas RFNC-VNIIEFA135300100009 
           (19990317U)CNPD: corrected 4-dig. year and lower cases.A135300100010 
ENDBIB               8          0                                 A135300100011 
NOCOMMON             0          0                                 A135300100012 
ENDSUBENT           11          0                                 A135300199999 
SUBENT        A1353002   19990322                             0000A135300200001 
BIB                  3          4                                 A135300200002 
REACTION   (3-LI-6(D,EL)3-LI-6,,DA,,,EXP)                         A135300200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A135300200004 
           (DATA-ERR) Digitizing error                            A135300200005 
STATUS     (CURVE) FIG 21                                         A135300200006 
ENDBIB               4          0                                 A135300200007 
COMMON               2          3                                 A135300200008 
ANG-ERR    DATA-ERR                                               A135300200009 
ADEG       PER-CENT                                               A135300200010 
 0.2        0.3                                                   A135300200011 
ENDCOMMON            3          0                                 A135300200012 
DATA                 3        411                                 A135300200013 
EN         ANG-CM     DATA-CM                                     A135300200014 
MEV        ADEG       B/SR                                        A135300200015 
    10.        17.22       1.381                                  A135300200016 
    10.        20.48       1.078                                  A135300200017 
    10.        21.89       0.9803                                 A135300200018 
    10.        28.82       0.5632                                 A135300200019 
    10.        32.66       0.4396                                 A135300200020 
    10.        35.91       0.3456                                 A135300200021 
    10.        40.01       0.233                                  A135300200022 
    10.        42.88       0.1753                                 A135300200023 
    10.        46.8        0.1123                                 A135300200024 
    10.        50.13       0.0683                                 A135300200025 
    10.        54.94       0.0331                                 A135300200026 
    10.        57.73       0.0308                                 A135300200027 
    10.        61.47       0.0334                                 A135300200028 
    10.        64.68       0.0524                                 A135300200029 
    10.        68.36       0.0673                                 A135300200030 
    10.        70.29       0.0769                                 A135300200031 
    10.        74.34       0.1055                                 A135300200032 
    10.        77.24       0.1288                                 A135300200033 
    10.        77.47       0.1197                                 A135300200034 
    10.        81.15       0.1516                                 A135300200035 
    10.        81.17       0.1419                                 A135300200036 
    10.        83.49       0.1681                                 A135300200037 
    10.        90.17       0.1938                                 A135300200038 
    10.        93.5        0.2135                                 A135300200039 
    10.        96.08       0.2106                                 A135300200040 
    10.        99.06       0.2078                                 A135300200041 
    10.        99.43       0.2204                                 A135300200042 
    10.       101.6        0.1991                                 A135300200043 
    10.       101.8        0.2096                                 A135300200044 
    10.       107.2        0.1896                                 A135300200045 
    10.       109.         0.1776                                 A135300200046 
    10.       110.6        0.1764                                 A135300200047 
    10.       112.8        0.1582                                 A135300200048 
    10.       118.2        0.1421                                 A135300200049 
    10.       118.2        0.133                                  A135300200050 
    10.       122.6        0.1176                                 A135300200051 
    10.       125.4        0.1102                                 A135300200052 
    10.       127.4        0.1128                                 A135300200053 
    10.       131.7        0.1147                                 A135300200054 
    10.       131.8        0.1012                                 A135300200055 
    10.       136.3        0.1218                                 A135300200056 
    10.       138.6        0.1341                                 A135300200057 
    10.       139.6        0.1554                                 A135300200058 
    10.       142.1        0.1489                                 A135300200059 
    10.       142.9        0.1478                                 A135300200060 
    10.       143.7        0.1394                                 A135300200061 
    10.       145.3        0.1592                                 A135300200062 
    10.       145.5        0.1664                                 A135300200063 
    10.       147.         0.1832                                 A135300200064 
    10.       149.9        0.2236                                 A135300200065 
    10.       149.9        0.2093                                 A135300200066 
    10.       151.7        0.2304                                 A135300200067 
    10.       151.7        0.2141                                 A135300200068 
    10.       153.5        0.2255                                 A135300200069 
    10.       155.         0.2482                                 A135300200070 
    10.       157.4        0.2616                                 A135300200071 
    12.        14.86       1.641                                  A135300200072 
    12.        18.92       1.122                                  A135300200073 
    12.        22.94       0.906                                  A135300200074 
    12.        26.38       0.6755                                 A135300200075 
    12.        30.4        0.5414                                 A135300200076 
    12.        34.06       0.3757                                 A135300200077 
    12.        37.7        0.2702                                 A135300200078 
    12.        39.34       0.2243                                 A135300200079 
    12.        41.16       0.1916                                 A135300200080 
    12.        44.65       0.1193                                 A135300200081 
    12.        46.29       0.0942                                 A135300200082 
    12.        52.09       0.0357                                 A135300200083 
    12.        54.93       0.027                                  A135300200084 
    12.        59.37       0.0196                                 A135300200085 
    12.        63.22       0.0304                                 A135300200086 
    12.        65.92       0.04                                   A135300200087 
    12.        71.7        0.074                                  A135300200088 
    12.        72.68       0.0784                                 A135300200089 
    12.        79.1        0.1219                                 A135300200090 
    12.        81.64       0.1369                                 A135300200091 
    12.        85.74       0.1702                                 A135300200092 
    12.        86.74       0.1655                                 A135300200093 
    12.        89.7        0.1705                                 A135300200094 
    12.        93.65       0.1783                                 A135300200095 
    12.        99.39       0.1826                                 A135300200096 
    12.       104.8        0.1716                                 A135300200097 
    12.       109.7        0.1543                                 A135300200098 
    12.       114.5        0.1398                                 A135300200099 
    12.       119.7        0.1162                                 A135300200100 
    12.       124.5        0.0939                                 A135300200101 
    12.       129.3        0.0881                                 A135300200102 
    12.       134.4        0.0852                                 A135300200103 
    12.       139.6        0.0918                                 A135300200104 
    12.       146.8        0.1142                                 A135300200105 
    12.       152.3        0.1472                                 A135300200106 
    12.       156.2        0.1728                                 A135300200107 
    12.       159.         0.2041                                 A135300200108 
    12.       163.1        0.2229                                 A135300200109 
    12.       165.6        0.2415                                 A135300200110 
    12.       170.         0.2695                                 A135300200111 
    12.       172.9        0.2757                                 A135300200112 
    12.       175.1        0.282                                  A135300200113 
    13.7       14.36       2.243                                  A135300200114 
    13.7       18.23       1.618                                  A135300200115 
    13.7       21.08       1.302                                  A135300200116 
    13.7       25.14       0.9817                                 A135300200117 
    13.7       29.79       0.7349                                 A135300200118 
    13.7       33.29       0.4966                                 A135300200119 
    13.7       37.84       0.2819                                 A135300200120 
    13.7       40.74       0.1989                                 A135300200121 
    13.7       46.11       0.102                                  A135300200122 
    13.7       53.63       0.0331                                 A135300200123 
    13.7       62.65       0.0428                                 A135300200124 
    13.7       71.47       0.0987                                 A135300200125 
    13.7       75.16       0.123                                  A135300200126 
    13.7       78.65       0.151                                  A135300200127 
    13.7       80.99       0.1674                                 A135300200128 
    13.7       85.1        0.1912                                 A135300200129 
    13.7       89.24       0.206                                  A135300200130 
    13.7       93.8        0.2019                                 A135300200131 
    13.7       98.92       0.2193                                 A135300200132 
    13.7      103.7        0.1955                                 A135300200133 
    13.7      109.3        0.1657                                 A135300200134 
    13.7      113.9        0.1522                                 A135300200135 
    13.7      118.9        0.1243                                 A135300200136 
    13.7      123.7        0.1101                                 A135300200137 
    13.7      128.3        0.0953                                 A135300200138 
    13.7      133.7        0.0844                                 A135300200139 
    13.7      138.8        0.0958                                 A135300200140 
    13.7      142.3        0.1054                                 A135300200141 
    13.7      146.6        0.1231                                 A135300200142 
    13.7      152.7        0.1581                                 A135300200143 
    13.7      155.8        0.1845                                 A135300200144 
    13.7      157.8        0.1971                                 A135300200145 
    13.7      160.9        0.2202                                 A135300200146 
    13.7      164.8        0.2271                                 A135300200147 
    13.7      169.4        0.2556                                 A135300200148 
    13.7      174.1        0.2735                                 A135300200149 
    21.        13.93       0.6294                                 A135300200150 
    21.        15.35       0.5817                                 A135300200151 
