ENTRY            A1504   19990324                             0000A150400000001 
SUBENT        A1504001   19990324                             0000A150400100001 
BIB                 10         13                                 A150400100002 
INSTITUTE  (1USASCA)                                              A150400100003 
REFERENCE  (J,NP/A,156,(1),33,197011)                             A150400100004 
AUTHOR     (R.L.DIXON,R.D.EDGE)                                   A150400100005 
TITLE      The 7Li(3He,d)8Be and 7Li(3He,p)9Be reactions          A150400100006 
FACILITY   (VDG)                                                  A150400100007 
SAMPLE     The target was made by evaporating 40 mu-g/cm2 of Li   A150400100008 
           metal onto a thin ( 15 mu-g/cm2) carbon backing        A150400100009 
METHOD     (EDE)                                                  A150400100010 
DETECTOR   (SOLST) Delta-E detector was a 316 mu surface-barrier  A150400100011 
           type; E detector was a 3000 mu lithium-drifted detectorA150400100012 
ERR-ANALYS (ERR-1) Systematic error in the absolute cross section A150400100013 
HISTORY    (19800814C) Compilation produced by RFNC-VNIIEF Sarov  A150400100014 
           (19990323U)CNPD: corrected 4-dig. year and lower cases.A150400100015 
ENDBIB              13          0                                 A150400100016 
COMMON               1          3                                 A150400100017 
ERR-1                                                             A150400100018 
PER-CENT                                                          A150400100019 
 12.0                                                             A150400100020 
ENDCOMMON            3          0                                 A150400100021 
ENDSUBENT           20          0                                 A150400199999 
SUBENT        A1504002   19990324                             0000A150400200001 
BIB                  3          5                                 A150400200002 
REACTION   (3-LI-7(HE3,D)4-BE-8,PAR,DA)                           A150400200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A150400200004 
           (DATA-ERR) Digitizing error                            A150400200005 
           Error-bars are smaller than plotted points.            A150400200006 
STATUS     (CURVE) fig.3                                          A150400200007 
ENDBIB               5          0                                 A150400200008 
COMMON               2          3                                 A150400200009 
ANG-ERR    DATA-ERR                                               A150400200010 
ADEG       PER-CENT                                               A150400200011 
 0.3        0.5                                                   A150400200012 
ENDCOMMON            3          0                                 A150400200013 
DATA                 4        167                                 A150400200014 
EN         E-LVL      ANG-CM     DATA-CM                          A150400200015 
MEV        MEV        ADEG       MB/SR                            A150400200016 
    10.         0.         5.777      1.26                        A150400200017 
    10.         0.        12.04       1.36                        A150400200018 
    10.         0.        14.47       1.245                       A150400200019 
    10.         0.        23.88       0.683                       A150400200020 
    10.         0.        36.13       0.3574                      A150400200021 
    10.         0.        47.64       0.3582                      A150400200022 
    10.         0.        60.05       0.2147                      A150400200023 
    10.         0.        69.51       0.1674                      A150400200024 
    10.         0.        80.77       0.1795                      A150400200025 
    10.         0.        91.07       0.2343                      A150400200026 
    10.         0.       101.5        0.2445                      A150400200027 
    10.         0.       111.6        0.2055                      A150400200028 
    10.         0.       120.8        0.1658                      A150400200029 
    10.         0.       126.8        0.2006                      A150400200030 
    10.         0.       135.9        0.2897                      A150400200031 
    10.         0.       147.1        0.5563                      A150400200032 
    10.         0.       156.7        0.9517                      A150400200033 
    10.         0.       164.1        1.346                       A150400200034 
    10.         2.9        5.933      3.877                       A150400200035 
    10.         2.9       11.52       5.743                       A150400200036 
    10.         2.9       14.35       5.755                       A150400200037 
    10.         2.9       23.57       1.178                       A150400200038 
    10.         2.9       35.59       0.0932                      A150400200039 
    10.         2.9       47.51       0.3738                      A150400200040 
    10.         2.9       59.14       0.232                       A150400200041 
    10.         2.9       70.72       0.0589                      A150400200042 
    10.         2.9       81.89       0.0403                      A150400200043 
    10.         2.9       91.99       0.0255                      A150400200044 
    10.         2.9      102.6        0.0409                      A150400200045 
    10.         2.9      111.4        0.0551                      A150400200046 
    10.         2.9      121.6        0.0852                      A150400200047 
    24.3        0.         9.018      0.7893                      A150400200048 
    24.3        0.         9.609      0.9038                      A150400200049 
    24.3        0.        10.59       0.9524                      A150400200050 
    24.3        0.        12.64       0.9049                      A150400200051 
    24.3        0.        13.95       0.9537                      A150400200052 
    24.3        0.        16.41       0.8082                      A150400200053 
    24.3        0.        18.19       0.6919                      A150400200054 
    24.3        0.        21.06       0.2951                      A150400200055 
    24.3        0.        22.34       0.1887                      A150400200056 
    24.3        0.        24.62       0.122                       A150400200057 
    24.3        0.        26.43       0.0992                      A150400200058 
    24.3        0.        28.38       0.1113                      A150400200059 
    24.3        0.        31.42       0.1914                      A150400200060 
    24.3        0.        34.72       0.2149                      A150400200061 
    24.3        0.        38.77       0.2108                      A150400200062 
    24.3        0.        43.06       0.1393                      A150400200063 
    24.3        0.        46.46       0.0755                      A150400200064 
    24.3        0.        47.89       0.6596                      A150400200065 
    24.3        0.        48.98       0.0576                      A150400200066 
    24.3        0.        50.97       0.0608                      A150400200067 
    24.3        0.        53.96       0.0647                      A150400200068 
    24.3        0.        55.12       0.0876                      A150400200069 
    24.3        0.        55.18       0.0798                      A150400200070 
    24.3        0.        57.16       0.0850                      A150400200071 
    24.3        0.        57.74       0.0993                      A150400200072 
    24.3        0.        59.16       0.0887                      A150400200073 
    24.3        0.        61.51       0.0897                      A150400200074 
    24.3        0.        62.1        0.1016                      A150400200075 
    24.3        0.        65.56       0.088                       A150400200076 
    24.3        0.        68.09       0.0658                      A150400200077 
    24.3        0.        72.76       0.0404                      A150400200078 
    24.3        0.        73.57       0.0325                      A150400200079 
    24.3        0.        75.59       0.0322                      A150400200080 
    24.3        0.        77.31       0.0303                      A150400200081 
    24.3        0.        78.28       0.0322                      A150400200082 
    24.3        0.        83.11       0.0469                      A150400200083 
    24.3        0.        85.98       0.0603                      A150400200084 
    24.3        0.        88.53       0.0775                      A150400200085 
    24.3        0.        92.19       0.0826                      A150400200086 
    24.3        0.        95.5        0.0899                      A150400200087 
    24.3        0.        98.27       0.0803                      A150400200088 
    24.3        0.       102.         0.0755                      A150400200089 
    24.3        0.       104.2        0.0608                      A150400200090 
    24.3        0.       107.7        0.0484                      A150400200091 
    24.3        0.       109.8        0.0373                      A150400200092 
    24.3        0.       113.4        0.0268                      A150400200093 
    24.3        0.       116.1        0.0249                      A150400200094 
    24.3        0.       118.9        0.0216                      A150400200095 
    24.3        0.       121.6        0.0237                      A150400200096 
    24.3        0.       125.2        0.0269                      A150400200097 
    24.3        0.       127.8        0.0302                      A150400200098 
    24.3        0.       130.1        0.0343                      A150400200099 
    24.3        0.       132.7        0.0393                      A150400200100 
    24.3        0.       134.7        0.0418                      A150400200101 
    24.3        0.       137.4        0.0410                      A150400200102 
    24.3        0.       140.         0.0442                      A150400200103 
    24.3        0.       140.4        0.0442                      A150400200104 
    24.3        0.       142.         0.0511                      A150400200105 
    24.3        0.       144.         0.0533                      A150400200106 
    24.3        0.       147.7        0.0512                      A150400200107 
    24.3        0.       149.7        0.0535                      A150400200108 
    24.3        0.       151.6        0.0652                      A150400200109 
    24.3        0.       153.9        0.0680                      A150400200110 
    24.3        0.       156.4        0.0893                      A150400200111 
    24.3        0.       158.7        0.1066                      A150400200112 
    24.3        0.       161.7        0.1197                      A150400200113 
    24.3        0.       163.6        0.1386                      A150400200114 
    24.3        0.       165.1        0.1725                      A150400200115 
    24.3        0.       167.1        0.1997                      A150400200116 
    24.3        0.       169.4        0.2106                      A150400200117 
    24.3        2.9        8.349      4.909                       A150400200118 
    24.3        2.9        9.65       5.286                       A150400200119 
    24.3        2.9       11.64       5.576                       A150400200120 
    24.3        2.9       13.03       5.129                       A150400200121 
    24.3        2.9       15.71       5.243                       A150400200122 
    24.3        2.9       17.58       3.87                        A150400200123 
    24.3        2.9       21.29       2.175                       A150400200124 
    24.3        2.9       23.27       1.315                       A150400200125 
    24.3        2.9       23.63       0.7228                      A150400200126 
    24.3        2.9       25.96       0.4325                      A150400200127 
    24.3        2.9       26.94       0.4512                      A150400200128 
    24.3        2.9       32.66       0.7972                      A150400200129 
    24.3        2.9       35.79       1.177                       A150400200130 
    24.3        2.9       40.09       1.31                        A150400200131 
    24.3        2.9       43.88       1.132                       A150400200132 
    24.3        2.9       47.78       0.8189                      A150400200133 
    24.3        2.9       49.3        0.6106                      A150400200134 
    24.3        2.9       50.51       0.4366                      A150400200135 
    24.3        2.9       52.92       0.4018                      A150400200136 
