ENTRY            A1318   19990322                             0000A131800000001 
SUBENT        A1318001   19990322                             0000A131800100001 
BIB                  8         12                                 A131800100002 
INSTITUTE  (2GERKLN)                                              A131800100003 
REFERENCE  (J,APP/B,24,(2),345,1993)                              A131800100004 
AUTHOR     (H.PAETZ,GEN.SCHIECK)                                  A131800100005 
TITLE      The d+d fusion reactions at very low energies          A131800100006 
FACILITY   (VDGT)                                                 A131800100007 
SAMPLE     The (CD2)n targets were produced by evaporating the    A131800100008 
           powder material onto a thin (5 to 9 mu-g/cm**2)        A131800100009 
           carbon backing with an electron gun                    A131800100010 
DETECTOR   (SOLST) Silicon surface barrier detectors partly cooledA131800100011 
           to 15 degr.cel. with solid angles up to 95 msr.        A131800100012 
HISTORY    (19941115C) Compilation produced by Arzamas RFNC-VNIIEFA131800100013 
           (19990317U)CNPD: corrected 4-dig. year and lower cases.A131800100014 
ENDBIB              12          0                                 A131800100015 
NOCOMMON             0          0                                 A131800100016 
ENDSUBENT           15          0                                 A131800199999 
SUBENT        A1318002   19990322                             0000A131800200001 
BIB                  3          4                                 A131800200002 
REACTION   (1-H-2(D,P)1-H-3,,DA,,LEG/L4P,EVAL)                    A131800200003 
ERR-ANALYS (EN-ERR) Digitizing error                              A131800200004 
           (DATA-ERR) From graphic and digitizing error           A131800200005 
STATUS     (CURVE) Fig.4                                          A131800200006 
ENDBIB               4          0                                 A131800200007 
COMMON               1          3                                 A131800200008 
EN-ERR                                                            A131800200009 
MEV                                                               A131800200010 
 0.002                                                            A131800200011 
ENDCOMMON            3          0                                 A131800200012 
DATA                 4         54                                 A131800200013 
EN         NUMBER     DATA-CM    DATA-ERR                         A131800200014 
MEV        NO-DIM     MB/SR      MB/SR                            A131800200015 
     0.0157     2.         0.1146     0.0031                      A131800200016 
     0.0167     0.         0.1123     0.0038                      A131800200017 
     0.0177     0.         0.1546     0.0052                      A131800200018 
     0.0227     0.         0.2671     0.009                       A131800200019 
     0.0244     4.    -0.6570E-03     0.0011                      A131800200020 
     0.0245     0.         0.4839     0.0163                      A131800200021 
     0.0298     0.         0.9158     0.0308                      A131800200022 
     0.0368     2.         0.1562     0.0031                      A131800200023 
     0.0382     0.         1.579      0.0531                      A131800200024 
     0.0467     0.         2.722      0.0916                      A131800200025 
     0.0552     0.         4.913      0.1652                      A131800200026 
     0.0621     4.         0.0027     0.0011                      A131800200027 
     0.0649     2.         0.2117     0.0031                      A131800200028 
     0.0737     0.         8.047      0.2706                      A131800200029 
     0.0918     0.        12.03       0.4046                      A131800200030 
     0.093      2.         0.2672     0.0031                      A131800200031 
     0.1037     4.         0.0104     0.0011                      A131800200032 
     0.12       0.        17.08       0.5745                      A131800200033 
     0.1278     2.         0.3221     0.0031                      A131800200034 
     0.1384     4.         0.0184     0.0011                      A131800200035 
     0.1479     0.        22.14       0.7446                      A131800200036 
     0.1592     2.         0.37       0.0031                      A131800200037 
     0.1765     4.         0.0262     0.0011                      A131800200038 
     0.1789     0.        26.14       0.8791                      A131800200039 
     0.2007     2.         0.4243     0.0031                      A131800200040 
     0.21       0.        32.3        1.086                       A131800200041 
     0.2148     4.         0.0364     0.0011                      A131800200042 
     0.2443     0.        36.37       1.223                       A131800200043 
     0.2456     2.         0.471      0.0031                      A131800200044 
     0.2496     4.         0.0466     0.0011                      A131800200045 
     0.2785     0.        40.94       1.377                       A131800200046 
     0.2809     4.         0.0547     0.0011                      A131800200047 
     0.2835     2.         0.5111     0.0031                      A131800200048 
     0.3122     4.         0.0627     0.0011                      A131800200049 
     0.3162     0.        46.         1.547                       A131800200050 
     0.3245     2.         0.5365     0.0031                      A131800200051 
     0.3437     4.         0.0731     0.0011                      A131800200052 
     0.3503     0.        49.48       1.664                       A131800200053 
     0.3623     2.         0.5693     0.0031                      A131800200054 
     0.375      4.         0.0812     0.0011                      A131800200055 
     0.3879     0.        55.6        1.87                        A131800200056 
     0.4065     4.         0.0915     0.0011                      A131800200057 
     0.4068     2.         0.6016     0.0031                      A131800200058 
     0.4222     0.        62.59       2.105                       A131800200059 
     0.4342     4.         0.0974     0.0011                      A131800200060 
     0.4443     2.         0.62       0.0031                      A131800200061 
     0.4527     0.        64.43       2.167                       A131800200062 
     0.4655     4.         0.1055     0.0011                      A131800200063 
     0.4785     2.         0.6387     0.0031                      A131800200064 
     0.4835     0.        69.43       2.335                       A131800200065 
     0.49       4.         0.1138     0.0011                      A131800200066 
     0.4956     2.         0.6516     0.0031                      A131800200067 
     0.5005     4.         0.118      0.0011                      A131800200068 
     0.5007     0.        75.37       2.535                       A131800200069 
ENDDATA             56          0                                 A131800200070 
ENDSUBENT           69          0                                 A131800299999 
ENDENTRY             2          0                                 A131899999999 
