ENTRY            A1001   19990319                             0000A100100000001 
SUBENT        A1001001   19990319                             0000A100100100001 
BIB                  8         12                                 A100100100002 
INSTITUTE  (2GERUEN)                                              A100100100003 
REFERENCE  (C,70MADISON,,482,1971)                                A100100100004 
AUTHOR     (J.C.FRITZ,R.KANKOWSKY,K.KILIAN,A.N.NEUFERT,D.FICK)    A100100100005 
TITLE      Elastic scattering of polarized protons on tritons     A100100100006 
           between 4 and 22 MeV                                   A100100100007 
FACILITY   (VDGT) The polarized proton beam of the erlangen tandemA100100100008 
           accelerator                                            A100100100009 
SAMPLE     The target consists of a TI - 3H foil on an Al or Au   A100100100010 
           backing                                                A100100100011 
DETECTOR   (SOLST) 16 detectors                                   A100100100012 
HISTORY    (19810612C) Compilation produced by Arzamas RFNC-VNIIEFA100100100013 
           (19990115U)CNPD: corrected 4-dig. year and lower cases.A100100100014 
ENDBIB              12          0                                 A100100100015 
NOCOMMON             0          0                                 A100100100016 
ENDSUBENT           15          0                                 A100100199999 
SUBENT        A1001002   19990319                             0000A100100200001 
BIB                  3          4                                 A100100200002 
REACTION   (1-H-3(P,EL)1-H-3,,DA,,LEG,EXP)                        A100100200003 
ERR-ANALYS (EN-ERR) Digitizing error                              A100100200004 
           (DATA-ERR) From graphic bars (total) and digitizing    A100100200005 
STATUS     (CURVE) Fig 1 left part                                A100100200006 
ENDBIB               4          0                                 A100100200007 
COMMON               1          3                                 A100100200008 
EN-ERR                                                            A100100200009 
MEV                                                               A100100200010 
 0.03                                                             A100100200011 
ENDCOMMON            3          0                                 A100100200012 
DATA                 4        163                                 A100100200013 
EN         NUMBER     DATA-CM    DATA-ERR                         A100100200014 
MEV        NO-DIM     MB/SR      MB/SR                            A100100200015 
     4.176      4.       -32.47     107.1                         A100100200016 
     4.205      3.      -297.1      133.3                         A100100200017 
     4.232      2.      1936.       200.                          A100100200018 
     4.244      4.       289.       142.8                         A100100200019 
     4.25       0.      1900.        11.92                        A100100200020 
     4.259      1.      1503.       178.6                         A100100200021 
     4.265      2.      2303.       166.6                         A100100200022 
     4.273      3.       169.7      166.6                         A100100200023 
     4.293      1.      1861.       178.6                         A100100200024 
     4.319      0.      1934.        11.92                        A100100200025 
     4.487      4.        40.08      12.4                         A100100200026 
     4.509      2.      1904.       133.3                         A100100200027 
     4.517      3.      -262.7      133.3                         A100100200028 
     4.528      0.      1797.        11.92                        A100100200029 
     4.536      1.      1576.       107.3                         A100100200030 
     4.855      2.      2205.       133.3                         A100100200031 
     4.863      3.         5.04      11.52                        A100100200032 
     4.868      4.       184.3       71.39                        A100100200033 
     4.882      1.      1756.       107.3                         A100100200034 
     4.909      0.      1833.        11.92                        A100100200035 
     4.917      1.      1863.       107.1                         A100100200036 
     5.071      3.       -60.92      99.86                        A100100200037 
     5.215      4.        78.48      12.4                         A100100200038 
     5.236      2.      2073.       166.6                         A100100200039 
     5.244      3.      -127.        66.65                        A100100200040 
     5.291      0.      1731.        11.92                        A100100200041 
     5.298      1.      1757.       107.                          A100100200042 
     5.423      4.        79.25      12.4                         A100100200043 
     5.452      3.       -92.99      99.98                        A100100200044 
     5.472      1.      1793.       143.                          A100100200045 
     5.479      2.      2007.       199.9                         A100100200046 
     5.499      0.      1663.        11.92                        A100100200047 
     5.749      1.      1866.       178.8                         A100100200048 
     5.77       4.         9.149     12.4                         A100100200049 
     5.776      0.      1560.        11.92                        A100100200050 
     5.799      3.      -225.1       99.98                        A100100200051 
     5.818      1.      1759.        71.56                        A100100200052 
     5.826      2.      1942.       166.6                         A100100200053 
     5.845      0.      1664.        11.92                        A100100200054 
     6.047      4.       153.       142.8                         A100100200055 
     6.082      4.        46.        12.4                         A100100200056 
     6.095      1.      1867.       142.9                         A100100200057 
     6.103      2.      1943.       166.5                         A100100200058 
     6.111      3.      -124.1       66.65                        A100100200059 
     6.123      0.      1561.        11.92                        A100100200060 
     6.13       1.      1796.        71.43                        A100100200061 
     6.337      1.      1975.        12.39                        A100100200062 
     6.359      4.        47.03      12.4                         A100100200063 
     6.38       2.      2077.       100.1                         A100100200064 
     6.388      3.      -156.5      133.3                         A100100200065 
     6.4        0.      1631.        11.92                        A100100200066 
     6.407      1.      1940.        12.39                        A100100200067 
     6.469      0.      1700.        11.92                        A100100200068 
     6.665      3.       -55.65      11.52                        A100100200069 
     6.671      4.       119.6       12.4                         A100100200070 
     6.692      2.      2012.        11.56                        A100100200071 
     6.712      0.      1563.        11.92                        A100100200072 
     6.719      1.      1905.        12.39                        A100100200073 
     6.935      2.      2046.        11.56                        A100100200074 
     6.948      4.       120.6       12.4                         A100100200075 
     6.955      0.      1530.        11.92                        A100100200076 
     6.961      1.      1942.        12.39                        A100100200077 
     7.081      3.       -54.28     100.2                         A100100200078 
     7.128      0.      1496.        11.92                        A100100200079 
     7.143      2.      1946.       100.1                         A100100200080 
     7.156      4.        85.69      12.4                         A100100200081 
     7.17       1.      1835.       107.1                         A100100200082 
     7.204      1.      2014.        12.39                        A100100200083 
     7.254      3.        12.94      11.52                        A100100200084 
     7.26       4.       157.5       12.4                         A100100200085 
     7.267      0.      1531.        11.92                        A100100200086 
     7.281      2.      2080.        11.56                        A100100200087 
     7.399      4.       122.3       12.4                         A100100200088 
     7.428      3.        13.52      11.52                        A100100200089 
     7.441      0.      1393.        11.92                        A100100200090 
     7.447      1.      1729.        12.39                        A100100200091 
     7.456      2.      1848.        11.56                        A100100200092 
     7.537      4.       122.8       12.4                         A100100200093 
     7.551      1.      1908.        12.39                        A100100200094 
     7.559      2.      1981.        11.56                        A100100200095 
     7.579      0.      1463.        11.92                        A100100200096 
     7.711      4.        52.06      12.4                         A100100200097 
     7.725      1.      1802.        12.39                        A100100200098 
     7.74       3.      -118.8       11.52                        A100100200099 
     7.753      0.      1360.        11.92                        A100100200100 
     7.768      2.      1782.        99.99                        A100100200101 
     7.815      4.       159.5       12.4                         A100100200102 
     7.822      0.      1429.        11.92                        A100100200103 
