ENTRY            A1473   19990324                             0000A147300000001 
SUBENT        A1473001   19990324                             0000A147300100001 
BIB                 10         18                                 A147300100002 
INSTITUTE  (3INDTRM)                                              A147300100003 
REFERENCE  (J,NP,44,(2),205,196306)                               A147300100004 
AUTHOR     (N.SARMA,K.S.JAYARAMAN,C.K.KUMAR)                      A147300100005 
TITLE      Mechanism of the 7Li(p,alpha)4He reaction              A147300100006 
FACILITY   (VDG)                                                  A147300100007 
SAMPLE     The target were made by evaporating natural lithium    A147300100008 
           metal onto self-supporting carbon films of thickness   A147300100009 
           about 20 microg/cm**2. The target thickness was        A147300100010 
           estimated by measuring the coulomb scattering of       A147300100011 
           protons in a forward direction at 2.0 mev; the         A147300100012 
           thickness used in the experiments was about 40 mu-g/cm2A147300100013 
METHOD     (PHD)                                                  A147300100014 
DETECTOR   (SOLST) Two semiconductor detectors of the diffused    A147300100015 
           p-si type. 20 mm2 in area.                             A147300100016 
           Third detector was used as a monitor.                  A147300100017 
ERR-ANALYS (ERR-1) Systematic error                               A147300100018 
HISTORY    (19810607C) Compilation Produced by RFNC-VNIIEF Sarov  A147300100019 
           (19990321U)CNPD: corrected 4-dig. year and lower cases.A147300100020 
ENDBIB              18          0                                 A147300100021 
COMMON               1          3                                 A147300100022 
ERR-1                                                             A147300100023 
PER-CENT                                                          A147300100024 
  5.0                                                             A147300100025 
ENDCOMMON            3          0                                 A147300100026 
ENDSUBENT           25          0                                 A147300199999 
SUBENT        A1473002   19990324                             0000A147300200001 
BIB                  3          5                                 A147300200002 
REACTION   (3-LI-7(P,A)2-HE-4,,DA,,,EXP)                          A147300200003 
ERR-ANALYS (EN-ERR) Digitizing error                              A147300200004 
           (DATA-ERR) From graphic bars at the few points         A147300200005 
            (statistical) and digitizing error                    A147300200006 
STATUS     (CURVE) Fig 2                                          A147300200007 
ENDBIB               5          0                                 A147300200008 
COMMON               1          3                                 A147300200009 
EN-ERR                                                            A147300200010 
MEV                                                               A147300200011 
 0.01                                                             A147300200012 
ENDCOMMON            3          0                                 A147300200013 
DATA                 4        414                                 A147300200014 
EN         ANG        DATA       DATA-ERR                         A147300200015 
MEV        ADEG       MB/SR      MB/SR                            A147300200016 
     2.854     60.         2.075      0.0235                      A147300200017 
     2.856     80.         1.839      0.0229                      A147300200018 
     2.856    100.         2.559      0.0937                      A147300200019 
     2.875     80.         1.977      0.0229                      A147300200020 
     2.876    100.         2.63       0.0234                      A147300200021 
     2.878     60.         2.076      0.1173                      A147300200022 
     2.886     80.         1.794      0.0229                      A147300200023 
     2.886    100.         2.537      0.0234                      A147300200024 
     2.905     80.         1.864      0.0229                      A147300200025 
     2.915    100.         2.631      0.1406                      A147300200026 
     2.922     60.         2.265      0.0235                      A147300200027 
     2.925     80.         2.002      0.0229                      A147300200028 
     2.932     60.         2.218      0.0235                      A147300200029 
     2.934     80.         2.048      0.0229                      A147300200030 
     2.945    100.         2.679      0.0234                      A147300200031 
     2.952     60.         2.148      0.0235                      A147300200032 
     2.962     60.         2.195      0.0235                      A147300200033 
     2.964     80.         2.14       0.0229                      A147300200034 
     2.964    100.         2.773      0.0234                      A147300200035 
     2.983     80.         2.187      0.0229                      A147300200036 
     2.984    100.         2.821      0.0234                      A147300200037 
     2.992     60.         2.173      0.0235                      A147300200038 
     3.004     80.         2.027      0.0229                      A147300200039 
     3.004    100.         2.821      0.0234                      A147300200040 
     3.012     60.         2.22       0.0235                      A147300200041 
     3.014    100.         2.728      0.0234                      A147300200042 
     3.018     80.         2.188      0.092                       A147300200043 
     3.032     60.         2.221      0.0235                      A147300200044 
     3.034    100.         2.705      0.0234                      A147300200045 
     3.042     80.         2.441      0.0229                      A147300200046 
     3.06      60.         2.41       0.0235                      A147300200047 
     3.061     80.         2.556      0.0229                      A147300200048 
     3.064    100.         2.659      0.0234                      A147300200049 
     3.072     80.         2.35       0.0229                      A147300200050 
     3.091     80.         2.419      0.1147                      A147300200051 
     3.094    100.         2.613      0.0234                      A147300200052 
     3.111     60.         2.2        0.0941                      A147300200053 
     3.114    100.         2.707      0.0234                      A147300200054 
     3.121     80.         2.443      0.0229                      A147300200055 
