ENTRY            A1107   19990319                             0000A110700000001 
SUBENT        A1107001   19990319                             0000A110700100001 
BIB                  9         11                                 A110700100002 
INSTITUTE  (1USAPTN)                                              A110700100003 
REFERENCE  (J,PR,108,(4),1000,195711)                             A110700100004 
AUTHOR     (K.W.BROCKMAN)                                         A110700100005 
TITLE      Scattering of protons by helium between 11.4 MeV and   A110700100006 
           18 MeV                                                 A110700100007 
FACILITY   (CYCLO)                                                A110700100008 
SAMPLE     A gas target                                           A110700100009 
METHOD     (EXTB)                                                 A110700100010 
DETECTOR   (NAICR)                                                A110700100011 
HISTORY    (19810422C) Compilation produced by Arzamas RFNC-VNIIEFA110700100012 
           (19990214U)CNPD: corrected 4-dig. year and lower cases.A110700100013 
ENDBIB              11          0                                 A110700100014 
NOCOMMON             0          0                                 A110700100015 
ENDSUBENT           14          0                                 A110700199999 
SUBENT        A1107002   19990319                             0000A110700200001 
BIB                  3          4                                 A110700200002 
REACTION   (2-HE-4(P,EL)2-HE-4,,DA,,,EXP)                         A110700200003 
ERR-ANALYS (ANG-ERR) Scale error                                  A110700200004 
           (ERR-T) Total  error                                   A110700200005 
STATUS     (TABLE) Table 1                                        A110700200006 
ENDBIB               4          0                                 A110700200007 
COMMON               1          3                                 A110700200008 
ANG-ERR                                                           A110700200009 
ADEG                                                              A110700200010 
 0.1                                                              A110700200011 
ENDCOMMON            3          0                                 A110700200012 
DATA                 4         79                                 A110700200013 
EN         ANG-CM     DATA-CM    ERR-T                            A110700200014 
MEV        ADEG       MB/SR      PER-CENT                         A110700200015 
    11.42      36.72     264.2        2.1                         A110700200016 
    11.42      55.55     180.2        1.9                         A110700200017 
    11.42      72.03     101.9        1.8                         A110700200018 
    11.42      89.6       43.5        1.9                         A110700200019 
    11.65      36.72     260.6        2.1                         A110700200020 
    11.65      55.55     165.9        2.                          A110700200021 
    11.65      72.03      98.5        1.9                         A110700200022 
    11.65      89.6       41.6        1.9                         A110700200023 
    11.65     104.8       18.43       2.1                         A110700200024 
    11.65     119.1       15.95       2.                          A110700200025 
    11.65     132.        27.3        2.2                         A110700200026 
    12.49      36.72     242.1        1.9                         A110700200027 
    12.49      72.03      91.6        1.8                         A110700200028 
    12.49      89.6       38.2        1.9                         A110700200029 
    12.49     104.8       15.96       2.3                         A110700200030 
    12.49     132.        24.6        2.4                         A110700200031 
    12.49     145.2       41.3        2.5                         A110700200032 
    12.58      55.55     163.2        1.8                         A110700200033 
    12.58     119.1       14.43       2.1                         A110700200034 
    13.3       36.72     236.2        2.                          A110700200035 
    13.3       55.55     154.1        1.9                         A110700200036 
    13.3       72.03      89.3        1.8                         A110700200037 
    13.3       89.6       35.7        1.8                         A110700200038 
    13.3      104.8       14.76       2.                          A110700200039 
    13.3      119.1       13.06       1.9                         A110700200040 
    13.3      132.        22.71       1.9                         A110700200041 
    13.3      145.2       40.4        2.4                         A110700200042 
    13.3      156.9       57.         3.1                         A110700200043 
    13.65     156.9       53.7        2.3                         A110700200044 
    14.38      36.72     220.         1.9                         A110700200045 
    14.38      55.55     142.7        1.9                         A110700200046 
    14.38      72.03      82.3        1.8                         A110700200047 
    14.38      89.6       33.3        1.8                         A110700200048 
    14.38     104.8       13.17       2.                          A110700200049 
    14.38     119.1       11.25       2.1                         A110700200050 
    14.38     132.        21.02       1.9                         A110700200051 
    14.38     145.2       37.4        2.3                         A110700200052 
    14.38     156.9       50.4        1.9                         A110700200053 
    14.49     156.9       50.2        2.2                         A110700200054 
    15.05      36.72     217.2        1.9                         A110700200055 
    15.05      55.55     139.1        1.8                         A110700200056 
    15.05      72.03      81.2        1.7                         A110700200057 
    15.05      89.6       32.1        1.9                         A110700200058 
    15.05     104.8       12.78       2.1                         A110700200059 
    15.05     119.1       11.21       2.2                         A110700200060 
    15.05     132.        20.34       1.9                         A110700200061 
    15.05     145.2       37.         2.4                         A110700200062 
    15.05     156.9       49.4        2.6                         A110700200063 
    15.05     169.        57.7        2.9                         A110700200064 
    16.24      36.72     195.9        2.                          A110700200065 
    16.24      55.55     126.6        1.8                         A110700200066 
    16.24      72.03      72.9        1.8                         A110700200067 
    16.24      89.6       28.27       1.9                         A110700200068 
    16.24     104.8       10.92       2.2                         A110700200069 
    16.24     119.1        9.36       2.1                         A110700200070 
    16.24     132.        18.12       2.                          A110700200071 
    16.24     145.2       32.2        2.1                         A110700200072 
    16.24     156.9       44.7        2.3                         A110700200073 
    16.24     169.        52.1        2.6                         A110700200074 
    16.76      36.72     189.8        1.9                         A110700200075 
    16.76      55.55     122.9        1.6                         A110700200076 
    16.76      72.03      69.1        1.9                         A110700200077 
    16.76      89.6       27.85       2.                          A110700200078 
    16.76     104.8       10.5        2.1                         A110700200079 
    16.76     119.1        8.99       1.9                         A110700200080 
    16.76     132.        16.9        1.9                         A110700200081 
    16.76     145.2       30.5        2.2                         A110700200082 
    16.76     156.9       42.3        2.3                         A110700200083 
    16.76     169.        49.6        2.8                         A110700200084 
    17.84      36.72     176.3        2.                          A110700200085 
    17.84      55.55     115.6        1.7                         A110700200086 
    17.84      72.03      63.7        1.8                         A110700200087 
    17.84      89.6       26.08       1.9                         A110700200088 
    17.84     104.8        9.54       2.1                         A110700200089 
    17.84     119.1        8.29       2.                          A110700200090 
    17.84     132.        15.97       2.                          A110700200091 
    17.84     145.2       28.62       2.1                         A110700200092 
    17.84     156.9       38.7        2.2                         A110700200093 
    17.84     169.        45.4        2.7                         A110700200094 
ENDDATA             81          0                                 A110700200095 
ENDSUBENT           94          0                                 A110700299999 
ENDENTRY             2          0                                 A110799999999 
