ENTRY            A0833   20100318                             A067A083300000001 
SUBENT        A0833001   20100318                             A067A083300100001 
BIB                 11         14                                 A083300100002 
TITLE      Analysis elastic scattering Be-9 ions on C-12 nuclei   A083300100003 
           with accounting mechanism of exchange.                 A083300100004 
AUTHOR     (M.V.Zhukov, D.N.Stepanov, L.V.Chulkov)                A083300100005 
INSTITUTE  (4RUSKUR)                                              A083300100006 
REFERENCE  (C,79RIGA,,534,1979)                                   A083300100007 
FACILITY   (CYCLO,4RUSKUR)                                        A083300100008 
DETECTOR   (TELES,SIBAR,SILI)                                     A083300100009 
           (IOCH)                                                 A083300100010 
SAMPLE     C-12, thickness 0.14 and 0.34 mg/cm**2, were used.     A083300100011 
METHOD     (EDE)                                                  A083300100012 
ERR-ANALYS (ERR-S).Statistical error.                             A083300100013 
STATUS     (TABLE).Table data were received from D.N.Stepanov.    A083300100014 
           (APRVD).By D.N.Stepanov                                A083300100015 
HISTORY    (20100318C)                                            A083300100016 
ENDBIB              14          0                                 A083300100017 
NOCOMMON             0          0                                 A083300100018 
ENDSUBENT           17          0                                 A083300199999 
SUBENT        A0833002   20100318                             A067A083300200001 
BIB                  1          1                                 A083300200002 
REACTION   (6-C-12(4-BE-9,EL)6-C-12,,DA)                          A083300200003 
ENDBIB               1          0                                 A083300200004 
NOCOMMON             0          0                                 A083300200005 
DATA                 4         64                                 A083300200006 
EN         ANG-CM     DATA-CM    ERR-S                            A083300200007 
MEV        ADEG       MB/SR      MB/SR                            A083300200008 
27.        24.5       540.       14.                              A083300200009 
27.        31.0       100.       3.                               A083300200010 
27.        38.0       45.3       1.                               A083300200011 
27.        45.0       22.0       0.5                              A083300200012 
27.        49.0       8.34       0.25                             A083300200013 
27.        52.5       3.15       0.12                             A083300200014 
27.        56.0       4.56       0.14                             A083300200015 
27.        59.0       4.46       0.15                             A083300200016 
27.        62.5       3.61       0.15                             A083300200017 
27.        66.0       1.20       0.06                             A083300200018 
27.        73.0       1.20       0.05                             A083300200019 
27.        79.0       1.02       0.05                             A083300200020 
27.        82.5       0.400      0.034                            A083300200021 
27.        85.5       0.108      0.014                            A083300200022 
27.        91.5       0.584      0.028                            A083300200023 
27.        93.0       0.9        0.1                              A083300200024 
27.        97.5       0.85       0.04                             A083300200025 
27.        99.0       0.82       0.09                             A083300200026 
27.        105.0      0.39       0.03                             A083300200027 
27.        111.0      0.22       0.03                             A083300200028 
27.        116.0      0.41       0.05                             A083300200029 
27.        121.5      0.74       0.07                             A083300200030 
27.        126.5      0.75       0.07                             A083300200031 
27.        131.5      0.56       0.05                             A083300200032 
27.        136.0      0.73       0.07                             A083300200033 
27.        138.5      0.73       0.09                             A083300200034 
27.        140.0      1.2        0.1                              A083300200035 
27.        142.0      1.52       0.11                             A083300200036 
27.        143.5      1.25       0.12                             A083300200037 
27.        146.5      1.34       0.13                             A083300200038 
27.        149.0      1.19       0.13                             A083300200039 
27.        152.5      1.22       0.14                             A083300200040 
27.        155.0      1.93       0.17                             A083300200041 
27.        157.0      3.69       0.35                             A083300200042 
27.        160.0      6.33       0.58                             A083300200043 
27.        161.5      8.31       0.59                             A083300200044 
40.        42.0       4.40       0.11                             A083300200045 
40.        46.0       5.72       0.22                             A083300200046 
40.        49.0       2.00       0.15                             A083300200047 
40.        52.5       0.355      0.043                            A083300200048 
40.        56.0       0.755      0.035                            A083300200049 
40.        59.0       0.710      0.029                            A083300200050 
40.        62.5       0.430      0.023                            A083300200051 
40.        66.0       0.174      0.013                            A083300200052 
40.        69.5       0.200      0.013                            A083300200053 
40.        73.0       0.238      0.013                            A083300200054 
40.        75.5       0.290      0.024                            A083300200055 
40.        81.0       0.128      0.010                            A083300200056 
40.        85.0       0.179      0.012                            A083300200057 
40.        90.0       0.193      0.007                            A083300200058 
40.        95.0       0.158      0.008                            A083300200059 
40.        99.0       0.0830     0.0063                           A083300200060 
40.        104.0      0.0630     0.0063                           A083300200061 
40.        108.0      0.107      0.008                            A083300200062 
40.        112.0      0.126      0.006                            A083300200063 
40.        116.0      0.134      0.010                            A083300200064 
40.        139.0      0.350      0.035                            A083300200065 
40.        143.0      0.390      0.039                            A083300200066 
40.        147.5      0.410      0.041                            A083300200067 
40.        151.0      0.760      0.069                            A083300200068 
40.        155.0      0.720      0.072                            A083300200069 
40.        158.0      0.380      0.038                            A083300200070 
40.        160.5      0.820      0.082                            A083300200071 
40.        165.0      0.70       0.07                             A083300200072 
ENDDATA             66          0                                 A083300200073 
ENDSUBENT           72          0                                 A083300299999 
ENDENTRY             2          0                                 A083399999999 
