ENTRY            A1467   19990324                             0000A146700000001 
SUBENT        A1467001   19990324                             0000A146700100001 
BIB                 10         12                                 A146700100002 
INSTITUTE  (3MEXIFM)                                              A146700100003 
REFERENCE  (J,RMF,14,(3),241,1965)                                A146700100004 
AUTHOR     (J.RICKARDS)                                           A146700100005 
TITLE      Angular distributions of the Li(d,p)7Li reaction       A146700100006 
           at 1.5 MeV                                             A146700100007 
FACILITY   (VDG)                                                  A146700100008 
SAMPLE     6Li (96%) evaporated onto formvar                      A146700100009 
DETECTOR   (SOLST)                                                A146700100010 
MONITOR    (3-LI-6(D,EL)3-LI-6,,DA)                               A146700100011 
ERR-ANALYS (ERR-T) TOTAL ERROR                                    A146700100012 
HISTORY    (19831011C) Compilation Produced by RFNC-VNIIEF Sarov  A146700100013 
           (19990321U)CNPD: corrected 4-dig. year and lower cases.A146700100014 
ENDBIB              12          0                                 A146700100015 
COMMON               2          3                                 A146700100016 
ERR-T      ANG-NRM                                                A146700100017 
PER-CENT   ADEG                                                   A146700100018 
 15.0        50.                                                  A146700100019 
ENDCOMMON            3          0                                 A146700100020 
ENDSUBENT           19          0                                 A146700199999 
SUBENT        A1467002   19990324                             0000A146700200001 
BIB                  3          5                                 A146700200002 
REACTION   (3-LI-6(D,P)3-LI-7,PAR,DA,,,EXP)                       A146700200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A146700200004 
           (DATA-ERR) Statistical error from graphic and          A146700200005 
           digitizing error                                       A146700200006 
STATUS     (CURVE) Fig 4                                          A146700200007 
ENDBIB               5          0                                 A146700200008 
COMMON               2          3                                 A146700200009 
EN         ANG-ERR                                                A146700200010 
MEV        ADEG                                                   A146700200011 
  1.500     1.                                                    A146700200012 
ENDCOMMON            3          0                                 A146700200013 
DATA                 4         37                                 A146700200014 
ANG-CM     E-LVL      DATA-CM    DATA-ERR                         A146700200015 
ADEG       MEV        MB/SR      MB/SR                            A146700200016 
    11.15       0.         5.527      0.2312                      A146700200017 
    11.15       0.48       3.352      0.2322                      A146700200018 
    20.78       0.         6.735      0.2781                      A146700200019 
    22.65       4.63       0.4144     0.0519                      A146700200020 
    23.05       0.48       4.979      0.1853                      A146700200021 
    32.13       0.         6.74       0.1856                      A146700200022 
    33.04       0.48       5.031      0.2316                      A146700200023 
    35.48       4.63       0.3677     0.0424                      A146700200024 
    40.7        4.63       0.3255     0.0284                      A146700200025 
    43.41       0.         6.931      0.2312                      A146700200026 
    44.22       0.48       5.268      0.2316                      A146700200027 
    47.89       4.63       0.4533     0.0236                      A146700200028 
    51.99       4.63       0.3637     0.0425                      A146700200029 
    54.1        0.         5.364      0.185                       A146700200030 
    54.49       0.48       4.579      0.1853                      A146700200031 
    58.59       4.63       0.2838     0.0614                      A146700200032 
    64.41       0.         4.768      0.1387                      A146700200033 
    64.81       0.48       3.797      0.1853                      A146700200034 
    68.83       4.63       0.2559     0.0378                      A146700200035 
    74.75       0.         4.126      0.1856                      A146700200036 
    76.37       0.48       3.015      0.2316                      A146700200037 
    80.43       4.63       0.1998     0.0189                      A146700200038 
    86.04       0.         4.271      0.185                       A146700200039 
    87.7        0.48       2.836      0.1846                      A146700200040 
    90.85       4.63       0.12       0.0472                      A146700200041 
    94.85       0.         4.321      0.2319                      A146700200042 
    96.57       0.48       2.562      0.2316                      A146700200043 
    99.6        4.63       0.1582     0.0284                      A146700200044 
   105.         0.         4.141      0.2312                      A146700200045 
   106.6        0.48       2.614      0.1853                      A146700200046 
   109.7        4.63       0.1869     0.0472                      A146700200047 
   115.         0.         4.47       0.2312                      A146700200048 
   116.7        0.48       2.388      0.2316                      A146700200049 
   120.         4.63       0.1213     0.0283                      A146700200050 
   125.         0.         4.753      0.185                       A146700200051 
   126.6        0.48       2.485      0.139                       A146700200052 
   131.4        4.63       0.1265     0.0236                      A146700200053 
ENDDATA             39          0                                 A146700200054 
ENDSUBENT           53          0                                 A146700299999 
ENDENTRY             2          0                                 A146799999999 
