ENTRY            A1513   20120411                             A078A151300000001 
SUBENT        A1513001   20120411                             A078A151300100001 
BIB                  6         11                                 A151300100002 
REFERENCE  (R,CEA-R-3428,1968)                                    A151300100003 
AUTHOR     (F.Bertrand,G.Grenier,J.Pornet)                        A151300100004 
TITLE      6Li(p,alpha)3He, 6Li(d,alpha)4He, 6Li(d,p0)7Li,        A151300100005 
           6Li(d,p1)7Li* reaction investigation in the energy     A151300100006 
           interval from 300 keV to 1000 keV                      A151300100007 
INSTITUTE  (2FR VNV)                                              A151300100008 
METHOD     (SITA)                                                 A151300100009 
HISTORY    (19800814C) Compilation produced by Arzamas RFNC-VNIIEFA151300100010 
           (19990323U)CNPD: corrected 4-dig. year and lower cases.A151300100011 
           (20120411A).Correction was made according Naohiko      A151300100012 
           comments and new exfor rules-SB                        A151300100013 
ENDBIB              11          0                                 A151300100014 
NOCOMMON             0          0                                 A151300100015 
ENDSUBENT           14          0                                 A151300199999 
SUBENT        A1513002   20120411                             A078A151300200001 
BIB                  3          5                                 A151300200002 
REACTION   (3-LI-6(D,A)2-HE-4,,DA)                                A151300200003 
ERR-ANALYS (ANG-ERR-D) Digitizing error                           A151300200004 
           (DATA-ERR) From graphic bars and the digitizing        A151300200005 
           the error bars were not discussed.                     A151300200006 
STATUS     (CURVE)                                                A151300200007 
ENDBIB               5          0                                 A151300200008 
COMMON               1          3                                 A151300200009 
ANG-ERR-D                                                         A151300200010 
ADEG                                                              A151300200011 
 0.5                                                              A151300200012 
ENDCOMMON            3          0                                 A151300200013 
DATA                 4        126                                 A151300200014 
     0.8      160.5        5.55       0.167                       A151300200110 
     0.9       11.5        5.79       0.174                       A151300200111 
     0.9       22.         5.46       0.164                       A151300200112 
     0.9       33.         5.52       0.17                        A151300200113 
     0.9       43.         5.19       0.156                       A151300200114 
     0.9       54.5        4.9        0.147                       A151300200115 
     0.9       64.5        4.72       0.142                       A151300200116 
     0.9       75.5        4.52       0.136                       A151300200117 
     0.9       85.         4.33       0.13                        A151300200118 
     0.9       93.         4.36       0.131                       A151300200119 
     0.9       95.5        4.27       0.128                       A151300200120 
     0.9      103.         4.39       0.132                       A151300200121 
     0.9      113.5        4.41       0.132                       A151300200122 
     0.9      122.5        4.71       0.141                       A151300200123 
     0.9      132.         5.08       0.15                        A151300200124 
     0.9      141.5        5.08       0.15                        A151300200125 
     0.9      160.5        5.71       0.171                       A151300200126 
     1.        12.         5.59       0.168                       A151300200127 
     1.        23.         5.13       0.154                       A151300200128 
     1.        33.5        4.94       0.148                       A151300200129 
     1.        43.5        4.81       0.14                        A151300200130 
     1.        54.         4.38       0.131                       A151300200131 
     1.        64.5        4.17       0.125                       A151300200132 
     1.        75.         3.93       0.118                       A151300200133 
     1.        85.5        3.75       0.09                        A151300200134 
     1.        93.5        3.88       0.116                       A151300200135 
     1.       103.5        4.         0.12                        A151300200136 
     1.       113.         4.13       0.124                       A151300200137 
     1.       122.5        4.39       0.132                       A151300200138 
     1.       132.         4.74       0.142                       A151300200139 
     1.       141.5        5.17       0.15                        A151300200140 
     1.       154.         5.19       0.156                       A151300200141 
     1.       160.5        5.27       0.158                       A151300200142 
ENDDATA            128          0                                 A151300200143 
ENDSUBENT          142          0                                 A151300299999 
SUBENT        A1513003   20120411                             A078A151300300001 
BIB                  4          6                                 A151300300002 
REACTION   (3-LI-6(D,P)3-LI-7,PAR,DA)                             A151300300003 
ERR-ANALYS (ANG-ERR-D) Digitizing error                           A151300300004 
           (DATA-ERR) From graphic bars and the digitizing        A151300300005 
           the error bars were not discussed.                     A151300300006 
STATUS     (CURVE)                                                A151300300007 
EN-SEC     (E-LVL,3-LI-7)                                         A151300300008 
ENDBIB               6          0                                 A151300300009 
COMMON               2          3                                 A151300300010 
ANG-ERR-D  E-LVL                                                  A151300300011 
ADEG       MEV                                                    A151300300012 
 0.5       0.                                                     A151300300013 
ENDCOMMON            3          0                                 A151300300014 
DATA                 4        127                                 A151300300015 
EN         ANG-CM     DATA-CM    DATA-ERR                         A151300300016 
MEV        ADEG       MB/SR      MB/SR                            A151300300017 
     0.3       11.5        0.98       0.029                       A151300300018 
     0.3       21.         1.02       0.031                       A151300300019 
     0.3       31.5        1.02       0.031                       A151300300020 
     0.3       41.5        0.98       0.029                       A151300300021 
     0.3       51.         0.96       0.029                       A151300300022 
     0.3       61.         0.98       0.029                       A151300300023 
     0.3       71.5        0.98       0.029                       A151300300024 
     0.3       82.         1.02       0.031                       A151300300025 
     0.3       91.5        0.94       0.028                       A151300300026 
     0.3       99.5        0.9        0.027                       A151300300027 
     0.3      109.5        0.86       0.026                       A151300300028 
     0.3      119.5        0.86       0.026                       A151300300029 
     0.3      130.         0.92       0.028                       A151300300030 
     0.3      139.5        0.82       0.025                       A151300300031 
     0.3      149.         0.8        0.024                       A151300300032 
     0.3      159.5        0.82       0.025                       A151300300033 
     0.4       11.         2.3        0.069                       A151300300034 
     0.4       31.5        2.36       0.071                       A151300300035 
     0.4       41.5        2.34       0.07                        A151300300036 
     0.4       52.         2.32       0.16                        A151300300037 
     0.4       61.5        2.36       0.071                       A151300300038 
     0.4       72.         2.34       0.07                        A151300300039 
     0.4       82.         2.24       0.067                       A151300300040 
     0.4       91.         2.16       0.065                       A151300300041 
     0.4      100.         2.02       0.061                       A151300300042 
     0.4      110.5        1.98       0.059                       A151300300043 
     0.4      120.         1.86       0.056                       A151300300044 
     0.4      130.         1.88       0.056                       A151300300045 
     0.4      139.         1.82       0.055                       A151300300046 
     0.4      149.5        1.82       0.055                       A151300300047 
     0.4      159.5        1.78       0.053                       A151300300048 
     0.5       11.5        3.46       0.104                       A151300300049 
     0.5       21.5        3.48       0.104                       A151300300050 
     0.5       31.5        3.5        0.105                       A151300300051 
     0.5       41.5        3.5        0.105                       A151300300052 
     0.5       52.         3.42       0.103                       A151300300053 
     0.5       62.         3.34       0.1                         A151300300054 
     0.5       72.5        3.34       0.1                         A151300300055 
     0.5       82.         3.36       0.24                        A151300300056 
     0.5       90.         3.14       0.094                       A151300300057 
     0.5      100.         3.12       0.094                       A151300300058 
     0.5      110.         2.94       0.088                       A151300300059 
     0.5      120.         2.94       0.088                       A151300300060 
     0.5      130.         2.72       0.082                       A151300300061 
     0.5      139.5        2.7        0.081                       A151300300062 
     0.5      149.5        2.54       0.076                       A151300300063 
     0.5      159.         2.5        0.075                       A151300300064 
     0.6       11.         4.8        0.144                       A151300300065 
     0.6       21.5        4.74       0.142                       A151300300066 
     0.6       32.         4.7        0.141                       A151300300067 
     0.6       42.5        4.7        0.141                       A151300300068 
     0.6       52.5        4.7        0.14                        A151300300069 
     0.6       62.         4.46       0.134                       A151300300070 
     0.6       72.5        4.26       0.128                       A151300300071 
     0.6       82.         4.22       0.14                        A151300300072 
     0.6       90.5        4.02       0.121                       A151300300073 
     0.6      100.         3.94       0.118                       A151300300074 
     0.6      110.         3.9        0.117                       A151300300075 
     0.6      120.         3.94       0.118                       A151300300076 
     0.6      130.         3.74       0.112                       A151300300077 
     0.6      139.5        3.58       0.107                       A151300300078 
     0.6      149.5        3.42       0.103                       A151300300079 
     0.6      160.         3.42       0.103                       A151300300080 
     0.7       11.         5.62       0.169                       A151300300081 
     0.7       21.5        5.64       0.169                       A151300300082 
     0.7       32.         5.58       0.167                       A151300300083 
     0.7       42.         5.46       0.164                       A151300300084 
     0.7       52.5        5.22       0.157                       A151300300085 
     0.7       62.5        5.02       0.151                       A151300300086 
     0.7       73.         4.78       0.143                       A151300300087 
     0.7       82.         4.66       0.16                        A151300300088 
     0.7       91.         4.42       0.133                       A151300300089 
     0.7      100.5        4.46       0.134                       A151300300090 
     0.7      110.         4.4        0.132                       A151300300091 
     0.7      120.5        4.54       0.136                       A151300300092 
     0.7      130.         4.34       0.13                        A151300300093 
     0.7      140.         4.1        0.123                       A151300300094 
     0.7      150.         4.14       0.124                       A151300300095 
     0.7      159.5        4.06       0.122                       A151300300096 
     0.8       11.         5.98       0.179                       A151300300097 
     0.8       21.5        5.78       0.173                       A151300300098 
     0.8       32.         6.2        0.9                         A151300300099 
     0.8       42.5        5.82       0.175                       A151300300100 
     0.8       52.5        5.36       0.161                       A151300300101 
     0.8       62.5        5.06       0.152                       A151300300102 
     0.8       73.         4.86       0.14                        A151300300103 
     0.8       82.5        4.34       0.13                        A151300300104 
     0.8       91.         4.5        0.135                       A151300300105 
     0.8      101.         4.58       0.137                       A151300300106 
     0.8      111.         4.66       0.14                        A151300300107 
     0.8      120.5        4.5        0.135                       A151300300108 
     0.8      130.         4.54       0.14                        A151300300109 
     0.8      140.         4.16       0.125                       A151300300110 
     0.8      150.         4.06       0.122                       A151300300111 
     0.8      160.         4.06       0.122                       A151300300112 
     0.9       11.         6.38       0.191                       A151300300113 
     0.9       21.5        6.3        0.2                         A151300300114 
     0.9       32.         6.7        0.201                       A151300300115 
     0.9       42.         6.38       0.191                       A151300300116 
     0.9       53.         6.06       0.182                       A151300300117 
     0.9       62.5        5.46       0.164                       A151300300118 
     0.9       73.         5.16       0.155                       A151300300119 
     0.9       83.         4.8        0.144                       A151300300120 
     0.9       93.         4.66       0.14                        A151300300121 
     0.9      101.         4.74       0.14                        A151300300122 
     0.9      111.5        4.58       0.137                       A151300300123 
     0.9      121.         4.62       0.139                       A151300300124 
     0.9      130.5        4.74       0.142                       A151300300125 
     0.9      140.5        4.4        0.132                       A151300300126 
     0.9      150.5        4.5        0.14                        A151300300127 
     0.9      160.         4.36       0.131                       A151300300128 
     1.        12.         6.98       0.209                       A151300300129 
     1.        22.5        6.98       0.209                       A151300300130 
     1.        32.         6.92       0.208                       A151300300131 
     1.        42.5        6.78       0.203                       A151300300132 
     1.        53.         5.94       0.18                        A151300300133 
     1.        63.         5.82       0.175                       A151300300134 
     1.        73.5        5.06       0.152                       A151300300135 
     1.        83.5        4.92       0.16                        A151300300136 
     1.        93.5        4.78       0.143                       A151300300137 
     1.       102.         4.92       0.148                       A151300300138 
     1.       111.         4.86       0.24                        A151300300139 
     1.       121.         5.2        0.156                       A151300300140 
     1.       130.5        5.06       0.152                       A151300300141 
     1.       140.         5.04       0.151                       A151300300142 
     1.       150.5        4.66       0.14                        A151300300143 
     1.       160.         4.42       0.133                       A151300300144 
ENDDATA            129          0                                 A151300300145 
ENDSUBENT          144          0                                 A151300399999 
SUBENT        A1513004   20120411                             A078A151300400001 
BIB                  3          5                                 A151300400002 
REACTION   (3-LI-6(D,P)3-LI-7,PAR,DA)                             A151300400003 
ERR-ANALYS (ANG-ERR-D) Digitizing error                           A151300400004 
           (DATA-ERR) From graphic bars and the digitizing        A151300400005 
           the error bars were not discussed.                     A151300400006 
STATUS     (CURVE)                                                A151300400007 
ENDBIB               5          0                                 A151300400008 
COMMON               2          3                                 A151300400009 
E-LVL      ANG-ERR-D                                              A151300400010 
MEV        ADEG                                                   A151300400011 
 0.48        0.5                                                  A151300400012 
ENDCOMMON            3          0                                 A151300400013 
DATA                 4        130                                 A151300400014 
EN         ANG-CM     DATA-CM    DATA-ERR                         A151300400015 
MEV        ADEG       MB/SR      MB/SR                            A151300400016 
     0.3       11.         0.22       0.007                       A151300400017 
     0.3       21.5        0.23       0.007                       A151300400018 
     0.3       31.5        0.23       0.007                       A151300400019 
     0.3       41.         0.23       0.007                       A151300400020 
     0.3       51.5        0.25       0.008                       A151300400021 
     0.3       61.         0.23       0.007                       A151300400022 
     0.3       72.         0.23       0.007                       A151300400023 
     0.3       81.5        0.25       0.03                        A151300400024 
     0.3       91.5        0.21       0.006                       A151300400025 
     0.3       99.5        0.21       0.006                       A151300400026 
     0.3      109.5        0.21       0.006                       A151300400027 
     0.3      119.5        0.19       0.006                       A151300400028 
     0.3      129.5        0.17       0.005                       A151300400029 
     0.3      139.5        0.15       0.005                       A151300400030 
     0.3      149.         0.16       0.005                       A151300400031 
     0.3      159.         0.15       0.005                       A151300400032 
     0.4       11.         0.67       0.02                        A151300400033 
     0.4       21.5        0.65       0.03                        A151300400034 
     0.4       31.5        0.77       0.023                       A151300400035 
     0.4       41.5        0.72       0.022                       A151300400036 
     0.4       52.         0.76       0.023                       A151300400037 
     0.4       61.5        0.71       0.021                       A151300400038 
     0.4       72.         0.71       0.021                       A151300400039 
     0.4       82.         0.67       0.02                        A151300400040 
     0.4       91.5        0.63       0.019                       A151300400041 
     0.4      100.         0.57       0.017                       A151300400042 
     0.4      110.         0.55       0.017                       A151300400043 
     0.4      120.         0.51       0.015                       A151300400044 
     0.4      130.         0.47       0.014                       A151300400045 
     0.4      139.5        0.46       0.014                       A151300400046 
     0.4      149.         0.43       0.013                       A151300400047 
     0.4      159.         0.36       0.011                       A151300400048 
     0.5       11.         1.1        0.033                       A151300400049 
     0.5       22.         1.24       0.037                       A151300400050 
     0.5       31.5        1.26       0.038                       A151300400051 
     0.5       41.5        1.23       0.037                       A151300400052 
     0.5       52.         1.25       0.038                       A151300400053 
     0.5       62.         1.24       0.037                       A151300400054 
     0.5       72.         1.16       0.04                        A151300400055 
     0.5       82.         1.17       0.035                       A151300400056 
     0.5       92.         1.08       0.032                       A151300400057 
     0.5      100.         0.97       0.029                       A151300400058 
     0.5      110.         0.87       0.026                       A151300400059 
     0.5      120.         0.94       0.03                        A151300400060 
     0.5      130.5        0.79       0.024                       A151300400061 
     0.5      139.5        0.7        0.021                       A151300400062 
     0.5      149.         0.65       0.02                        A151300400063 
     0.5      159.5        0.57       0.017                       A151300400064 
     0.6       11.         1.99       0.06                        A151300400065 
     0.6       21.5        2.04       0.061                       A151300400066 
     0.6       32.         2.11       0.063                       A151300400067 
     0.6       42.         2.15       0.065                       A151300400068 
     0.6       52.5        2.16       0.065                       A151300400069 
     0.6       62.         1.97       0.059                       A151300400070 
     0.6       73.         1.87       0.056                       A151300400071 
     0.6       82.         1.7        0.051                       A151300400072 
     0.6       90.         1.69       0.051                       A151300400073 
     0.6       92.         1.62       0.049                       A151300400074 
     0.6      100.         1.43       0.05                        A151300400075 
     0.6      110.         1.45       0.044                       A151300400076 
     0.6      120.         1.75       0.053                       A151300400077 
     0.6      130.         1.24       0.037                       A151300400078 
     0.6      140.         1.09       0.033                       A151300400079 
     0.6      150.         1.01       0.03                        A151300400080 
     0.6      160.         0.95       0.029                       A151300400081 
     0.7       11.         2.3        0.069                       A151300400082 
     0.7       21.5        2.45       0.074                       A151300400083 
     0.7       32.         2.73       0.082                       A151300400084 
     0.7       42.         2.9        0.087                       A151300400085 
     0.7       52.5        2.73       0.1                         A151300400086 
     0.7       62.5        2.65       0.08                        A151300400087 
     0.7       73.         2.42       0.073                       A151300400088 
     0.7       82.5        2.15       0.065                       A151300400089 
     0.7       92.5        2.13       0.064                       A151300400090 
     0.7      100.5        2.025      0.061                       A151300400091 
     0.7      111.         1.875      0.056                       A151300400092 
     0.7      121.         1.82       0.055                       A151300400093 
     0.7      130.5        1.625      0.049                       A151300400094 
     0.7      140.         1.43       0.043                       A151300400095 
     0.7      149.5        1.23       0.037                       A151300400096 
     0.7      159.         1.1        0.033                       A151300400097 
     0.8       11.         2.7        0.081                       A151300400098 
     0.8       22.         3.025      0.091                       A151300400099 
     0.8       32.         3.5        0.105                       A151300400100 
     0.8       42.         3.45       0.104                       A151300400101 
     0.8       52.5        3.05       0.05                        A151300400102 
     0.8       62.5        3.07       0.092                       A151300400103 
     0.8       73.         2.65       0.08                        A151300400104 
     0.8       83.         2.5        0.075                       A151300400105 
     0.8       91.         2.4        0.072                       A151300400106 
     0.8      101.         2.1        0.063                       A151300400107 
     0.8      111.         2.07       0.062                       A151300400108 
     0.8      120.5        1.9        0.057                       A151300400109 
     0.8      130.         1.8        0.054                       A151300400110 
     0.8      139.5        1.525      0.046                       A151300400111 
     0.8      150.         1.27       0.038                       A151300400112 
     0.8      159.         1.1        0.033                       A151300400113 
     0.9       11.         3.3        0.099                       A151300400114 
     0.9       21.5        3.675      0.11                        A151300400115 
     0.9       32.5        4.05       0.122                       A151300400116 
     0.9       41.         4.115      0.123                       A151300400117 
     0.9       53.         3.925      0.118                       A151300400118 
     0.9       62.         3.475      0.104                       A151300400119 
     0.9       73.         2.975      0.089                       A151300400120 
     0.9       83.         2.75       0.083                       A151300400121 
     0.9       91.         2.575      0.077                       A151300400122 
     0.9       93.5        2.6        0.078                       A151300400123 
     0.9      101.         2.45       0.074                       A151300400124 
     0.9      111.         2.325      0.07                        A151300400125 
     0.9      121.         2.1        0.063                       A151300400126 
     0.9      131.         2.05       0.75                        A151300400127 
     0.9      140.         2.675      0.08                        A151300400128 
     0.9      150.         1.525      0.046                       A151300400129 
     0.9      160.         1.325      0.04                        A151300400130 
     1.        11.5        3.475      0.104                       A151300400131 
     1.        22.         3.75       0.1                         A151300400132 
     1.        32.         4.425      0.133                       A151300400133 
     1.        42.5        4.325      0.13                        A151300400134 
     1.        53.         3.925      0.118                       A151300400135 
     1.        63.         3.725      0.112                       A151300400136 
     1.        73.5        3.275      0.098                       A151300400137 
     1.        83.5        2.775      0.5                         A151300400138 
     1.        91.5        2.775      0.083                       A151300400139 
     1.       101.5        2.575      0.077                       A151300400140 
     1.       111.         2.375      0.071                       A151300400141 
     1.       121.         2.35       0.071                       A151300400142 
     1.       131.         2.125      0.064                       A151300400143 
     1.       140.         1.95       0.059                       A151300400144 
     1.       150.         1.575      0.047                       A151300400145 
     1.       159.5        1.275      0.038                       A151300400146 
ENDDATA            132          0                                 A151300400147 
ENDSUBENT          146          0                                 A151300499999 
SUBENT        A1513005   20120411                             A078A151300500001 
BIB                  3          5                                 A151300500002 
REACTION   (3-LI-6(P,HE3)2-HE-4,,DA)                              A151300500003 
ERR-ANALYS (ANG-ERR-D) Digitizing error                           A151300500004 
           (DATA-ERR) From graphic bars and the digitizing        A151300500005 
           the error bars were not discussed.                     A151300500006 
STATUS     (CURVE)                                                A151300500007 
ENDBIB               5          0                                 A151300500008 
COMMON               1          3                                 A151300500009 
ANG-ERR-D                                                         A151300500010 
ADEG                                                              A151300500011 
 0.5                                                              A151300500012 
ENDCOMMON            3          0                                 A151300500013 
DATA                 4        120                                 A151300500014 
EN         ANG-CM     DATA-CM    DATA-ERR                         A151300500015 
MEV        ADEG       MB/SR      MB/SR                            A151300500016 
     0.3       12.5        3.25       0.098                       A151300500017 
     0.3       25.         3.35       0.101                       A151300500018 
     0.3       36.         3.4        0.102                       A151300500019 
     0.3       43.5        3.55       0.107                       A151300500020 
     0.3       54.         3.7        0.15                        A151300500021 
     0.3       64.         3.7        0.111                       A151300500022 
     0.3       75.         3.4        0.102                       A151300500023 
     0.3       85.         3.25       0.098                       A151300500024 
     0.3       95.         3.1        0.093                       A151300500025 
     0.3      105.         2.95       0.089                       A151300500026 
     0.3      115.         2.9        0.087                       A151300500027 
     0.3      124.         2.6        0.078                       A151300500028 
     0.3      134.         2.4        0.072                       A151300500029 
     0.3      143.         2.3        0.069                       A151300500030 
     0.3      152.         2.2        0.066                       A151300500031 
     0.3      161.5        2.15       0.065                       A151300500032 
     0.4       11.         5.7        0.171                       A151300500033 
     0.4       22.5        5.75       0.173                       A151300500034 
     0.4       33.         5.5        0.25                        A151300500035 
     0.4       43.5        5.55       0.167                       A151300500036 
     0.4       53.5        5.35       0.161                       A151300500037 
     0.4       65.         5.15       0.155                       A151300500038 
     0.4       75.5        5.05       0.152                       A151300500039 
     0.4       85.         4.75       0.143                       A151300500040 
     0.4       95.         4.45       0.134                       A151300500041 
     0.4      106.         4.15       0.15                        A151300500042 
     0.4      115.         3.8        0.114                       A151300500043 
     0.4      125.         3.45       0.104                       A151300500044 
     0.4      134.5        3.15       0.095                       A151300500045 
     0.4      143.5        2.95       0.089                       A151300500046 
     0.4      152.5        2.85       0.086                       A151300500047 
     0.4      162.         2.75       0.083                       A151300500048 
     0.5       11.         7.4        0.222                       A151300500049 
     0.5       22.         7.55       0.3                         A151300500050 
     0.5       33.5        7.25       0.218                       A151300500051 
     0.5       44.         7.15       0.215                       A151300500052 
     0.5       55.         6.75       0.203                       A151300500053 
     0.5       65.         6.55       0.197                       A151300500054 
     0.5       76.         6.3        0.189                       A151300500055 
     0.5       85.5        5.8        0.174                       A151300500056 
     0.5       95.5        5.45       0.164                       A151300500057 
     0.5      106.         4.85       0.146                       A151300500058 
     0.5      116.         4.6        0.15                        A151300500059 
     0.5      125.         4.15       0.125                       A151300500060 
     0.5      135.5        3.85       0.116                       A151300500061 
     0.5      143.5        3.55       0.107                       A151300500062 
     0.5      152.2        3.4        0.102                       A151300500063 
     0.5      161.5        3.3        0.099                       A151300500064 
     0.6       13.         8.2        0.246                       A151300500065 
     0.6       22.5        7.85       0.236                       A151300500066 
     0.6       33.5        7.3        0.3                         A151300500067 
     0.6       44.         7.9        0.237                       A151300500068 
     0.6       55.         7.85       0.236                       A151300500069 
     0.6       66.         7.55       0.227                       A151300500070 
     0.6       76.         6.95       0.209                       A151300500071 
     0.6       86.         6.55       0.197                       A151300500072 
     0.6       95.5        5.95       0.179                       A151300500073 
     0.6      106.         5.45       0.164                       A151300500074 
     0.6      116.         4.9        0.147                       A151300500075 
     0.6      126.         4.1        0.15                        A151300500076 
     0.6      135.         3.9        0.117                       A151300500077 
     0.6      144.         3.7        0.111                       A151300500078 
     0.6      153.         3.6        0.108                       A151300500079 
     0.6      162.5        3.35       0.101                       A151300500080 
     0.7       22.5        9.35       0.281                       A151300500081 
     0.7       32.5        9.2        0.276                       A151300500082 
     0.7       43.5        9.15       0.275                       A151300500083 
     0.7       54.         8.6        0.258                       A151300500084 
     0.7       64.         8.25       0.248                       A151300500085 
