ENTRY            A1074   19990319                             0000A107400000001 
SUBENT        A1074001   19990319                             0000A107400100001 
BIB                  9         12                                 A107400100002 
INSTITUTE  (1USASTF)                                              A107400100003 
REFERENCE  (J,NP/A,184,(2),449,197204)                            A107400100004 
AUTHOR     (F.S.DIETRICH,E.G.ADELBERGER,W.E.MEYERHOF)             A107400100005 
TITLE      Study of the 2H(d,n)3He reaction between 12 and 19 MeV A107400100006 
FACILITY   (VDGT)                                                 A107400100007 
SAMPLE     A deuterium gas target                                 A107400100008 
METHOD     (TOF)                                                  A107400100009 
MONIT-REF  (C0046001,BROLLEY+,J,PR,107,(3),820,1957) The detector A107400100010 
           efficiency was determined by using the 2H(d,n) reactionA107400100011 
           with the cross sections determined by Brolley, at.     A107400100012 
HISTORY    (19810327C) Compilation produced by Arzamas RFNC-VNIIEFA107400100013 
           (19990205U)CNPD: corrected 4-dig. year and lower cases.A107400100014 
ENDBIB              12          0                                 A107400100015 
NOCOMMON             0          0                                 A107400100016 
ENDSUBENT           15          0                                 A107400199999 
SUBENT        A1074002   19990319                             0000A107400200001 
BIB                  3          4                                 A107400200002 
REACTION   (1-H-2(D,N)2-HE-3,,DA,,,EXP)                           A107400200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             A107400200004 
           (DATA-ERR) Digitizing error                            A107400200005 
STATUS     (CURVE) Fig 2                                          A107400200006 
ENDBIB               4          0                                 A107400200007 
COMMON               1          3                                 A107400200008 
ANG-ERR                                                           A107400200009 
ADEG                                                              A107400200010 
  1.3                                                             A107400200011 
ENDCOMMON            3          0                                 A107400200012 
DATA                 4         76                                 A107400200013 
EN         ANG-CM     DATA-CM    DATA-ERR                         A107400200014 
MEV        ADEG       MB/SR      MB/SR                            A107400200015 
    12.         1.655     43.04       0.9654                      A107400200016 
    12.         8.893     42.33       0.9986                      A107400200017 
    12.        14.52      31.34       0.7392                      A107400200018 
    12.        23.08      17.97       0.4239                      A107400200019 
    12.        30.52       8.548      0.2016                      A107400200020 
    12.        36.61       4.16       0.0981                      A107400200021 
    12.        39.77       2.613      0.0616                      A107400200022 
    12.        50.43       2.447      0.0577                      A107400200023 
    12.        56.58       3.734      0.0881                      A107400200024 
    12.        64.26       4.73       0.1116                      A107400200025 
    12.        70.87       4.743      0.1119                      A107400200026 
    12.        78.7        5.224      0.1232                      A107400200027 
    12.        84.05       4.997      0.1179                      A107400200028 
    12.        90.76       4.565      0.1077                      A107400200029 
    14.         2.047     52.82       1.264                       A107400200030 
    14.         8.792     47.06       1.127                       A107400200031 
    14.        15.77      33.89       0.8114                      A107400200032 
    14.        20.15      23.26       0.5567                      A107400200033 
    14.        22.93      20.69       0.4952                      A107400200034 
    14.        23.08      17.95       0.4297                      A107400200035 
    14.        26.17      12.02       0.2878                      A107400200036 
    14.        28.01       7.494      0.1794                      A107400200037 
    14.        32.34       5.391      0.1291                      A107400200038 
    14.        35.35       3.876      0.0928                      A107400200039 
    14.        35.5        3.363      0.0805                      A107400200040 
    14.        38.61       2.2        0.0527                      A107400200041 
    14.        42.58       2.203      0.0527                      A107400200042 
    14.        43.7        2.664      0.0638                      A107400200043 
    14.        46.24       2.932      0.0702                      A107400200044 
    14.        49.91       3.23       0.0773                      A107400200045 
    14.        51.43       3.9        0.0934                      A107400200046 
    14.        56.44       4.199      0.1005                      A107400200047 
    14.        61.71       4.31       0.1032                      A107400200048 
    14.        61.71       4.31       0.1032                      A107400200049 
    14.        68.22       4.751      0.1137                      A107400200050 
    14.        68.32       4.753      0.1138                      A107400200051 
    14.        69.54       4.322      0.1035                      A107400200052 
    14.        77.48       4.77       0.1142                      A107400200053 
    14.        77.56       4.443      0.1064                      A107400200054 
    14.        82.98       3.957      0.0947                      A107400200055 
    14.        85.63       3.961      0.0948                      A107400200056 
    16.         0.        48.73       1.183                       A107400200057 
    16.         7.992     43.38       1.053                       A107400200058 
    16.        13.81      28.92       0.7021                      A107400200059 
    16.        19.6       19.75       0.4795                      A107400200060 
    16.        22.49      16.32       0.3962                      A107400200061 
    16.        25.68      10.36       0.2515                      A107400200062 
    16.        28.81       6.901      0.1675                      A107400200063 
    16.        31.73       5.568      0.1352                      A107400200064 
    16.        35.01       2.99       0.1036                      A107400200065 
    16.        37.7        3.215      0.078                       A107400200066 
    16.        44.65       2.599      0.0631                      A107400200067 
    16.        45.96       2.663      0.0646                      A107400200068 
    16.        52.36       3.561      0.0865                      A107400200069 
    16.        56.18       4.322      0.1049                      A107400200070 
    16.        58.76       4.763      0.1156                      A107400200071 
    16.        64.13       4.774      0.1159                      A107400200072 
    16.        66.92       4.342      0.1054                      A107400200073 
    16.        73.63       4.355      0.1057                      A107400200074 
    16.        77.66       4.363      0.1059                      A107400200075 
    16.        77.77       3.964      0.0962                      A107400200076 
    16.        83.14       3.973      0.0964                      A107400200077 
    16.        90.03       3.369      0.0818                      A107400200078 
    18.         2.11      49.91       1.211                       A107400200079 
    18.         7.526     45.45       1.103                       A107400200080 
    18.        14.61      30.33       0.736                       A107400200081 
    18.        21.97      15.54       0.3773                      A107400200082 
    18.        28.19      11.         0.3773                      A107400200083 
    18.        35.66       3.135      0.0761                      A107400200084 
    18.        42.33       3.07       0.0745                      A107400200085 
    18.        49.93       4.309      0.1046                      A107400200086 
    18.        58.63       3.28       0.1046                      A107400200087 
    18.        65.79       4.663      0.1132                      A107400200088 
    18.        72.53       4.249      0.1031                      A107400200089 
    18.        79.36       3.603      0.0874                      A107400200090 
    18.        84.77       3.281      0.0796                      A107400200091 
ENDDATA             78          0                                 A107400200092 
ENDSUBENT           91          0                                 A107400299999 
SUBENT        A1074003   19990319                             0000A107400300001 
BIB                  3          3                                 A107400300002 
REACTION   (1-H-2(D,N)2-HE-3,,DA,,LEG,EXP)                        A107400300003 
ERR-ANALYS (DATA-ERR) Total error                                 A107400300004 
STATUS     (TABLE) Table 1                                        A107400300005 
ENDBIB               3          0                                 A107400300006 
NOCOMMON             0          0                                 A107400300007 
DATA                 4         28                                 A107400300008 
EN         NUMBER-CM  DATA-CM    DATA-ERR                         A107400300009 
MEV        NO-DIM     MB/SR      PER-CENT                         A107400300010 
    12.         0.         6.        10.                          A107400300011 
    12.         2.         9.3       10.                          A107400300012 
    12.         4.        14.4       10.                          A107400300013 
    12.         6.        10.2       10.                          A107400300014 
    12.         8.         3.6       15.                          A107400300015 
    12.        10.         1.8       15.                          A107400300016 
    12.        12.         0.4       15.                          A107400300017 
    14.         0.         6.1       10.                          A107400300018 
    14.         2.        10.3       10.                          A107400300019 
    14.         4.        14.5       10.                          A107400300020 
    14.         6.        12.3       10.                          A107400300021 
    14.         8.         5.        15.                          A107400300022 
    14.        10.         0.8       15.                          A107400300023 
    14.        12.        -0.7       15.                          A107400300024 
    16.         0.         6.2       10.                          A107400300025 
    16.         2.         9.8       10.                          A107400300026 
    16.         4.        13.9       10.                          A107400300027 
    16.         6.        12.7       10.                          A107400300028 
    16.         8.         5.        15.                          A107400300029 
    16.        10.         1.2       15.                          A107400300030 
    16.        12.         0.7       15.                          A107400300031 
    18.         0.         6.1       10.                          A107400300032 
