ENTRY            A0084   20200529                             A095A0084  0    1 
SUBENT        A0084001   20200529                             A095A0084  1    1 
BIB                 14         44                                 A0084  1    2 
TITLE      Production  of  medium-weight isotopes by fragmentationA0084  1    3 
           in 750 A MeV 238U on 208Pb collision                   A0084  1    4 
AUTHOR     (J.Benlliure, P.Armbruster, M.Bernas, C.Boeckstiegel,  A0084  1    5 
           S.Czajkowski, C.Donzaud, H.Geissel, A.Heinz,           A0084  1    6 
           C.Kozhuharov, PH.Dessagne, G.Muenzenberg, M.Pfuetzner, A0084  1    7 
           C.Stephan, K.-H.Schmidt, K.Suemmerer, W.Schwab,        A0084  1    8 
           L.Tassan-got, B.Voss)                                  A0084  1    9 
INSTITUTE  (2GERGSI,2FR CSN,2GERTHD,2FR GRA,2FR STR)              A0084  1   10 
REFERENCE  (J,EPJ/A,2,193,1998)                                   A0084  1   11 
FACILITY   (SYNCH,2GERGSI) Heavy-ion synchrotron.                 A0084  1   12 
           (OLMS,2GERGSI) Fragment separator.                     A0084  1   13 
SAMPLE     1.25 gr/cm2 lead target.                               A0084  1   14 
DETECTOR   (PS) Two position-sensitive plastic scintillators      A0084  1   15 
           located in the intermediate and in the final focal     A0084  1   16 
           planes, respectively, provide the time-of-flight and   A0084  1   17 
           magnetic rigidity measurements.                        A0084  1   18 
METHOD     (TOF) The identification in mass and charge is based   A0084  1   19 
           on the measurements of the magnetic rigidity, time of  A0084  1   20 
           flight and energy loss for each fragment passing       A0084  1   21 
           through the fragment separator.                        A0084  1   22 
           (ASEP,EXTB,SITA,OLMS)                                  A0084  1   23 
CORRECTION 1. Main correction is due to the transmission of the   A0084  1   24 
           fragments through the separator. The transmission was  A0084  1   25 
           estimated by ion-optical calculations.                 A0084  1   26 
           2. Correction for dead time of data acquisition which  A0084  1   27 
           varied from 5% to 20%, depending on the counting rate. A0084  1   28 
           3. Losses of fragments by secondary reactions in the   A0084  1   29 
           target and the intermediate-focus plastic scintillator A0084  1   30 
           are corrected for.                                     A0084  1   31 
           4. All fragments were fully stripped and contributions A0084  1   32 
           from other ionic charge states were negligible.        A0084  1   33 
ADD-RES    (COMP) The results were compared with empirical formulaA0084  1   34 
            (EPAX).                                               A0084  1   35 
           Effective proton evaporation barrier was determined.   A0084  1   36 
REL-REF    (M,O0040001,K.Summerer+,J,PR/C,42,2546,1990) Empirical A0084  1   37 
            (EPAX) formula.                                       A0084  1   38 
STATUS     (TABLE) From Web-site of the laboratory.               A0084  1   39 
ERR-ANALYS (DATA-ERR) No any information.                         A0084  1   40 
HISTORY    (20000614C)                                            A0084  1   41 
           (20000711A) Corrected data from Website are included   A0084  1   42 
           (20010613U) last checking has been done.               A0084  1   43 
           (20200529A) SD: Corrections in all Subents. Numerical  A0084  1   44 
           data revised. Subents 002-275  merged. PART-DET,       A0084  1   45 
           COMMENT deleted. Units in EN changed (GEV -> MEV/A).   A0084  1   46 
ENDBIB              44          0                                 A0084  1   47 
COMMON               1          3                                 A0084  1   48 
EN                                                                A0084  1   49 
MEV/A                                                             A0084  1   50 
     750.                                                         A0084  1   51 
ENDCOMMON            3          0                                 A0084  1   52 
ENDSUBENT           51          0                                 A0084  199999 
SUBENT        A0084002   20200529                             A095A0084  2    1 
BIB                  3          5                                 A0084  2    2 
REACTION   (82-PB-208(92-U-238,X)ELEM/MASS,SPL,SIG)               A0084  2    3 
STATUS     (COREL,A0095001) In Subents 002-123 the fission portionA0084  2    4 
           of the cross section of the same products is given     A0084  2    5 
HISTORY    (20200529A) SD: SF4=Zn-64 -> ELEM/MASS; SF9=EXP deletedA0084  2    6 
           from REACTION codes. Data from Subents 003-275 added.  A0084  2    7 
ENDBIB               5          0                                 A0084  2    8 
NOCOMMON             0          0                                 A0084  2    9 
DATA                 4        274                                 A0084  2   10 
ELEMENT    MASS       DATA       DATA-ERR                         A0084  2   11 
NO-DIM     NO-DIM     MB         MB                               A0084  2   12 
        30.        64.      1.923     0.8972                      A0084  2   13 
        30.        65.     2.6611     1.2279                      A0084  2   14 
        30.        66.     1.9942     0.9199                      A0084  2   15 
        30.        67.     1.3167     0.6086                      A0084  2   16 
        30.        68.     0.6117     0.2815                      A0084  2   17 
        30.        69.     0.2635     0.1215                      A0084  2   18 
        30.        70.     0.1269     0.0588                      A0084  2   19 
        30.        71.     0.0359     0.0169                      A0084  2   20 
        31.        66.     3.1454     1.4602                      A0084  2   21 
        31.        67.     3.1567     1.4552                      A0084  2   22 
        31.        68.       2.32      1.069                      A0084  2   23 
        31.        69.     2.0508     0.9462                      A0084  2   24 
        31.        70.     0.7199     0.3312                      A0084  2   25 
        31.        71.     0.3243     0.1493                      A0084  2   26 
        31.        72.     0.1106     0.0511                      A0084  2   27 
        31.        73.      0.036     0.0167                      A0084  2   28 
        32.        67.     0.1795     0.0266                      A0084  2   29 
        32.        68.     0.9957     0.1439                      A0084  2   30 
        32.        69.     2.9712     0.4282                      A0084  2   31 
        32.        70.     2.5843     1.1906                      A0084  2   32 
        32.        71.     2.1344     0.9842                      A0084  2   33 
        32.        72.     1.3594     0.6252                      A0084  2   34 
        32.        73.     0.5268     0.2424                      A0084  2   35 
        32.        74.      0.268     0.1236                      A0084  2   36 
        32.        75.     0.1209      0.056                      A0084  2   37 
        32.        76.     0.0234     0.0109                      A0084  2   38 
        33.        69.     0.1325     0.0196                      A0084  2   39 
        33.        70.     0.7286     0.1052                      A0084  2   40 
        33.        71.     2.5583     0.3684                      A0084  2   41 
        33.        72.     3.3288      1.533                      A0084  2   42 
        33.        73.     2.5785     1.1881                      A0084  2   43 
        33.        74.     1.8224     0.8381                      A0084  2   44 
        33.        75.     0.7515     0.3457                      A0084  2   45 
        33.        76.     0.3154     0.1453                      A0084  2   46 
        33.        77.     0.2182     0.1009                      A0084  2   47 
        34.        71.     0.0879     0.0131                      A0084  2   48 
        34.        72.     0.4708     0.0681                      A0084  2   49 
        34.        73.     3.1126     1.4381                      A0084  2   50 
        34.        74.     2.9748     1.3703                      A0084  2   51 
        34.        75.     2.7755     1.2781                      A0084  2   52 
        34.        76.     2.5514     1.1734                      A0084  2   53 
        34.        77.     0.9653      0.444                      A0084  2   54 
        34.        78.     0.4468     0.2056                      A0084  2   55 
        34.        79.     0.2466     0.1138                      A0084  2   56 
        35.        73.     0.0602     0.0092                      A0084  2   57 
        35.        74.     0.4058     0.0588                      A0084  2   58 
        35.        75.     1.5881     0.2288                      A0084  2   59 
        35.        76.     3.6024     1.6593                      A0084  2   60 
        35.        77.     3.2115     1.4786                      A0084  2   61 
        35.        78.     2.8279     1.3031                      A0084  2   62 
        35.        79.     1.5494     0.7123                      A0084  2   63 
        35.        80.     0.6181     0.2843                      A0084  2   64 
        35.        81.     0.3114     0.1435                      A0084  2   65 
        36.        75.     0.0388     0.0061                      A0084  2   66 
        36.        76.      0.214     0.0312                      A0084  2   67 
        36.        77.     2.6868     1.2489                      A0084  2   68 
        36.        78.     3.4873     1.6071                      A0084  2   69 
        36.        79.     3.5092     1.6153                      A0084  2   70 
        36.        80.     2.7807     1.2808                      A0084  2   71 
        36.        81.     2.1203     0.9748                      A0084  2   72 
        36.        82.     0.8398     0.3861                      A0084  2   73 
        36.        83.      0.387     0.1781                      A0084  2   74 
        36.        84.     0.2182     0.1008                      A0084  2   75 
        37.        77.      0.028     0.0046                      A0084  2   76 
        37.        78.      0.172     0.0252                      A0084  2   77 
        37.        79.     0.8424     0.1215                      A0084  2   78 
        37.        80.     3.7204     1.7152                      A0084  2   79 
        37.        81.     3.3753     1.5539                      A0084  2   80 
