ENTRY            A1146   19990319                             0000A114600000001 
SUBENT        A1146001   19990319                             0000A114600100001 
BIB                 10         29                                 A114600100002 
INSTITUTE  (1USACAL)                                              A114600100003 
REFERENCE  (J,PR,129,(5),2252,196303)                             A114600100004 
AUTHOR     (T.A.TOMBRELLO,L.S.SENHOUSE)                           A114600100005 
TITLE      Elastic scattering of alpha particles from helium      A114600100006 
FACILITY   (VDGT)                                                 A114600100007 
SAMPLE     A gas target. 99.99% pure helium to a pressure of 10 cmA114600100008 
METHOD     (PHD)                                                  A114600100009 
DETECTOR   (SOLST) The scattered particles were detected with  a  A114600100010 
           1-mm-thick lithium-drifted solid-state detector with   A114600100011 
           energy resolution of 1.5% for 8.8 MeV alpha particles. A114600100012 
           Surface-barrier detector fixed at 30 degr. to the      A114600100013 
           incident beam was used as a monitor.                   A114600100014 
ERR-ANALYS (DATA-ERR) Digitizing error                            A114600100015 
           (ERR-1) The estimated root-mean-square uncertainty     A114600100016 
           of the cross-section measurements due to all error     A114600100017 
           sources except counting statistics.                    A114600100018 
           The statistical uncertainty varies markedly with the   A114600100019 
           energy and observation angle.                          A114600100020 
           - - - - - - - - - - - - - - - - - - - - - - - - - - -  A114600100021 
                Angle c.m.           Counting statistics (%)      A114600100022 
            - - - - - - - - - - - - - - - - - - - - - - - - - - - A114600100023 
                 30.6                    0.3-0.7                  A114600100024 
                 40                      0.5-1.0                  A114600100025 
                 54.8                    1.5-3.0                  A114600100026 
                 70.2                    1.0-1.5                  A114600100027 
                 90                      0.7-1.5                  A114600100028 
            - - - - - - - - - - - - - - - - - - - - - - - - - - - A114600100029 
HISTORY    (19811021C) Compilation produced by Arzamas RFNC-VNIIEFA114600100030 
           (19990214U)CNPD: corrected 4-dig. year and lower cases.A114600100031 
ENDBIB              29          0                                 A114600100032 
COMMON               1          3                                 A114600100033 
ERR-1                                                             A114600100034 
PER-CENT                                                          A114600100035 
  4.0                                                             A114600100036 
ENDCOMMON            3          0                                 A114600100037 
ENDSUBENT           36          0                                 A114600199999 
SUBENT        A1146002   19990319                             0000A114600200001 
BIB                  3          3                                 A114600200002 
REACTION   (2-HE-4(A,EL)2-HE-4,,DA,,,EXP)                         A114600200003 
ERR-ANALYS (EN-ERR) Digitizing error                              A114600200004 
STATUS     (CURVE) FIG 2,3,4,5,6                                  A114600200005 
ENDBIB               3          0                                 A114600200006 
COMMON               1          3                                 A114600200007 
EN-ERR                                                            A114600200008 
MEV                                                               A114600200009 
 0.025                                                            A114600200010 
ENDCOMMON            3          0                                 A114600200011 
DATA                 4        148                                 A114600200012 
EN         ANG-CM     DATA-CM    DATA-ERR                         A114600200013 
MEV        ADEG       MB/SR      MB/SR                            A114600200014 
     3.841     40.       196.3        2.511                       A114600200015 
     3.843     30.6      298.8       10.3                         A114600200016 
     3.851     90.       161.6        5.84                        A114600200017 
     3.881     54.8      217.3        0.6406                      A114600200018 
     3.882     70.2      201.1        1.39                        A114600200019 
     4.047     30.6      219.4       10.3                         A114600200020 
     4.063     90.       125.7        5.84                        A114600200021 
     4.071     40.       185.2        2.511                       A114600200022 
     4.072     70.2      153.9        1.39                        A114600200023 
     4.096     54.8      196.         0.6406                      A114600200024 
     4.248     40.       181.4        2.511                       A114600200025 
     4.257     90.        85.88       5.84                        A114600200026 
     4.26      70.2      114.6        1.39                        A114600200027 
     4.273     30.6      149.2       10.3                         A114600200028 
     4.312     54.8      172.1        0.6406                      A114600200029 
     4.45      90.        50.         5.84                        A114600200030 
     4.453     30.6      123.3       10.3                         A114600200031 
     4.461     40.       191.9        2.511                       A114600200032 
     4.464     70.2       83.36       1.39                        A114600200033 
     4.504     54.8      158.6        0.6406                      A114600200034 
     4.624     90.        33.91       5.84                        A114600200035 
     4.647     70.2       58.38       1.39                        A114600200036 
     4.654     30.6      133.3       10.3                         A114600200037 
     4.657     40.       205.9        2.511                       A114600200038 
     4.697     54.8      142.4        0.6406                      A114600200039 
     4.818     90.         9.883      5.84                        A114600200040 
     4.832     70.2       30.23       1.39                        A114600200041 
     4.853     40.       245.1        2.511                       A114600200042 
     4.854     30.6      178.9       10.3                         A114600200043 
     4.91      54.8      129.7        0.6406                      A114600200044 
     5.013     90.        17.48       5.84                        A114600200045 
     5.033     70.2        6.876      1.39                        A114600200046 
     5.05      40.       305.9        2.511                       A114600200047 
     5.075     30.6      260.4       10.3                         A114600200048 
     5.103     54.8      115.2        0.6406                      A114600200049 
     5.228     90.        40.85       5.84                        A114600200050 
     5.23      70.2        0.9596     1.39                        A114600200051 
     5.266     40.       388.2        2.511                       A114600200052 
     5.295     30.6      395.4       10.3                         A114600200053 
     5.316     54.8       99.92       0.6406                      A114600200054 
     5.405     90.        91.94       5.84                        A114600200055 
     5.442     70.2        6.182      1.39                        A114600200056 
     5.464     40.       484.9        2.511                       A114600200057 
     5.487     54.8       89.73       0.6406                      A114600200058 
     5.49      30.6      575.        10.3                         A114600200059 
     5.622     90.       166.7        5.84                        A114600200060 
     5.648     70.2       30.42       1.39                        A114600200061 
     5.661     40.       549.2        2.511                       A114600200062 
     5.663     30.6      736.7       10.3                         A114600200063 
     5.687     30.6      763.3       10.3                         A114600200064 
