ENTRY            A0553   20140226                             A080A055300000001 
SUBENT        A0553001   20140226                             A080A055300100001 
BIB                 13         24                                 A055300100002 
TITLE      Cross sections of 27Al+3He reactions with 7Be and      A055300100003 
            22,24Na production at E(He) < 91 MeV                  A055300100004 
AUTHOR     (S.N.Kondrat'ev, Yu.N.Lobach, V.D.Sklyarenko,          A055300100005 
            V.V.Tokarevski)                                       A055300100006 
INSTITUTE  (4UKRIJD)                                              A055300100007 
REFERENCE  (J,AE,79,307,1995)                                     A055300100008 
           (J,AE/T,79,717,1995) English translation               A055300100009 
           (C,95PETRBG,,279,1995) preliminary report              A055300100010 
REL-REF    (O,A0606002,S.N.Kondratyev+,J,ARI,48,601,1997)         A055300100011 
            27Al(3He,x)22,24Na data from this work given          A055300100012 
FACILITY   (ISOCY,4UKRIJD) U-240                                  A055300100013 
SAMPLE     Al foils (12.4 to 52 mg/cm2 thick)                     A055300100014 
METHOD     (STTA,ACTIV,BCINT,GSPEC) Four stacks were irradiated   A055300100015 
DETECTOR   (HPGE)                                                 A055300100016 
CORRECTION Corrected for                                          A055300100017 
            - charge loss in Faraday cup                          A055300100018 
            - secondary neutron and photons influence             A055300100019 
ERR-ANALYS (DATA-ERR) Both statistical and systematic errors      A055300100020 
STATUS     (TABLE) Table 2 of At.Energ.79(1995)307                A055300100021 
HISTORY    (19971016C)                                            A055300100022 
           (20110211A) BIB section upgraded.                      A055300100023 
            New reference was added-English translation of Atomic A055300100024 
            Energy.                                               A055300100025 
           (20140226D) 002-003 deleted. Duplication of A0606.002. A055300100026 
ENDBIB              24          0                                 A055300100027 
NOCOMMON             0          0                                 A055300100028 
ENDSUBENT           27          0                                 A055300199999 
NOSUBENT      A0553002   20140226                             A080A055300200001 
NOSUBENT      A0553003   20140226                             A080A055300300001 
SUBENT        A0553004   20110330                             A070A055300400001 
BIB                  2          2                                 A055300400002 
REACTION   (13-AL-27(HE3,X)4-BE-7,IND,SIG)                        A055300400003 
DECAY-DATA (4-BE-7,53.29D,DG,477.61,0.1039)                       A055300400004 
ENDBIB               2          0                                 A055300400005 
NOCOMMON             0          0                                 A055300400006 
DATA                 4         34                                 A055300400007 
EN         EN-ERR     DATA       DATA-ERR                         A055300400008 
MEV        MEV        MB         MB                               A055300400009 
       90.7        1.6       4.46       0.35                      A055300400010 
       88.1        1.7       5.08       0.37                      A055300400011 
       86.4        1.5       5.85       0.66                      A055300400012 
       85.1        0.4       5.01       0.52                      A055300400013 
       82.8        1.6       5.19       0.38                      A055300400014 
       81.4        1.6        6.1       0.69                      A055300400015 
       79.6        0.4       5.14       0.53                      A055300400016 
       77.4        1.6       5.22       0.52                      A055300400017 
       76.5        1.8       4.46       0.35                      A055300400018 
       73.8        0.4       4.35       0.46                      A055300400019 
       71.3        1.9       4.54       0.28                      A055300400020 
       67.7        0.4       4.22       0.44                      A055300400021 
       66.5        1.9       4.67       0.55                      A055300400022 
       64.6         2.        4.2       0.31                      A055300400023 
       61.1        2.1       3.85       0.33                      A055300400024 
       57.7        2.1       3.55       0.26                      A055300400025 
       55.7        2.2       3.39       0.42                      A055300400026 
       53.8        0.5       2.75        0.3                      A055300400027 
       50.6        1.8       3.33       0.26                      A055300400028 
       49.9        0.5       2.02       0.22                      A055300400029 
        47.        0.7       2.04       0.22                      A055300400030 
       45.4        1.9       2.57       0.32                      A055300400031 
       43.9        2.1       2.17       0.16                      A055300400032 
       41.1        0.6       1.53       0.17                      A055300400033 
       38.1        0.7       1.85        0.2                      A055300400034 
       36.6        1.4       1.43       0.15                      A055300400035 
       34.6        1.9       1.15       0.13                      A055300400036 
       31.1        0.8       0.97       0.12                      A055300400037 
       28.9        1.8       1.15       0.13                      A055300400038 
       27.1        0.9       0.77        0.1                      A055300400039 
       23.3         1.       0.36       0.07                      A055300400040 
       20.2        1.1       0.34       0.06                      A055300400041 
       19.1        1.2       0.27       0.06                      A055300400042 
        8.5        2.1      0.065      0.013                      A055300400043 
ENDDATA             36          0                                 A055300400044 
ENDSUBENT           43          0                                 A055300499999 
ENDENTRY             4          0                                 A055399999999 
