ENTRY            A0686   20040716                             0000A068600000001 
SUBENT        A0686001   20040716                             0000A068600100001 
BIB                 13         46                                 A068600100002 
TITLE      The elastic scattering of 6Li+28Si at near-barrier     A068600100003 
           energies                                               A068600100004 
REFERENCE  (J,PL/B,556,21,2003)                                   A068600100005 
REL-REF    (N,A0685002,A.PAKOU+,J,PR/C,69,054602,2004)Elastic     A068600100006 
           scattering of 7Li+28Si at near-barrier energies        A068600100007 
AUTHOR     (A.Pakou, N.Alamanos, A.Lagoyannisa, A.Gillibert,      A068600100008 
           E.C.Pollacco, P.A.Assimakopoulos, G.Doukelis,          A068600100009 
           K.G.Ioannides, D.Karadimos, D.Karamanis,  M.Kokkoris,  A068600100010 
           E.Kossionides, N.G.Nicolis, C.Papachristodoulou,       A068600100011 
           N.Patronis, G.Perdikakis, D.Pierroutsakou)             A068600100012 
INSTITUTE  (2GRCIOA) Department of Physics. University of         A068600100013 
            Ioannina                                              A068600100014 
           (2FR SAC) DAPNIA-SPhN, Saclay                          A068600100015 
           (2GRCATH) National Research Center, Demokritos.        A068600100016 
           (2ITYITY) INFN Sezione di Napoli.                      A068600100017 
SAMPLE     A 180- mug/cm2-thick, self-supported natural silicon   A068600100018 
           target, tilted by +/- 40 degree (depending on the      A068600100019 
           detector position).  A liquid-nitrogen cold trap close A068600100020 
           to the target holder reduced the target contamination  A068600100021 
           on carbon to minimum.                                  A068600100022 
MONITOR    (14-SI-28(3-LI-6,EL)14-SI-28,,DA)  The scattering at   A068600100023 
           +/- 15 degree, concerning the present bombarding       A068600100024 
           energies, can be considered as being pure Rutherford.  A068600100025 
DETECTOR   (TELES,SIBAR,SIBAR) The DE silicon detector was 10     A068600100026 
           micrometers thick, while the E detector was 300        A068600100027 
           micrometers thick measuring the forward-angle          A068600100028 
           scattering. The alpha group was well discriminated in  A068600100029 
           the forward detectors with the DE-E technique.         A068600100030 
           (SIBAR)  A thin, 20- or 25- micrometers - thick siliconA068600100031 
           detector measuring the backward scattering.  The choiceA068600100032 
           of the thickness of the backward detector was such as  A068600100033 
           to allow light particles, like alphas from breakup     A068600100034 
           transfer and other contaminant reactions (6Li+12C), to A068600100035 
           go through while Li particles stop in the detector.    A068600100036 
METHOD     (EXTB) 6Li+ beam.  Beam currents were of the order of  A068600100037 
           30 nA.                                                 A068600100038 
           (EDE) The alpha group was well discriminated in the    A068600100039 
           forward detectors with the DE-E technique.             A068600100040 
HISTORY    (20040709C)                                            A068600100041 
           (20040708R) Data tables were recieved from A.Pacou     A068600100042 
           (20040716U) Last checking has been done.               A068600100043 
ADD-RES    (THEO,POT) The results were analyzed in a              A068600100044 
           double-folding model by using the BDM3Y1 interaction.  A068600100045 
FACILITY   (VDGT,2GRCATH) TN11/ 25 HVEC 5.5 MV tandem             A068600100046 
STATUS     (TABLE) From A.Pakou                                   A068600100047 
           (APRVD) By A.Pakou                                     A068600100048 
ENDBIB              46          0                                 A068600100049 
COMMON               1          3                                 A068600100050 
ANG-RSL                                                           A068600100051 
ADEG                                                              A068600100052 
         2.                                                       A068600100053 
ENDCOMMON            3          0                                 A068600100054 
ENDSUBENT           53          0                                 A068600199999 
SUBENT        A0686002   20040716                             0000A068600200001 
BIB                  3          3                                 A068600200002 
REACTION   (14-SI-28(3-LI-6,EL)14-SI-28,,DA,,RTH)                 A068600200003 
PART-DET   (3-LI-6)                                               A068600200004 
ERR-ANALYS (ERR-S) Statistical uncertainty only.                  A068600200005 
ENDBIB               3          0                                 A068600200006 
NOCOMMON             0          0                                 A068600200007 
DATA                 4        113                                 A068600200008 
EN         ANG-CM     DATA-CM    ERR-S                            A068600200009 
MEV        ADEG       NO-DIM     NO-DIM                           A068600200010 
        7.5       30.8      0.967    0.00055                      A068600200011 
        7.5      34.34       0.91     0.0007                      A068600200012 
        7.5        38.      0.937    0.00083                      A068600200013 
        7.5       41.5       0.89     0.0025                      A068600200014 
        7.5       45.6       0.95      0.003                      A068600200015 
        7.5       49.9       0.93      0.004                      A068600200016 
        7.5       53.2       0.91      0.005                      A068600200017 
        7.5       57.2      0.905      0.004                      A068600200018 
        7.5       60.6       0.98      0.008                      A068600200019 
        7.5      64.02      0.945     0.0083                      A068600200020 
        7.5        65.       0.94      0.008                      A068600200021 
        7.5      68.75      0.935      0.008                      A068600200022 
        7.5       71.8      0.937       0.06                      A068600200023 
        7.5       76.8      0.937       0.06                      A068600200024 
        7.5      80.03      0.937       0.06                      A068600200025 
        7.5       83.2      0.937       0.06                      A068600200026 
        7.5       86.4       0.93       0.06                      A068600200027 
        7.5        89.       0.95       0.09                      A068600200028 
        7.5        92.       0.94      0.013                      A068600200029 
        7.5      95.32       0.89      0.014                      A068600200030 
        7.5       97.8       0.92       0.06                      A068600200031 
        7.5      100.9       0.92       0.06                      A068600200032 
        7.5      103.9       0.92       0.06                      A068600200033 
        7.5      106.9       0.92       0.06                      A068600200034 
        7.5      111.3       0.97     0.0198                      A068600200035 
        7.5      114.6       0.88      0.019                      A068600200036 
        7.5      117.4       0.86      0.019                      A068600200037 
        7.5       123.       0.92      0.023                      A068600200038 
        7.5      125.2       0.88      0.019                      A068600200039 
        7.5       128.       0.95       0.02                      A068600200040 
        7.5      129.1       0.96      0.027                      A068600200041 
        7.5       132.       0.96       0.02                      A068600200042 
        7.5      135.5        0.9      0.022                      A068600200043 
        7.5      137.7      0.925     0.0196                      A068600200044 
        7.5      140.8       0.95     0.0332                      A068600200045 
        7.5      143.3       0.94     0.0296                      A068600200046 
        7.5      146.7       0.86      0.028                      A068600200047 
         9.       28.4       0.92    0.00007                      A068600200048 
         9.       31.4       0.93    0.00083                      A068600200049 
         9.       34.4      0.919     0.0013                      A068600200050 
         9.       37.9      0.913     0.0013                      A068600200051 
         9.       41.5      0.922     0.0015                      A068600200052 
         9.      44.43      0.975     0.0029                      A068600200053 
         9.      47.35       0.96      0.002                      A068600200054 
         9.      50.85      0.956     0.0036                      A068600200055 
         9.      54.32      0.932      0.004                      A068600200056 
         9.      57.19      0.955      0.006                      A068600200057 
         9.      60.05      0.901     0.0035                      A068600200058 
         9.      64.01       0.92     0.0069                      A068600200059 
         9.      70.73      0.837       0.08                      A068600200060 
         9.      76.22      0.806       0.08                      A068600200061 
         9.      80.03      0.785       0.07                      A068600200062 
         9.      83.26      0.789      0.079                      A068600200063 
         9.       88.5       0.75       0.07                      A068600200064 
         9.      92.22       0.63       0.06                      A068600200065 
         9.       95.8       0.65     0.0058                      A068600200066 
         9.       98.3       0.63       0.06                      A068600200067 
         9.      100.9      0.631      0.042                      A068600200068 
         9.      103.9      0.601      0.042                      A068600200069 
         9.      106.8      0.574       0.04                      A068600200070 
         9.    109.322      0.542       0.04                      A068600200071 
         9.      117.9       0.49       0.01                      A068600200072 
         9.      121.2      0.456      0.009                      A068600200073 
         9.     123.49      0.439      0.015                      A068600200074 
         9.      125.8       0.41      0.007                      A068600200075 
         9.      128.5      0.485      0.014                      A068600200076 
         9.     131.17      0.424      0.014                      A068600200077 
         9.     133.39      0.436     0.0075                      A068600200078 
         9.     135.58      0.377      0.009                      A068600200079 
         9.      138.2       0.43       0.01                      A068600200080 
