ENTRY            A0610   20210623                             A098A0610  0    1 
SUBENT        A0610001   20210623                             A098A0610  1    1 
BIB                  7         14                                 A0610  1    2 
TITLE      Spectra of neutrons from the reactions                 A0610  1    3 
           6Li(d,n+alpha)3He and 9Be(d,n)10B at deuteron          A0610  1    4 
           energies up to 2.0 MeV                                 A0610  1    5 
AUTHOR     (V.A.Vukolov, E.A.Koltypin, Yu.D.Molchanov, G.B.Yankov)A0610  1    6 
INSTITUTE  (4RUSKUR)                                              A0610  1    7 
REFERENCE  (J,YF,58,1539,1995) In Russian                         A0610  1    8 
           (J,PAN,58,1453,1995)  In English                       A0610  1    9 
           (C,77KIEV,4,238,1977) Neutron spectrometer.            A0610  1   10 
FACILITY   (VDG,4RUSKUR)                                          A0610  1   11 
METHOD     (SITA,TOF)                                             A0610  1   12 
HISTORY    (19980702C) By F.C.                                    A0610  1   13 
           (20030526A) Reference is added. The date are corrected A0610  1   14 
           (20030526U) Last checking has been done.               A0610  1   15 
           (20210623A) SD: Corrections in all Subents.            A0610  1   16 
ENDBIB              14          0                                 A0610  1   17 
NOCOMMON             0          0                                 A0610  1   18 
ENDSUBENT           17          0                                 A0610  199999 
SUBENT        A0610002   20210623                             A098A0610  2    1 
BIB                  7         12                                 A0610  2    2 
REACTION   (3-LI-6(D,X)0-NN-1,,SIG)                               A0610  2    3 
           Continuous neutron spectra were measured.              A0610  2    4 
SAMPLE     (3-LI-6,ENR=0.9) Metallic lithium on tantalum. Target  A0610  2    5 
           thickness was in region 20-40 keV.                     A0610  2    6 
DETECTOR   (SCIN) The detector (a gaseous mixture of 3He at 9 atm A0610  2    7 
           and xenon at 1 atm.) was arranged inside neutron       A0610  2    8 
           shielding 15 - 20 cm thick.                            A0610  2    9 
ERR-ANALYS (DATA-ERR) No information about source of uncertainty  A0610  2   10 
STATUS     (TABLE) Text on p.1455 of Phys.At.Nucl.,58(1995)1453   A0610  2   11 
           (DEP,A0610003)                                         A0610  2   12 
ANALYSIS   (INTED,INTAD)                                          A0610  2   13 
HISTORY    (20210623U) SD: BIB updated. ERR-T -> DATA-ERR.        A0610  2   14 
ENDBIB              12          0                                 A0610  2   15 
NOCOMMON             0          0                                 A0610  2   16 
DATA                 3          2                                 A0610  2   17 
EN         DATA       DATA-ERR                                    A0610  2   18 
MEV        MB         MB                                          A0610  2   19 
        1.1      123.7        9.8                                 A0610  2   20 
        2.0      161.5       14.5                                 A0610  2   21 
ENDDATA              4          0                                 A0610  2   22 
ENDSUBENT           21          0                                 A0610  299999 
SUBENT        A0610003   20210623                             A098A0610  3    1 
BIB                  8         26                                 A0610  3    2 
REACTION   (3-LI-6(D,X)0-NN-1,,DA/DE)                             A0610  3    3 
SAMPLE     (3-LI-6,ENR=0.9) Metallic lithium on tantalum. Target  A0610  3    4 
           thickness was in region 20-40 keV.                     A0610  3    5 
MONITOR    (3-LI-6(D,X)0-NN-1,,DA/DE) The number of neutrons      A0610  3    6 
           detected by the helium chamber in the neutron-energy   A0610  3    7 
           range 0.2 - 1.5 MeV with allowance for the efficiency  A0610  3    8 
           was normalized at several points to the absolute       A0610  3    9 
           values of differential cross sections from the energy  A0610  3   10 
           range 1.1 - 1.5 MeV, which were measured using the     A0610  3   11 
           stilbene detector.                                     A0610  3   12 
DETECTOR   (SCIN) The detector (a gaseous mixture of 3He at 9 atm A0610  3   13 
           and xenon at 1 atm.) was arranged inside neutron       A0610  3   14 
           shielding 15 - 20 cm thick.                            A0610  3   15 
CORRECTION The results were corrected for the fraction (about 5%) A0610  3   16 
           of neutrons from reactions with the 7Li nuclei         A0610  3   17 
STATUS     (TABLE) Tables 1 and 2 from Phys.At.Nucl.,58(1995)1453 A0610  3   18 
ERR-ANALYS (ERR-T) The total error in the cross-section           A0610  3   19 
           measurements involved:                                 A0610  3   20 
            * the statistical error,                              A0610  3   21 
           (ERR-1,6.,7.) the error in the reference cross         A0610  3   22 
           section in the range 1.1-1.5 MeV (6 -7%) , and         A0610  3   23 
           (ERR-2,3.,6.) the error in the relative variation of   A0610  3   24 
           the efficiency (3 - 6%) . In the low-energy range 0.2  A0610  3   25 
           - 0.3 MeV, the statistical errors prevail because of   A0610  3   26 
           the high background level.                             A0610  3   27 
HISTORY    (20210623U) SD: BIB updated.                           A0610  3   28 
ENDBIB              26          0                                 A0610  3   29 
NOCOMMON             0          0                                 A0610  3   30 
DATA                 6         90                                 A0610  3   31 
EN         ANG        E-MIN      E-MAX      DATA       ERR-T      A0610  3   32 
MEV        ADEG       MEV        MEV        MB/SR/MEV  MB/SR/MEV  A0610  3   33 
        1.1        10.        0.2        0.3        8.8       1.62A0610  3   34 
        1.1        10.        0.3        0.4      18.02       1.82A0610  3   35 
        1.1        10.        0.4        0.5      21.21       1.85A0610  3   36 
        1.1        10.        0.5        0.7      20.93       1.78A0610  3   37 
        1.1        10.        0.7        0.9      21.34        1.7A0610  3   38 
        1.1        10.        0.9        1.1      19.39       1.46A0610  3   39 
        1.1        10.        1.1        1.3      16.87       1.21A0610  3   40 
        1.1        10.        1.3        1.5      13.91         1.A0610  3   41 
        1.1        10.        1.5         2.       7.17        0.5A0610  3   42 
        1.1        30.        0.2        0.3       4.77       1.59A0610  3   43 
        1.1        30.        0.3        0.4      11.87       1.77A0610  3   44 
        1.1        30.        0.4        0.5      11.82       1.56A0610  3   45 
        1.1        30.        0.5        0.7      13.32       1.26A0610  3   46 
        1.1        30.        0.7        0.9      12.49       1.08A0610  3   47 
        1.1        30.        0.9        1.1       9.98       0.79A0610  3   48 
        1.1        30.        1.1        1.3       8.71       0.66A0610  3   49 
        1.1        30.        1.3        1.5       7.68       0.58A0610  3   50 
        1.1        30.        1.5         2.       3.69       0.26A0610  3   51 
        1.1        60.        0.2        0.3       2.19       3.09A0610  3   52 
        1.1        60.        0.3        0.4       5.48       2.78A0610  3   53 
        1.1        60.        0.4        0.5       5.37        2.3A0610  3   54 
        1.1        60.        0.5        0.7       7.24       1.11A0610  3   55 
        1.1        60.        0.7        0.9       6.39       0.97A0610  3   56 
        1.1        60.        0.9        1.1       5.55       0.65A0610  3   57 
        1.1        60.        1.1        1.3       5.11       0.54A0610  3   58 
        1.1        60.        1.3        1.5       5.08        0.5A0610  3   59 
        1.1        60.        1.5         2.       2.35       0.16A0610  3   60 
        1.1        90.        0.2        0.3       1.13       0.72A0610  3   61 
        1.1        90.        0.3        0.4       7.86       1.11A0610  3   62 
        1.1        90.        0.4        0.5       7.12       0.94A0610  3   63 
        1.1        90.        0.5        0.7       8.03       0.76A0610  3   64 
        1.1        90.        0.7        0.9       7.48       0.65A0610  3   65 
        1.1        90.        0.9        1.1        7.7       0.61A0610  3   66 
        1.1        90.        1.1        1.3       6.48       0.47A0610  3   67 
        1.1        90.        1.3        1.5       3.62       0.28A0610  3   68 
        1.1        90.        1.5         2.       1.03       0.07A0610  3   69 
        1.1       130.        0.2        0.3       6.18       1.53A0610  3   70 
        1.1       130.        0.3        0.4       9.25       1.45A0610  3   71 
        1.1       130.        0.4        0.5       9.84       1.23A0610  3   72 
        1.1       130.        0.5        0.7       8.41       0.85A0610  3   73 
        1.1       130.        0.7        0.9       7.86       0.72A0610  3   74 
        1.1       130.        0.9        1.1       6.57       0.55A0610  3   75 
        1.1       130.        1.1        1.3       3.75       0.32A0610  3   76 
        1.1       130.        1.3        1.5       1.51       0.16A0610  3   77 
        1.1       130.        1.5         2.       0.46       0.03A0610  3   78 
         2.        10.        0.2        0.3      13.41       4.85A0610  3   79 
         2.        10.        0.3        0.4       12.5       4.03A0610  3   80 
         2.        10.        0.4        0.5       25.6       3.78A0610  3   81 
         2.        10.        0.5        0.7      26.16       2.63A0610  3   82 
         2.        10.        0.7        0.9      24.78       2.21A0610  3   83 
         2.        10.        0.9        1.1      24.26       1.94A0610  3   84 
         2.        10.        1.1        1.3      24.82       1.84A0610  3   85 
         2.        10.        1.3        1.5      24.93       1.82A0610  3   86 
         2.        10.        1.5         2.      22.34       1.56A0610  3   87 
         2.        30.        0.2        0.3       5.26        3.3A0610  3   88 
         2.        30.        0.3        0.4      13.68       2.99A0610  3   89 
         2.        30.        0.4        0.5      13.45       2.43A0610  3   90 
         2.        30.        0.5        0.7      13.71       1.56A0610  3   91 
         2.        30.        0.7        0.9      14.22        1.3A0610  3   92 
         2.        30.        0.9        1.1      13.55       1.12A0610  3   93 
         2.        30.        1.1        1.3      12.94         1.A0610  3   94 
         2.        30.        1.3        1.5      12.67       0.95A0610  3   95 
         2.        30.        1.5         2.      11.11       0.78A0610  3   96 
         2.        60.        0.2        0.3       8.33       2.76A0610  3   97 
         2.        60.        0.3        0.4       8.88       2.23A0610  3   98 
         2.        60.        0.4        0.5       9.16       1.82A0610  3   99 
         2.        60.        0.5        0.7       7.99       1.04A0610  3  100 
         2.        60.        0.7        0.9       6.55       0.72A0610  3  101 
         2.        60.        0.9        1.1       7.45       0.67A0610  3  102 
         2.        60.        1.1        1.3       6.89       0.57A0610  3  103 
         2.        60.        1.3        1.5       8.47       0.64A0610  3  104 
         2.        60.        1.5         2.       6.18       0.43A0610  3  105 
         2.        90.        0.2        0.3        1.9       1.83A0610  3  106 
         2.        90.        0.3        0.4        4.5       1.71A0610  3  107 
         2.        90.        0.4        0.5       4.74       1.34A0610  3  108 
